tick_id,day,route_id,drill_id,minigame_step,input_prompt,selected_action,step_success,score_delta,recovery_lesson,replayable
310,20,roofward_archive,drill:roofward_archive:d20,none,none,none,False,0.0,none,False
311,20,archive_signal,drill:archive_signal:d20,assign caravan task,choose public recovery action,weigh paper packs,True,0.03,"forecast, caravan task, recovery marker",True
312,20,signal_orchard,drill:signal_orchard:d20,none,none,none,False,0.0,none,False
313,20,orchard_riverbend,drill:orchard_riverbend:d20,none,none,none,False,0.0,none,False
314,20,central_repair_ring,drill:central_repair_ring:d20,none,none,none,False,0.0,none,False
315,20,riverbend_roofward,drill:riverbend_roofward:d20,none,none,none,False,0.0,none,False
316,20,roofward_archive,drill:roofward_archive:d20,none,none,none,False,0.0,none,False
317,20,archive_signal,drill:archive_signal:d20,none,none,none,False,0.0,none,False
318,20,signal_orchard,drill:signal_orchard:d20,none,none,none,False,0.0,none,False
319,20,orchard_riverbend,drill:orchard_riverbend:d20,none,none,none,False,0.0,none,False
320,21,central_repair_ring,drill:central_repair_ring:d21,none,none,none,False,0.0,none,False
321,21,riverbend_roofward,drill:riverbend_roofward:d21,none,none,none,False,0.0,none,False
322,21,roofward_archive,drill:roofward_archive:d21,none,none,none,False,0.0,none,False
323,21,archive_signal,drill:archive_signal:d21,choose detour,choose public recovery action,stone kiosk path,False,0.014,"forecast, caravan task, recovery marker",True
324,21,signal_orchard,drill:signal_orchard:d21,none,none,none,False,0.0,none,False
325,21,orchard_riverbend,drill:orchard_riverbend:d21,none,none,none,False,0.0,none,False
326,21,central_repair_ring,drill:central_repair_ring:d21,none,none,none,False,0.0,none,False
327,21,riverbend_roofward,drill:riverbend_roofward:d21,assign caravan task,choose public recovery action,carry flood rope,True,0.03,"forecast, caravan task, recovery marker",True
328,21,roofward_archive,drill:roofward_archive:d21,none,none,none,False,0.0,none,False
329,21,archive_signal,drill:archive_signal:d21,none,none,none,False,0.0,none,False
330,21,signal_orchard,drill:signal_orchard:d21,none,none,none,False,0.0,none,False
331,21,orchard_riverbend,drill:orchard_riverbend:d21,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
332,21,central_repair_ring,drill:central_repair_ring:d21,none,none,none,False,0.0,none,False
333,21,riverbend_roofward,drill:riverbend_roofward:d21,none,none,none,False,0.0,none,False
334,21,roofward_archive,drill:roofward_archive:d21,none,none,none,False,0.0,none,False
335,21,archive_signal,drill:archive_signal:d21,none,none,none,False,0.0,none,False
336,22,signal_orchard,drill:signal_orchard:d22,none,none,none,False,0.0,none,False
337,22,orchard_riverbend,drill:orchard_riverbend:d22,none,none,none,False,0.0,none,False
338,22,central_repair_ring,drill:central_repair_ring:d22,none,none,none,False,0.0,none,False
339,22,riverbend_roofward,drill:riverbend_roofward:d22,choose detour,choose public recovery action,orchard ridge detour,True,0.03,"forecast, caravan task, recovery marker",True
340,22,roofward_archive,drill:roofward_archive:d22,none,none,none,False,0.0,none,False
341,22,archive_signal,drill:archive_signal:d22,none,none,none,False,0.0,none,False
342,22,signal_orchard,drill:signal_orchard:d22,none,none,none,False,0.0,none,False
343,22,orchard_riverbend,drill:orchard_riverbend:d22,assign caravan task,choose public recovery action,sort seed sacks,True,0.03,"forecast, caravan task, recovery marker",True
344,22,central_repair_ring,drill:central_repair_ring:d22,none,none,none,False,0.0,none,False
345,22,riverbend_roofward,drill:riverbend_roofward:d22,none,none,none,False,0.0,none,False
346,22,roofward_archive,drill:roofward_archive:d22,none,none,none,False,0.0,none,False
347,22,archive_signal,drill:archive_signal:d22,none,none,none,False,0.0,none,False
348,22,signal_orchard,drill:signal_orchard:d22,none,none,none,False,0.0,none,False
349,22,orchard_riverbend,drill:orchard_riverbend:d22,none,none,none,False,0.0,none,False
350,22,central_repair_ring,drill:central_repair_ring:d22,none,none,none,False,0.0,none,False
351,22,riverbend_roofward,drill:riverbend_roofward:d22,none,none,none,False,0.0,none,False
352,23,roofward_archive,drill:roofward_archive:d23,none,none,none,False,0.0,none,False
353,23,archive_signal,drill:archive_signal:d23,none,none,none,False,0.0,none,False
354,23,signal_orchard,drill:signal_orchard:d23,none,none,none,False,0.0,none,False
355,23,orchard_riverbend,drill:orchard_riverbend:d23,choose detour,choose public recovery action,market plank route,True,0.03,"forecast, caravan task, recovery marker",True
356,23,central_repair_ring,drill:central_repair_ring:d23,none,none,none,False,0.0,none,False
357,23,riverbend_roofward,drill:riverbend_roofward:d23,none,none,none,False,0.0,none,False
358,23,roofward_archive,drill:roofward_archive:d23,none,none,none,False,0.0,none,False
359,23,archive_signal,drill:archive_signal:d23,assign caravan task,choose public recovery action,weigh paper packs,True,0.03,"forecast, caravan task, recovery marker",True
360,23,signal_orchard,drill:signal_orchard:d23,none,none,none,False,0.0,none,False
361,23,orchard_riverbend,drill:orchard_riverbend:d23,none,none,none,False,0.0,none,False
362,23,central_repair_ring,drill:central_repair_ring:d23,none,none,none,False,0.0,none,False
363,23,riverbend_roofward,drill:riverbend_roofward:d23,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
364,23,roofward_archive,drill:roofward_archive:d23,none,none,none,False,0.0,none,False
365,23,archive_signal,drill:archive_signal:d23,none,none,none,False,0.0,none,False
366,23,signal_orchard,drill:signal_orchard:d23,none,none,none,False,0.0,none,False
367,23,orchard_riverbend,drill:orchard_riverbend:d23,none,none,none,False,0.0,none,False
368,24,riverbend_roofward,drill:riverbend_roofward:d24,none,none,none,False,0.0,none,False
369,24,roofward_archive,drill:roofward_archive:d24,none,none,none,False,0.0,none,False
370,24,archive_signal,drill:archive_signal:d24,none,none,none,False,0.0,none,False
371,24,signal_orchard,drill:signal_orchard:d24,choose detour,choose public recovery action,river lantern loop,True,0.03,"forecast, caravan task, recovery marker",True
372,24,orchard_riverbend,drill:orchard_riverbend:d24,none,none,none,False,0.0,none,False
373,24,central_repair_ring,drill:central_repair_ring:d24,none,none,none,False,0.0,none,False
374,24,riverbend_roofward,drill:riverbend_roofward:d24,none,none,none,False,0.0,none,False
375,24,roofward_archive,drill:roofward_archive:d24,assign caravan task,choose public recovery action,steady glass crate,True,0.03,"forecast, caravan task, recovery marker",True
376,24,archive_signal,drill:archive_signal:d24,none,none,none,False,0.0,none,False
377,24,signal_orchard,drill:signal_orchard:d24,none,none,none,False,0.0,none,False
378,24,orchard_riverbend,drill:orchard_riverbend:d24,none,none,none,False,0.0,none,False
379,24,central_repair_ring,drill:central_repair_ring:d24,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
380,24,riverbend_roofward,drill:riverbend_roofward:d24,none,none,none,False,0.0,none,False
381,24,roofward_archive,drill:roofward_archive:d24,none,none,none,False,0.0,none,False
382,24,archive_signal,drill:archive_signal:d24,none,none,none,False,0.0,none,False
383,24,signal_orchard,drill:signal_orchard:d24,none,none,none,False,0.0,none,False
384,25,orchard_riverbend,drill:orchard_riverbend:d25,none,none,none,False,0.0,none,False
385,25,central_repair_ring,drill:central_repair_ring:d25,none,none,none,False,0.0,none,False
386,25,riverbend_roofward,drill:riverbend_roofward:d25,none,none,none,False,0.0,none,False
387,25,roofward_archive,drill:roofward_archive:d25,choose detour,choose public recovery action,cool archive lane,True,0.03,"forecast, caravan task, recovery marker",True
388,25,archive_signal,drill:archive_signal:d25,none,none,none,False,0.0,none,False
389,25,signal_orchard,drill:signal_orchard:d25,none,none,none,False,0.0,none,False
390,25,orchard_riverbend,drill:orchard_riverbend:d25,none,none,none,False,0.0,none,False
391,25,central_repair_ring,drill:central_repair_ring:d25,assign caravan task,choose public recovery action,carry wire spool,False,0.014,"forecast, caravan task, recovery marker",True
392,25,riverbend_roofward,drill:riverbend_roofward:d25,none,none,none,False,0.0,none,False
393,25,roofward_archive,drill:roofward_archive:d25,none,none,none,False,0.0,none,False
394,25,archive_signal,drill:archive_signal:d25,none,none,none,False,0.0,none,False
395,25,signal_orchard,drill:signal_orchard:d25,none,none,none,False,0.0,none,False
396,25,orchard_riverbend,drill:orchard_riverbend:d25,none,none,none,False,0.0,none,False
397,25,central_repair_ring,drill:central_repair_ring:d25,none,none,none,False,0.0,none,False
398,25,riverbend_roofward,drill:riverbend_roofward:d25,none,none,none,False,0.0,none,False
399,25,roofward_archive,drill:roofward_archive:d25,none,none,none,False,0.0,none,False
400,26,archive_signal,drill:archive_signal:d26,none,none,none,False,0.0,none,False
401,26,signal_orchard,drill:signal_orchard:d26,none,none,none,False,0.0,none,False
402,26,orchard_riverbend,drill:orchard_riverbend:d26,none,none,none,False,0.0,none,False
403,26,central_repair_ring,drill:central_repair_ring:d26,choose detour,choose public recovery action,outer bell path,True,0.03,"forecast, caravan task, recovery marker",True
404,26,riverbend_roofward,drill:riverbend_roofward:d26,none,none,none,False,0.0,none,False
405,26,roofward_archive,drill:roofward_archive:d26,none,none,none,False,0.0,none,False
406,26,archive_signal,drill:archive_signal:d26,none,none,none,False,0.0,none,False
407,26,signal_orchard,drill:signal_orchard:d26,assign caravan task,choose public recovery action,carry oil lamp,True,0.03,"forecast, caravan task, recovery marker",True
408,26,orchard_riverbend,drill:orchard_riverbend:d26,none,none,none,False,0.0,none,False
409,26,central_repair_ring,drill:central_repair_ring:d26,none,none,none,False,0.0,none,False
410,26,riverbend_roofward,drill:riverbend_roofward:d26,none,none,none,False,0.0,none,False
411,26,roofward_archive,drill:roofward_archive:d26,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
412,26,archive_signal,drill:archive_signal:d26,none,none,none,False,0.0,none,False
413,26,signal_orchard,drill:signal_orchard:d26,none,none,none,False,0.0,none,False
414,26,orchard_riverbend,drill:orchard_riverbend:d26,none,none,none,False,0.0,none,False
415,26,central_repair_ring,drill:central_repair_ring:d26,none,none,none,False,0.0,none,False
416,27,riverbend_roofward,drill:riverbend_roofward:d27,none,none,none,False,0.0,none,False
417,27,roofward_archive,drill:roofward_archive:d27,none,none,none,False,0.0,none,False
418,27,archive_signal,drill:archive_signal:d27,none,none,none,False,0.0,none,False
419,27,signal_orchard,drill:signal_orchard:d27,choose detour,choose public recovery action,river lantern loop,True,0.03,"forecast, caravan task, recovery marker",True
420,27,orchard_riverbend,drill:orchard_riverbend:d27,none,none,none,False,0.0,none,False
421,27,central_repair_ring,drill:central_repair_ring:d27,none,none,none,False,0.0,none,False
422,27,riverbend_roofward,drill:riverbend_roofward:d27,none,none,none,False,0.0,none,False
423,27,roofward_archive,drill:roofward_archive:d27,none,none,none,False,0.0,none,False
424,27,archive_signal,drill:archive_signal:d27,none,none,none,False,0.0,none,False
425,27,signal_orchard,drill:signal_orchard:d27,none,none,none,False,0.0,none,False
426,27,orchard_riverbend,drill:orchard_riverbend:d27,none,none,none,False,0.0,none,False
427,27,central_repair_ring,drill:central_repair_ring:d27,none,none,none,False,0.0,none,False
428,27,riverbend_roofward,drill:riverbend_roofward:d27,none,none,none,False,0.0,none,False
429,27,roofward_archive,drill:roofward_archive:d27,none,none,none,False,0.0,none,False
430,27,archive_signal,drill:archive_signal:d27,none,none,none,False,0.0,none,False
431,27,signal_orchard,drill:signal_orchard:d27,none,none,none,False,0.0,none,False
432,28,orchard_riverbend,drill:orchard_riverbend:d28,none,none,none,False,0.0,none,False
433,28,central_repair_ring,drill:central_repair_ring:d28,none,none,none,False,0.0,none,False
434,28,riverbend_roofward,drill:riverbend_roofward:d28,none,none,none,False,0.0,none,False
435,28,roofward_archive,drill:roofward_archive:d28,choose detour,choose public recovery action,cool archive lane,True,0.03,"forecast, caravan task, recovery marker",True
436,28,archive_signal,drill:archive_signal:d28,none,none,none,False,0.0,none,False
437,28,signal_orchard,drill:signal_orchard:d28,none,none,none,False,0.0,none,False
438,28,orchard_riverbend,drill:orchard_riverbend:d28,none,none,none,False,0.0,none,False
439,28,central_repair_ring,drill:central_repair_ring:d28,assign caravan task,choose public recovery action,carry wire spool,True,0.03,"forecast, caravan task, recovery marker",True
440,28,riverbend_roofward,drill:riverbend_roofward:d28,none,none,none,False,0.0,none,False
441,28,roofward_archive,drill:roofward_archive:d28,none,none,none,False,0.0,none,False
442,28,archive_signal,drill:archive_signal:d28,none,none,none,False,0.0,none,False
443,28,signal_orchard,drill:signal_orchard:d28,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
444,28,orchard_riverbend,drill:orchard_riverbend:d28,none,none,none,False,0.0,none,False
445,28,central_repair_ring,drill:central_repair_ring:d28,none,none,none,False,0.0,none,False
446,28,riverbend_roofward,drill:riverbend_roofward:d28,none,none,none,False,0.0,none,False
447,28,roofward_archive,drill:roofward_archive:d28,none,none,none,False,0.0,none,False
448,29,archive_signal,drill:archive_signal:d29,none,none,none,False,0.0,none,False
449,29,signal_orchard,drill:signal_orchard:d29,none,none,none,False,0.0,none,False
450,29,orchard_riverbend,drill:orchard_riverbend:d29,none,none,none,False,0.0,none,False
451,29,central_repair_ring,drill:central_repair_ring:d29,choose detour,choose public recovery action,outer bell path,True,0.03,"forecast, caravan task, recovery marker",True
452,29,riverbend_roofward,drill:riverbend_roofward:d29,none,none,none,False,0.0,none,False
453,29,roofward_archive,drill:roofward_archive:d29,none,none,none,False,0.0,none,False
454,29,archive_signal,drill:archive_signal:d29,none,none,none,False,0.0,none,False
455,29,signal_orchard,drill:signal_orchard:d29,none,none,none,False,0.0,none,False
456,29,orchard_riverbend,drill:orchard_riverbend:d29,none,none,none,False,0.0,none,False
457,29,central_repair_ring,drill:central_repair_ring:d29,none,none,none,False,0.0,none,False
458,29,riverbend_roofward,drill:riverbend_roofward:d29,none,none,none,False,0.0,none,False
459,29,roofward_archive,drill:roofward_archive:d29,confirm recovery marker,choose public recovery action,mark public recovery board,False,0.014,"forecast, caravan task, recovery marker",True
460,29,archive_signal,drill:archive_signal:d29,none,none,none,False,0.0,none,False
461,29,signal_orchard,drill:signal_orchard:d29,none,none,none,False,0.0,none,False
462,29,orchard_riverbend,drill:orchard_riverbend:d29,none,none,none,False,0.0,none,False
463,29,central_repair_ring,drill:central_repair_ring:d29,none,none,none,False,0.0,none,False
464,30,roofward_archive,drill:roofward_archive:d30,none,none,none,False,0.0,none,False
465,30,archive_signal,drill:archive_signal:d30,none,none,none,False,0.0,none,False
466,30,signal_orchard,drill:signal_orchard:d30,none,none,none,False,0.0,none,False
467,30,orchard_riverbend,drill:orchard_riverbend:d30,choose detour,choose public recovery action,market plank route,True,0.03,"forecast, caravan task, recovery marker",True
468,30,central_repair_ring,drill:central_repair_ring:d30,none,none,none,False,0.0,none,False
469,30,riverbend_roofward,drill:riverbend_roofward:d30,none,none,none,False,0.0,none,False
470,30,roofward_archive,drill:roofward_archive:d30,none,none,none,False,0.0,none,False
471,30,archive_signal,drill:archive_signal:d30,none,none,none,False,0.0,none,False
472,30,signal_orchard,drill:signal_orchard:d30,none,none,none,False,0.0,none,False
473,30,orchard_riverbend,drill:orchard_riverbend:d30,none,none,none,False,0.0,none,False
474,30,central_repair_ring,drill:central_repair_ring:d30,none,none,none,False,0.0,none,False
475,30,riverbend_roofward,drill:riverbend_roofward:d30,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
476,30,roofward_archive,drill:roofward_archive:d30,none,none,none,False,0.0,none,False
477,30,archive_signal,drill:archive_signal:d30,none,none,none,False,0.0,none,False
478,30,signal_orchard,drill:signal_orchard:d30,none,none,none,False,0.0,none,False
479,30,orchard_riverbend,drill:orchard_riverbend:d30,none,none,none,False,0.0,none,False
480,31,central_repair_ring,drill:central_repair_ring:d31,none,none,none,False,0.0,none,False
481,31,riverbend_roofward,drill:riverbend_roofward:d31,none,none,none,False,0.0,none,False
482,31,roofward_archive,drill:roofward_archive:d31,none,none,none,False,0.0,none,False
483,31,archive_signal,drill:archive_signal:d31,choose detour,choose public recovery action,stone kiosk path,True,0.03,"forecast, caravan task, recovery marker",True
484,31,signal_orchard,drill:signal_orchard:d31,none,none,none,False,0.0,none,False
485,31,orchard_riverbend,drill:orchard_riverbend:d31,none,none,none,False,0.0,none,False
486,31,central_repair_ring,drill:central_repair_ring:d31,none,none,none,False,0.0,none,False
487,31,riverbend_roofward,drill:riverbend_roofward:d31,assign caravan task,choose public recovery action,carry flood rope,True,0.03,"forecast, caravan task, recovery marker",True
488,31,roofward_archive,drill:roofward_archive:d31,none,none,none,False,0.0,none,False
489,31,archive_signal,drill:archive_signal:d31,none,none,none,False,0.0,none,False
490,31,signal_orchard,drill:signal_orchard:d31,none,none,none,False,0.0,none,False
491,31,orchard_riverbend,drill:orchard_riverbend:d31,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
492,31,central_repair_ring,drill:central_repair_ring:d31,none,none,none,False,0.0,none,False
493,31,riverbend_roofward,drill:riverbend_roofward:d31,none,none,none,False,0.0,none,False
494,31,roofward_archive,drill:roofward_archive:d31,none,none,none,False,0.0,none,False
495,31,archive_signal,drill:archive_signal:d31,none,none,none,False,0.0,none,False
496,32,signal_orchard,drill:signal_orchard:d32,none,none,none,False,0.0,none,False
497,32,orchard_riverbend,drill:orchard_riverbend:d32,none,none,none,False,0.0,none,False
498,32,central_repair_ring,drill:central_repair_ring:d32,none,none,none,False,0.0,none,False
499,32,riverbend_roofward,drill:riverbend_roofward:d32,none,none,none,False,0.0,none,False
500,32,roofward_archive,drill:roofward_archive:d32,none,none,none,False,0.0,none,False
501,32,archive_signal,drill:archive_signal:d32,none,none,none,False,0.0,none,False
502,32,signal_orchard,drill:signal_orchard:d32,none,none,none,False,0.0,none,False
503,32,orchard_riverbend,drill:orchard_riverbend:d32,none,none,none,False,0.0,none,False
504,32,central_repair_ring,drill:central_repair_ring:d32,none,none,none,False,0.0,none,False
505,32,riverbend_roofward,drill:riverbend_roofward:d32,none,none,none,False,0.0,none,False
506,32,roofward_archive,drill:roofward_archive:d32,none,none,none,False,0.0,none,False
507,32,archive_signal,drill:archive_signal:d32,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
508,32,signal_orchard,drill:signal_orchard:d32,none,none,none,False,0.0,none,False
509,32,orchard_riverbend,drill:orchard_riverbend:d32,none,none,none,False,0.0,none,False
510,32,central_repair_ring,drill:central_repair_ring:d32,none,none,none,False,0.0,none,False
511,32,riverbend_roofward,drill:riverbend_roofward:d32,none,none,none,False,0.0,none,False
512,33,roofward_archive,drill:roofward_archive:d33,none,none,none,False,0.0,none,False
513,33,archive_signal,drill:archive_signal:d33,none,none,none,False,0.0,none,False
514,33,signal_orchard,drill:signal_orchard:d33,none,none,none,False,0.0,none,False
515,33,orchard_riverbend,drill:orchard_riverbend:d33,choose detour,choose public recovery action,market plank route,True,0.03,"forecast, caravan task, recovery marker",True
516,33,central_repair_ring,drill:central_repair_ring:d33,none,none,none,False,0.0,none,False
517,33,riverbend_roofward,drill:riverbend_roofward:d33,none,none,none,False,0.0,none,False
518,33,roofward_archive,drill:roofward_archive:d33,none,none,none,False,0.0,none,False
519,33,archive_signal,drill:archive_signal:d33,assign caravan task,choose public recovery action,weigh paper packs,True,0.03,"forecast, caravan task, recovery marker",True
520,33,signal_orchard,drill:signal_orchard:d33,none,none,none,False,0.0,none,False
521,33,orchard_riverbend,drill:orchard_riverbend:d33,none,none,none,False,0.0,none,False
522,33,central_repair_ring,drill:central_repair_ring:d33,none,none,none,False,0.0,none,False
523,33,riverbend_roofward,drill:riverbend_roofward:d33,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
524,33,roofward_archive,drill:roofward_archive:d33,none,none,none,False,0.0,none,False
525,33,archive_signal,drill:archive_signal:d33,none,none,none,False,0.0,none,False
526,33,signal_orchard,drill:signal_orchard:d33,none,none,none,False,0.0,none,False
527,33,orchard_riverbend,drill:orchard_riverbend:d33,none,none,none,False,0.0,none,False
528,34,central_repair_ring,drill:central_repair_ring:d34,none,none,none,False,0.0,none,False
529,34,riverbend_roofward,drill:riverbend_roofward:d34,none,none,none,False,0.0,none,False
530,34,roofward_archive,drill:roofward_archive:d34,none,none,none,False,0.0,none,False
531,34,archive_signal,drill:archive_signal:d34,none,none,none,False,0.0,none,False
532,34,signal_orchard,drill:signal_orchard:d34,none,none,none,False,0.0,none,False
533,34,orchard_riverbend,drill:orchard_riverbend:d34,none,none,none,False,0.0,none,False
534,34,central_repair_ring,drill:central_repair_ring:d34,none,none,none,False,0.0,none,False
535,34,riverbend_roofward,drill:riverbend_roofward:d34,assign caravan task,choose public recovery action,carry flood rope,True,0.03,"forecast, caravan task, recovery marker",True
536,34,roofward_archive,drill:roofward_archive:d34,none,none,none,False,0.0,none,False
537,34,archive_signal,drill:archive_signal:d34,none,none,none,False,0.0,none,False
538,34,signal_orchard,drill:signal_orchard:d34,none,none,none,False,0.0,none,False
539,34,orchard_riverbend,drill:orchard_riverbend:d34,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
540,34,central_repair_ring,drill:central_repair_ring:d34,none,none,none,False,0.0,none,False
541,34,riverbend_roofward,drill:riverbend_roofward:d34,none,none,none,False,0.0,none,False
542,34,roofward_archive,drill:roofward_archive:d34,none,none,none,False,0.0,none,False
543,34,archive_signal,drill:archive_signal:d34,none,none,none,False,0.0,none,False
544,35,signal_orchard,drill:signal_orchard:d35,none,none,none,False,0.0,none,False
545,35,orchard_riverbend,drill:orchard_riverbend:d35,none,none,none,False,0.0,none,False
546,35,central_repair_ring,drill:central_repair_ring:d35,none,none,none,False,0.0,none,False
547,35,riverbend_roofward,drill:riverbend_roofward:d35,choose detour,choose public recovery action,orchard ridge detour,True,0.03,"forecast, caravan task, recovery marker",True
548,35,roofward_archive,drill:roofward_archive:d35,none,none,none,False,0.0,none,False
549,35,archive_signal,drill:archive_signal:d35,none,none,none,False,0.0,none,False
550,35,signal_orchard,drill:signal_orchard:d35,none,none,none,False,0.0,none,False
551,35,orchard_riverbend,drill:orchard_riverbend:d35,assign caravan task,choose public recovery action,sort seed sacks,True,0.03,"forecast, caravan task, recovery marker",True
552,35,central_repair_ring,drill:central_repair_ring:d35,none,none,none,False,0.0,none,False
553,35,riverbend_roofward,drill:riverbend_roofward:d35,none,none,none,False,0.0,none,False
554,35,roofward_archive,drill:roofward_archive:d35,none,none,none,False,0.0,none,False
555,35,archive_signal,drill:archive_signal:d35,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
556,35,signal_orchard,drill:signal_orchard:d35,none,none,none,False,0.0,none,False
557,35,orchard_riverbend,drill:orchard_riverbend:d35,none,none,none,False,0.0,none,False
558,35,central_repair_ring,drill:central_repair_ring:d35,none,none,none,False,0.0,none,False
559,35,riverbend_roofward,drill:riverbend_roofward:d35,none,none,none,False,0.0,none,False
560,36,archive_signal,drill:archive_signal:d36,none,none,none,False,0.0,none,False
561,36,signal_orchard,drill:signal_orchard:d36,none,none,none,False,0.0,none,False
562,36,orchard_riverbend,drill:orchard_riverbend:d36,none,none,none,False,0.0,none,False
563,36,central_repair_ring,drill:central_repair_ring:d36,choose detour,choose public recovery action,outer bell path,True,0.03,"forecast, caravan task, recovery marker",True
564,36,riverbend_roofward,drill:riverbend_roofward:d36,none,none,none,False,0.0,none,False
565,36,roofward_archive,drill:roofward_archive:d36,none,none,none,False,0.0,none,False
566,36,archive_signal,drill:archive_signal:d36,none,none,none,False,0.0,none,False
567,36,signal_orchard,drill:signal_orchard:d36,assign caravan task,choose public recovery action,carry oil lamp,True,0.03,"forecast, caravan task, recovery marker",True
568,36,orchard_riverbend,drill:orchard_riverbend:d36,none,none,none,False,0.0,none,False
569,36,central_repair_ring,drill:central_repair_ring:d36,none,none,none,False,0.0,none,False
570,36,riverbend_roofward,drill:riverbend_roofward:d36,none,none,none,False,0.0,none,False
571,36,roofward_archive,drill:roofward_archive:d36,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
572,36,archive_signal,drill:archive_signal:d36,none,none,none,False,0.0,none,False
573,36,signal_orchard,drill:signal_orchard:d36,none,none,none,False,0.0,none,False
574,36,orchard_riverbend,drill:orchard_riverbend:d36,none,none,none,False,0.0,none,False
575,36,central_repair_ring,drill:central_repair_ring:d36,none,none,none,False,0.0,none,False
576,37,riverbend_roofward,drill:riverbend_roofward:d37,none,none,none,False,0.0,none,False
577,37,roofward_archive,drill:roofward_archive:d37,none,none,none,False,0.0,none,False
578,37,archive_signal,drill:archive_signal:d37,none,none,none,False,0.0,none,False
579,37,signal_orchard,drill:signal_orchard:d37,none,none,none,False,0.0,none,False
580,37,orchard_riverbend,drill:orchard_riverbend:d37,none,none,none,False,0.0,none,False
581,37,central_repair_ring,drill:central_repair_ring:d37,none,none,none,False,0.0,none,False
582,37,riverbend_roofward,drill:riverbend_roofward:d37,none,none,none,False,0.0,none,False
583,37,roofward_archive,drill:roofward_archive:d37,assign caravan task,choose public recovery action,steady glass crate,True,0.03,"forecast, caravan task, recovery marker",True
584,37,archive_signal,drill:archive_signal:d37,none,none,none,False,0.0,none,False
585,37,signal_orchard,drill:signal_orchard:d37,none,none,none,False,0.0,none,False
586,37,orchard_riverbend,drill:orchard_riverbend:d37,none,none,none,False,0.0,none,False
587,37,central_repair_ring,drill:central_repair_ring:d37,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
588,37,riverbend_roofward,drill:riverbend_roofward:d37,none,none,none,False,0.0,none,False
589,37,roofward_archive,drill:roofward_archive:d37,none,none,none,False,0.0,none,False
590,37,archive_signal,drill:archive_signal:d37,none,none,none,False,0.0,none,False
591,37,signal_orchard,drill:signal_orchard:d37,none,none,none,False,0.0,none,False
592,38,orchard_riverbend,drill:orchard_riverbend:d38,none,none,none,False,0.0,none,False
593,38,central_repair_ring,drill:central_repair_ring:d38,none,none,none,False,0.0,none,False
594,38,riverbend_roofward,drill:riverbend_roofward:d38,none,none,none,False,0.0,none,False
595,38,roofward_archive,drill:roofward_archive:d38,choose detour,choose public recovery action,cool archive lane,False,0.014,"forecast, caravan task, recovery marker",True
596,38,archive_signal,drill:archive_signal:d38,none,none,none,False,0.0,none,False
597,38,signal_orchard,drill:signal_orchard:d38,none,none,none,False,0.0,none,False
598,38,orchard_riverbend,drill:orchard_riverbend:d38,none,none,none,False,0.0,none,False
599,38,central_repair_ring,drill:central_repair_ring:d38,assign caravan task,choose public recovery action,carry wire spool,True,0.03,"forecast, caravan task, recovery marker",True
600,38,riverbend_roofward,drill:riverbend_roofward:d38,none,none,none,False,0.0,none,False
601,38,roofward_archive,drill:roofward_archive:d38,none,none,none,False,0.0,none,False
602,38,archive_signal,drill:archive_signal:d38,none,none,none,False,0.0,none,False
603,38,signal_orchard,drill:signal_orchard:d38,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
604,38,orchard_riverbend,drill:orchard_riverbend:d38,none,none,none,False,0.0,none,False
605,38,central_repair_ring,drill:central_repair_ring:d38,none,none,none,False,0.0,none,False
606,38,riverbend_roofward,drill:riverbend_roofward:d38,none,none,none,False,0.0,none,False
607,38,roofward_archive,drill:roofward_archive:d38,none,none,none,False,0.0,none,False
608,39,archive_signal,drill:archive_signal:d39,none,none,none,False,0.0,none,False
609,39,signal_orchard,drill:signal_orchard:d39,none,none,none,False,0.0,none,False
610,39,orchard_riverbend,drill:orchard_riverbend:d39,none,none,none,False,0.0,none,False
611,39,central_repair_ring,drill:central_repair_ring:d39,none,none,none,False,0.0,none,False
612,39,riverbend_roofward,drill:riverbend_roofward:d39,none,none,none,False,0.0,none,False
613,39,roofward_archive,drill:roofward_archive:d39,none,none,none,False,0.0,none,False
