tick_id,day,agent_id,trust_avatar,respect_felt,autonomy_pressure,gratitude,guardedness,relationship_badge_visible,bounded_change
694,58,Ivo,0.916,0.94,0.613,0.96,0.046,True,True
696,59,Ari,0.945,0.96,0.506,0.96,0.053,True,True
698,59,Nia,0.9,0.93,0.639,0.96,0.05,True,True
699,59,Milo,0.96,0.96,0.874,0.96,0.013,True,True
701,59,Juno,0.96,0.96,0.905,0.96,0.025,True,True
703,59,Fay,0.931,0.96,0.787,0.96,0.213,True,True
705,59,Milo,0.96,0.96,0.878,0.96,0.009,True,True
706,59,Ivo,0.871,0.91,0.663,0.96,0.096,True,True
708,60,Ari,0.96,0.96,0.481,0.96,0.018,True,True
710,60,Nia,0.916,0.94,0.643,0.96,0.046,True,True
711,60,Milo,0.96,0.96,0.882,0.96,0.005,True,True
713,60,Juno,0.96,0.96,0.88,0.96,0.0,True,True
715,60,Fay,0.96,0.96,0.762,0.96,0.178,True,True
717,60,Milo,0.96,0.96,0.886,0.96,0.001,True,True
718,60,Ivo,0.911,0.95,0.638,0.96,0.061,True,True
720,61,Ari,0.96,0.96,0.485,0.96,0.014,True,True
722,61,Nia,0.871,0.91,0.693,0.96,0.096,True,True
723,61,Milo,0.96,0.96,0.89,0.96,0.0,True,True
725,61,Juno,0.9,0.93,0.93,0.96,0.05,True,True
727,61,Fay,0.96,0.96,0.766,0.96,0.174,True,True
729,61,Milo,0.96,0.96,0.894,0.96,0.0,True,True
730,61,Ivo,0.931,0.96,0.642,0.96,0.057,True,True
731,61,Juno,0.914,0.94,0.934,0.96,0.046,True,True
732,62,Ari,0.96,0.96,0.46,0.96,0.0,True,True
734,62,Nia,0.911,0.95,0.668,0.96,0.061,True,True
735,62,Milo,0.96,0.96,0.898,0.96,0.0,True,True
736,62,Ivo,0.96,0.96,0.617,0.96,0.022,True,True
737,62,Juno,0.93,0.95,0.938,0.96,0.042,True,True
739,62,Fay,0.96,0.96,0.741,0.96,0.139,True,True
741,62,Milo,0.96,0.96,0.902,0.96,0.0,True,True
742,62,Ivo,0.96,0.96,0.592,0.96,0.0,True,True
744,63,Fay,0.96,0.96,0.745,0.96,0.135,True,True
746,63,Milo,0.96,0.96,0.877,0.96,0.0,True,True
747,63,Ivo,0.96,0.96,0.596,0.96,0.0,True,True
749,63,Ari,0.96,0.96,0.435,0.96,0.0,True,True
751,63,Nia,0.927,0.96,0.672,0.96,0.057,True,True
752,63,Milo,0.96,0.96,0.852,0.96,0.0,True,True
753,63,Ivo,0.96,0.96,0.6,0.96,0.0,True,True
754,63,Juno,0.96,0.96,0.913,0.96,0.007,True,True
756,64,Fay,0.915,0.93,0.795,0.96,0.185,True,True
757,64,Nia,0.947,0.96,0.676,0.96,0.053,True,True
758,64,Milo,0.96,0.96,0.856,0.96,0.0,True,True
759,64,Ivo,0.96,0.96,0.604,0.96,0.0,True,True
761,64,Ari,0.96,0.96,0.439,0.96,0.0,True,True
763,64,Nia,0.902,0.93,0.726,0.96,0.103,True,True
765,64,Ivo,0.96,0.96,0.608,0.96,0.0,True,True
766,64,Juno,0.9,0.93,0.96,0.96,0.057,True,True
768,65,Fay,0.955,0.96,0.77,0.96,0.15,True,True
770,65,Milo,0.96,0.96,0.831,0.96,0.0,True,True
771,65,Ivo,0.96,0.96,0.612,0.96,0.0,True,True
773,65,Ari,0.96,0.96,0.414,0.96,0.0,True,True
774,65,Fay,0.96,0.96,0.774,0.96,0.146,True,True
775,65,Nia,0.942,0.96,0.701,0.96,0.068,True,True
777,65,Ivo,0.96,0.96,0.616,0.96,0.0,True,True
778,65,Juno,0.916,0.94,0.96,0.96,0.053,True,True
780,66,Fay,0.96,0.96,0.778,0.96,0.142,True,True
782,66,Milo,0.9,0.93,0.881,0.96,0.05,True,True
783,66,Ivo,0.96,0.96,0.62,0.96,0.0,True,True
785,66,Ari,0.9,0.93,0.464,0.96,0.05,True,True
787,66,Nia,0.96,0.96,0.705,0.96,0.064,True,True
789,66,Ivo,0.96,0.96,0.624,0.96,0.0,True,True
790,66,Juno,0.871,0.91,0.96,0.96,0.103,True,True
791,66,Ari,0.914,0.94,0.468,0.96,0.046,True,True
792,67,Fay,0.96,0.96,0.753,0.96,0.107,True,True
794,67,Milo,0.916,0.94,0.885,0.96,0.046,True,True
795,67,Ivo,0.96,0.96,0.628,0.96,0.0,True,True
797,67,Ari,0.93,0.95,0.472,0.96,0.042,True,True
799,67,Nia,0.96,0.96,0.68,0.96,0.029,True,True
801,67,Ivo,0.96,0.96,0.632,0.96,0.0,True,True
802,67,Juno,0.911,0.95,0.935,0.96,0.068,True,True
804,68,Fay,0.96,0.96,0.757,0.96,0.103,True,True
806,68,Milo,0.871,0.91,0.935,0.96,0.096,True,True
807,68,Ivo,0.96,0.96,0.636,0.96,0.0,True,True
809,68,Ari,0.885,0.92,0.522,0.96,0.092,True,True
811,68,Nia,0.96,0.96,0.684,0.96,0.025,True,True
813,68,Ivo,0.96,0.96,0.64,0.96,0.0,True,True
814,68,Juno,0.931,0.96,0.939,0.96,0.064,True,True
816,69,Fay,0.96,0.96,0.732,0.96,0.068,True,True
818,69,Milo,0.911,0.95,0.91,0.96,0.061,True,True
819,69,Ivo,0.96,0.96,0.644,0.96,0.0,True,True
821,69,Ari,0.925,0.96,0.497,0.96,0.057,True,True
823,69,Nia,0.96,0.96,0.659,0.96,0.0,True,True
825,69,Ivo,0.96,0.96,0.648,0.96,0.0,True,True
826,69,Juno,0.96,0.96,0.914,0.96,0.029,True,True
828,70,Fay,0.9,0.93,0.782,0.96,0.118,True,True
830,70,Milo,0.931,0.96,0.914,0.96,0.057,True,True
831,70,Ivo,0.96,0.96,0.652,0.96,0.0,True,True
833,70,Ari,0.945,0.96,0.501,0.96,0.053,True,True
835,70,Nia,0.9,0.93,0.709,0.96,0.05,True,True
837,70,Ivo,0.96,0.96,0.656,0.96,0.0,True,True
838,70,Juno,0.96,0.96,0.918,0.96,0.025,True,True
840,71,Fay,0.916,0.94,0.786,0.96,0.114,True,True
842,71,Milo,0.96,0.96,0.889,0.96,0.022,True,True
843,71,Ivo,0.96,0.96,0.66,0.96,0.0,True,True
845,71,Ari,0.96,0.96,0.476,0.96,0.018,True,True
847,71,Nia,0.916,0.94,0.713,0.96,0.046,True,True
849,71,Ivo,0.96,0.96,0.664,0.96,0.0,True,True
850,71,Juno,0.96,0.96,0.893,0.96,0.0,True,True
852,72,Nia,0.956,0.96,0.688,0.96,0.011,True,True
854,72,Ivo,0.96,0.96,0.639,0.96,0.0,True,True
855,72,Juno,0.96,0.96,0.897,0.96,0.0,True,True
857,72,Fay,0.96,0.96,0.761,0.96,0.079,True,True
859,72,Milo,0.96,0.96,0.864,0.96,0.0,True,True
861,72,Juno,0.96,0.96,0.872,0.96,0.0,True,True
862,72,Ari,0.96,0.96,0.451,0.96,0.0,True,True
864,73,Nia,0.96,0.96,0.692,0.96,0.007,True,True
866,73,Ivo,0.9,0.93,0.689,0.96,0.05,True,True
867,73,Juno,0.96,0.96,0.876,0.96,0.0,True,True
869,73,Fay,0.9,0.93,0.811,0.96,0.129,True,True
871,73,Milo,0.96,0.96,0.868,0.96,0.0,True,True
872,73,Ivo,0.914,0.94,0.693,0.96,0.046,True,True
873,73,Juno,0.96,0.96,0.88,0.96,0.0,True,True
874,73,Ari,0.96,0.96,0.455,0.96,0.0,True,True
876,74,Nia,0.96,0.96,0.667,0.96,0.0,True,True
877,74,Milo,0.96,0.96,0.843,0.96,0.0,True,True
878,74,Ivo,0.93,0.95,0.697,0.96,0.042,True,True
879,74,Juno,0.96,0.96,0.884,0.96,0.0,True,True
881,74,Fay,0.916,0.94,0.815,0.96,0.125,True,True
883,74,Milo,0.96,0.96,0.818,0.96,0.0,True,True
885,74,Juno,0.96,0.96,0.888,0.96,0.0,True,True
886,74,Ari,0.96,0.96,0.43,0.96,0.0,True,True
888,75,Nia,0.96,0.96,0.671,0.96,0.0,True,True
890,75,Ivo,0.885,0.92,0.747,0.96,0.092,True,True
891,75,Juno,0.96,0.96,0.892,0.96,0.0,True,True
893,75,Fay,0.871,0.91,0.865,0.96,0.175,True,True
894,75,Nia,0.96,0.96,0.675,0.96,0.0,True,True
895,75,Milo,0.96,0.96,0.822,0.96,0.0,True,True
897,75,Juno,0.96,0.96,0.896,0.96,0.0,True,True
898,75,Ari,0.96,0.96,0.434,0.96,0.0,True,True
900,76,Nia,0.96,0.96,0.65,0.96,0.0,True,True
902,76,Ivo,0.925,0.96,0.722,0.96,0.057,True,True
903,76,Juno,0.96,0.96,0.9,0.96,0.0,True,True
905,76,Fay,0.911,0.95,0.84,0.96,0.14,True,True
907,76,Milo,0.96,0.96,0.797,0.96,0.0,True,True
909,76,Juno,0.96,0.96,0.904,0.96,0.0,True,True
910,76,Ari,0.96,0.96,0.409,0.96,0.0,True,True
911,76,Fay,0.927,0.96,0.844,0.96,0.136,True,True
912,77,Nia,0.9,0.93,0.7,0.96,0.05,True,True
914,77,Ivo,0.945,0.96,0.726,0.96,0.053,True,True
915,77,Juno,0.96,0.96,0.908,0.96,0.0,True,True
916,77,Ari,0.915,0.93,0.459,0.96,0.05,True,True
917,77,Fay,0.947,0.96,0.848,0.96,0.132,True,True
919,77,Milo,0.9,0.93,0.847,0.96,0.05,True,True
921,77,Juno,0.96,0.96,0.912,0.96,0.0,True,True
922,77,Ari,0.855,0.9,0.509,0.96,0.1,True,True
924,78,Nia,0.916,0.94,0.704,0.96,0.046,True,True
926,78,Ivo,0.96,0.96,0.701,0.96,0.018,True,True
927,78,Juno,0.96,0.96,0.916,0.96,0.0,True,True
929,78,Fay,0.96,0.96,0.823,0.96,0.097,True,True
931,78,Milo,0.916,0.94,0.851,0.96,0.046,True,True
933,78,Juno,0.96,0.96,0.92,0.96,0.0,True,True
934,78,Ari,0.871,0.91,0.513,0.96,0.096,True,True
936,79,Nia,0.871,0.91,0.754,0.96,0.096,True,True
938,79,Ivo,0.96,0.96,0.705,0.96,0.014,True,True
939,79,Juno,0.96,0.96,0.924,0.96,0.0,True,True
941,79,Fay,0.96,0.96,0.827,0.96,0.093,True,True
943,79,Milo,0.871,0.91,0.901,0.96,0.096,True,True
945,79,Juno,0.96,0.96,0.928,0.96,0.0,True,True
946,79,Ari,0.826,0.88,0.563,0.96,0.146,True,True
948,80,Nia,0.911,0.95,0.729,0.96,0.061,True,True
950,80,Ivo,0.96,0.96,0.68,0.96,0.0,True,True
951,80,Juno,0.96,0.96,0.932,0.96,0.0,True,True
953,80,Fay,0.96,0.96,0.802,0.96,0.058,True,True
955,80,Milo,0.911,0.95,0.876,0.96,0.061,True,True
957,80,Juno,0.96,0.96,0.936,0.96,0.0,True,True
958,80,Ari,0.866,0.92,0.538,0.96,0.111,True,True
960,81,Milo,0.96,0.96,0.851,0.96,0.026,True,True
962,81,Juno,0.96,0.96,0.94,0.96,0.0,True,True
963,81,Ari,0.88,0.93,0.542,0.96,0.107,True,True
965,81,Nia,0.927,0.96,0.733,0.96,0.057,True,True
967,81,Ivo,0.96,0.96,0.655,0.96,0.0,True,True
969,81,Ari,0.894,0.94,0.546,0.96,0.103,True,True
970,81,Fay,0.96,0.96,0.777,0.96,0.023,True,True
972,82,Milo,0.96,0.96,0.855,0.96,0.022,True,True
974,82,Juno,0.915,0.93,0.96,0.96,0.05,True,True
975,82,Ari,0.908,0.95,0.55,0.96,0.099,True,True
977,82,Nia,0.882,0.93,0.783,0.96,0.107,True,True
979,82,Ivo,0.96,0.96,0.659,0.96,0.0,True,True
981,82,Ari,0.922,0.96,0.554,0.96,0.095,True,True
982,82,Fay,0.96,0.96,0.781,0.96,0.019,True,True
984,83,Milo,0.96,0.96,0.83,0.96,0.0,True,True
986,83,Juno,0.955,0.96,0.935,0.96,0.015,True,True
987,83,Ari,0.936,0.96,0.558,0.96,0.091,True,True
989,83,Nia,0.922,0.96,0.758,0.96,0.072,True,True
991,83,Ivo,0.96,0.96,0.634,0.96,0.0,True,True
992,83,Juno,0.96,0.96,0.939,0.96,0.011,True,True
993,83,Ari,0.95,0.96,0.562,0.96,0.087,True,True
994,83,Fay,0.96,0.96,0.756,0.96,0.0,True,True
996,84,Milo,0.9,0.93,0.88,0.96,0.05,True,True
997,84,Ivo,0.915,0.93,0.684,0.96,0.05,True,True
998,84,Juno,0.96,0.96,0.943,0.96,0.007,True,True
999,84,Ari,0.96,0.96,0.566,0.96,0.083,True,True
1001,84,Nia,0.942,0.96,0.762,0.96,0.068,True,True
1003,84,Ivo,0.855,0.9,0.734,0.96,0.1,True,True
1005,84,Ari,0.96,0.96,0.57,0.96,0.079,True,True
1006,84,Fay,0.9,0.93,0.806,0.96,0.05,True,True
1008,85,Milo,0.916,0.94,0.884,0.96,0.046,True,True
1010,85,Juno,0.96,0.96,0.918,0.96,0.0,True,True
1011,85,Ari,0.96,0.96,0.574,0.96,0.075,True,True
1013,85,Nia,0.96,0.96,0.737,0.96,0.033,True,True
1014,85,Milo,0.96,0.96,0.859,0.96,0.011,True,True
1015,85,Ivo,0.871,0.91,0.738,0.96,0.096,True,True
1017,85,Ari,0.96,0.96,0.578,0.96,0.071,True,True
1018,85,Fay,0.916,0.94,0.81,0.96,0.046,True,True
1020,86,Milo,0.915,0.93,0.909,0.96,0.061,True,True
1022,86,Juno,0.96,0.96,0.922,0.96,0.0,True,True
1023,86,Ari,0.96,0.96,0.582,0.96,0.067,True,True
1025,86,Nia,0.96,0.96,0.741,0.96,0.029,True,True
1027,86,Ivo,0.826,0.88,0.788,0.96,0.146,True,True
1029,86,Ari,0.96,0.96,0.586,0.96,0.063,True,True
1030,86,Fay,0.871,0.91,0.86,0.96,0.096,True,True
1031,86,Nia,0.96,0.96,0.745,0.96,0.025,True,True
1032,87,Milo,0.955,0.96,0.884,0.96,0.026,True,True
1034,87,Juno,0.96,0.96,0.897,0.96,0.0,True,True
1035,87,Ari,0.96,0.96,0.59,0.96,0.059,True,True
1036,87,Fay,0.926,0.95,0.835,0.96,0.061,True,True
1037,87,Nia,0.96,0.96,0.72,0.96,0.0,True,True
1039,87,Ivo,0.866,0.92,0.763,0.96,0.111,True,True
1041,87,Ari,0.96,0.96,0.594,0.96,0.055,True,True
1042,87,Fay,0.96,0.96,0.81,0.96,0.026,True,True
1044,88,Milo,0.96,0.96,0.888,0.96,0.022,True,True
1046,88,Juno,0.9,0.93,0.947,0.96,0.05,True,True
1047,88,Ari,0.96,0.96,0.598,0.96,0.051,True,True
1049,88,Nia,0.9,0.93,0.77,0.96,0.05,True,True
1051,88,Ivo,0.886,0.93,0.767,0.96,0.107,True,True
1053,88,Ari,0.915,0.93,0.648,0.96,0.101,True,True
1054,88,Fay,0.96,0.96,0.814,0.96,0.022,True,True
1056,89,Milo,0.96,0.96,0.863,0.96,0.0,True,True
1058,89,Juno,0.916,0.94,0.951,0.96,0.046,True,True
1059,89,Ari,0.929,0.94,0.652,0.96,0.097,True,True
1061,89,Nia,0.916,0.94,0.774,0.96,0.046,True,True
1063,89,Ivo,0.941,0.96,0.742,0.96,0.072,True,True
1065,89,Ari,0.943,0.95,0.656,0.96,0.093,True,True
1066,89,Fay,0.96,0.96,0.789,0.96,0.0,True,True
1068,90,Ivo,0.96,0.96,0.717,0.96,0.037,True,True
1070,90,Ari,0.96,0.96,0.631,0.96,0.058,True,True
1071,90,Fay,0.96,0.96,0.793,0.96,0.0,True,True
1073,90,Milo,0.96,0.96,0.838,0.96,0.0,True,True
1075,90,Juno,0.96,0.96,0.926,0.96,0.011,True,True
1077,90,Fay,0.96,0.96,0.797,0.96,0.0,True,True
1078,90,Nia,0.96,0.96,0.749,0.96,0.011,True,True
1080,91,Ivo,0.9,0.93,0.767,0.96,0.087,True,True
1082,91,Ari,0.96,0.96,0.635,0.96,0.054,True,True
1083,91,Fay,0.96,0.96,0.801,0.96,0.0,True,True
1085,91,Milo,0.96,0.96,0.842,0.96,0.0,True,True
1087,91,Juno,0.9,0.93,0.96,0.96,0.061,True,True
1089,91,Fay,0.96,0.96,0.805,0.96,0.0,True,True
1090,91,Nia,0.9,0.93,0.799,0.96,0.061,True,True
1092,92,Ivo,0.916,0.94,0.771,0.96,0.083,True,True
1094,92,Ari,0.96,0.96,0.61,0.96,0.019,True,True
1095,92,Fay,0.96,0.96,0.809,0.96,0.0,True,True
1097,92,Milo,0.96,0.96,0.817,0.96,0.0,True,True
1099,92,Juno,0.916,0.94,0.96,0.96,0.057,True,True
1101,92,Fay,0.96,0.96,0.813,0.96,0.0,True,True
1102,92,Nia,0.916,0.94,0.803,0.96,0.057,True,True
1104,93,Ivo,0.871,0.91,0.821,0.96,0.133,True,True
1106,93,Ari,0.9,0.93,0.66,0.96,0.069,True,True
1107,93,Fay,0.96,0.96,0.817,0.96,0.0,True,True
1109,93,Milo,0.96,0.96,0.821,0.96,0.0,True,True
1111,93,Juno,0.871,0.91,0.96,0.96,0.107,True,True
1113,93,Fay,0.96,0.96,0.821,0.96,0.0,True,True
1114,93,Nia,0.871,0.91,0.853,0.96,0.107,True,True
1116,94,Ivo,0.911,0.95,0.796,0.96,0.098,True,True
1117,94,Juno,0.926,0.95,0.935,0.96,0.072,True,True
1118,94,Ari,0.916,0.94,0.664,0.96,0.065,True,True
1119,94,Fay,0.96,0.96,0.825,0.96,0.0,True,True
1121,94,Milo,0.96,0.96,0.796,0.96,0.0,True,True
1123,94,Juno,0.96,0.96,0.91,0.96,0.037,True,True
1125,94,Fay,0.96,0.96,0.829,0.96,0.0,True,True
1126,94,Nia,0.911,0.95,0.828,0.96,0.072,True,True
1128,95,Ivo,0.931,0.96,0.8,0.96,0.094,True,True
1130,95,Ari,0.871,0.91,0.714,0.96,0.115,True,True
1131,95,Fay,0.96,0.96,0.833,0.96,0.0,True,True
1133,95,Milo,0.9,0.93,0.846,0.96,0.05,True,True
1134,95,Ivo,0.886,0.93,0.85,0.96,0.144,True,True
1135,95,Juno,0.96,0.96,0.914,0.96,0.033,True,True
1137,95,Fay,0.96,0.96,0.837,0.96,0.0,True,True
1138,95,Nia,0.931,0.96,0.832,0.96,0.068,True,True
1140,96,Ivo,0.941,0.96,0.825,0.96,0.109,True,True
1142,96,Ari,0.911,0.95,0.689,0.96,0.08,True,True
1143,96,Fay,0.96,0.96,0.841,0.96,0.0,True,True
1145,96,Milo,0.916,0.94,0.85,0.96,0.046,True,True
1147,96,Juno,0.96,0.96,0.889,0.96,0.0,True,True
1149,96,Fay,0.96,0.96,0.845,0.96,0.0,True,True
1150,96,Nia,0.96,0.96,0.807,0.96,0.033,True,True
1151,96,Milo,0.96,0.96,0.825,0.96,0.011,True,True
1152,97,Ivo,0.955,0.96,0.829,0.96,0.105,True,True
1154,97,Ari,0.931,0.96,0.693,0.96,0.076,True,True
1155,97,Fay,0.96,0.96,0.849,0.96,0.0,True,True
1156,97,Nia,0.9,0.93,0.857,0.96,0.083,True,True
1157,97,Milo,0.915,0.93,0.875,0.96,0.061,True,True
1159,97,Juno,0.96,0.96,0.893,0.96,0.0,True,True
1161,97,Fay,0.96,0.96,0.853,0.96,0.0,True,True
1162,97,Nia,0.914,0.94,0.861,0.96,0.079,True,True
1164,98,Ivo,0.96,0.96,0.804,0.96,0.07,True,True
1166,98,Ari,0.96,0.96,0.668,0.96,0.041,True,True
1167,98,Fay,0.96,0.96,0.828,0.96,0.0,True,True
1169,98,Milo,0.955,0.96,0.85,0.96,0.026,True,True
1171,98,Juno,0.96,0.96,0.868,0.96,0.0,True,True
1173,98,Fay,0.96,0.96,0.803,0.96,0.0,True,True
1174,98,Nia,0.96,0.96,0.836,0.96,0.044,True,True
1176,99,Juno,0.96,0.96,0.872,0.96,0.0,True,True
1177,99,Ari,0.96,0.96,0.643,0.96,0.006,True,True
1178,99,Fay,0.96,0.96,0.778,0.96,0.0,True,True
1179,99,Nia,0.96,0.96,0.84,0.96,0.04,True,True
1181,99,Ivo,0.96,0.96,0.779,0.96,0.035,True,True
1183,99,Ari,0.96,0.96,0.618,0.96,0.0,True,True
1185,99,Nia,0.96,0.96,0.844,0.96,0.036,True,True
1186,99,Milo,0.96,0.96,0.854,0.96,0.022,True,True
1188,100,Juno,0.915,0.93,0.922,0.96,0.05,True,True
1190,100,Fay,0.9,0.93,0.828,0.96,0.05,True,True
1191,100,Nia,0.96,0.96,0.848,0.96,0.032,True,True
1193,100,Ivo,0.96,0.96,0.783,0.96,0.031,True,True
1195,100,Ari,0.96,0.96,0.622,0.96,0.0,True,True
1197,100,Nia,0.96,0.96,0.852,0.96,0.028,True,True
1198,100,Milo,0.915,0.93,0.904,0.96,0.072,True,True
1200,101,Juno,0.955,0.96,0.897,0.96,0.015,True,True
1202,101,Fay,0.916,0.94,0.832,0.96,0.046,True,True
1203,101,Nia,0.96,0.96,0.856,0.96,0.024,True,True
1205,101,Ivo,0.96,0.96,0.758,0.96,0.0,True,True
1207,101,Ari,0.96,0.96,0.597,0.96,0.0,True,True
1209,101,Nia,0.96,0.96,0.86,0.96,0.02,True,True
1210,101,Milo,0.955,0.96,0.879,0.96,0.037,True,True
1212,102,Juno,0.96,0.96,0.901,0.96,0.011,True,True
1214,102,Fay,0.871,0.91,0.882,0.96,0.096,True,True
1215,102,Nia,0.96,0.96,0.864,0.96,0.016,True,True
1217,102,Ivo,0.9,0.93,0.808,0.96,0.05,True,True
1219,102,Ari,0.96,0.96,0.601,0.96,0.0,True,True
1221,102,Nia,0.96,0.96,0.868,0.96,0.012,True,True
1222,102,Milo,0.96,0.96,0.883,0.96,0.033,True,True
1224,103,Juno,0.96,0.96,0.876,0.96,0.0,True,True
1226,103,Fay,0.911,0.95,0.857,0.96,0.061,True,True
1227,103,Nia,0.96,0.96,0.872,0.96,0.008,True,True
1229,103,Ivo,0.916,0.94,0.812,0.96,0.046,True,True
1231,103,Ari,0.96,0.96,0.576,0.96,0.0,True,True
1233,103,Nia,0.96,0.96,0.876,0.96,0.004,True,True
1234,103,Milo,0.96,0.96,0.858,0.96,0.0,True,True
1236,104,Juno,0.96,0.96,0.88,0.96,0.0,True,True
1238,104,Fay,0.931,0.96,0.861,0.96,0.057,True,True
1239,104,Nia,0.96,0.96,0.88,0.96,0.0,True,True
1241,104,Ivo,0.871,0.91,0.862,0.96,0.096,True,True
1243,104,Ari,0.9,0.93,0.626,0.96,0.05,True,True
1245,104,Nia,0.96,0.96,0.884,0.96,0.0,True,True
1246,104,Milo,0.96,0.96,0.862,0.96,0.0,True,True
1248,105,Juno,0.96,0.96,0.855,0.96,0.0,True,True
1250,105,Fay,0.96,0.96,0.836,0.96,0.022,True,True
1251,105,Nia,0.96,0.96,0.888,0.96,0.0,True,True
1253,105,Ivo,0.911,0.95,0.837,0.96,0.061,True,True
1254,105,Juno,0.96,0.96,0.83,0.96,0.0,True,True
1255,105,Ari,0.916,0.94,0.63,0.96,0.046,True,True
1257,105,Nia,0.96,0.96,0.892,0.96,0.0,True,True
1258,105,Milo,0.96,0.96,0.837,0.96,0.0,True,True
1260,106,Juno,0.9,0.93,0.88,0.96,0.05,True,True
1262,106,Fay,0.96,0.96,0.84,0.96,0.018,True,True
1263,106,Nia,0.96,0.96,0.896,0.96,0.0,True,True
1265,106,Ivo,0.931,0.96,0.841,0.96,0.057,True,True
1267,106,Ari,0.871,0.91,0.68,0.96,0.096,True,True
1269,106,Nia,0.96,0.96,0.9,0.96,0.0,True,True
1270,106,Milo,0.9,0.93,0.887,0.96,0.05,True,True
1271,106,Ivo,0.886,0.93,0.891,0.96,0.107,True,True
1272,107,Juno,0.916,0.94,0.884,0.96,0.046,True,True
1274,107,Fay,0.96,0.96,0.815,0.96,0.0,True,True
1275,107,Nia,0.96,0.96,0.904,0.96,0.0,True,True
1276,107,Milo,0.94,0.96,0.862,0.96,0.015,True,True
1277,107,Ivo,0.941,0.96,0.866,0.96,0.072,True,True
1279,107,Ari,0.911,0.95,0.655,0.96,0.061,True,True
1281,107,Nia,0.96,0.96,0.908,0.96,0.0,True,True
1282,107,Milo,0.956,0.96,0.866,0.96,0.011,True,True
1284,108,Ari,0.96,0.96,0.63,0.96,0.026,True,True
1286,108,Nia,0.96,0.96,0.912,0.96,0.0,True,True
1287,108,Milo,0.96,0.96,0.87,0.96,0.007,True,True
1289,108,Juno,0.96,0.96,0.859,0.96,0.011,True,True
1291,108,Fay,0.96,0.96,0.79,0.96,0.0,True,True
1292,108,Nia,0.96,0.96,0.887,0.96,0.0,True,True
1293,108,Milo,0.96,0.96,0.874,0.96,0.003,True,True
1294,108,Ivo,0.96,0.96,0.841,0.96,0.037,True,True
