tick_id,day,settlement_id,resident_id,avatar_choice,trust_before,trust_after,curiosity_before,curiosity_after,guardedness_before,guardedness_after,history_hash_before,history_hash_after,changed_trust_without_erasing_history,private_workspace_not_dumped
658,37,cinder_garden,Vale,offer_trade_good,0.794,0.796,0.75,0.768,0.194,0.194,19cf457a8a89e146,19cf457a8a89e146,True,True
659,37,lichen_bridge,Sol,touch_restricted_object,0.65,0.632,0.702,0.696,0.398,0.398,cc8caca16e5bec20,cc8caca16e5bec20,True,True
660,37,orchid_engine,Bea,step_back,0.702,0.712,0.732,0.738,0.318,0.318,ca775e88099c3e97,ca775e88099c3e97,True,True
661,37,moss_ward,Fay,ask_custom_reason,0.762,0.772,0.732,0.75,0.274,0.274,2291aedf61ac41fe,2291aedf61ac41fe,True,True
662,37,glass_harbor,Puck,interrupt_protocol,0.682,0.672,0.708,0.702,0.36,0.36,d9e19fb6c9823d10,d9e19fb6c9823d10,True,True
663,37,cinder_garden,Wren,wait_for_resident_lead,0.58,0.582,0.6,0.606,0.408,0.408,19cf457a8a89e146,19cf457a8a89e146,True,True
664,37,lichen_bridge,Kio,observe_before_speaking,0.738,0.748,0.72,0.726,0.3,0.3,cc8caca16e5bec20,cc8caca16e5bec20,True,True
665,37,orchid_engine,Cai,offer_greeting,0.786,0.788,0.756,0.762,0.244,0.244,ca775e88099c3e97,ca775e88099c3e97,True,True
666,38,glass_harbor,Nia,touch_restricted_object,0.772,0.754,0.75,0.744,0.31,0.31,df168c47af5101d6,df168c47af5101d6,True,True
667,38,cinder_garden,Pax,step_back,0.704,0.714,0.75,0.756,0.31,0.31,c26493dcb090c99c,c26493dcb090c99c,True,True
668,38,lichen_bridge,Rin,ask_custom_reason,0.69,0.7,0.648,0.666,0.332,0.332,9309bcbea94fc013,9309bcbea94fc013,True,True
669,38,orchid_engine,Eli,interrupt_protocol,0.786,0.776,0.756,0.75,0.22,0.22,e7523ccf894ef7b8,e7523ccf894ef7b8,True,True
670,38,moss_ward,Ari,wait_for_resident_lead,0.732,0.734,0.75,0.756,0.31,0.31,751f1cb3380c1af6,751f1cb3380c1af6,True,True
671,38,glass_harbor,Oren,observe_before_speaking,0.756,0.766,0.726,0.732,0.296,0.296,df168c47af5101d6,df168c47af5101d6,True,True
672,38,cinder_garden,Vale,offer_greeting,0.802,0.804,0.768,0.774,0.19,0.19,c26493dcb090c99c,c26493dcb090c99c,True,True
673,38,lichen_bridge,Sol,ask_translation,0.638,0.648,0.696,0.714,0.386,0.386,9309bcbea94fc013,9309bcbea94fc013,True,True
674,38,orchid_engine,Bea,repeat_local_phrase,0.718,0.72,0.738,0.744,0.314,0.314,e7523ccf894ef7b8,e7523ccf894ef7b8,True,True
675,38,moss_ward,Fay,offer_trade_good,0.774,0.776,0.75,0.768,0.274,0.274,751f1cb3380c1af6,751f1cb3380c1af6,True,True
676,38,glass_harbor,Puck,touch_restricted_object,0.66,0.642,0.702,0.696,0.398,0.398,df168c47af5101d6,df168c47af5101d6,True,True
677,38,cinder_garden,Wren,step_back,0.592,0.602,0.606,0.612,0.39,0.39,c26493dcb090c99c,c26493dcb090c99c,True,True
678,38,lichen_bridge,Kio,ask_custom_reason,0.75,0.76,0.726,0.744,0.292,0.292,9309bcbea94fc013,9309bcbea94fc013,True,True
679,38,orchid_engine,Cai,interrupt_protocol,0.776,0.766,0.762,0.756,0.262,0.262,e7523ccf894ef7b8,e7523ccf894ef7b8,True,True
680,38,moss_ward,Milo,wait_for_resident_lead,0.62,0.622,0.606,0.612,0.39,0.39,751f1cb3380c1af6,751f1cb3380c1af6,True,True
681,38,glass_harbor,Sera,observe_before_speaking,0.812,0.822,0.726,0.732,0.24,0.24,df168c47af5101d6,df168c47af5101d6,True,True
682,38,cinder_garden,Juno,offer_greeting,0.792,0.794,0.774,0.78,0.232,0.232,c26493dcb090c99c,c26493dcb090c99c,True,True
683,38,lichen_bridge,Luma,ask_translation,0.73,0.74,0.738,0.756,0.316,0.316,9309bcbea94fc013,9309bcbea94fc013,True,True
684,39,moss_ward,Ari,step_back,0.744,0.754,0.756,0.762,0.292,0.292,c8e42422ec53a96e,c8e42422ec53a96e,True,True
685,39,glass_harbor,Oren,ask_custom_reason,0.768,0.778,0.732,0.75,0.288,0.288,537c99746528a753,537c99746528a753,True,True
686,39,cinder_garden,Vale,interrupt_protocol,0.792,0.782,0.774,0.768,0.208,0.208,20b10d96ef0ba812,20b10d96ef0ba812,True,True
687,39,lichen_bridge,Sol,wait_for_resident_lead,0.658,0.66,0.714,0.72,0.376,0.376,efad7c46266dec89,efad7c46266dec89,True,True
688,39,orchid_engine,Bea,observe_before_speaking,0.73,0.74,0.744,0.75,0.296,0.296,4252f2b91c6ddcdf,4252f2b91c6ddcdf,True,True
689,39,moss_ward,Fay,offer_greeting,0.782,0.784,0.768,0.774,0.27,0.27,c8e42422ec53a96e,c8e42422ec53a96e,True,True
690,39,glass_harbor,Puck,ask_translation,0.648,0.658,0.696,0.714,0.386,0.386,537c99746528a753,537c99746528a753,True,True
691,39,cinder_garden,Wren,repeat_local_phrase,0.608,0.61,0.612,0.618,0.386,0.386,20b10d96ef0ba812,20b10d96ef0ba812,True,True
692,39,lichen_bridge,Kio,offer_trade_good,0.762,0.764,0.744,0.762,0.292,0.292,efad7c46266dec89,efad7c46266dec89,True,True
693,39,orchid_engine,Cai,touch_restricted_object,0.754,0.736,0.756,0.75,0.3,0.3,4252f2b91c6ddcdf,4252f2b91c6ddcdf,True,True
694,39,moss_ward,Milo,step_back,0.632,0.642,0.612,0.618,0.372,0.372,c8e42422ec53a96e,c8e42422ec53a96e,True,True
695,39,glass_harbor,Sera,ask_custom_reason,0.824,0.834,0.732,0.75,0.232,0.232,537c99746528a753,537c99746528a753,True,True
696,39,cinder_garden,Juno,interrupt_protocol,0.782,0.772,0.78,0.774,0.25,0.25,20b10d96ef0ba812,20b10d96ef0ba812,True,True
697,39,lichen_bridge,Luma,wait_for_resident_lead,0.75,0.752,0.756,0.762,0.306,0.306,efad7c46266dec89,efad7c46266dec89,True,True
698,39,orchid_engine,Dax,observe_before_speaking,0.786,0.796,0.744,0.75,0.24,0.24,4252f2b91c6ddcdf,4252f2b91c6ddcdf,True,True
699,39,moss_ward,Tala,offer_greeting,0.718,0.72,0.672,0.678,0.31,0.31,c8e42422ec53a96e,c8e42422ec53a96e,True,True
700,39,glass_harbor,Nia,ask_translation,0.76,0.77,0.744,0.762,0.298,0.298,537c99746528a753,537c99746528a753,True,True
701,39,cinder_garden,Pax,repeat_local_phrase,0.72,0.722,0.756,0.762,0.306,0.306,20b10d96ef0ba812,20b10d96ef0ba812,True,True
702,40,orchid_engine,Bea,ask_custom_reason,0.742,0.752,0.75,0.768,0.288,0.288,0e0e792b8d34ae45,0e0e792b8d34ae45,True,True
703,40,moss_ward,Fay,interrupt_protocol,0.772,0.762,0.774,0.768,0.288,0.288,246959acdd4f607d,246959acdd4f607d,True,True
704,40,glass_harbor,Puck,wait_for_resident_lead,0.668,0.67,0.714,0.72,0.376,0.376,c6b94b1ce52914a9,c6b94b1ce52914a9,True,True
705,40,cinder_garden,Wren,observe_before_speaking,0.62,0.63,0.618,0.624,0.368,0.368,40b170ddadec9f50,40b170ddadec9f50,True,True
706,40,lichen_bridge,Kio,offer_greeting,0.77,0.772,0.762,0.768,0.288,0.288,1aeebc8bc528618e,1aeebc8bc528618e,True,True
707,40,orchid_engine,Cai,ask_translation,0.742,0.752,0.75,0.768,0.288,0.288,0e0e792b8d34ae45,0e0e792b8d34ae45,True,True
708,40,moss_ward,Milo,repeat_local_phrase,0.648,0.65,0.618,0.624,0.368,0.368,246959acdd4f607d,246959acdd4f607d,True,True
709,40,glass_harbor,Sera,offer_trade_good,0.836,0.838,0.75,0.768,0.232,0.232,c6b94b1ce52914a9,c6b94b1ce52914a9,True,True
710,40,cinder_garden,Juno,touch_restricted_object,0.76,0.742,0.774,0.768,0.288,0.288,40b170ddadec9f50,40b170ddadec9f50,True,True
711,40,lichen_bridge,Luma,step_back,0.762,0.772,0.762,0.768,0.288,0.288,1aeebc8bc528618e,1aeebc8bc528618e,True,True
712,40,orchid_engine,Dax,ask_custom_reason,0.798,0.808,0.75,0.768,0.232,0.232,0e0e792b8d34ae45,0e0e792b8d34ae45,True,True
713,40,moss_ward,Tala,interrupt_protocol,0.708,0.698,0.678,0.672,0.328,0.328,246959acdd4f607d,246959acdd4f607d,True,True
714,40,glass_harbor,Nia,wait_for_resident_lead,0.78,0.782,0.762,0.768,0.288,0.288,c6b94b1ce52914a9,c6b94b1ce52914a9,True,True
715,40,cinder_garden,Pax,observe_before_speaking,0.732,0.742,0.762,0.768,0.288,0.288,40b170ddadec9f50,40b170ddadec9f50,True,True
716,40,lichen_bridge,Rin,offer_greeting,0.706,0.708,0.666,0.672,0.328,0.328,1aeebc8bc528618e,1aeebc8bc528618e,True,True
717,40,orchid_engine,Eli,ask_translation,0.782,0.792,0.75,0.768,0.208,0.208,0e0e792b8d34ae45,0e0e792b8d34ae45,True,True
718,40,moss_ward,Ari,repeat_local_phrase,0.76,0.762,0.762,0.768,0.288,0.288,246959acdd4f607d,246959acdd4f607d,True,True
719,40,glass_harbor,Oren,offer_trade_good,0.78,0.782,0.75,0.768,0.288,0.288,c6b94b1ce52914a9,c6b94b1ce52914a9,True,True
720,41,lichen_bridge,Kio,interrupt_protocol,0.76,0.75,0.768,0.762,0.306,0.306,848f7c66eea4eab2,848f7c66eea4eab2,True,True
721,41,orchid_engine,Cai,wait_for_resident_lead,0.762,0.764,0.768,0.774,0.278,0.278,888ef18699ab1421,888ef18699ab1421,True,True
722,41,moss_ward,Milo,observe_before_speaking,0.66,0.67,0.624,0.63,0.35,0.35,c8cfdbefd8e6b177,c8cfdbefd8e6b177,True,True
723,41,glass_harbor,Sera,offer_greeting,0.844,0.846,0.768,0.774,0.228,0.228,10144dc233247638,10144dc233247638,True,True
724,41,cinder_garden,Juno,ask_translation,0.748,0.758,0.768,0.786,0.276,0.276,a8d2980ce7a67ca0,a8d2980ce7a67ca0,True,True
725,41,lichen_bridge,Luma,repeat_local_phrase,0.778,0.78,0.768,0.774,0.284,0.284,848f7c66eea4eab2,848f7c66eea4eab2,True,True
726,41,orchid_engine,Dax,offer_trade_good,0.81,0.812,0.768,0.786,0.232,0.232,888ef18699ab1421,888ef18699ab1421,True,True
727,41,moss_ward,Tala,touch_restricted_object,0.686,0.668,0.672,0.666,0.366,0.366,c8cfdbefd8e6b177,c8cfdbefd8e6b177,True,True
728,41,glass_harbor,Nia,step_back,0.792,0.802,0.768,0.774,0.27,0.27,10144dc233247638,10144dc233247638,True,True
729,41,cinder_garden,Pax,ask_custom_reason,0.744,0.754,0.768,0.786,0.28,0.28,a8d2980ce7a67ca0,a8d2980ce7a67ca0,True,True
730,41,lichen_bridge,Rin,interrupt_protocol,0.696,0.686,0.672,0.666,0.346,0.346,848f7c66eea4eab2,848f7c66eea4eab2,True,True
731,41,orchid_engine,Eli,wait_for_resident_lead,0.802,0.804,0.768,0.774,0.198,0.198,888ef18699ab1421,888ef18699ab1421,True,True
732,41,moss_ward,Ari,observe_before_speaking,0.772,0.782,0.768,0.774,0.27,0.27,c8cfdbefd8e6b177,c8cfdbefd8e6b177,True,True
733,41,glass_harbor,Oren,offer_greeting,0.788,0.79,0.768,0.774,0.284,0.284,10144dc233247638,10144dc233247638,True,True
734,41,cinder_garden,Vale,ask_translation,0.788,0.798,0.768,0.786,0.196,0.196,a8d2980ce7a67ca0,a8d2980ce7a67ca0,True,True
735,41,lichen_bridge,Sol,repeat_local_phrase,0.666,0.668,0.72,0.726,0.372,0.372,848f7c66eea4eab2,848f7c66eea4eab2,True,True
736,41,orchid_engine,Bea,offer_trade_good,0.754,0.756,0.768,0.786,0.288,0.288,888ef18699ab1421,888ef18699ab1421,True,True
737,41,moss_ward,Fay,touch_restricted_object,0.75,0.732,0.768,0.762,0.326,0.326,c8cfdbefd8e6b177,c8cfdbefd8e6b177,True,True
738,42,cinder_garden,Juno,wait_for_resident_lead,0.768,0.77,0.786,0.792,0.266,0.266,a70bbf0c07857fdf,a70bbf0c07857fdf,True,True
739,42,lichen_bridge,Luma,observe_before_speaking,0.79,0.8,0.774,0.78,0.266,0.266,4289a2ea8aa98ca1,4289a2ea8aa98ca1,True,True
740,42,orchid_engine,Dax,offer_greeting,0.818,0.82,0.786,0.792,0.228,0.228,7228ec125b34fbf9,7228ec125b34fbf9,True,True
741,42,moss_ward,Tala,ask_translation,0.674,0.684,0.666,0.684,0.354,0.354,17feab06ad6af016,17feab06ad6af016,True,True
742,42,glass_harbor,Nia,repeat_local_phrase,0.808,0.81,0.774,0.78,0.266,0.266,c7b4d956b33ce69b,c7b4d956b33ce69b,True,True
743,42,cinder_garden,Pax,offer_trade_good,0.756,0.758,0.786,0.804,0.28,0.28,a70bbf0c07857fdf,a70bbf0c07857fdf,True,True
744,42,lichen_bridge,Rin,touch_restricted_object,0.674,0.656,0.666,0.66,0.384,0.384,4289a2ea8aa98ca1,4289a2ea8aa98ca1,True,True
745,42,orchid_engine,Eli,step_back,0.814,0.824,0.774,0.78,0.18,0.18,7228ec125b34fbf9,7228ec125b34fbf9,True,True
746,42,moss_ward,Ari,ask_custom_reason,0.784,0.794,0.774,0.792,0.262,0.262,17feab06ad6af016,17feab06ad6af016,True,True
747,42,glass_harbor,Oren,interrupt_protocol,0.778,0.768,0.774,0.768,0.302,0.302,c7b4d956b33ce69b,c7b4d956b33ce69b,True,True
748,42,cinder_garden,Vale,wait_for_resident_lead,0.808,0.81,0.786,0.792,0.186,0.186,a70bbf0c07857fdf,a70bbf0c07857fdf,True,True
749,42,lichen_bridge,Sol,observe_before_speaking,0.678,0.688,0.726,0.732,0.354,0.354,4289a2ea8aa98ca1,4289a2ea8aa98ca1,True,True
750,42,orchid_engine,Bea,offer_greeting,0.762,0.764,0.786,0.792,0.284,0.284,7228ec125b34fbf9,7228ec125b34fbf9,True,True
751,42,moss_ward,Fay,ask_translation,0.738,0.748,0.762,0.78,0.314,0.314,17feab06ad6af016,17feab06ad6af016,True,True
752,42,glass_harbor,Puck,repeat_local_phrase,0.676,0.678,0.72,0.726,0.372,0.372,c7b4d956b33ce69b,c7b4d956b33ce69b,True,True
753,42,cinder_garden,Wren,offer_trade_good,0.632,0.634,0.624,0.642,0.368,0.368,a70bbf0c07857fdf,a70bbf0c07857fdf,True,True
754,42,lichen_bridge,Kio,touch_restricted_object,0.738,0.72,0.762,0.756,0.344,0.344,4289a2ea8aa98ca1,4289a2ea8aa98ca1,True,True
755,42,orchid_engine,Cai,step_back,0.774,0.784,0.774,0.78,0.26,0.26,7228ec125b34fbf9,7228ec125b34fbf9,True,True
756,43,glass_harbor,Nia,observe_before_speaking,0.82,0.83,0.78,0.786,0.248,0.248,bd6a48e8d95c8fce,bd6a48e8d95c8fce,True,True
757,43,cinder_garden,Pax,offer_greeting,0.764,0.766,0.804,0.81,0.276,0.276,0b00a5116df486a7,0b00a5116df486a7,True,True
758,43,lichen_bridge,Rin,ask_translation,0.662,0.672,0.66,0.678,0.372,0.372,37756f41800978e4,37756f41800978e4,True,True
759,43,orchid_engine,Eli,repeat_local_phrase,0.83,0.832,0.78,0.786,0.176,0.176,0b39addcee22ced1,0b39addcee22ced1,True,True
760,43,moss_ward,Ari,offer_trade_good,0.796,0.798,0.792,0.81,0.262,0.262,bbf98133c9066427,bbf98133c9066427,True,True
761,43,glass_harbor,Oren,touch_restricted_object,0.756,0.738,0.768,0.762,0.34,0.34,bd6a48e8d95c8fce,bd6a48e8d95c8fce,True,True
762,43,cinder_garden,Vale,step_back,0.82,0.83,0.792,0.798,0.168,0.168,0b00a5116df486a7,0b00a5116df486a7,True,True
763,43,lichen_bridge,Sol,ask_custom_reason,0.69,0.7,0.732,0.75,0.346,0.346,37756f41800978e4,37756f41800978e4,True,True
764,43,orchid_engine,Bea,interrupt_protocol,0.752,0.742,0.792,0.786,0.302,0.302,0b39addcee22ced1,0b39addcee22ced1,True,True
765,43,moss_ward,Fay,wait_for_resident_lead,0.758,0.76,0.78,0.786,0.304,0.304,bbf98133c9066427,bbf98133c9066427,True,True
766,43,glass_harbor,Puck,observe_before_speaking,0.688,0.698,0.726,0.732,0.354,0.354,bd6a48e8d95c8fce,bd6a48e8d95c8fce,True,True
767,43,cinder_garden,Wren,offer_greeting,0.64,0.642,0.642,0.648,0.364,0.364,0b00a5116df486a7,0b00a5116df486a7,True,True
768,43,lichen_bridge,Kio,ask_translation,0.726,0.736,0.756,0.774,0.332,0.332,37756f41800978e4,37756f41800978e4,True,True
769,43,orchid_engine,Cai,repeat_local_phrase,0.79,0.792,0.78,0.786,0.256,0.256,0b39addcee22ced1,0b39addcee22ced1,True,True
770,43,moss_ward,Milo,offer_trade_good,0.672,0.674,0.63,0.648,0.35,0.35,bbf98133c9066427,bbf98133c9066427,True,True
771,43,glass_harbor,Sera,touch_restricted_object,0.834,0.816,0.774,0.768,0.266,0.266,bd6a48e8d95c8fce,bd6a48e8d95c8fce,True,True
772,43,cinder_garden,Juno,step_back,0.78,0.79,0.792,0.798,0.248,0.248,0b00a5116df486a7,0b00a5116df486a7,True,True
773,43,lichen_bridge,Luma,ask_custom_reason,0.802,0.812,0.78,0.798,0.258,0.258,37756f41800978e4,37756f41800978e4,True,True
774,44,moss_ward,Ari,offer_greeting,0.804,0.806,0.81,0.816,0.258,0.258,b0d041b9bc86cd77,b0d041b9bc86cd77,True,True
775,44,glass_harbor,Oren,ask_translation,0.744,0.754,0.762,0.78,0.328,0.328,ad684cb9dd20f6e4,ad684cb9dd20f6e4,True,True
776,44,cinder_garden,Vale,repeat_local_phrase,0.836,0.838,0.798,0.804,0.164,0.164,ea48e96b6e014469,ea48e96b6e014469,True,True
777,44,lichen_bridge,Sol,offer_trade_good,0.702,0.704,0.75,0.768,0.346,0.346,6b57262b623783b3,6b57262b623783b3,True,True
778,44,orchid_engine,Bea,touch_restricted_object,0.73,0.712,0.786,0.78,0.34,0.34,41ee0c8271fbad12,41ee0c8271fbad12,True,True
779,44,moss_ward,Fay,step_back,0.77,0.78,0.786,0.792,0.286,0.286,b0d041b9bc86cd77,b0d041b9bc86cd77,True,True
780,44,glass_harbor,Puck,ask_custom_reason,0.7,0.71,0.732,0.75,0.346,0.346,ad684cb9dd20f6e4,ad684cb9dd20f6e4,True,True
781,44,cinder_garden,Wren,interrupt_protocol,0.63,0.62,0.648,0.642,0.382,0.382,ea48e96b6e014469,ea48e96b6e014469,True,True
782,44,lichen_bridge,Kio,wait_for_resident_lead,0.746,0.748,0.774,0.78,0.322,0.322,6b57262b623783b3,6b57262b623783b3,True,True
783,44,orchid_engine,Cai,observe_before_speaking,0.802,0.812,0.786,0.792,0.238,0.238,41ee0c8271fbad12,41ee0c8271fbad12,True,True
784,44,moss_ward,Milo,offer_greeting,0.68,0.682,0.648,0.654,0.346,0.346,b0d041b9bc86cd77,b0d041b9bc86cd77,True,True
785,44,glass_harbor,Sera,ask_translation,0.822,0.832,0.768,0.786,0.254,0.254,ad684cb9dd20f6e4,ad684cb9dd20f6e4,True,True
786,44,cinder_garden,Juno,repeat_local_phrase,0.796,0.798,0.798,0.804,0.244,0.244,ea48e96b6e014469,ea48e96b6e014469,True,True
787,44,lichen_bridge,Luma,offer_trade_good,0.814,0.816,0.798,0.816,0.258,0.258,6b57262b623783b3,6b57262b623783b3,True,True
788,44,orchid_engine,Dax,touch_restricted_object,0.808,0.79,0.792,0.786,0.266,0.266,41ee0c8271fbad12,41ee0c8271fbad12,True,True
789,44,moss_ward,Tala,step_back,0.694,0.704,0.684,0.69,0.336,0.336,b0d041b9bc86cd77,b0d041b9bc86cd77,True,True
790,44,glass_harbor,Nia,ask_custom_reason,0.832,0.842,0.786,0.804,0.24,0.24,ad684cb9dd20f6e4,ad684cb9dd20f6e4,True,True
791,44,cinder_garden,Pax,interrupt_protocol,0.754,0.744,0.81,0.804,0.294,0.294,ea48e96b6e014469,ea48e96b6e014469,True,True
792,45,orchid_engine,Bea,ask_translation,0.718,0.728,0.78,0.798,0.328,0.328,5949602305b2ad4c,5949602305b2ad4c,True,True
793,45,moss_ward,Fay,repeat_local_phrase,0.786,0.788,0.792,0.798,0.282,0.282,3ad6ac23554fea3e,3ad6ac23554fea3e,True,True
794,45,glass_harbor,Puck,offer_trade_good,0.712,0.714,0.75,0.768,0.346,0.346,8d6a1f5a2f42deca,8d6a1f5a2f42deca,True,True
795,45,cinder_garden,Wren,touch_restricted_object,0.608,0.59,0.642,0.636,0.42,0.42,6a870cf9c1fac3e6,6a870cf9c1fac3e6,True,True
796,45,lichen_bridge,Kio,step_back,0.758,0.768,0.78,0.786,0.304,0.304,9253666014f8a373,9253666014f8a373,True,True
797,45,orchid_engine,Cai,ask_custom_reason,0.814,0.824,0.792,0.81,0.23,0.23,5949602305b2ad4c,5949602305b2ad4c,True,True
798,45,moss_ward,Milo,interrupt_protocol,0.67,0.66,0.654,0.648,0.364,0.364,3ad6ac23554fea3e,3ad6ac23554fea3e,True,True
799,45,glass_harbor,Sera,wait_for_resident_lead,0.842,0.844,0.786,0.792,0.244,0.244,8d6a1f5a2f42deca,8d6a1f5a2f42deca,True,True
800,45,cinder_garden,Juno,observe_before_speaking,0.808,0.818,0.804,0.81,0.226,0.226,6a870cf9c1fac3e6,6a870cf9c1fac3e6,True,True
801,45,lichen_bridge,Luma,offer_greeting,0.822,0.824,0.816,0.822,0.254,0.254,9253666014f8a373,9253666014f8a373,True,True
802,45,orchid_engine,Dax,ask_translation,0.796,0.806,0.786,0.804,0.254,0.254,5949602305b2ad4c,5949602305b2ad4c,True,True
803,45,moss_ward,Tala,repeat_local_phrase,0.71,0.712,0.69,0.696,0.332,0.332,3ad6ac23554fea3e,3ad6ac23554fea3e,True,True
804,45,glass_harbor,Nia,offer_trade_good,0.844,0.846,0.804,0.822,0.24,0.24,8d6a1f5a2f42deca,8d6a1f5a2f42deca,True,True
805,45,cinder_garden,Pax,touch_restricted_object,0.732,0.714,0.804,0.798,0.332,0.332,6a870cf9c1fac3e6,6a870cf9c1fac3e6,True,True
806,45,lichen_bridge,Rin,step_back,0.682,0.692,0.678,0.684,0.354,0.354,9253666014f8a373,9253666014f8a373,True,True
807,45,orchid_engine,Eli,ask_custom_reason,0.834,0.844,0.786,0.804,0.168,0.168,5949602305b2ad4c,5949602305b2ad4c,True,True
808,45,moss_ward,Ari,interrupt_protocol,0.794,0.784,0.816,0.81,0.276,0.276,3ad6ac23554fea3e,3ad6ac23554fea3e,True,True
809,45,glass_harbor,Oren,wait_for_resident_lead,0.764,0.766,0.78,0.786,0.318,0.318,8d6a1f5a2f42deca,8d6a1f5a2f42deca,True,True
810,46,lichen_bridge,Kio,repeat_local_phrase,0.774,0.776,0.786,0.792,0.3,0.3,14130ee2a986c817,14130ee2a986c817,True,True
811,46,orchid_engine,Cai,offer_trade_good,0.826,0.828,0.81,0.828,0.23,0.23,6aeabc0938bb799c,6aeabc0938bb799c,True,True
812,46,moss_ward,Milo,touch_restricted_object,0.648,0.63,0.648,0.642,0.402,0.402,ec9937eb13b84dd2,ec9937eb13b84dd2,True,True
813,46,glass_harbor,Sera,step_back,0.854,0.864,0.792,0.798,0.226,0.226,f01cb7cf7ff49466,f01cb7cf7ff49466,True,True
814,46,cinder_garden,Juno,ask_custom_reason,0.82,0.83,0.81,0.828,0.218,0.218,5a15f9b92c924ced,5a15f9b92c924ced,True,True
815,46,lichen_bridge,Luma,interrupt_protocol,0.812,0.802,0.822,0.816,0.272,0.272,14130ee2a986c817,14130ee2a986c817,True,True
816,46,orchid_engine,Dax,wait_for_resident_lead,0.816,0.818,0.804,0.81,0.244,0.244,6aeabc0938bb799c,6aeabc0938bb799c,True,True
817,46,moss_ward,Tala,observe_before_speaking,0.722,0.732,0.696,0.702,0.314,0.314,ec9937eb13b84dd2,ec9937eb13b84dd2,True,True
818,46,glass_harbor,Nia,offer_greeting,0.852,0.854,0.822,0.828,0.236,0.236,f01cb7cf7ff49466,f01cb7cf7ff49466,True,True
819,46,cinder_garden,Pax,ask_translation,0.72,0.73,0.798,0.816,0.32,0.32,5a15f9b92c924ced,5a15f9b92c924ced,True,True
820,46,lichen_bridge,Rin,repeat_local_phrase,0.698,0.7,0.684,0.69,0.35,0.35,14130ee2a986c817,14130ee2a986c817,True,True
821,46,orchid_engine,Eli,offer_trade_good,0.846,0.848,0.804,0.822,0.168,0.168,6aeabc0938bb799c,6aeabc0938bb799c,True,True
822,46,moss_ward,Ari,touch_restricted_object,0.772,0.754,0.81,0.804,0.314,0.314,ec9937eb13b84dd2,ec9937eb13b84dd2,True,True
823,46,glass_harbor,Oren,step_back,0.776,0.786,0.786,0.792,0.3,0.3,f01cb7cf7ff49466,f01cb7cf7ff49466,True,True
824,46,cinder_garden,Vale,ask_custom_reason,0.84,0.85,0.804,0.822,0.156,0.156,5a15f9b92c924ced,5a15f9b92c924ced,True,True
825,46,lichen_bridge,Sol,interrupt_protocol,0.692,0.682,0.768,0.762,0.364,0.364,14130ee2a986c817,14130ee2a986c817,True,True
826,46,orchid_engine,Bea,wait_for_resident_lead,0.738,0.74,0.798,0.804,0.318,0.318,6aeabc0938bb799c,6aeabc0938bb799c,True,True
827,46,moss_ward,Fay,observe_before_speaking,0.798,0.808,0.798,0.804,0.264,0.264,ec9937eb13b84dd2,ec9937eb13b84dd2,True,True
828,47,cinder_garden,Juno,offer_trade_good,0.832,0.834,0.828,0.846,0.218,0.218,962e79b6ce1bc1e6,962e79b6ce1bc1e6,True,True
829,47,lichen_bridge,Luma,touch_restricted_object,0.79,0.772,0.816,0.81,0.31,0.31,af684bda27d57dd6,af684bda27d57dd6,True,True
830,47,orchid_engine,Dax,step_back,0.828,0.838,0.81,0.816,0.226,0.226,a2df86ea38544e76,a2df86ea38544e76,True,True
831,47,moss_ward,Tala,ask_custom_reason,0.734,0.744,0.702,0.72,0.306,0.306,914d37175835a40b,914d37175835a40b,True,True
832,47,glass_harbor,Nia,interrupt_protocol,0.842,0.832,0.828,0.822,0.254,0.254,b88e7cf187cc34da,b88e7cf187cc34da,True,True
833,47,cinder_garden,Pax,wait_for_resident_lead,0.74,0.742,0.816,0.822,0.31,0.31,962e79b6ce1bc1e6,962e79b6ce1bc1e6,True,True
834,47,lichen_bridge,Rin,observe_before_speaking,0.71,0.72,0.69,0.696,0.332,0.332,af684bda27d57dd6,af684bda27d57dd6,True,True
835,47,orchid_engine,Eli,offer_greeting,0.854,0.856,0.822,0.828,0.164,0.164,a2df86ea38544e76,a2df86ea38544e76,True,True
836,47,moss_ward,Ari,ask_translation,0.76,0.77,0.804,0.822,0.302,0.302,914d37175835a40b,914d37175835a40b,True,True
837,47,glass_harbor,Oren,repeat_local_phrase,0.792,0.794,0.792,0.798,0.296,0.296,b88e7cf187cc34da,b88e7cf187cc34da,True,True
838,47,cinder_garden,Vale,offer_trade_good,0.852,0.854,0.822,0.84,0.156,0.156,962e79b6ce1bc1e6,962e79b6ce1bc1e6,True,True
839,47,lichen_bridge,Sol,touch_restricted_object,0.67,0.652,0.762,0.756,0.402,0.402,af684bda27d57dd6,af684bda27d57dd6,True,True
840,47,orchid_engine,Bea,step_back,0.75,0.76,0.804,0.81,0.3,0.3,a2df86ea38544e76,a2df86ea38544e76,True,True
841,47,moss_ward,Fay,ask_custom_reason,0.81,0.82,0.804,0.822,0.256,0.256,914d37175835a40b,914d37175835a40b,True,True
842,47,glass_harbor,Puck,interrupt_protocol,0.702,0.692,0.768,0.762,0.364,0.364,b88e7cf187cc34da,b88e7cf187cc34da,True,True
843,47,cinder_garden,Wren,wait_for_resident_lead,0.6,0.602,0.636,0.642,0.41,0.41,962e79b6ce1bc1e6,962e79b6ce1bc1e6,True,True
