tick_id,day,settlement_id,resident_id,object_id,apology_action,forgiveness_state,trust_before,trust_after,resentment_before,resentment_after,gaze_keyframes,posture_keyframes,gesture_keyframes,forgiveness_limit_visible,repair_partial_not_magic,no_forced_forgiveness
645,36,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.827,0.829,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
648,37,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.899,0.901,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
650,37,signal,Oda,wind wrap,absent,observed,0.834,0.834,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
652,37,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.881,0.883,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
655,37,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.752,0.754,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
660,37,roofward,Sera,herb ledger,absent,observed,0.907,0.907,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
662,37,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.839,0.841,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
665,37,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.768,0.77,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
669,38,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.888,0.89,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
670,38,riverbend,Cee,binding cord,absent,observed,0.77,0.77,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
672,38,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.754,0.756,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
675,38,repair_ring,Wren,cool cloth,ask_about_debt,observed,0.802,0.802,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
679,38,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.841,0.843,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
680,38,orchard,Ivo,seed satchel,inspect_role_board,observed,0.719,0.719,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
682,38,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.77,0.772,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
685,39,orchard,Ivo,seed satchel,ask_about_debt,observed,0.719,0.719,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
686,39,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.89,0.892,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
689,39,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.756,0.758,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
690,39,signal,Ren,oil lantern,inspect_role_board,observed,0.828,0.828,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
695,39,archive,Vell,memory tag,ask_about_debt,observed,0.731,0.731,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
696,39,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.849,0.851,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
699,39,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.773,0.775,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
700,39,roofward,Bex,shade cloth,inspect_role_board,observed,0.792,0.792,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
703,40,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.9,0.902,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
705,40,roofward,Bex,shade cloth,ask_about_debt,observed,0.792,0.792,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
706,40,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.766,0.768,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
710,40,riverbend,Ari,cedar plank,inspect_role_board,observed,0.71,0.71,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
713,40,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.851,0.853,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
715,40,repair_ring,Pax,copper wire,absent,observed,0.902,0.902,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
716,40,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.775,0.777,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
720,41,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.907,0.909,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
723,41,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.768,0.77,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
725,41,orchard,Pim,dry cord,absent,observed,0.78,0.78,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
730,41,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.858,0.86,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
733,41,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.777,0.779,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
735,41,archive,Nia,signal spool,absent,observed,0.771,0.771,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
737,41,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.78,0.782,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
740,42,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.772,0.774,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
745,42,roofward,Sera,herb ledger,absent,observed,0.921,0.921,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
747,42,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.86,0.862,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
750,42,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.779,0.781,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
754,42,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.782,0.784,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
755,42,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.817,0.817,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
757,43,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.774,0.776,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
760,43,repair_ring,Wren,cool cloth,ask_about_debt,observed,0.817,0.817,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
764,43,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.868,0.87,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
765,43,orchard,Ivo,seed satchel,inspect_role_board,observed,0.721,0.721,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
767,43,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.782,0.784,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
770,43,signal,Ren,oil lantern,ask_about_debt,observed,0.853,0.853,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
771,43,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.785,0.787,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
774,44,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.781,0.783,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
775,44,signal,Ren,oil lantern,inspect_role_board,observed,0.853,0.853,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
780,44,archive,Vell,memory tag,ask_about_debt,observed,0.739,0.739,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
781,44,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.873,0.875,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
784,44,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.792,0.794,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
785,44,roofward,Bex,shade cloth,inspect_role_board,observed,0.812,0.812,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
788,44,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.787,0.789,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
790,44,riverbend,Ari,cedar plank,ask_about_debt,observed,0.711,0.711,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
791,44,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.932,0.934,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
795,45,riverbend,Ari,cedar plank,inspect_role_board,observed,0.711,0.711,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
798,45,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.877,0.879,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
800,45,repair_ring,Pax,copper wire,absent,observed,0.935,0.935,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
801,45,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.794,0.796,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
805,45,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.789,0.791,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
808,45,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.944,0.946,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
810,46,orchard,Pim,dry cord,absent,observed,0.791,0.791,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
815,46,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.88,0.882,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
818,46,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.797,0.799,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
820,46,archive,Nia,signal spool,absent,observed,0.783,0.783,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
822,46,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.791,0.793,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
825,46,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.946,0.948,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
830,47,roofward,Sera,herb ledger,absent,observed,0.948,0.948,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
832,47,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.882,0.884,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
835,47,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.8,0.802,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
839,47,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.794,0.796,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
840,47,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.842,0.842,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
842,47,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.954,0.956,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
845,47,orchard,Ivo,seed satchel,ask_about_debt,observed,0.723,0.723,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
849,48,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.892,0.894,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
850,48,orchard,Ivo,seed satchel,inspect_role_board,observed,0.723,0.723,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
852,48,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.81,0.812,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
855,48,signal,Ren,oil lantern,ask_about_debt,observed,0.877,0.877,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
856,48,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.804,0.806,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
859,48,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.956,0.958,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
860,48,archive,Vell,memory tag,inspect_role_board,observed,0.749,0.749,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
863,48,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.946,0.948,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
865,49,archive,Vell,memory tag,ask_about_debt,observed,0.754,0.754,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
866,49,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.899,0.901,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
869,49,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.812,0.814,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
870,49,roofward,Bex,shade cloth,inspect_role_board,observed,0.833,0.833,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
873,49,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.806,0.808,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
875,49,riverbend,Ari,cedar plank,ask_about_debt,observed,0.722,0.722,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
876,49,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.969,0.971,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
880,49,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.955,0.957,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
883,50,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.906,0.908,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
885,50,repair_ring,Pax,copper wire,absent,observed,0.957,0.957,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
886,50,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.814,0.816,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
890,50,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.809,0.811,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
893,50,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.972,0.974,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
895,50,signal,Oda,wind wrap,absent,observed,0.908,0.908,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
897,50,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.957,0.959,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
900,51,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.908,0.91,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
903,51,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.816,0.818,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
905,51,archive,Nia,signal spool,absent,observed,0.792,0.792,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
907,51,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.812,0.814,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
910,51,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
914,51,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.965,0.967,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
915,51,riverbend,Cee,binding cord,absent,observed,0.826,0.826,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
917,51,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.793,0.795,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
920,52,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.826,0.828,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
924,52,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.822,0.824,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
925,52,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.858,0.858,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
927,52,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
930,52,orchard,Ivo,seed satchel,ask_about_debt,observed,0.732,0.732,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
931,52,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.967,0.969,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
934,52,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.795,0.797,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
935,52,signal,Ren,oil lantern,inspect_role_board,observed,0.897,0.897,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
937,53,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.828,0.83,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
940,53,signal,Ren,oil lantern,ask_about_debt,observed,0.902,0.902,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
941,53,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.824,0.826,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
944,53,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
945,53,archive,Vell,memory tag,inspect_role_board,observed,0.758,0.758,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
948,53,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
950,53,roofward,Bex,shade cloth,ask_about_debt,observed,0.844,0.844,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
951,53,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.798,0.8,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
954,54,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.83,0.832,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
955,54,roofward,Bex,shade cloth,inspect_role_board,observed,0.847,0.847,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
958,54,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.826,0.828,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
960,54,riverbend,Ari,cedar plank,ask_about_debt,observed,0.735,0.735,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
961,54,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
965,54,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
968,54,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.801,0.803,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
970,54,orchard,Pim,dry cord,absent,observed,0.828,0.828,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
975,55,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.828,0.83,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
978,55,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
980,55,signal,Oda,wind wrap,absent,observed,0.931,0.931,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
982,55,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
985,55,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.804,0.806,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
990,56,archive,Nia,signal spool,absent,observed,0.806,0.806,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
992,56,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.838,0.84,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
995,56,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
999,56,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1000,56,riverbend,Cee,binding cord,absent,observed,0.841,0.841,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1002,56,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.806,0.808,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1005,56,repair_ring,Wren,cool cloth,ask_about_debt,observed,0.869,0.869,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1009,57,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.84,0.842,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1010,57,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.874,0.874,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1012,57,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1015,57,orchard,Ivo,seed satchel,ask_about_debt,observed,0.744,0.744,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1016,57,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1019,57,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.808,0.81,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1020,57,signal,Ren,oil lantern,inspect_role_board,observed,0.92,0.92,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1025,57,archive,Vell,memory tag,ask_about_debt,observed,0.765,0.765,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1026,58,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.842,0.844,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1029,58,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1030,58,archive,Vell,memory tag,inspect_role_board,observed,0.768,0.768,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1033,58,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.06,0.06,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1035,58,roofward,Bex,shade cloth,ask_about_debt,observed,0.861,0.861,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1036,58,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.81,0.812,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1040,58,riverbend,Ari,cedar plank,inspect_role_board,observed,0.744,0.744,0.06,0.06,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1043,58,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.943,0.945,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
