tick_id,day,settlement_id,resident_id,partner_id,planned_social_task,dominant_need,need_interference,schedule_adjustment,trust_delta,completion_state,need_visible_to_resident,avatar_not_required,private_workspace_sealed
578,33,cinder_garden,Vale,Wren,ash sweeper with Wren at ember bed,fatigue,0.280525,completed at normal pace,0.003,complete,True,True,True
579,33,lichen_bridge,Sol,Kio,meal marker with Kio at signal post,wetness,0.475203,slowed pace and partner assists,0.006,assisted,True,True,True
580,33,orchid_engine,Bea,Cai,valve listener with Cai at gear wash,wetness,0.300864,completed at normal pace,0.003,complete,True,True,True
581,33,moss_ward,Fay,Milo,path watcher with Milo at dry loft,wetness,0.486419,slowed pace and partner assists,0.006,assisted,True,True,True
582,33,glass_harbor,Puck,Sera,lamp guard with Sera at quiet bunk,wetness,0.381086,completed at normal pace,0.003,complete,True,True,True
583,33,cinder_garden,Wren,Juno,shade caller with Juno at ember bed,safety,0.362199,completed at normal pace,0.003,complete,True,True,True
584,33,lichen_bridge,Kio,Luma,bridge caller with Luma at signal post,wetness,0.268491,completed at normal pace,0.003,complete,True,True,True
585,33,orchid_engine,Cai,Dax,gear washer with Dax at gear wash,wetness,0.495433,slowed pace and partner assists,0.006,assisted,True,True,True
586,33,moss_ward,Milo,Tala,blanket keeper with Tala at dry loft,wetness,0.353421,completed at normal pace,0.003,complete,True,True,True
587,33,glass_harbor,Sera,Nia,tea maker with Nia at quiet bunk,wetness,0.48657,slowed pace and partner assists,0.006,assisted,True,True,True
588,33,cinder_garden,Juno,Pax,ember tender with Pax at ember bed,safety,0.263164,completed at normal pace,0.003,complete,True,True,True
589,33,lichen_bridge,Luma,Rin,rope weaver with Rin at signal post,wetness,0.47473,slowed pace and partner assists,0.006,assisted,True,True,True
590,33,orchid_engine,Dax,Eli,orchid keeper with Eli at gear wash,wetness,0.356283,completed at normal pace,0.003,complete,True,True,True
591,33,moss_ward,Tala,Ari,water carrier with Ari at dry loft,wetness,0.473143,slowed pace and partner assists,0.006,assisted,True,True,True
592,33,glass_harbor,Nia,Oren,net mender with Oren at quiet bunk,wetness,0.278128,completed at normal pace,0.003,complete,True,True,True
593,33,cinder_garden,Pax,Vale,seed sorter with Vale at ember bed,safety,0.384127,completed at normal pace,0.003,complete,True,True,True
594,34,orchid_engine,Bea,Cai,valve listener with Cai at sleep cot,wetness,0.283828,completed at normal pace,0.003,complete,True,True,True
595,34,moss_ward,Fay,Milo,path watcher with Milo at warm hearth,wetness,0.493272,slowed pace and partner assists,0.006,assisted,True,True,True
596,34,glass_harbor,Puck,Sera,lamp guard with Sera at salt steps,wetness,0.375189,completed at normal pace,0.003,complete,True,True,True
597,34,cinder_garden,Wren,Juno,shade caller with Juno at ash path,safety,0.363438,completed at normal pace,0.003,complete,True,True,True
598,34,lichen_bridge,Kio,Luma,bridge caller with Luma at lichen wall,wetness,0.286416,completed at normal pace,0.003,complete,True,True,True
599,34,orchid_engine,Cai,Dax,gear washer with Dax at sleep cot,wetness,0.481846,slowed pace and partner assists,0.006,assisted,True,True,True
600,34,moss_ward,Milo,Tala,blanket keeper with Tala at warm hearth,wetness,0.36886,completed at normal pace,0.003,complete,True,True,True
601,34,glass_harbor,Sera,Nia,tea maker with Nia at salt steps,wetness,0.475865,slowed pace and partner assists,0.006,assisted,True,True,True
602,34,cinder_garden,Juno,Pax,ember tender with Pax at ash path,safety,0.268694,completed at normal pace,0.003,complete,True,True,True
603,34,lichen_bridge,Luma,Rin,rope weaver with Rin at lichen wall,wetness,0.491511,slowed pace and partner assists,0.006,assisted,True,True,True
604,34,orchid_engine,Dax,Eli,orchid keeper with Eli at sleep cot,safety,0.361085,completed at normal pace,0.003,complete,True,True,True
605,34,moss_ward,Tala,Ari,water carrier with Ari at warm hearth,wetness,0.486664,slowed pace and partner assists,0.006,assisted,True,True,True
606,34,glass_harbor,Nia,Oren,net mender with Oren at salt steps,wetness,0.285944,completed at normal pace,0.003,complete,True,True,True
607,34,cinder_garden,Pax,Vale,seed sorter with Vale at ash path,safety,0.389925,completed at normal pace,0.003,complete,True,True,True
608,34,lichen_bridge,Rin,Sol,signal keeper with Sol at lichen wall,wetness,0.37241,completed at normal pace,0.003,complete,True,True,True
609,34,orchid_engine,Eli,Bea,meal runner with Bea at sleep cot,wetness,0.491675,slowed pace and partner assists,0.006,assisted,True,True,True
610,34,moss_ward,Ari,Fay,cook with Fay at warm hearth,wetness,0.286196,completed at normal pace,0.003,complete,True,True,True
611,34,glass_harbor,Oren,Puck,salt washer with Puck at salt steps,wetness,0.486462,slowed pace and partner assists,0.006,assisted,True,True,True
612,35,lichen_bridge,Kio,Luma,bridge caller with Luma at rope bridge,wetness,0.281268,completed at normal pace,0.003,complete,True,True,True
613,35,orchid_engine,Cai,Dax,gear washer with Dax at orchid bay,wetness,0.491186,slowed pace and partner assists,0.006,assisted,True,True,True
614,35,moss_ward,Milo,Tala,blanket keeper with Tala at moss lane,wetness,0.358947,completed at normal pace,0.003,complete,True,True,True
615,35,glass_harbor,Sera,Nia,tea maker with Nia at steam alcove,wetness,0.490304,slowed pace and partner assists,0.006,assisted,True,True,True
616,35,cinder_garden,Juno,Pax,ember tender with Pax at cool basin,safety,0.26001,completed at normal pace,0.003,complete,True,True,True
617,35,lichen_bridge,Luma,Rin,rope weaver with Rin at rope bridge,wetness,0.497813,slowed pace and partner assists,0.006,assisted,True,True,True
618,35,orchid_engine,Dax,Eli,orchid keeper with Eli at orchid bay,safety,0.358235,completed at normal pace,0.003,complete,True,True,True
619,35,moss_ward,Tala,Ari,water carrier with Ari at moss lane,wetness,0.477213,slowed pace and partner assists,0.006,assisted,True,True,True
620,35,glass_harbor,Nia,Oren,net mender with Oren at steam alcove,wetness,0.277724,completed at normal pace,0.003,complete,True,True,True
621,35,cinder_garden,Pax,Vale,seed sorter with Vale at cool basin,safety,0.393539,completed at normal pace,0.003,complete,True,True,True
622,35,lichen_bridge,Rin,Sol,signal keeper with Sol at rope bridge,wetness,0.383341,completed at normal pace,0.003,complete,True,True,True
623,35,orchid_engine,Eli,Bea,meal runner with Bea at orchid bay,wetness,0.474164,slowed pace and partner assists,0.006,assisted,True,True,True
624,35,moss_ward,Ari,Fay,cook with Fay at moss lane,wetness,0.274532,completed at normal pace,0.003,complete,True,True,True
625,35,glass_harbor,Oren,Puck,salt washer with Puck at steam alcove,wetness,0.494884,slowed pace and partner assists,0.006,assisted,True,True,True
626,35,cinder_garden,Vale,Wren,ash sweeper with Wren at cool basin,fatigue,0.282722,completed at normal pace,0.003,complete,True,True,True
627,35,lichen_bridge,Sol,Kio,meal marker with Kio at rope bridge,wetness,0.494407,slowed pace and partner assists,0.006,assisted,True,True,True
628,35,orchid_engine,Bea,Cai,valve listener with Cai at orchid bay,wetness,0.274012,completed at normal pace,0.003,complete,True,True,True
629,35,moss_ward,Fay,Milo,path watcher with Milo at moss lane,wetness,0.48915,slowed pace and partner assists,0.006,assisted,True,True,True
630,36,cinder_garden,Juno,Pax,ember tender with Pax at seed shelf,safety,0.262224,completed at normal pace,0.003,complete,True,True,True
631,36,lichen_bridge,Luma,Rin,rope weaver with Rin at meal room,wetness,0.491154,slowed pace and partner assists,0.006,assisted,True,True,True
632,36,orchid_engine,Dax,Eli,orchid keeper with Eli at meal shelf,safety,0.361505,completed at normal pace,0.003,complete,True,True,True
633,36,moss_ward,Tala,Ari,water carrier with Ari at tool nook,wetness,0.49798,slowed pace and partner assists,0.006,assisted,True,True,True
634,36,glass_harbor,Nia,Oren,net mender with Oren at lamp pier,wetness,0.284372,completed at normal pace,0.003,complete,True,True,True
635,36,cinder_garden,Pax,Vale,seed sorter with Vale at seed shelf,safety,0.398392,completed at normal pace,0.003,complete,True,True,True
636,36,lichen_bridge,Rin,Sol,signal keeper with Sol at meal room,wetness,0.383806,completed at normal pace,0.003,complete,True,True,True
637,36,orchid_engine,Eli,Bea,meal runner with Bea at meal shelf,wetness,0.501581,slowed pace and partner assists,0.006,assisted,True,True,True
638,36,moss_ward,Ari,Fay,cook with Fay at tool nook,wetness,0.279356,completed at normal pace,0.003,complete,True,True,True
639,36,glass_harbor,Oren,Puck,salt washer with Puck at lamp pier,wetness,0.487865,slowed pace and partner assists,0.006,assisted,True,True,True
640,36,cinder_garden,Vale,Wren,ash sweeper with Wren at seed shelf,fatigue,0.288477,completed at normal pace,0.003,complete,True,True,True
641,36,lichen_bridge,Sol,Kio,meal marker with Kio at meal room,wetness,0.483528,slowed pace and partner assists,0.006,assisted,True,True,True
642,36,orchid_engine,Bea,Cai,valve listener with Cai at meal shelf,wetness,0.30743,completed at normal pace,0.003,complete,True,True,True
643,36,moss_ward,Fay,Milo,path watcher with Milo at tool nook,wetness,0.488892,slowed pace and partner assists,0.006,assisted,True,True,True
644,36,glass_harbor,Puck,Sera,lamp guard with Sera at lamp pier,wetness,0.38658,completed at normal pace,0.003,complete,True,True,True
645,36,cinder_garden,Wren,Juno,shade caller with Juno at seed shelf,safety,0.368304,completed at normal pace,0.003,complete,True,True,True
646,36,lichen_bridge,Kio,Luma,bridge caller with Luma at meal room,wetness,0.286,completed at normal pace,0.003,complete,True,True,True
647,36,orchid_engine,Cai,Dax,gear washer with Dax at meal shelf,wetness,0.503894,slowed pace and partner assists,0.006,assisted,True,True,True
648,37,glass_harbor,Nia,Oren,net mender with Oren at net room,wetness,0.291624,completed at normal pace,0.003,complete,True,True,True
649,37,cinder_garden,Pax,Vale,seed sorter with Vale at shade tent,safety,0.402886,completed at normal pace,0.003,complete,True,True,True
650,37,lichen_bridge,Rin,Sol,signal keeper with Sol at rest alcove,wetness,0.36686,completed at normal pace,0.003,complete,True,True,True
651,37,orchid_engine,Eli,Bea,meal runner with Bea at engine ring,wetness,0.510568,slowed pace and partner assists,0.006,assisted,True,True,True
652,37,moss_ward,Ari,Fay,cook with Fay at rain gate,wetness,0.281568,completed at normal pace,0.003,complete,True,True,True
653,37,glass_harbor,Oren,Puck,salt washer with Puck at net room,wetness,0.494151,slowed pace and partner assists,0.006,assisted,True,True,True
654,37,cinder_garden,Vale,Wren,ash sweeper with Wren at shade tent,fatigue,0.274529,completed at normal pace,0.003,complete,True,True,True
655,37,lichen_bridge,Sol,Kio,meal marker with Kio at rest alcove,wetness,0.497017,slowed pace and partner assists,0.006,assisted,True,True,True
656,37,orchid_engine,Bea,Cai,valve listener with Cai at engine ring,wetness,0.30095,completed at normal pace,0.003,complete,True,True,True
657,37,moss_ward,Fay,Milo,path watcher with Milo at rain gate,wetness,0.494473,slowed pace and partner assists,0.006,assisted,True,True,True
658,37,glass_harbor,Puck,Sera,lamp guard with Sera at net room,wetness,0.384211,completed at normal pace,0.003,complete,True,True,True
659,37,cinder_garden,Wren,Juno,shade caller with Juno at shade tent,safety,0.375622,completed at normal pace,0.003,complete,True,True,True
660,37,lichen_bridge,Kio,Luma,bridge caller with Luma at rest alcove,wetness,0.286234,completed at normal pace,0.003,complete,True,True,True
661,37,orchid_engine,Cai,Dax,gear washer with Dax at engine ring,wetness,0.501355,slowed pace and partner assists,0.006,assisted,True,True,True
662,37,moss_ward,Milo,Tala,blanket keeper with Tala at rain gate,wetness,0.382938,completed at normal pace,0.003,complete,True,True,True
663,37,glass_harbor,Sera,Nia,tea maker with Nia at net room,wetness,0.478705,slowed pace and partner assists,0.006,assisted,True,True,True
664,37,cinder_garden,Juno,Pax,ember tender with Pax at shade tent,safety,0.265508,completed at normal pace,0.003,complete,True,True,True
665,37,lichen_bridge,Luma,Rin,rope weaver with Rin at rest alcove,wetness,0.478598,slowed pace and partner assists,0.006,assisted,True,True,True
666,38,moss_ward,Ari,Fay,cook with Fay at dry loft,wetness,0.27986,completed at normal pace,0.003,complete,True,True,True
667,38,glass_harbor,Oren,Puck,salt washer with Puck at quiet bunk,wetness,0.490572,slowed pace and partner assists,0.006,assisted,True,True,True
668,38,cinder_garden,Vale,Wren,ash sweeper with Wren at ember bed,fatigue,0.278459,completed at normal pace,0.003,complete,True,True,True
669,38,lichen_bridge,Sol,Kio,meal marker with Kio at signal post,wetness,0.485763,slowed pace and partner assists,0.006,assisted,True,True,True
670,38,orchid_engine,Bea,Cai,valve listener with Cai at gear wash,wetness,0.29593,completed at normal pace,0.003,complete,True,True,True
671,38,moss_ward,Fay,Milo,path watcher with Milo at dry loft,wetness,0.484727,slowed pace and partner assists,0.006,assisted,True,True,True
672,38,glass_harbor,Puck,Sera,lamp guard with Sera at quiet bunk,wetness,0.394802,completed at normal pace,0.003,complete,True,True,True
673,38,cinder_garden,Wren,Juno,shade caller with Juno at ember bed,safety,0.375848,completed at normal pace,0.003,complete,True,True,True
674,38,lichen_bridge,Kio,Luma,bridge caller with Luma at signal post,wetness,0.276298,completed at normal pace,0.003,complete,True,True,True
675,38,orchid_engine,Cai,Dax,gear washer with Dax at gear wash,wetness,0.502743,slowed pace and partner assists,0.006,assisted,True,True,True
676,38,moss_ward,Milo,Tala,blanket keeper with Tala at dry loft,wetness,0.389042,completed at normal pace,0.003,complete,True,True,True
677,38,glass_harbor,Sera,Nia,tea maker with Nia at quiet bunk,wetness,0.487425,slowed pace and partner assists,0.006,assisted,True,True,True
678,38,cinder_garden,Juno,Pax,ember tender with Pax at ember bed,safety,0.270112,completed at normal pace,0.003,complete,True,True,True
679,38,lichen_bridge,Luma,Rin,rope weaver with Rin at signal post,wetness,0.477978,slowed pace and partner assists,0.006,assisted,True,True,True
680,38,orchid_engine,Dax,Eli,orchid keeper with Eli at gear wash,wetness,0.381924,completed at normal pace,0.003,complete,True,True,True
681,38,moss_ward,Tala,Ari,water carrier with Ari at dry loft,wetness,0.491958,slowed pace and partner assists,0.006,assisted,True,True,True
682,38,glass_harbor,Nia,Oren,net mender with Oren at quiet bunk,wetness,0.298036,completed at normal pace,0.003,complete,True,True,True
683,38,cinder_garden,Pax,Vale,seed sorter with Vale at ember bed,safety,0.407739,completed at normal pace,0.003,complete,True,True,True
684,39,orchid_engine,Bea,Cai,valve listener with Cai at sleep cot,wetness,0.290732,completed at normal pace,0.003,complete,True,True,True
685,39,moss_ward,Fay,Milo,path watcher with Milo at warm hearth,wetness,0.491548,slowed pace and partner assists,0.006,assisted,True,True,True
686,39,glass_harbor,Puck,Sera,lamp guard with Sera at salt steps,wetness,0.39209,completed at normal pace,0.003,complete,True,True,True
687,39,cinder_garden,Wren,Juno,shade caller with Juno at ash path,safety,0.38382,completed at normal pace,0.003,complete,True,True,True
688,39,lichen_bridge,Kio,Luma,bridge caller with Luma at lichen wall,wetness,0.28271,completed at normal pace,0.003,complete,True,True,True
689,39,orchid_engine,Cai,Dax,gear washer with Dax at sleep cot,wetness,0.497122,slowed pace and partner assists,0.006,assisted,True,True,True
690,39,moss_ward,Milo,Tala,blanket keeper with Tala at warm hearth,wetness,0.390553,completed at normal pace,0.003,complete,True,True,True
691,39,glass_harbor,Sera,Nia,tea maker with Nia at salt steps,wetness,0.489162,slowed pace and partner assists,0.006,assisted,True,True,True
692,39,cinder_garden,Juno,Pax,ember tender with Pax at ash path,safety,0.268442,completed at normal pace,0.003,complete,True,True,True
693,39,lichen_bridge,Luma,Rin,rope weaver with Rin at lichen wall,wetness,0.494759,slowed pace and partner assists,0.006,assisted,True,True,True
694,39,orchid_engine,Dax,Eli,orchid keeper with Eli at sleep cot,safety,0.372778,completed at normal pace,0.003,complete,True,True,True
695,39,moss_ward,Tala,Ari,water carrier with Ari at warm hearth,wetness,0.505514,slowed pace and partner assists,0.006,assisted,True,True,True
696,39,glass_harbor,Nia,Oren,net mender with Oren at salt steps,wetness,0.286372,completed at normal pace,0.003,complete,True,True,True
697,39,cinder_garden,Pax,Vale,seed sorter with Vale at ash path,safety,0.414119,completed at normal pace,0.003,complete,True,True,True
698,39,lichen_bridge,Rin,Sol,signal keeper with Sol at lichen wall,wetness,0.389251,completed at normal pace,0.003,complete,True,True,True
699,39,orchid_engine,Eli,Bea,meal runner with Bea at sleep cot,wetness,0.494081,slowed pace and partner assists,0.006,assisted,True,True,True
700,39,moss_ward,Ari,Fay,cook with Fay at warm hearth,wetness,0.289392,completed at normal pace,0.003,complete,True,True,True
701,39,glass_harbor,Oren,Puck,salt washer with Puck at salt steps,wetness,0.48645,slowed pace and partner assists,0.006,assisted,True,True,True
702,40,lichen_bridge,Kio,Luma,bridge caller with Luma at rope bridge,wetness,0.297142,completed at normal pace,0.003,complete,True,True,True
703,40,orchid_engine,Cai,Dax,gear washer with Dax at orchid bay,wetness,0.483832,slowed pace and partner assists,0.006,assisted,True,True,True
704,40,moss_ward,Milo,Tala,blanket keeper with Tala at moss lane,wetness,0.380248,completed at normal pace,0.003,complete,True,True,True
705,40,glass_harbor,Sera,Nia,tea maker with Nia at steam alcove,wetness,0.493913,slowed pace and partner assists,0.006,assisted,True,True,True
706,40,cinder_garden,Juno,Pax,ember tender with Pax at cool basin,safety,0.26816,completed at normal pace,0.003,complete,True,True,True
707,40,lichen_bridge,Luma,Rin,rope weaver with Rin at rope bridge,wetness,0.493861,slowed pace and partner assists,0.006,assisted,True,True,True
708,40,orchid_engine,Dax,Eli,orchid keeper with Eli at orchid bay,safety,0.36314,completed at normal pace,0.003,complete,True,True,True
709,40,moss_ward,Tala,Ari,water carrier with Ari at moss lane,wetness,0.497856,slowed pace and partner assists,0.006,assisted,True,True,True
710,40,glass_harbor,Nia,Oren,net mender with Oren at steam alcove,wetness,0.291148,completed at normal pace,0.003,complete,True,True,True
711,40,cinder_garden,Pax,Vale,seed sorter with Vale at cool basin,safety,0.417156,completed at normal pace,0.003,complete,True,True,True
712,40,lichen_bridge,Rin,Sol,signal keeper with Sol at rope bridge,wetness,0.400156,completed at normal pace,0.003,complete,True,True,True
713,40,orchid_engine,Eli,Bea,meal runner with Bea at orchid bay,wetness,0.482175,slowed pace and partner assists,0.006,assisted,True,True,True
714,40,moss_ward,Ari,Fay,cook with Fay at moss lane,wetness,0.288976,completed at normal pace,0.003,complete,True,True,True
715,40,glass_harbor,Oren,Puck,salt washer with Puck at steam alcove,wetness,0.486192,slowed pace and partner assists,0.006,assisted,True,True,True
716,40,cinder_garden,Vale,Wren,ash sweeper with Wren at cool basin,fatigue,0.285641,completed at normal pace,0.003,complete,True,True,True
717,40,lichen_bridge,Sol,Kio,meal marker with Kio at rope bridge,wetness,0.490969,slowed pace and partner assists,0.006,assisted,True,True,True
718,40,orchid_engine,Bea,Cai,valve listener with Cai at orchid bay,wetness,0.288832,completed at normal pace,0.003,complete,True,True,True
719,40,moss_ward,Fay,Milo,path watcher with Milo at moss lane,wetness,0.478746,slowed pace and partner assists,0.006,assisted,True,True,True
720,41,cinder_garden,Juno,Pax,ember tender with Pax at seed shelf,safety,0.281042,completed at normal pace,0.003,complete,True,True,True
721,41,lichen_bridge,Luma,Rin,rope weaver with Rin at meal room,wetness,0.485802,slowed pace and partner assists,0.006,assisted,True,True,True
722,41,orchid_engine,Dax,Eli,orchid keeper with Eli at meal shelf,wetness,0.38157,completed at normal pace,0.003,complete,True,True,True
723,41,moss_ward,Tala,Ari,water carrier with Ari at tool nook,wetness,0.498272,slowed pace and partner assists,0.006,assisted,True,True,True
724,41,glass_harbor,Nia,Oren,net mender with Oren at lamp pier,wetness,0.29876,completed at normal pace,0.003,complete,True,True,True
725,41,cinder_garden,Pax,Vale,seed sorter with Vale at seed shelf,safety,0.42201,slowed pace and partner assists,0.006,assisted,True,True,True
726,41,lichen_bridge,Rin,Sol,signal keeper with Sol at meal room,wetness,0.397427,completed at normal pace,0.003,complete,True,True,True
727,41,orchid_engine,Eli,Bea,meal runner with Bea at meal shelf,wetness,0.509518,slowed pace and partner assists,0.006,assisted,True,True,True
728,41,moss_ward,Ari,Fay,cook with Fay at tool nook,wetness,0.290748,completed at normal pace,0.003,complete,True,True,True
729,41,glass_harbor,Oren,Puck,salt washer with Puck at lamp pier,wetness,0.491773,slowed pace and partner assists,0.006,assisted,True,True,True
730,41,cinder_garden,Vale,Wren,ash sweeper with Wren at seed shelf,fatigue,0.278789,completed at normal pace,0.003,complete,True,True,True
731,41,lichen_bridge,Sol,Kio,meal marker with Kio at meal room,wetness,0.499705,slowed pace and partner assists,0.006,assisted,True,True,True
732,41,orchid_engine,Bea,Cai,valve listener with Cai at meal shelf,wetness,0.30974,completed at normal pace,0.003,complete,True,True,True
733,41,moss_ward,Fay,Milo,path watcher with Milo at tool nook,wetness,0.491088,slowed pace and partner assists,0.006,assisted,True,True,True
734,41,glass_harbor,Puck,Sera,lamp guard with Sera at lamp pier,wetness,0.416081,completed at normal pace,0.003,complete,True,True,True
735,41,cinder_garden,Wren,Juno,shade caller with Juno at seed shelf,safety,0.388699,completed at normal pace,0.003,complete,True,True,True
736,41,lichen_bridge,Kio,Luma,bridge caller with Luma at meal room,wetness,0.294674,completed at normal pace,0.003,complete,True,True,True
737,41,orchid_engine,Cai,Dax,gear washer with Dax at meal shelf,wetness,0.49967,slowed pace and partner assists,0.006,assisted,True,True,True
738,42,glass_harbor,Nia,Oren,net mender with Oren at net room,wetness,0.313172,completed at normal pace,0.003,complete,True,True,True
739,42,cinder_garden,Pax,Vale,seed sorter with Vale at shade tent,safety,0.426504,slowed pace and partner assists,0.006,assisted,True,True,True
740,42,lichen_bridge,Rin,Sol,signal keeper with Sol at rest alcove,wetness,0.39996,completed at normal pace,0.003,complete,True,True,True
741,42,orchid_engine,Eli,Bea,meal runner with Bea at engine ring,wetness,0.505931,slowed pace and partner assists,0.006,assisted,True,True,True
742,42,moss_ward,Ari,Fay,cook with Fay at rain gate,wetness,0.30556,completed at normal pace,0.003,complete,True,True,True
743,42,glass_harbor,Oren,Puck,salt washer with Puck at net room,wetness,0.486875,slowed pace and partner assists,0.006,assisted,True,True,True
744,42,cinder_garden,Vale,Wren,ash sweeper with Wren at shade tent,fatigue,0.282024,completed at normal pace,0.003,complete,True,True,True
745,42,lichen_bridge,Sol,Kio,meal marker with Kio at rest alcove,wetness,0.490634,slowed pace and partner assists,0.006,assisted,True,True,True
746,42,orchid_engine,Bea,Cai,valve listener with Cai at engine ring,wetness,0.296272,completed at normal pace,0.003,complete,True,True,True
747,42,moss_ward,Fay,Milo,path watcher with Milo at rain gate,wetness,0.487149,slowed pace and partner assists,0.006,assisted,True,True,True
748,42,glass_harbor,Puck,Sera,lamp guard with Sera at net room,wetness,0.416952,completed at normal pace,0.003,complete,True,True,True
749,42,cinder_garden,Wren,Juno,shade caller with Juno at shade tent,safety,0.389282,completed at normal pace,0.003,complete,True,True,True
750,42,lichen_bridge,Kio,Luma,bridge caller with Luma at rest alcove,wetness,0.29595,completed at normal pace,0.003,complete,True,True,True
751,42,orchid_engine,Cai,Dax,gear washer with Dax at engine ring,wetness,0.502731,slowed pace and partner assists,0.006,assisted,True,True,True
752,42,moss_ward,Milo,Tala,blanket keeper with Tala at rain gate,wetness,0.395839,completed at normal pace,0.003,complete,True,True,True
753,42,glass_harbor,Sera,Nia,tea maker with Nia at net room,wetness,0.487914,slowed pace and partner assists,0.006,assisted,True,True,True
754,42,cinder_garden,Juno,Pax,ember tender with Pax at shade tent,safety,0.286006,completed at normal pace,0.003,complete,True,True,True
755,42,lichen_bridge,Luma,Rin,rope weaver with Rin at rest alcove,wetness,0.477726,slowed pace and partner assists,0.006,assisted,True,True,True
756,43,moss_ward,Ari,Fay,cook with Fay at dry loft,wetness,0.295564,completed at normal pace,0.003,complete,True,True,True
757,43,glass_harbor,Oren,Puck,salt washer with Puck at quiet bunk,wetness,0.488896,slowed pace and partner assists,0.006,assisted,True,True,True
758,43,cinder_garden,Vale,Wren,ash sweeper with Wren at ember bed,safety,0.281394,completed at normal pace,0.003,complete,True,True,True
759,43,lichen_bridge,Sol,Kio,meal marker with Kio at signal post,wetness,0.47811,slowed pace and partner assists,0.006,assisted,True,True,True
760,43,orchid_engine,Bea,Cai,valve listener with Cai at gear wash,wetness,0.302936,completed at normal pace,0.003,complete,True,True,True
761,43,moss_ward,Fay,Milo,path watcher with Milo at dry loft,wetness,0.480603,slowed pace and partner assists,0.006,assisted,True,True,True
762,43,glass_harbor,Puck,Sera,lamp guard with Sera at quiet bunk,wetness,0.418347,completed at normal pace,0.003,complete,True,True,True
763,43,cinder_garden,Wren,Juno,shade caller with Juno at ember bed,safety,0.396241,completed at normal pace,0.003,complete,True,True,True
764,43,lichen_bridge,Kio,Luma,bridge caller with Luma at signal post,wetness,0.274868,completed at normal pace,0.003,complete,True,True,True
765,43,orchid_engine,Cai,Dax,gear washer with Dax at gear wash,wetness,0.507949,slowed pace and partner assists,0.006,assisted,True,True,True
766,43,moss_ward,Milo,Tala,blanket keeper with Tala at dry loft,wetness,0.401922,completed at normal pace,0.003,complete,True,True,True
767,43,glass_harbor,Sera,Nia,tea maker with Nia at quiet bunk,wetness,0.496619,slowed pace and partner assists,0.006,assisted,True,True,True
768,43,cinder_garden,Juno,Pax,ember tender with Pax at ember bed,safety,0.28101,completed at normal pace,0.003,complete,True,True,True
769,43,lichen_bridge,Luma,Rin,rope weaver with Rin at signal post,wetness,0.487186,slowed pace and partner assists,0.006,assisted,True,True,True
770,43,orchid_engine,Dax,Eli,orchid keeper with Eli at gear wash,wetness,0.411742,completed at normal pace,0.003,complete,True,True,True
771,43,moss_ward,Tala,Ari,water carrier with Ari at dry loft,wetness,0.488852,slowed pace and partner assists,0.006,assisted,True,True,True
772,43,glass_harbor,Nia,Oren,net mender with Oren at quiet bunk,wetness,0.306704,completed at normal pace,0.003,complete,True,True,True
773,43,cinder_garden,Pax,Vale,seed sorter with Vale at ember bed,safety,0.431357,slowed pace and partner assists,0.006,assisted,True,True,True
774,44,orchid_engine,Bea,Cai,valve listener with Cai at sleep cot,wetness,0.3055,completed at normal pace,0.003,complete,True,True,True
775,44,moss_ward,Fay,Milo,path watcher with Milo at warm hearth,wetness,0.488824,slowed pace and partner assists,0.006,assisted,True,True,True
776,44,glass_harbor,Puck,Sera,lamp guard with Sera at salt steps,wetness,0.419244,completed at normal pace,0.003,complete,True,True,True
777,44,cinder_garden,Wren,Juno,shade caller with Juno at ash path,safety,0.404227,completed at normal pace,0.003,complete,True,True,True
778,44,lichen_bridge,Kio,Luma,bridge caller with Luma at lichen wall,wetness,0.30088,completed at normal pace,0.003,complete,True,True,True
779,44,orchid_engine,Cai,Dax,gear washer with Dax at sleep cot,wetness,0.495128,slowed pace and partner assists,0.006,assisted,True,True,True
780,44,moss_ward,Milo,Tala,blanket keeper with Tala at warm hearth,wetness,0.413514,completed at normal pace,0.003,complete,True,True,True
781,44,glass_harbor,Sera,Nia,tea maker with Nia at salt steps,wetness,0.488939,slowed pace and partner assists,0.006,assisted,True,True,True
782,44,cinder_garden,Juno,Pax,ember tender with Pax at ash path,safety,0.285112,completed at normal pace,0.003,complete,True,True,True
783,44,lichen_bridge,Luma,Rin,rope weaver with Rin at lichen wall,wetness,0.491367,slowed pace and partner assists,0.006,assisted,True,True,True
784,44,orchid_engine,Dax,Eli,orchid keeper with Eli at sleep cot,wetness,0.397277,completed at normal pace,0.003,complete,True,True,True
785,44,moss_ward,Tala,Ari,water carrier with Ari at warm hearth,wetness,0.482772,slowed pace and partner assists,0.006,assisted,True,True,True
786,44,glass_harbor,Nia,Oren,net mender with Oren at salt steps,wetness,0.306162,completed at normal pace,0.003,complete,True,True,True
787,44,cinder_garden,Pax,Vale,seed sorter with Vale at ash path,hunger,0.437736,slowed pace and partner assists,0.006,assisted,True,True,True
788,44,lichen_bridge,Rin,Sol,signal keeper with Sol at lichen wall,wetness,0.409752,completed at normal pace,0.003,complete,True,True,True
789,44,orchid_engine,Eli,Bea,meal runner with Bea at sleep cot,wetness,0.482444,slowed pace and partner assists,0.006,assisted,True,True,True
790,44,moss_ward,Ari,Fay,cook with Fay at warm hearth,wetness,0.297096,completed at normal pace,0.003,complete,True,True,True
