tick_id,day,route_id,previous_recovery,branch_effect,simultaneous_task_effect,import_export_effect,reload_effect,dialogue_effect,recovery_after,consequence_persists_after_reload,visible_consequence_marker
233,16,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.935489,False,archive_signal:recovery:0.94
234,16,signal_orchard,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
235,16,orchard_riverbend,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
236,16,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,central_repair_ring:recovery:0.94
237,16,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
238,16,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,roofward_archive:recovery:0.94
239,16,archive_signal,0.935489,0.004511,0.0,0.008,0.006,0.0,0.94,v31-475087,archive_signal:recovery:0.94
240,17,signal_orchard,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,signal_orchard:recovery:0.94
241,17,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
242,17,central_repair_ring,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
243,17,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,riverbend_roofward:recovery:0.94
244,17,roofward_archive,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
245,17,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
246,17,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,signal_orchard:recovery:0.94
247,17,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.9344,False,orchard_riverbend:recovery:0.93
248,17,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,central_repair_ring:recovery:0.94
249,17,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
250,17,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
251,17,archive_signal,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
252,17,signal_orchard,0.9355,0.0045,0.0,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
253,17,orchard_riverbend,0.9344,0.00232,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
254,17,central_repair_ring,0.9366,0.0034,0.0,0.008,0.006,0.0,0.94,v31-599782,central_repair_ring:recovery:0.94
255,18,riverbend_roofward,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,riverbend_roofward:recovery:0.94
256,18,roofward_archive,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
257,18,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
258,18,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,signal_orchard:recovery:0.94
259,18,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
260,18,central_repair_ring,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
261,18,riverbend_roofward,0.94,0.0,0.0,0.0,0.006,0.0,0.94,False,riverbend_roofward:recovery:0.94
262,18,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,roofward_archive:recovery:0.94
263,18,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
264,18,signal_orchard,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
265,18,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
266,18,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,central_repair_ring:recovery:0.94
267,18,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,riverbend_roofward:recovery:0.94
268,18,roofward_archive,0.9355,0.0045,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
269,18,archive_signal,0.94,0.0,0.046,0.008,0.006,0.0,0.94,v31-452915,archive_signal:recovery:0.94
270,19,signal_orchard,0.94,0.0,0.03,0.0,0.006,0.0,0.94,True,signal_orchard:recovery:0.94
271,19,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
272,19,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,central_repair_ring:recovery:0.94
273,19,riverbend_roofward,0.9366,0.00232,0.0,0.0,0.0,0.0,0.93332,False,riverbend_roofward:recovery:0.93
274,19,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,roofward_archive:recovery:0.94
275,19,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
276,19,signal_orchard,0.94,0.0,0.03,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
277,19,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,orchard_riverbend:recovery:0.94
278,19,central_repair_ring,0.9355,0.0045,0.0,0.0,0.0,0.0,0.9355,False,central_repair_ring:recovery:0.94
279,19,riverbend_roofward,0.93332,0.00232,0.0,-0.006,0.0,0.0,0.92404,False,riverbend_roofward:recovery:0.92
280,19,roofward_archive,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
281,19,archive_signal,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
282,19,signal_orchard,0.94,0.0,0.03,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
283,19,orchard_riverbend,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
284,19,central_repair_ring,0.9355,0.0045,0.0,0.008,0.006,0.0,0.94,v31-599988,central_repair_ring:recovery:0.94
285,20,roofward_archive,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,roofward_archive:recovery:0.94
286,20,archive_signal,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
287,20,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
288,20,orchard_riverbend,0.94,0.0,0.03,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
289,20,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,central_repair_ring:recovery:0.93
290,20,riverbend_roofward,0.92404,0.00694,0.046,0.0,0.006,0.0,0.94,True,riverbend_roofward:recovery:0.94
291,20,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,roofward_archive:recovery:0.93
292,20,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,archive_signal:recovery:0.93
293,20,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.93598,False,signal_orchard:recovery:0.94
294,20,orchard_riverbend,0.94,0.0,0.03,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
295,20,central_repair_ring,0.93385,0.00078,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
296,20,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,riverbend_roofward:recovery:0.94
297,20,roofward_archive,0.93495,0.00505,0.0,0.0,0.0,0.0,0.93495,False,roofward_archive:recovery:0.93
298,20,archive_signal,0.93385,0.00078,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
299,20,signal_orchard,0.93598,0.00402,0.0,0.008,0.006,0.0,0.94,v31-583299,signal_orchard:recovery:0.94
300,21,orchard_riverbend,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,orchard_riverbend:recovery:0.94
301,21,central_repair_ring,0.94,0.0,0.046,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
302,21,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
303,21,roofward_archive,0.93495,0.00505,0.0,0.0,0.0,0.006,0.94,False,roofward_archive:recovery:0.94
304,21,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,archive_signal:recovery:0.93
305,21,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
306,21,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.935985,False,orchard_riverbend:recovery:0.94
307,21,central_repair_ring,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
308,21,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
309,21,roofward_archive,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
310,21,archive_signal,0.93495,0.00386,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
311,21,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.006,0.939807,False,signal_orchard:recovery:0.94
312,21,orchard_riverbend,0.935985,0.004015,0.0,0.0,0.0,0.0,0.935985,False,orchard_riverbend:recovery:0.94
313,21,central_repair_ring,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
314,21,riverbend_roofward,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-644122,riverbend_roofward:recovery:0.94
315,22,roofward_archive,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-569001,roofward_archive:recovery:0.94
316,22,archive_signal,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
317,22,signal_orchard,0.939807,0.000193,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
318,22,orchard_riverbend,0.935985,0.004015,0.0,0.0,0.0,0.006,0.939785,False,orchard_riverbend:recovery:0.94
319,22,central_repair_ring,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,central_repair_ring:recovery:0.94
320,22,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
321,22,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,roofward_archive:recovery:0.93
322,22,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,archive_signal:recovery:0.94
323,22,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.934934,False,signal_orchard:recovery:0.93
324,22,orchard_riverbend,0.939785,0.000215,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
325,22,central_repair_ring,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
326,22,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,riverbend_roofward:recovery:0.94
327,22,roofward_archive,0.93385,0.00078,0.0,0.0,0.0,0.0,0.92848,False,roofward_archive:recovery:0.93
328,22,archive_signal,0.93605,0.00395,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
329,22,signal_orchard,0.934934,0.005066,0.0,0.008,0.006,0.0,0.94,v31-589063,signal_orchard:recovery:0.94
330,23,orchard_riverbend,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,orchard_riverbend:recovery:0.94
331,23,central_repair_ring,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
332,23,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
333,23,roofward_archive,0.92848,0.01152,0.0,0.0,0.0,0.006,0.94,False,roofward_archive:recovery:0.94
334,23,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,archive_signal:recovery:0.93
335,23,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
336,23,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.934885,False,orchard_riverbend:recovery:0.93
337,23,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,central_repair_ring:recovery:0.93
338,23,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,riverbend_roofward:recovery:0.94
339,23,roofward_archive,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
340,23,archive_signal,0.93385,0.00615,0.0,0.0,0.0,0.0,0.93385,False,archive_signal:recovery:0.93
341,23,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,signal_orchard:recovery:0.94
342,23,orchard_riverbend,0.934885,0.005115,0.0,0.0,0.0,0.0,0.934885,False,orchard_riverbend:recovery:0.93
343,23,central_repair_ring,0.93385,0.00078,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
344,23,riverbend_roofward,0.93605,0.00395,0.0,0.008,0.006,0.0,0.94,v31-533225,riverbend_roofward:recovery:0.94
345,24,roofward_archive,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,roofward_archive:recovery:0.94
346,24,archive_signal,0.93385,0.00615,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
347,24,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
348,24,orchard_riverbend,0.934885,0.005115,0.0,0.0,0.006,0.006,0.94,True,orchard_riverbend:recovery:0.94
349,24,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,central_repair_ring:recovery:0.93
350,24,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
351,24,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,roofward_archive:recovery:0.94
352,24,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,archive_signal:recovery:0.93
353,24,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,signal_orchard:recovery:0.93
354,24,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
355,24,central_repair_ring,0.93495,0.00386,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
356,24,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.006,0.94,False,riverbend_roofward:recovery:0.94
357,24,roofward_archive,0.93605,0.00395,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
358,24,archive_signal,0.93495,0.00386,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
359,24,signal_orchard,0.93385,0.00615,0.0,0.008,0.006,0.0,0.94,v31-582388,signal_orchard:recovery:0.94
360,25,central_repair_ring,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,central_repair_ring:recovery:0.94
361,25,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
362,25,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
363,25,archive_signal,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
364,25,signal_orchard,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
365,25,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
366,25,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,central_repair_ring:recovery:0.94
367,25,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,riverbend_roofward:recovery:0.94
368,25,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
369,25,archive_signal,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
370,25,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
371,25,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
372,25,central_repair_ring,0.9366,0.0034,0.0,0.0,0.0,0.0,0.9366,False,central_repair_ring:recovery:0.94
373,25,riverbend_roofward,0.9355,0.0045,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
374,25,roofward_archive,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-568462,roofward_archive:recovery:0.94
375,26,archive_signal,0.94,0.0,0.046,0.0,0.006,0.0,0.94,True,archive_signal:recovery:0.94
376,26,signal_orchard,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
377,26,orchard_riverbend,0.94,0.0,0.046,0.0,0.006,0.0,0.94,True,orchard_riverbend:recovery:0.94
378,26,central_repair_ring,0.9366,0.00232,0.0,0.0,0.0,0.006,0.93932,False,central_repair_ring:recovery:0.94
379,26,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,riverbend_roofward:recovery:0.94
380,26,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
381,26,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
382,26,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,signal_orchard:recovery:0.94
383,26,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.935489,False,orchard_riverbend:recovery:0.94
384,26,central_repair_ring,0.93932,0.00068,0.0,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
385,26,riverbend_roofward,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
386,26,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,roofward_archive:recovery:0.94
387,26,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
388,26,signal_orchard,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
389,26,orchard_riverbend,0.935489,0.004511,0.0,0.008,0.006,0.0,0.94,v31-632611,orchard_riverbend:recovery:0.94
390,27,central_repair_ring,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,central_repair_ring:recovery:0.94
391,27,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
392,27,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
393,27,archive_signal,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
394,27,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
395,27,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
396,27,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,central_repair_ring:recovery:0.94
397,27,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.9344,False,riverbend_roofward:recovery:0.93
398,27,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,roofward_archive:recovery:0.94
399,27,archive_signal,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
400,27,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
401,27,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
402,27,central_repair_ring,0.9355,0.0045,0.0,0.0,0.0,0.0,0.9355,False,central_repair_ring:recovery:0.94
403,27,riverbend_roofward,0.9344,0.0056,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
404,27,roofward_archive,0.9366,0.0034,0.0,0.008,0.006,0.0,0.94,v31-583892,roofward_archive:recovery:0.94
405,28,archive_signal,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,archive_signal:recovery:0.94
406,28,signal_orchard,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-561031,signal_orchard:recovery:0.94
407,28,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
408,28,central_repair_ring,0.9355,0.0045,0.0,0.0,0.0,0.006,0.94,False,central_repair_ring:recovery:0.94
409,28,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,riverbend_roofward:recovery:0.94
410,28,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
411,28,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,archive_signal:recovery:0.94
412,28,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,signal_orchard:recovery:0.94
413,28,orchard_riverbend,0.94,0.0,0.046,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
414,28,central_repair_ring,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
415,28,riverbend_roofward,0.9355,0.0045,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
416,28,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.9344,False,roofward_archive:recovery:0.93
417,28,archive_signal,0.9366,0.0034,0.0,0.0,0.0,0.0,0.9366,False,archive_signal:recovery:0.94
418,28,signal_orchard,0.9355,0.0045,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
419,28,orchard_riverbend,0.94,0.0,0.046,0.008,0.006,0.0,0.94,v31-601904,orchard_riverbend:recovery:0.94
420,29,central_repair_ring,0.94,0.0,0.03,0.008,0.006,0.0,0.94,v31-614047,central_repair_ring:recovery:0.94
421,29,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
422,29,roofward_archive,0.9344,0.0056,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
423,29,archive_signal,0.9366,0.0034,0.0,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
424,29,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,signal_orchard:recovery:0.94
425,29,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,orchard_riverbend:recovery:0.94
426,29,central_repair_ring,0.94,0.0,0.03,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
427,29,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,riverbend_roofward:recovery:0.94
428,29,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,roofward_archive:recovery:0.94
429,29,archive_signal,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
430,29,signal_orchard,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
431,29,orchard_riverbend,0.9355,0.0045,0.0,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
432,29,central_repair_ring,0.94,0.0,0.03,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
433,29,riverbend_roofward,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
434,29,roofward_archive,0.9355,0.0045,0.0,-0.006,0.006,0.0,0.9355,False,roofward_archive:recovery:0.94
435,30,signal_orchard,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,signal_orchard:recovery:0.94
436,30,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
437,30,central_repair_ring,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
438,30,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,riverbend_roofward:recovery:0.94
439,30,roofward_archive,0.9355,0.0045,0.0,0.0,0.0,0.0,0.93385,False,roofward_archive:recovery:0.93
440,30,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
441,30,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,signal_orchard:recovery:0.93
442,30,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,orchard_riverbend:recovery:0.93
443,30,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.93598,False,central_repair_ring:recovery:0.94
444,30,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
445,30,roofward_archive,0.93385,0.00615,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
446,30,archive_signal,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
447,30,signal_orchard,0.93495,0.00505,0.0,0.0,0.0,0.0,0.93495,False,signal_orchard:recovery:0.93
448,30,orchard_riverbend,0.93385,0.00615,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
449,30,central_repair_ring,0.93598,0.00402,0.0,0.008,0.006,0.0,0.94,v31-609376,central_repair_ring:recovery:0.94
450,31,riverbend_roofward,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,riverbend_roofward:recovery:0.94
451,31,roofward_archive,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
452,31,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
453,31,signal_orchard,0.93495,0.00505,0.0,0.0,0.0,0.006,0.94,False,signal_orchard:recovery:0.94
454,31,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,orchard_riverbend:recovery:0.93
455,31,central_repair_ring,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
456,31,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,riverbend_roofward:recovery:0.94
457,31,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,roofward_archive:recovery:0.93
458,31,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,archive_signal:recovery:0.93
459,31,signal_orchard,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
460,31,orchard_riverbend,0.93495,0.00505,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
461,31,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.006,0.939807,False,central_repair_ring:recovery:0.94
462,31,riverbend_roofward,0.93605,0.00395,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
463,31,roofward_archive,0.93495,0.00505,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
464,31,archive_signal,0.93385,0.00615,0.0,0.008,0.006,0.0,0.94,v31-554016,archive_signal:recovery:0.94
465,32,signal_orchard,0.94,0.0,0.0,0.0,0.006,0.0,0.93985,True,signal_orchard:recovery:0.94
466,32,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
467,32,central_repair_ring,0.939807,0.000193,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
468,32,riverbend_roofward,0.94,0.0,0.03,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
469,32,roofward_archive,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
