tick_id,day,week,settlement_id,resident_id,circadian_hour,sleep_state,sleep_quality,fatigue_before,fatigue_after,rest_debt_before,rest_debt_after,dream_workspace_private,visible_sleep_marker,frequency_hz,flower_phase,bounded_cycle
1009,64,10,lichen_bridge,Luma,1.5,asleep,0.80752,0.324039,0.267513,0.03,0.0,True,"curled posture, low breath rhythm",8.26968,0.340708,True
1010,64,10,orchid_engine,Dax,3.0,asleep,0.80752,0.251199,0.194673,0.03,0.0,True,"curled posture, low breath rhythm",10.629816,0.369117,True
1011,64,10,moss_ward,Tala,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",5.96,0.327725,True
1012,64,10,glass_harbor,Nia,6.0,awake,0.0,0.179999,0.197999,0.01,0.02,True,upright work rhythm,7.24118,0.344233,True
1013,64,10,cinder_garden,Pax,7.5,awake,0.0,0.330752,0.354752,0.01,0.02,True,upright work rhythm,9.925448,0.374942,True
1014,64,10,lichen_bridge,Rin,9.0,awake,0.0,0.251338,0.269338,0.01,0.02,True,upright work rhythm,8.620429,0.36675,True
1015,64,10,orchid_engine,Eli,10.5,awake,0.0,0.018,0.042,0.01,0.02,True,upright work rhythm,10.91722,0.395158,True
1016,64,10,moss_ward,Ari,12.0,awake,0.0,0.266673,0.290673,0.0,0.01,True,upright work rhythm,6.429176,0.353767,True
1017,64,10,glass_harbor,Oren,13.5,awake,0.0,0.27337,0.29137,0.0,0.01,True,upright work rhythm,7.629462,0.370275,True
1018,64,10,cinder_garden,Vale,15.0,awake,0.0,0.344474,0.368474,0.0,0.01,True,upright work rhythm,10.281074,0.400983,True
1019,64,10,lichen_bridge,Sol,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,8.86738,0.392792,True
1020,64,10,orchid_engine,Bea,18.0,awake,0.0,0.321953,0.345953,0.02,0.03,True,upright work rhythm,11.391841,0.4212,True
1021,64,10,moss_ward,Fay,19.5,awake,0.0,0.322744,0.346744,0.02,0.03,True,upright work rhythm,6.802165,0.379808,True
1022,64,10,glass_harbor,Puck,21.0,awake,0.0,0.328177,0.346177,0.02,0.03,True,upright work rhythm,8.001933,0.396317,True
1023,64,10,cinder_garden,Wren,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",10.48,0.427025,True
1024,65,10,orchid_engine,Bea,0.0,asleep,0.80752,0.345953,0.289427,0.03,0.0,True,"curled posture, low breath rhythm",10.528665,0.442033,True
1025,65,10,moss_ward,Fay,1.5,asleep,0.80752,0.346744,0.290218,0.03,0.0,True,"curled posture, low breath rhythm",5.938989,0.400642,True
1026,65,10,glass_harbor,Puck,3.0,asleep,0.80752,0.346177,0.289651,0.03,0.0,True,"curled posture, low breath rhythm",7.138757,0.41715,True
1027,65,10,cinder_garden,Wren,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",9.64,0.447858,True
1028,65,10,lichen_bridge,Kio,6.0,awake,0.0,0.345553,0.369553,0.01,0.02,True,upright work rhythm,8.521517,0.439667,True
1029,65,10,orchid_engine,Cai,7.5,awake,0.0,0.196914,0.214914,0.01,0.02,True,upright work rhythm,10.848115,0.468075,True
1030,65,10,moss_ward,Milo,9.0,awake,0.0,0.196522,0.214522,0.01,0.02,True,upright work rhythm,6.257954,0.426683,True
1031,65,10,glass_harbor,Sera,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,7.38476,0.443192,True
1032,65,10,cinder_garden,Juno,12.0,awake,0.0,0.272474,0.290474,0.0,0.01,True,upright work rhythm,10.109094,0.4739,True
1033,65,10,lichen_bridge,Luma,13.5,awake,0.0,0.267513,0.291513,0.0,0.01,True,upright work rhythm,8.83952,0.465708,True
1034,65,10,orchid_engine,Dax,15.0,awake,0.0,0.194673,0.212673,0.0,0.01,True,upright work rhythm,11.197196,0.494117,True
1035,65,10,moss_ward,Tala,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,6.52738,0.452725,True
1036,65,10,glass_harbor,Nia,18.0,awake,0.0,0.197999,0.215999,0.02,0.03,True,upright work rhythm,7.80856,0.469233,True
1037,65,10,cinder_garden,Pax,19.5,awake,0.0,0.354752,0.372752,0.02,0.03,True,upright work rhythm,10.492828,0.499942,True
1038,65,10,lichen_bridge,Rin,21.0,awake,0.0,0.269338,0.293338,0.02,0.03,True,upright work rhythm,9.190269,0.49175,True
1039,65,10,orchid_engine,Eli,22.5,asleep,0.80752,0.042,0.0,0.02,0.0,True,"curled posture, low breath rhythm",11.46,0.520158,True
1040,66,10,glass_harbor,Nia,0.0,asleep,0.80752,0.215999,0.159473,0.03,0.0,True,"curled posture, low breath rhythm",6.945384,0.490067,True
1041,66,10,cinder_garden,Pax,1.5,asleep,0.80752,0.372752,0.316226,0.03,0.0,True,"curled posture, low breath rhythm",9.629653,0.520775,True
1042,66,10,lichen_bridge,Rin,3.0,asleep,0.80752,0.293338,0.236812,0.03,0.0,True,"curled posture, low breath rhythm",8.327093,0.512583,True
1043,66,10,orchid_engine,Eli,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",10.62,0.540992,True
1044,66,10,moss_ward,Ari,6.0,awake,0.0,0.290673,0.308673,0.01,0.02,True,upright work rhythm,6.156556,0.4996,True
1045,66,10,glass_harbor,Oren,7.5,awake,0.0,0.29137,0.31537,0.01,0.02,True,upright work rhythm,7.359302,0.516108,True
1046,66,10,cinder_garden,Vale,9.0,awake,0.0,0.368474,0.386474,0.01,0.02,True,upright work rhythm,10.008454,0.546817,True
1047,66,10,lichen_bridge,Sol,10.5,awake,0.0,0.018,0.042,0.01,0.02,True,upright work rhythm,8.59722,0.538625,True
1048,66,10,orchid_engine,Bea,12.0,awake,0.0,0.289427,0.307427,0.0,0.01,True,upright work rhythm,11.096045,0.567033,True
1049,66,10,moss_ward,Fay,13.5,awake,0.0,0.290218,0.308218,0.0,0.01,True,upright work rhythm,6.506369,0.525642,True
1050,66,10,glass_harbor,Puck,15.0,awake,0.0,0.289651,0.313651,0.0,0.01,True,upright work rhythm,7.708597,0.54215,True
1051,66,10,cinder_garden,Wren,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,10.20738,0.572858,True
1052,66,10,lichen_bridge,Kio,18.0,awake,0.0,0.369553,0.393553,0.02,0.03,True,upright work rhythm,9.091357,0.564667,True
1053,66,10,orchid_engine,Cai,19.5,awake,0.0,0.214914,0.232914,0.02,0.03,True,upright work rhythm,11.415495,0.593075,True
1054,66,10,moss_ward,Milo,21.0,awake,0.0,0.214522,0.232522,0.02,0.03,True,upright work rhythm,6.825334,0.551683,True
1055,66,10,glass_harbor,Sera,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",7.93,0.568192,True
1056,67,10,lichen_bridge,Kio,0.0,asleep,0.80752,0.393553,0.337027,0.03,0.0,True,"curled posture, low breath rhythm",8.228181,0.5855,True
1057,67,10,orchid_engine,Cai,1.5,asleep,0.80752,0.232914,0.176388,0.03,0.0,True,"curled posture, low breath rhythm",10.552319,0.613908,True
1058,67,10,moss_ward,Milo,3.0,asleep,0.80752,0.232522,0.175996,0.03,0.0,True,"curled posture, low breath rhythm",5.962158,0.572517,True
1059,67,10,glass_harbor,Sera,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",7.09,0.589025,True
1060,67,10,cinder_garden,Juno,6.0,awake,0.0,0.290474,0.314474,0.01,0.02,True,upright work rhythm,9.838934,0.619733,True
1061,67,10,lichen_bridge,Luma,7.5,awake,0.0,0.291513,0.309513,0.01,0.02,True,upright work rhythm,8.5669,0.611542,True
1062,67,10,orchid_engine,Dax,9.0,awake,0.0,0.212673,0.230673,0.01,0.02,True,upright work rhythm,10.924576,0.63995,True
1063,67,10,moss_ward,Tala,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,6.25476,0.598558,True
1064,67,10,glass_harbor,Nia,12.0,awake,0.0,0.159473,0.177473,0.0,0.01,True,upright work rhythm,7.512764,0.615067,True
1065,67,10,cinder_garden,Pax,13.5,awake,0.0,0.316226,0.340226,0.0,0.01,True,upright work rhythm,10.199493,0.645775,True
1066,67,10,lichen_bridge,Rin,15.0,awake,0.0,0.236812,0.254812,0.0,0.01,True,upright work rhythm,8.894473,0.637583,True
1067,67,10,orchid_engine,Eli,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,11.18738,0.665992,True
1068,67,10,moss_ward,Ari,18.0,awake,0.0,0.308673,0.326673,0.02,0.03,True,upright work rhythm,6.723936,0.6246,True
1069,67,10,glass_harbor,Oren,19.5,awake,0.0,0.31537,0.33337,0.02,0.03,True,upright work rhythm,7.926682,0.641108,True
1070,67,10,cinder_garden,Vale,21.0,awake,0.0,0.386474,0.410474,0.02,0.03,True,upright work rhythm,10.578294,0.671817,True
1071,67,10,lichen_bridge,Sol,22.5,asleep,0.80752,0.042,0.0,0.02,0.0,True,"curled posture, low breath rhythm",9.14,0.663625,True
1072,68,10,moss_ward,Ari,0.0,asleep,0.80752,0.326673,0.270146,0.03,0.0,True,"curled posture, low breath rhythm",5.86076,0.645433,True
1073,68,10,glass_harbor,Oren,1.5,asleep,0.80752,0.33337,0.276844,0.03,0.0,True,"curled posture, low breath rhythm",7.063506,0.661942,True
1074,68,10,cinder_garden,Vale,3.0,asleep,0.80752,0.410474,0.353948,0.03,0.0,True,"curled posture, low breath rhythm",9.715119,0.69265,True
1075,68,10,lichen_bridge,Sol,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",8.3,0.684458,True
1076,68,10,orchid_engine,Bea,6.0,awake,0.0,0.307427,0.325427,0.01,0.02,True,upright work rhythm,10.823425,0.712867,True
1077,68,10,moss_ward,Fay,7.5,awake,0.0,0.308218,0.326218,0.01,0.02,True,upright work rhythm,6.233749,0.671475,True
1078,68,10,glass_harbor,Puck,9.0,awake,0.0,0.313651,0.331651,0.01,0.02,True,upright work rhythm,7.435977,0.687983,True
1079,68,10,cinder_garden,Wren,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,9.93476,0.718692,True
1080,68,10,lichen_bridge,Kio,12.0,awake,0.0,0.337027,0.355027,0.0,0.01,True,upright work rhythm,8.795561,0.7105,True
1081,68,10,orchid_engine,Cai,13.5,awake,0.0,0.176388,0.194388,0.0,0.01,True,upright work rhythm,11.119699,0.738908,True
1082,68,10,moss_ward,Milo,15.0,awake,0.0,0.175996,0.193996,0.0,0.01,True,upright work rhythm,6.529538,0.697517,True
1083,68,10,glass_harbor,Sera,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,7.65738,0.714025,True
1084,68,10,cinder_garden,Juno,18.0,awake,0.0,0.314474,0.332474,0.02,0.03,True,upright work rhythm,10.406314,0.744733,True
1085,68,10,lichen_bridge,Luma,19.5,awake,0.0,0.309513,0.327513,0.02,0.03,True,upright work rhythm,9.13428,0.736542,True
1086,68,10,orchid_engine,Dax,21.0,awake,0.0,0.230673,0.248673,0.02,0.03,True,upright work rhythm,11.491956,0.76495,True
1087,68,10,moss_ward,Tala,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",6.8,0.723558,True
1088,69,10,cinder_garden,Juno,0.0,asleep,0.80752,0.332474,0.275948,0.03,0.0,True,"curled posture, low breath rhythm",9.543139,0.765567,True
1089,69,10,lichen_bridge,Luma,1.5,asleep,0.80752,0.327513,0.270986,0.03,0.0,True,"curled posture, low breath rhythm",8.271104,0.757375,True
1090,69,10,orchid_engine,Dax,3.0,asleep,0.80752,0.248673,0.192146,0.03,0.0,True,"curled posture, low breath rhythm",10.62878,0.785783,True
1091,69,10,moss_ward,Tala,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",5.96,0.744392,True
1092,69,10,glass_harbor,Nia,6.0,awake,0.0,0.177473,0.195473,0.01,0.02,True,upright work rhythm,7.240144,0.7609,True
1093,69,10,cinder_garden,Pax,7.5,awake,0.0,0.340226,0.364226,0.01,0.02,True,upright work rhythm,9.929333,0.791608,True
1094,69,10,lichen_bridge,Rin,9.0,awake,0.0,0.254812,0.272812,0.01,0.02,True,upright work rhythm,8.621853,0.783417,True
1095,69,10,orchid_engine,Eli,10.5,awake,0.0,0.018,0.042,0.01,0.02,True,upright work rhythm,10.91722,0.811825,True
1096,69,10,moss_ward,Ari,12.0,awake,0.0,0.270146,0.294146,0.0,0.01,True,upright work rhythm,6.4306,0.770433,True
1097,69,10,glass_harbor,Oren,13.5,awake,0.0,0.276844,0.294844,0.0,0.01,True,upright work rhythm,7.630886,0.786942,True
1098,69,10,cinder_garden,Vale,15.0,awake,0.0,0.353948,0.377948,0.0,0.01,True,upright work rhythm,10.284959,0.81765,True
1099,69,10,lichen_bridge,Sol,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,8.86738,0.809458,True
1100,69,10,orchid_engine,Bea,18.0,awake,0.0,0.325427,0.349427,0.02,0.03,True,upright work rhythm,11.393265,0.837867,True
1101,69,10,moss_ward,Fay,19.5,awake,0.0,0.326218,0.350218,0.02,0.03,True,upright work rhythm,6.803589,0.796475,True
1102,69,10,glass_harbor,Puck,21.0,awake,0.0,0.331651,0.349651,0.02,0.03,True,upright work rhythm,8.003357,0.812983,True
1103,69,10,cinder_garden,Wren,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",10.48,0.843692,True
1104,70,10,orchid_engine,Bea,0.0,asleep,0.80752,0.349427,0.2929,0.03,0.0,True,"curled posture, low breath rhythm",10.530089,0.8587,True
1105,70,10,moss_ward,Fay,1.5,asleep,0.80752,0.350218,0.293691,0.03,0.0,True,"curled posture, low breath rhythm",5.940413,0.817308,True
1106,70,10,glass_harbor,Puck,3.0,asleep,0.80752,0.349651,0.293124,0.03,0.0,True,"curled posture, low breath rhythm",7.140181,0.833817,True
1107,70,10,cinder_garden,Wren,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",9.64,0.864525,True
1108,70,10,lichen_bridge,Kio,6.0,awake,0.0,0.355027,0.379027,0.01,0.02,True,upright work rhythm,8.525401,0.856333,True
1109,70,10,orchid_engine,Cai,7.5,awake,0.0,0.194388,0.212388,0.01,0.02,True,upright work rhythm,10.847079,0.884742,True
1110,70,10,moss_ward,Milo,9.0,awake,0.0,0.193996,0.211996,0.01,0.02,True,upright work rhythm,6.256918,0.84335,True
1111,70,10,glass_harbor,Sera,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,7.38476,0.859858,True
1112,70,10,cinder_garden,Juno,12.0,awake,0.0,0.275948,0.293948,0.0,0.01,True,upright work rhythm,10.110519,0.890567,True
1113,70,10,lichen_bridge,Luma,13.5,awake,0.0,0.270986,0.294986,0.0,0.01,True,upright work rhythm,8.840944,0.882375,True
1114,70,10,orchid_engine,Dax,15.0,awake,0.0,0.192146,0.210146,0.0,0.01,True,upright work rhythm,11.19616,0.910783,True
1115,70,10,moss_ward,Tala,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,6.52738,0.869392,True
1116,70,10,glass_harbor,Nia,18.0,awake,0.0,0.195473,0.213473,0.02,0.03,True,upright work rhythm,7.807524,0.8859,True
1117,70,10,cinder_garden,Pax,19.5,awake,0.0,0.364226,0.382226,0.02,0.03,True,upright work rhythm,10.496713,0.916608,True
1118,70,10,lichen_bridge,Rin,21.0,awake,0.0,0.272812,0.296812,0.02,0.03,True,upright work rhythm,9.191693,0.908417,True
1119,70,10,orchid_engine,Eli,22.5,asleep,0.80752,0.042,0.0,0.02,0.0,True,"curled posture, low breath rhythm",11.46,0.936825,True
1120,71,11,glass_harbor,Nia,0.0,asleep,0.80752,0.213473,0.156946,0.03,0.0,True,"curled posture, low breath rhythm",6.957348,0.907733,True
1121,71,11,cinder_garden,Pax,1.5,asleep,0.80752,0.382226,0.3257,0.03,0.0,True,"curled posture, low breath rhythm",9.646537,0.938442,True
1122,71,11,lichen_bridge,Rin,3.0,asleep,0.80752,0.296812,0.240286,0.03,0.0,True,"curled posture, low breath rhythm",8.341517,0.93025,True
1123,71,11,orchid_engine,Eli,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",10.633,0.958658,True
1124,71,11,moss_ward,Ari,6.0,awake,0.0,0.294146,0.312146,0.01,0.02,True,upright work rhythm,6.17098,0.917267,True
1125,71,11,glass_harbor,Oren,7.5,awake,0.0,0.294844,0.318844,0.01,0.02,True,upright work rhythm,7.373726,0.933775,True
1126,71,11,cinder_garden,Vale,9.0,awake,0.0,0.377948,0.395948,0.01,0.02,True,upright work rhythm,10.025339,0.964483,True
1127,71,11,lichen_bridge,Sol,10.5,awake,0.0,0.018,0.042,0.01,0.02,True,upright work rhythm,8.61022,0.956292,True
1128,71,11,orchid_engine,Bea,12.0,awake,0.0,0.2929,0.3109,0.0,0.01,True,upright work rhythm,11.110469,0.9847,True
1129,71,11,moss_ward,Fay,13.5,awake,0.0,0.293691,0.311691,0.0,0.01,True,upright work rhythm,6.520793,0.943308,True
1130,71,11,glass_harbor,Puck,15.0,awake,0.0,0.293124,0.317124,0.0,0.01,True,upright work rhythm,7.723021,0.959817,True
1131,71,11,cinder_garden,Wren,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,10.22038,0.990525,True
1132,71,11,lichen_bridge,Kio,18.0,awake,0.0,0.379027,0.403027,0.02,0.03,True,upright work rhythm,9.108241,0.982333,True
1133,71,11,orchid_engine,Cai,19.5,awake,0.0,0.212388,0.230388,0.02,0.03,True,upright work rhythm,11.427459,0.010742,True
1134,71,11,moss_ward,Milo,21.0,awake,0.0,0.211996,0.229996,0.02,0.03,True,upright work rhythm,6.837298,0.96935,True
1135,71,11,glass_harbor,Sera,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",7.943,0.985858,True
1136,72,11,lichen_bridge,Kio,0.0,asleep,0.80752,0.403027,0.346501,0.03,0.0,True,"curled posture, low breath rhythm",8.245065,0.003167,True
1137,72,11,orchid_engine,Cai,1.5,asleep,0.80752,0.230388,0.173861,0.03,0.0,True,"curled posture, low breath rhythm",10.564283,0.031575,True
1138,72,11,moss_ward,Milo,3.0,asleep,0.80752,0.229996,0.173469,0.03,0.0,True,"curled posture, low breath rhythm",5.974122,0.990183,True
1139,72,11,glass_harbor,Sera,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",7.103,0.006692,True
1140,72,11,cinder_garden,Juno,6.0,awake,0.0,0.293948,0.317948,0.01,0.02,True,upright work rhythm,9.853359,0.0374,True
1141,72,11,lichen_bridge,Luma,7.5,awake,0.0,0.294986,0.312986,0.01,0.02,True,upright work rhythm,8.581324,0.029208,True
1142,72,11,orchid_engine,Dax,9.0,awake,0.0,0.210146,0.228146,0.01,0.02,True,upright work rhythm,10.93654,0.057617,True
1143,72,11,moss_ward,Tala,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,6.26776,0.016225,True
1144,72,11,glass_harbor,Nia,12.0,awake,0.0,0.156946,0.174946,0.0,0.01,True,upright work rhythm,7.524728,0.032733,True
1145,72,11,cinder_garden,Pax,13.5,awake,0.0,0.3257,0.3497,0.0,0.01,True,upright work rhythm,10.216377,0.063442,True
1146,72,11,lichen_bridge,Rin,15.0,awake,0.0,0.240286,0.258286,0.0,0.01,True,upright work rhythm,8.908897,0.05525,True
1147,72,11,orchid_engine,Eli,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,11.20038,0.083658,True
1148,72,11,moss_ward,Ari,18.0,awake,0.0,0.312146,0.330146,0.02,0.03,True,upright work rhythm,6.73836,0.042267,True
1149,72,11,glass_harbor,Oren,19.5,awake,0.0,0.318844,0.336844,0.02,0.03,True,upright work rhythm,7.941106,0.058775,True
1150,72,11,cinder_garden,Vale,21.0,awake,0.0,0.395948,0.419948,0.02,0.03,True,upright work rhythm,10.595179,0.089483,True
1151,72,11,lichen_bridge,Sol,22.5,asleep,0.80752,0.042,0.0,0.02,0.0,True,"curled posture, low breath rhythm",9.153,0.081292,True
1152,73,11,moss_ward,Ari,0.0,asleep,0.80752,0.330146,0.27362,0.03,0.0,True,"curled posture, low breath rhythm",5.875184,0.0631,True
1153,73,11,glass_harbor,Oren,1.5,asleep,0.80752,0.336844,0.280317,0.03,0.0,True,"curled posture, low breath rhythm",7.07793,0.079608,True
1154,73,11,cinder_garden,Vale,3.0,asleep,0.80752,0.419948,0.363421,0.03,0.0,True,"curled posture, low breath rhythm",9.732003,0.110317,True
1155,73,11,lichen_bridge,Sol,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",8.313,0.102125,True
1156,73,11,orchid_engine,Bea,6.0,awake,0.0,0.3109,0.3289,0.01,0.02,True,upright work rhythm,10.837849,0.130533,True
1157,73,11,moss_ward,Fay,7.5,awake,0.0,0.311691,0.329691,0.01,0.02,True,upright work rhythm,6.248173,0.089142,True
1158,73,11,glass_harbor,Puck,9.0,awake,0.0,0.317124,0.335124,0.01,0.02,True,upright work rhythm,7.450401,0.10565,True
1159,73,11,cinder_garden,Wren,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,9.94776,0.136358,True
1160,73,11,lichen_bridge,Kio,12.0,awake,0.0,0.346501,0.364501,0.0,0.01,True,upright work rhythm,8.812445,0.128167,True
1161,73,11,orchid_engine,Cai,13.5,awake,0.0,0.173861,0.191861,0.0,0.01,True,upright work rhythm,11.131663,0.156575,True
1162,73,11,moss_ward,Milo,15.0,awake,0.0,0.173469,0.191469,0.0,0.01,True,upright work rhythm,6.541502,0.115183,True
1163,73,11,glass_harbor,Sera,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,7.67038,0.131692,True
1164,73,11,cinder_garden,Juno,18.0,awake,0.0,0.317948,0.335948,0.02,0.03,True,upright work rhythm,10.420739,0.1624,True
1165,73,11,lichen_bridge,Luma,19.5,awake,0.0,0.312986,0.330986,0.02,0.03,True,upright work rhythm,9.148704,0.154208,True
1166,73,11,orchid_engine,Dax,21.0,awake,0.0,0.228146,0.246146,0.02,0.03,True,upright work rhythm,11.50392,0.182617,True
1167,73,11,moss_ward,Tala,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",6.813,0.141225,True
1168,74,11,cinder_garden,Juno,0.0,asleep,0.80752,0.335948,0.279421,0.03,0.0,True,"curled posture, low breath rhythm",9.557563,0.183233,True
1169,74,11,lichen_bridge,Luma,1.5,asleep,0.80752,0.330986,0.27446,0.03,0.0,True,"curled posture, low breath rhythm",8.285529,0.175042,True
1170,74,11,orchid_engine,Dax,3.0,asleep,0.80752,0.246146,0.18962,0.03,0.0,True,"curled posture, low breath rhythm",10.640744,0.20345,True
1171,74,11,moss_ward,Tala,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",5.973,0.162058,True
1172,74,11,glass_harbor,Nia,6.0,awake,0.0,0.174946,0.192946,0.01,0.02,True,upright work rhythm,7.252108,0.178567,True
1173,74,11,cinder_garden,Pax,7.5,awake,0.0,0.3497,0.3737,0.01,0.02,True,upright work rhythm,9.946217,0.209275,True
1174,74,11,lichen_bridge,Rin,9.0,awake,0.0,0.258286,0.276286,0.01,0.02,True,upright work rhythm,8.636277,0.201083,True
1175,74,11,orchid_engine,Eli,10.5,awake,0.0,0.018,0.042,0.01,0.02,True,upright work rhythm,10.93022,0.229492,True
1176,74,11,moss_ward,Ari,12.0,awake,0.0,0.27362,0.29762,0.0,0.01,True,upright work rhythm,6.445024,0.1881,True
1177,74,11,glass_harbor,Oren,13.5,awake,0.0,0.280317,0.298317,0.0,0.01,True,upright work rhythm,7.64531,0.204608,True
1178,74,11,cinder_garden,Vale,15.0,awake,0.0,0.363421,0.387421,0.0,0.01,True,upright work rhythm,10.301843,0.235317,True
1179,74,11,lichen_bridge,Sol,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,8.88038,0.227125,True
1180,74,11,orchid_engine,Bea,18.0,awake,0.0,0.3289,0.3529,0.02,0.03,True,upright work rhythm,11.407689,0.255533,True
1181,74,11,moss_ward,Fay,19.5,awake,0.0,0.329691,0.353691,0.02,0.03,True,upright work rhythm,6.818013,0.214142,True
1182,74,11,glass_harbor,Puck,21.0,awake,0.0,0.335124,0.353124,0.02,0.03,True,upright work rhythm,8.017781,0.23065,True
1183,74,11,cinder_garden,Wren,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",10.493,0.261358,True
1184,75,11,orchid_engine,Bea,0.0,asleep,0.80752,0.3529,0.296374,0.03,0.0,True,"curled posture, low breath rhythm",10.544513,0.276367,True
1185,75,11,moss_ward,Fay,1.5,asleep,0.80752,0.353691,0.297165,0.03,0.0,True,"curled posture, low breath rhythm",5.954838,0.234975,True
1186,75,11,glass_harbor,Puck,3.0,asleep,0.80752,0.353124,0.296598,0.03,0.0,True,"curled posture, low breath rhythm",7.154605,0.251483,True
1187,75,11,cinder_garden,Wren,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",9.653,0.282192,True
1188,75,11,lichen_bridge,Kio,6.0,awake,0.0,0.364501,0.388501,0.01,0.02,True,upright work rhythm,8.542285,0.274,True
1189,75,11,orchid_engine,Cai,7.5,awake,0.0,0.191861,0.209861,0.01,0.02,True,upright work rhythm,10.859043,0.302408,True
1190,75,11,moss_ward,Milo,9.0,awake,0.0,0.191469,0.209469,0.01,0.02,True,upright work rhythm,6.268882,0.261017,True
1191,75,11,glass_harbor,Sera,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,7.39776,0.277525,True
1192,75,11,cinder_garden,Juno,12.0,awake,0.0,0.279421,0.297421,0.0,0.01,True,upright work rhythm,10.124943,0.308233,True
1193,75,11,lichen_bridge,Luma,13.5,awake,0.0,0.27446,0.29846,0.0,0.01,True,upright work rhythm,8.855369,0.300042,True
1194,75,11,orchid_engine,Dax,15.0,awake,0.0,0.18962,0.20762,0.0,0.01,True,upright work rhythm,11.208124,0.32845,True
1195,75,11,moss_ward,Tala,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,6.54038,0.287058,True
1196,75,11,glass_harbor,Nia,18.0,awake,0.0,0.192946,0.210946,0.02,0.03,True,upright work rhythm,7.819488,0.303567,True
1197,75,11,cinder_garden,Pax,19.5,awake,0.0,0.3737,0.3917,0.02,0.03,True,upright work rhythm,10.513597,0.334275,True
1198,75,11,lichen_bridge,Rin,21.0,awake,0.0,0.276286,0.300286,0.02,0.03,True,upright work rhythm,9.206117,0.326083,True
1199,75,11,orchid_engine,Eli,22.5,asleep,0.80752,0.042,0.0,0.02,0.0,True,"curled posture, low breath rhythm",11.473,0.354492,True
1200,76,11,glass_harbor,Nia,0.0,asleep,0.80752,0.210946,0.15442,0.03,0.0,True,"curled posture, low breath rhythm",6.956312,0.3244,True
1201,76,11,cinder_garden,Pax,1.5,asleep,0.80752,0.3917,0.335173,0.03,0.0,True,"curled posture, low breath rhythm",9.650421,0.355108,True
1202,76,11,lichen_bridge,Rin,3.0,asleep,0.80752,0.300286,0.243759,0.03,0.0,True,"curled posture, low breath rhythm",8.342941,0.346917,True
1203,76,11,orchid_engine,Eli,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",10.633,0.375325,True
