tick_id,day,agent_id,trigger_intent,refusal_triggered,refusal_line,recovery_choice_id,recovery_choice_visible,recovery_clicked,recovery_line,refusal_resolved,autonomy_preserved,no_endless_distress
499,42,Juno,protect_object,False,none,recover-Juno,True,False,available if needed,True,True,True
501,42,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
502,42,Nia,protect_object,False,none,recover-Nia,True,False,available if needed,True,True,True
504,43,Ivo,ask_risky_action,True,I will not step into the fen with the satchel open.,recover-Ivo,True,False,Close the satchel and I will take the market planks.,False,True,True
506,43,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
507,43,Fay,ask_risky_action,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
509,43,Milo,ask_memory,False,none,recover-Milo,True,False,available if needed,True,True,True
511,43,Juno,ask_risky_action,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,False,That distance helps. I can repair again.,False,True,True
513,43,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
514,43,Nia,ask_risky_action,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
516,44,Ivo,ask_help,False,none,recover-Ivo,True,False,available if needed,True,True,True
518,44,Ari,protect_object,False,none,recover-Ari,True,False,available if needed,True,True,True
519,44,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
521,44,Milo,apologize,False,none,recover-Milo,True,False,available if needed,True,True,True
523,44,Juno,ask_help,False,none,recover-Juno,True,False,available if needed,True,True,True
524,44,Ari,apologize,False,none,recover-Ari,True,False,available if needed,True,True,True
525,44,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
526,44,Nia,ask_help,False,none,recover-Nia,True,False,available if needed,True,True,True
528,45,Juno,offer_care,False,none,recover-Juno,True,False,available if needed,True,True,True
530,45,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
531,45,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
533,45,Ivo,protect_object,False,none,recover-Ivo,True,False,available if needed,True,True,True
535,45,Ari,apologize,False,none,recover-Ari,True,False,available if needed,True,True,True
537,45,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
538,45,Milo,offer_care,False,none,recover-Milo,True,False,available if needed,True,True,True
540,46,Juno,ask_memory,False,none,recover-Juno,True,False,available if needed,True,True,True
542,46,Fay,rush_agent,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
543,46,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
545,46,Ivo,ask_risky_action,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
547,46,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
549,46,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
550,46,Milo,ask_memory,False,none,recover-Milo,True,False,available if needed,True,True,True
552,47,Juno,apologize,False,none,recover-Juno,True,False,available if needed,True,True,True
554,47,Fay,offer_care,False,none,recover-Fay,True,False,available if needed,True,True,True
555,47,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
557,47,Ivo,ask_help,False,none,recover-Ivo,True,False,available if needed,True,True,True
559,47,Ari,protect_object,False,none,recover-Ari,True,False,available if needed,True,True,True
561,47,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
562,47,Milo,apologize,False,none,recover-Milo,True,False,available if needed,True,True,True
564,48,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
566,48,Fay,ask_memory,False,none,recover-Fay,True,False,available if needed,True,True,True
567,48,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
569,48,Ivo,rush_agent,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
571,48,Ari,ask_risky_action,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,True,"If you wait and choose the ridge, I can help again.",True,True,True
573,48,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
574,48,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
576,49,Juno,protect_object,False,none,recover-Juno,True,False,available if needed,True,True,True
578,49,Fay,apologize,False,none,recover-Fay,True,False,available if needed,True,True,True
579,49,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
581,49,Ivo,offer_care,False,none,recover-Ivo,True,False,available if needed,True,True,True
583,49,Ari,ask_help,False,none,recover-Ari,True,False,available if needed,True,True,True
585,49,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
586,49,Milo,protect_object,False,none,recover-Milo,True,False,available if needed,True,True,True
588,50,Juno,ask_risky_action,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,False,That distance helps. I can repair again.,False,True,True
590,50,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
591,50,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
593,50,Ivo,ask_memory,False,none,recover-Ivo,True,False,available if needed,True,True,True
594,50,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
595,50,Ari,rush_agent,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,False,"If you wait and choose the ridge, I can help again.",False,True,True
597,50,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
598,50,Milo,ask_risky_action,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
600,51,Juno,ask_help,False,none,recover-Juno,True,False,available if needed,True,True,True
602,51,Fay,protect_object,False,none,recover-Fay,True,False,available if needed,True,True,True
603,51,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
605,51,Ivo,apologize,False,none,recover-Ivo,True,False,available if needed,True,True,True
607,51,Ari,offer_care,False,none,recover-Ari,True,False,available if needed,True,True,True
609,51,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
610,51,Milo,ask_help,False,none,recover-Milo,True,False,available if needed,True,True,True
611,51,Ivo,offer_care,False,none,recover-Ivo,True,False,available if needed,True,True,True
612,52,Juno,rush_agent,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,True,That distance helps. I can repair again.,True,True,True
614,52,Fay,ask_risky_action,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
615,52,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
616,52,Milo,ask_memory,False,none,recover-Milo,True,False,available if needed,True,True,True
617,52,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
619,52,Ari,ask_memory,False,none,recover-Ari,True,False,available if needed,True,True,True
621,52,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
622,52,Milo,rush_agent,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
624,53,Juno,offer_care,False,none,recover-Juno,True,False,available if needed,True,True,True
626,53,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
627,53,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
629,53,Ivo,protect_object,False,none,recover-Ivo,True,False,available if needed,True,True,True
631,53,Ari,apologize,False,none,recover-Ari,True,False,available if needed,True,True,True
633,53,Nia,ask_help,False,none,recover-Nia,True,False,available if needed,True,True,True
634,53,Milo,offer_care,False,none,recover-Milo,True,False,available if needed,True,True,True
636,54,Ari,protect_object,False,none,recover-Ari,True,False,available if needed,True,True,True
637,54,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
638,54,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
639,54,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
641,54,Juno,ask_help,False,none,recover-Juno,True,False,available if needed,True,True,True
643,54,Fay,protect_object,False,none,recover-Fay,True,False,available if needed,True,True,True
645,54,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
646,54,Ivo,apologize,False,none,recover-Ivo,True,False,available if needed,True,True,True
648,55,Ari,ask_risky_action,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,True,"If you wait and choose the ridge, I can help again.",True,True,True
650,55,Nia,ask_memory,False,none,recover-Nia,True,False,available if needed,True,True,True
651,55,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
653,55,Juno,rush_agent,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,True,That distance helps. I can repair again.,True,True,True
654,55,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
655,55,Fay,ask_risky_action,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
657,55,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
658,55,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
660,56,Ari,ask_help,False,none,recover-Ari,True,False,available if needed,True,True,True
662,56,Nia,apologize,False,none,recover-Nia,True,False,available if needed,True,True,True
663,56,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
665,56,Juno,offer_care,False,none,recover-Juno,True,False,available if needed,True,True,True
667,56,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
669,56,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
670,56,Ivo,protect_object,False,none,recover-Ivo,True,False,available if needed,True,True,True
672,57,Ari,rush_agent,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,False,"If you wait and choose the ridge, I can help again.",False,True,True
674,57,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
675,57,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
677,57,Juno,ask_memory,False,none,recover-Juno,True,False,available if needed,True,True,True
679,57,Fay,rush_agent,True,I need a slower route before I carry the ledger.,recover-Fay,True,False,Thank you for not rushing me; I can continue.,False,True,True
681,57,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
682,57,Ivo,ask_risky_action,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
684,58,Ari,offer_care,False,none,recover-Ari,True,False,available if needed,True,True,True
686,58,Nia,protect_object,False,none,recover-Nia,True,False,available if needed,True,True,True
687,58,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
689,58,Juno,apologize,False,none,recover-Juno,True,False,available if needed,True,True,True
691,58,Fay,offer_care,False,none,recover-Fay,True,False,available if needed,True,True,True
693,58,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
694,58,Ivo,ask_help,False,none,recover-Ivo,True,False,available if needed,True,True,True
696,59,Ari,ask_memory,False,none,recover-Ari,True,False,available if needed,True,True,True
698,59,Nia,ask_risky_action,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
699,59,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
701,59,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
703,59,Fay,ask_memory,False,none,recover-Fay,True,False,available if needed,True,True,True
705,59,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
706,59,Ivo,rush_agent,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
708,60,Ari,apologize,False,none,recover-Ari,True,False,available if needed,True,True,True
710,60,Nia,ask_help,False,none,recover-Nia,True,False,available if needed,True,True,True
711,60,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
713,60,Juno,protect_object,False,none,recover-Juno,True,False,available if needed,True,True,True
715,60,Fay,apologize,False,none,recover-Fay,True,False,available if needed,True,True,True
717,60,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
718,60,Ivo,offer_care,False,none,recover-Ivo,True,False,available if needed,True,True,True
720,61,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
722,61,Nia,rush_agent,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
723,61,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
725,61,Juno,ask_risky_action,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,True,That distance helps. I can repair again.,True,True,True
727,61,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
729,61,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
730,61,Ivo,ask_memory,False,none,recover-Ivo,True,False,available if needed,True,True,True
731,61,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
732,62,Ari,protect_object,False,none,recover-Ari,True,False,available if needed,True,True,True
734,62,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
735,62,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
736,62,Ivo,protect_object,False,none,recover-Ivo,True,False,available if needed,True,True,True
737,62,Juno,ask_help,False,none,recover-Juno,True,False,available if needed,True,True,True
739,62,Fay,protect_object,False,none,recover-Fay,True,False,available if needed,True,True,True
741,62,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
742,62,Ivo,apologize,False,none,recover-Ivo,True,False,available if needed,True,True,True
744,63,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
746,63,Milo,apologize,False,none,recover-Milo,True,False,available if needed,True,True,True
747,63,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
749,63,Ari,apologize,False,none,recover-Ari,True,False,available if needed,True,True,True
751,63,Nia,ask_help,False,none,recover-Nia,True,False,available if needed,True,True,True
752,63,Milo,offer_care,False,none,recover-Milo,True,False,available if needed,True,True,True
753,63,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
754,63,Juno,protect_object,False,none,recover-Juno,True,False,available if needed,True,True,True
756,64,Fay,rush_agent,True,I need a slower route before I carry the ledger.,recover-Fay,True,False,Thank you for not rushing me; I can continue.,False,True,True
757,64,Nia,ask_memory,False,none,recover-Nia,True,False,available if needed,True,True,True
758,64,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
759,64,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
761,64,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
763,64,Nia,rush_agent,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,False,You asked first this time. I can show the clean pattern.,False,True,True
765,64,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
766,64,Juno,ask_risky_action,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,True,That distance helps. I can repair again.,True,True,True
768,65,Fay,offer_care,False,none,recover-Fay,True,False,available if needed,True,True,True
770,65,Milo,protect_object,False,none,recover-Milo,True,False,available if needed,True,True,True
771,65,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
773,65,Ari,protect_object,False,none,recover-Ari,True,False,available if needed,True,True,True
774,65,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
775,65,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
777,65,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
778,65,Juno,ask_help,False,none,recover-Juno,True,False,available if needed,True,True,True
780,66,Fay,ask_memory,False,none,recover-Fay,True,False,available if needed,True,True,True
782,66,Milo,ask_risky_action,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
783,66,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
785,66,Ari,ask_risky_action,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,True,"If you wait and choose the ridge, I can help again.",True,True,True
787,66,Nia,ask_memory,False,none,recover-Nia,True,False,available if needed,True,True,True
789,66,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
790,66,Juno,rush_agent,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,True,That distance helps. I can repair again.,True,True,True
791,66,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
792,67,Fay,apologize,False,none,recover-Fay,True,False,available if needed,True,True,True
794,67,Milo,ask_help,False,none,recover-Milo,True,False,available if needed,True,True,True
795,67,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
797,67,Ari,ask_help,False,none,recover-Ari,True,False,available if needed,True,True,True
799,67,Nia,apologize,False,none,recover-Nia,True,False,available if needed,True,True,True
801,67,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
802,67,Juno,offer_care,False,none,recover-Juno,True,False,available if needed,True,True,True
804,68,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
806,68,Milo,rush_agent,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
807,68,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
809,68,Ari,rush_agent,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,True,"If you wait and choose the ridge, I can help again.",True,True,True
811,68,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
813,68,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
814,68,Juno,ask_memory,False,none,recover-Juno,True,False,available if needed,True,True,True
816,69,Fay,protect_object,False,none,recover-Fay,True,False,available if needed,True,True,True
818,69,Milo,offer_care,False,none,recover-Milo,True,False,available if needed,True,True,True
819,69,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
821,69,Ari,offer_care,False,none,recover-Ari,True,False,available if needed,True,True,True
823,69,Nia,protect_object,False,none,recover-Nia,True,False,available if needed,True,True,True
825,69,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
826,69,Juno,apologize,False,none,recover-Juno,True,False,available if needed,True,True,True
828,70,Fay,ask_risky_action,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
830,70,Milo,ask_memory,False,none,recover-Milo,True,False,available if needed,True,True,True
831,70,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
833,70,Ari,ask_memory,False,none,recover-Ari,True,False,available if needed,True,True,True
835,70,Nia,ask_risky_action,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
837,70,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
838,70,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
840,71,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
842,71,Milo,apologize,False,none,recover-Milo,True,False,available if needed,True,True,True
843,71,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
845,71,Ari,apologize,False,none,recover-Ari,True,False,available if needed,True,True,True
847,71,Nia,ask_help,False,none,recover-Nia,True,False,available if needed,True,True,True
849,71,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
850,71,Juno,protect_object,False,none,recover-Juno,True,False,available if needed,True,True,True
852,72,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
854,72,Ivo,protect_object,False,none,recover-Ivo,True,False,available if needed,True,True,True
855,72,Juno,ask_help,False,none,recover-Juno,True,False,available if needed,True,True,True
857,72,Fay,protect_object,False,none,recover-Fay,True,False,available if needed,True,True,True
859,72,Milo,offer_care,False,none,recover-Milo,True,False,available if needed,True,True,True
861,72,Juno,protect_object,False,none,recover-Juno,True,False,available if needed,True,True,True
862,72,Ari,offer_care,False,none,recover-Ari,True,False,available if needed,True,True,True
864,73,Nia,ask_memory,False,none,recover-Nia,True,False,available if needed,True,True,True
866,73,Ivo,ask_risky_action,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
867,73,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
869,73,Fay,ask_risky_action,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
871,73,Milo,ask_memory,False,none,recover-Milo,True,False,available if needed,True,True,True
872,73,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
873,73,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
874,73,Ari,ask_memory,False,none,recover-Ari,True,False,available if needed,True,True,True
876,74,Nia,apologize,False,none,recover-Nia,True,False,available if needed,True,True,True
877,74,Milo,protect_object,False,none,recover-Milo,True,False,available if needed,True,True,True
878,74,Ivo,ask_help,False,none,recover-Ivo,True,False,available if needed,True,True,True
879,74,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
881,74,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
883,74,Milo,apologize,False,none,recover-Milo,True,False,available if needed,True,True,True
885,74,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
886,74,Ari,apologize,False,none,recover-Ari,True,False,available if needed,True,True,True
888,75,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
890,75,Ivo,rush_agent,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
891,75,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
893,75,Fay,rush_agent,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
894,75,Nia,ask_memory,False,none,recover-Nia,True,False,available if needed,True,True,True
895,75,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
897,75,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
898,75,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
900,76,Nia,protect_object,False,none,recover-Nia,True,False,available if needed,True,True,True
902,76,Ivo,offer_care,False,none,recover-Ivo,True,False,available if needed,True,True,True
903,76,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
905,76,Fay,offer_care,False,none,recover-Fay,True,False,available if needed,True,True,True
907,76,Milo,protect_object,False,none,recover-Milo,True,False,available if needed,True,True,True
909,76,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
910,76,Ari,protect_object,False,none,recover-Ari,True,False,available if needed,True,True,True
911,76,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
912,77,Nia,ask_risky_action,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
914,77,Ivo,ask_memory,False,none,recover-Ivo,True,False,available if needed,True,True,True
915,77,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
916,77,Ari,rush_agent,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,True,"If you wait and choose the ridge, I can help again.",True,True,True
917,77,Fay,ask_memory,False,none,recover-Fay,True,False,available if needed,True,True,True
919,77,Milo,ask_risky_action,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
921,77,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
922,77,Ari,ask_risky_action,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,True,"If you wait and choose the ridge, I can help again.",True,True,True
924,78,Nia,ask_help,False,none,recover-Nia,True,False,available if needed,True,True,True
926,78,Ivo,apologize,False,none,recover-Ivo,True,False,available if needed,True,True,True
927,78,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
929,78,Fay,apologize,False,none,recover-Fay,True,False,available if needed,True,True,True
931,78,Milo,ask_help,False,none,recover-Milo,True,False,available if needed,True,True,True
933,78,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
934,78,Ari,ask_help,False,none,recover-Ari,True,False,available if needed,True,True,True
936,79,Nia,rush_agent,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
938,79,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
939,79,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
941,79,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
943,79,Milo,rush_agent,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
945,79,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
946,79,Ari,rush_agent,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,True,"If you wait and choose the ridge, I can help again.",True,True,True
948,80,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
950,80,Ivo,protect_object,False,none,recover-Ivo,True,False,available if needed,True,True,True
951,80,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
953,80,Fay,protect_object,False,none,recover-Fay,True,False,available if needed,True,True,True
955,80,Milo,offer_care,False,none,recover-Milo,True,False,available if needed,True,True,True
957,80,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
958,80,Ari,offer_care,False,none,recover-Ari,True,False,available if needed,True,True,True
960,81,Milo,apologize,False,none,recover-Milo,True,False,available if needed,True,True,True
962,81,Juno,ask_help,False,none,recover-Juno,True,False,available if needed,True,True,True
963,81,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
965,81,Nia,ask_help,False,none,recover-Nia,True,False,available if needed,True,True,True
967,81,Ivo,apologize,False,none,recover-Ivo,True,False,available if needed,True,True,True
969,81,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
970,81,Fay,apologize,False,none,recover-Fay,True,False,available if needed,True,True,True
972,82,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
974,82,Juno,rush_agent,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,True,That distance helps. I can repair again.,True,True,True
975,82,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
977,82,Nia,rush_agent,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
979,82,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
981,82,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
982,82,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
984,83,Milo,protect_object,False,none,recover-Milo,True,False,available if needed,True,True,True
986,83,Juno,offer_care,False,none,recover-Juno,True,False,available if needed,True,True,True
987,83,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
989,83,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
991,83,Ivo,protect_object,False,none,recover-Ivo,True,False,available if needed,True,True,True
992,83,Juno,ask_help,False,none,recover-Juno,True,False,available if needed,True,True,True
993,83,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
994,83,Fay,protect_object,False,none,recover-Fay,True,False,available if needed,True,True,True
996,84,Milo,ask_risky_action,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
997,84,Ivo,rush_agent,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
998,84,Juno,ask_memory,False,none,recover-Juno,True,False,available if needed,True,True,True
999,84,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
1001,84,Nia,ask_memory,False,none,recover-Nia,True,False,available if needed,True,True,True
1003,84,Ivo,ask_risky_action,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
1005,84,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
