tick_id,day,project_id,workshop_id,sight_cue,sound_cue,smell_cue,temperature_cue,body_cue,rhythm_marker,sensory_bound_to_workshop
226,12,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
227,12,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
228,12,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
229,12,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
230,12,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
231,12,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
232,12,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
233,12,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
234,12,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
235,12,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
236,12,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
237,12,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
238,12,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
239,12,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,ambient-rate,True
240,13,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
241,13,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
242,13,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
243,13,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
244,13,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
245,13,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
246,13,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
247,13,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
248,13,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
249,13,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
250,13,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
251,13,flood_bridge_market_route,wood bay,queued benches,hammer overlap,resin and warm copper,cool draft,slower cooperative posture,pulse,True
252,13,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
253,13,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
254,13,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
255,13,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,flower-node,True
256,13,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
257,13,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
258,13,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
259,13,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,ambient-rate,True
260,14,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
261,14,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
262,14,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
263,14,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
264,14,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
265,14,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
266,14,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
267,14,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
268,14,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
269,14,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
270,14,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
271,14,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
272,14,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
273,14,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
274,14,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
275,14,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
276,14,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
277,14,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
278,14,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
279,14,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,ambient-rate,True
280,15,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
281,15,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
282,15,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
283,15,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
284,15,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
285,15,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
286,15,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
287,15,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
288,15,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
289,15,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
290,15,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
291,15,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
292,15,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
293,15,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
294,15,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
295,15,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
296,15,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
297,15,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
298,15,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
299,15,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,ambient-rate,True
300,16,dusk_signal_court,signal yard,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
301,16,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
302,16,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,pulse,True
303,16,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
304,16,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
305,16,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,flower-node,True
306,16,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,pulse,True
307,16,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
308,16,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
309,16,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
310,16,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,flower-node,True
311,16,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
312,16,dusk_signal_court,signal yard,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
313,16,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
314,16,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,pulse,True
315,16,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
316,16,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
317,16,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
318,16,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,pulse,True
319,16,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,ambient-rate,True
320,17,dusk_signal_court,signal yard,open bench,quiet waiting,resin and warm copper,warm pulse,slower cooperative posture,flower-node,True
321,17,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
322,17,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
323,17,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
324,17,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
325,17,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
326,17,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
327,17,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
328,17,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
329,17,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
330,17,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
331,17,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
332,17,dusk_signal_court,signal yard,open bench,quiet waiting,resin and warm copper,warm pulse,slower cooperative posture,pulse,True
333,17,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
334,17,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
335,17,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
336,17,dusk_signal_court,signal yard,open bench,quiet waiting,resin and warm copper,warm pulse,slower cooperative posture,pulse,True
337,17,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
338,17,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
339,17,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,shared carrying effort,ambient-rate,True
340,18,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
341,18,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
342,18,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
343,18,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
344,18,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
345,18,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
346,18,flood_bridge_market_route,wood bay,queued benches,hammer overlap,resin and warm copper,cool draft,slower cooperative posture,pulse,True
347,18,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
348,18,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
349,18,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
350,18,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,flower-node,True
351,18,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
352,18,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
353,18,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
354,18,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
355,18,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
356,18,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
357,18,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
358,18,flood_bridge_market_route,wood bay,queued benches,hammer overlap,resin and warm copper,cool draft,shared carrying effort,pulse,True
359,18,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,ambient-rate,True
360,19,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
361,19,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
362,19,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
363,19,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
364,19,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
365,19,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
366,19,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
367,19,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
368,19,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
369,19,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
370,19,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
371,19,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
372,19,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
373,19,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
374,19,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
375,19,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
376,19,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
377,19,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
378,19,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
379,19,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,ambient-rate,True
380,20,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
381,20,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
382,20,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
383,20,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
384,20,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
385,20,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
386,20,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
387,20,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
388,20,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
389,20,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
390,20,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
391,20,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
392,20,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
393,20,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
394,20,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
395,20,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
396,20,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
397,20,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
398,20,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
399,20,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,ambient-rate,True
400,21,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,flower-node,True
401,21,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,pulse,True
402,21,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
403,21,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
404,21,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
405,21,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,flower-node,True
406,21,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
407,21,dusk_signal_court,signal yard,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
408,21,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
409,21,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,pulse,True
410,21,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
411,21,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
412,21,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
413,21,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,pulse,True
414,21,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
415,21,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
416,21,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
417,21,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,pulse,True
418,21,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
419,21,dusk_signal_court,signal yard,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,ambient-rate,True
420,22,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
421,22,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
422,22,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
423,22,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
424,22,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
425,22,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
426,22,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
427,22,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
428,22,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
429,22,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
430,22,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
431,22,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
432,22,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
433,22,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
434,22,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
435,22,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,flower-node,True
436,22,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
437,22,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
438,22,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
439,22,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,ambient-rate,True
440,23,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
441,23,flood_bridge_market_route,wood bay,queued benches,hammer overlap,resin and warm copper,cool draft,slower cooperative posture,pulse,True
442,23,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
443,23,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
444,23,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
445,23,flood_bridge_market_route,wood bay,open bench,quiet waiting,resin and warm copper,cool draft,slower cooperative posture,flower-node,True
446,23,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
447,23,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
448,23,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
449,23,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
450,23,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
451,23,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
452,23,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
