tick_id,day,settlement_id,prehistory_hash,lineage_marker_visible,trade_obligation_visible,language_family_visible,local_law_visible,avatar_entry_did_not_reset_state,replay_exportable
1945,109,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1950,109,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1955,109,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1960,109,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1965,110,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1970,110,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1975,110,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1980,111,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1985,111,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1990,111,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1995,111,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2000,112,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2005,112,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2010,112,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2015,112,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2020,113,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2025,113,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2030,113,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2035,114,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2040,114,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2045,114,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2050,114,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2055,115,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2060,115,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2065,115,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2070,116,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2075,116,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2080,116,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2085,116,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2090,117,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2095,117,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2100,117,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2105,117,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2110,118,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2115,118,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2120,118,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2125,119,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2130,119,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2135,119,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2140,119,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2145,120,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2150,120,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2155,120,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2160,121,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2165,121,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2170,121,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2175,121,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2180,122,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2185,122,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2190,122,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2195,122,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2200,123,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2205,123,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2210,123,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2215,124,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2220,124,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2225,124,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2230,124,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2235,125,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2240,125,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2245,125,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2250,126,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2255,126,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2260,126,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2265,126,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2270,127,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2275,127,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2280,127,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2285,127,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2290,128,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2295,128,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2300,128,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2305,129,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2310,129,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2315,129,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2320,129,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2325,130,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2330,130,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2335,130,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2340,131,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2345,131,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2350,131,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2355,131,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2360,132,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2365,132,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2370,132,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2375,132,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2380,133,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2385,133,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2390,133,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2395,134,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2400,134,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2405,134,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2410,134,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2415,135,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2420,135,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2425,135,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2430,136,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2435,136,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2440,136,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2445,136,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2450,137,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2455,137,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2460,137,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2465,137,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2470,138,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2475,138,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2480,138,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2485,139,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2490,139,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2495,139,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2500,139,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2505,140,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2510,140,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2515,140,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
2520,141,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2525,141,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2530,141,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2535,141,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
2540,142,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2545,142,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2550,142,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2555,142,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
2560,143,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2565,143,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2570,143,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
2575,144,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2580,144,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2585,144,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
2590,144,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
