tick_id,day,infrastructure_id,replay_event,state_hash,includes_household_economy,includes_building_decay,includes_tool_wear,includes_failure,includes_routine_ecology,replay_exportable
256,15,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-667675,True,True,True,False,True,True
257,15,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-667063,True,True,True,False,True,True
258,15,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-723766,True,True,True,False,True,True
259,15,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-662504,True,True,True,False,True,True
260,15,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-673680,True,True,True,False,True,True
261,15,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-674965,True,True,True,False,True,True
262,15,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-722999,True,True,True,False,True,True
263,15,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-663076,True,True,True,False,True,True
264,15,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-673684,True,True,True,False,True,True
265,15,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-676306,True,True,True,False,True,True
266,15,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-696437,True,True,True,False,True,True
267,15,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-654340,True,True,True,False,True,True
268,15,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-674793,True,True,True,False,True,True
269,15,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-675985,True,True,True,False,True,True
270,16,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-663305,True,True,True,False,True,True
271,16,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-657146,True,True,True,False,True,True
272,16,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-666825,True,True,True,False,True,True
273,16,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-713864,True,True,True,False,True,True
274,16,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-654564,True,True,True,False,True,True
275,16,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-667420,True,True,True,False,True,True
276,16,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-667937,True,True,True,False,True,True
277,16,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-704883,True,True,True,False,True,True
278,16,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-672995,True,True,True,False,True,True
279,16,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-668785,True,True,True,False,True,True
280,16,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-668535,True,True,True,False,True,True
281,16,roof_greenhouse_cistern,roof_greenhouse_cistern:routine disrupted by failure:failure,v27-676631,True,True,True,True,True,True
282,16,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-673074,True,True,True,False,True,True
283,16,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-668037,True,True,True,False,True,True
284,16,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-660544,True,True,True,False,True,True
285,16,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-722323,True,True,True,True,True,True
286,16,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-673387,True,True,True,False,True,True
287,16,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-659692,True,True,True,False,True,True
288,17,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-660926,True,True,True,False,True,True
289,17,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-722569,True,True,True,True,True,True
290,17,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-664637,True,True,True,False,True,True
291,17,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-658944,True,True,True,False,True,True
292,17,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-660821,True,True,True,False,True,True
293,17,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-713548,True,True,True,True,True,True
294,17,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-664950,True,True,True,False,True,True
295,17,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-659251,True,True,True,False,True,True
296,17,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-676706,True,True,True,False,True,True
297,17,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-697491,True,True,True,False,True,True
298,17,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-655911,True,True,True,False,True,True
299,17,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-666983,True,True,True,False,True,True
300,17,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-675582,True,True,True,False,True,True
301,17,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-705589,True,True,True,False,True,True
302,17,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-662331,True,True,True,False,True,True
303,17,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-657819,True,True,True,False,True,True
304,17,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-675883,True,True,True,False,True,True
305,17,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-696634,True,True,True,False,True,True
306,18,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-673202,True,True,True,False,True,True
307,18,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-631978,True,True,True,False,True,True
308,18,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-676204,True,True,True,False,True,True
309,18,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-705530,True,True,True,False,True,True
310,18,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-672893,True,True,True,False,True,True
311,18,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-640448,True,True,True,False,True,True
312,18,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-675477,True,True,True,False,True,True
313,18,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-696194,True,True,True,False,True,True
314,18,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-672161,True,True,True,False,True,True
315,18,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-623780,True,True,True,False,True,True
316,18,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-675502,True,True,True,False,True,True
317,18,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-705673,True,True,True,False,True,True
318,18,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-663358,True,True,True,False,True,True
319,18,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-632237,True,True,True,False,True,True
320,18,river_mill_bridge,river_mill_bridge:routine disrupted by failure:failure,v27-631637,True,True,True,True,True,True
321,18,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-704910,True,True,True,False,True,True
322,18,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-671732,True,True,True,False,True,True
323,18,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-624389,True,True,True,False,True,True
324,19,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-649919,True,True,True,False,True,True
325,19,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-705959,True,True,True,False,True,True
326,19,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-663469,True,True,True,False,True,True
327,19,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-632854,True,True,True,False,True,True
328,19,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-650224,True,True,True,False,True,True
329,19,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-713932,True,True,True,False,True,True
330,19,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-663376,True,True,True,False,True,True
331,19,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-623964,True,True,True,False,True,True
332,19,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-650049,True,True,True,False,True,True
333,19,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-713955,True,True,True,False,True,True
334,19,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-663527,True,True,True,False,True,True
335,19,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-633341,True,True,True,False,True,True
336,19,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-650354,True,True,True,False,True,True
337,19,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-713598,True,True,True,False,True,True
338,19,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-656648,True,True,True,False,True,True
339,19,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-633005,True,True,True,False,True,True
340,19,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-667635,True,True,True,False,True,True
341,19,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-713211,True,True,True,False,True,True
342,20,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-624265,True,True,True,False,True,True
343,20,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-667269,True,True,True,False,True,True
344,20,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-714841,True,True,True,False,True,True
345,20,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-664901,True,True,True,False,True,True
346,20,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-633430,True,True,True,False,True,True
347,20,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-676801,True,True,True,False,True,True
348,20,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-715827,True,True,True,False,True,True
349,20,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-664926,True,True,True,False,True,True
350,20,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-630899,True,True,True,False,True,True
351,20,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-675752,True,True,True,False,True,True
352,20,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-715064,True,True,True,False,True,True
353,20,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-673117,True,True,True,False,True,True
354,20,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-631673,True,True,True,False,True,True
355,20,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-677369,True,True,True,False,True,True
356,20,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-705220,True,True,True,False,True,True
357,20,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-673430,True,True,True,False,True,True
358,20,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-639891,True,True,True,False,True,True
359,20,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-677732,True,True,True,False,True,True
360,21,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-705133,True,True,True,False,True,True
361,21,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-672688,True,True,True,False,True,True
362,21,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-632153,True,True,True,False,True,True
363,21,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-677627,True,True,True,False,True,True
364,21,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-705506,True,True,True,False,True,True
365,21,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-672830,True,True,True,False,True,True
366,21,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-632615,True,True,True,False,True,True
367,21,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-677030,True,True,True,False,True,True
368,21,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-705319,True,True,True,False,True,True
369,21,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-672927,True,True,True,False,True,True
370,21,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-623727,True,True,True,False,True,True
371,21,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-676717,True,True,True,False,True,True
372,21,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-705962,True,True,True,False,True,True
373,21,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-673537,True,True,True,False,True,True
374,21,dusk_signal_workshop,dusk_signal_workshop:routine disrupted by failure:failure,v27-598026,True,True,True,True,True,True
375,21,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-676120,True,True,True,False,True,True
376,21,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-705981,True,True,True,False,True,True
377,21,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-664865,True,True,True,False,True,True
378,22,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-624824,True,True,True,False,True,True
379,22,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-676421,True,True,True,False,True,True
380,22,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-713726,True,True,True,False,True,True
381,22,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-665520,True,True,True,False,True,True
382,22,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-632883,True,True,True,False,True,True
383,22,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-667474,True,True,True,False,True,True
384,22,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-713745,True,True,True,False,True,True
385,22,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-665833,True,True,True,False,True,True
386,22,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-640393,True,True,True,False,True,True
387,22,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-634299,True,True,True,False,True,True
388,22,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-704762,True,True,True,False,True,True
389,22,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-665670,True,True,True,False,True,True
390,22,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-640300,True,True,True,False,True,True
391,22,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-633597,True,True,True,False,True,True
392,22,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-713291,True,True,True,False,True,True
393,22,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-665289,True,True,True,False,True,True
394,22,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-639964,True,True,True,False,True,True
395,22,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-633540,True,True,True,False,True,True
396,23,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-695736,True,True,True,False,True,True
397,23,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-664953,True,True,True,False,True,True
398,23,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-640012,True,True,True,False,True,True
399,23,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-642246,True,True,True,False,True,True
400,23,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-712817,True,True,True,False,True,True
401,23,archive_public_kiosk,archive_public_kiosk:routine disrupted by failure:failure,v27-636927,True,True,True,True,True,True
402,23,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-640225,True,True,True,False,True,True
403,23,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-640369,True,True,True,False,True,True
404,23,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-697450,True,True,True,False,True,True
405,23,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-699229,True,True,True,False,True,True
406,23,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-639889,True,True,True,False,True,True
407,23,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-648153,True,True,True,False,True,True
408,23,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-697093,True,True,True,False,True,True
409,23,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-699248,True,True,True,False,True,True
410,23,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-632122,True,True,True,False,True,True
411,23,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-648054,True,True,True,False,True,True
412,23,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-703439,True,True,True,False,True,True
413,23,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-698177,True,True,True,False,True,True
414,24,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-605216,True,True,True,False,True,True
415,24,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-704603,True,True,True,False,True,True
416,24,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-698278,True,True,True,False,True,True
417,24,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-633280,True,True,True,False,True,True
418,24,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-622319,True,True,True,False,True,True
419,24,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-713016,True,True,True,False,True,True
420,24,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-698179,True,True,True,False,True,True
421,24,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-633827,True,True,True,False,True,True
422,24,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-614729,True,True,True,False,True,True
423,24,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-713659,True,True,True,False,True,True
424,24,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-697837,True,True,True,False,True,True
425,24,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-633038,True,True,True,False,True,True
426,24,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-623046,True,True,True,False,True,True
427,24,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-713678,True,True,True,False,True,True
428,24,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-690349,True,True,True,False,True,True
429,24,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-632702,True,True,True,False,True,True
430,24,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-606885,True,True,True,False,True,True
431,24,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-712915,True,True,True,False,True,True
432,25,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-690250,True,True,True,False,True,True
433,25,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-632609,True,True,True,False,True,True
434,25,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-615135,True,True,True,False,True,True
435,25,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-712934,True,True,True,False,True,True
436,25,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-690638,True,True,True,False,True,True
437,25,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-633194,True,True,True,False,True,True
438,25,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-606589,True,True,True,False,True,True
439,25,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-712548,True,True,True,False,True,True
440,25,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-681857,True,True,True,False,True,True
441,25,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-650038,True,True,True,False,True,True
442,25,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-606537,True,True,True,False,True,True
443,25,roof_greenhouse_cistern,roof_greenhouse_cistern:routine disrupted by failure:failure,v27-677568,True,True,True,True,True,True
444,25,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-681227,True,True,True,False,True,True
445,25,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-650347,True,True,True,False,True,True
446,25,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-622742,True,True,True,False,True,True
447,25,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-724011,True,True,True,True,True,True
448,25,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-681534,True,True,True,False,True,True
449,25,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-650007,True,True,True,False,True,True
450,26,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-613525,True,True,True,False,True,True
451,26,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-723851,True,True,True,True,True,True
452,26,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-681851,True,True,True,False,True,True
453,26,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-649910,True,True,True,False,True,True
454,26,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-624597,True,True,True,False,True,True
455,26,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-713374,True,True,True,True,True,True
456,26,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-682158,True,True,True,False,True,True
457,26,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-649570,True,True,True,False,True,True
458,26,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-615277,True,True,True,False,True,True
459,26,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-722641,True,True,True,False,True,True
460,26,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-681771,True,True,True,False,True,True
461,26,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-650399,True,True,True,False,True,True
462,26,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-614556,True,True,True,False,True,True
463,26,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-722941,True,True,True,False,True,True
464,26,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-681025,True,True,True,False,True,True
465,26,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-650059,True,True,True,False,True,True
466,26,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-614863,True,True,True,False,True,True
467,26,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-732342,True,True,True,False,True,True
468,27,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-681044,True,True,True,False,True,True
469,27,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-650801,True,True,True,False,True,True
470,27,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-615343,True,True,True,False,True,True
471,27,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-731573,True,True,True,False,True,True
472,27,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-681026,True,True,True,False,True,True
473,27,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-648049,True,True,True,False,True,True
474,27,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-615443,True,True,True,False,True,True
475,27,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-731886,True,True,True,False,True,True
476,27,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-680984,True,True,True,False,True,True
477,27,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-648070,True,True,True,False,True,True
478,27,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-607290,True,True,True,False,True,True
479,27,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-740199,True,True,True,False,True,True
480,27,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-681615,True,True,True,False,True,True
481,27,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-647324,True,True,True,False,True,True
482,27,river_mill_bridge,river_mill_bridge:routine disrupted by failure:failure,v27-581702,True,True,True,True,True,True
483,27,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-740175,True,True,True,False,True,True
484,27,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-681273,True,True,True,False,True,True
485,27,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-647633,True,True,True,False,True,True
486,28,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-740143,True,True,True,False,True,True
487,28,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-681535,True,True,True,False,True,True
488,28,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-648185,True,True,True,False,True,True
489,28,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-632800,True,True,True,True,True,True
490,28,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-740717,True,True,True,False,True,True
491,28,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-680968,True,True,True,False,True,True
492,28,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-648088,True,True,True,False,True,True
493,28,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-615759,True,True,True,False,True,True
