tick_id,day,settlement_id,room_id,action,temperature,wetness,pain,energy,comfort,arousal,body_delta_reason,care_action_available,body_state_visible,localstorage_body_key
201,17,repair_ring,bell alcove,pick_up_object,0.634,0.07,0.0,0.506,0.822,0.103166,movement effort,True,True,ssrm.v39.body.repair_ring
202,17,riverbend,dry ridge,avoid_hazard,0.562,0.849,0.0,0.604,0.672,0.22696,movement effort,True,True,ssrm.v39.body.riverbend
203,17,roofward,glass stair,move_east,0.909,0.479,0.0,0.484,0.718,0.193026,environmental exposure,True,True,ssrm.v39.body.roofward
204,18,archive,stone stacks,place_object,0.577,0.154,0.0,0.5,0.724,0.06843,environmental exposure,True,True,ssrm.v39.body.archive
205,18,signal,mast base,ask_dialect_memory,0.476,0.374,0.026,0.598,0.73,0.19629,environmental exposure,True,True,ssrm.v39.body.signal
206,18,orchard,arrival court,rest,0.864,0.77,0.0,0.519,0.675,0.2276,care/rest action,True,True,ssrm.v39.body.orchard
207,18,repair_ring,bell alcove,dry_off,0.638,0.035,0.0,0.5,0.857,0.093232,care/rest action,True,True,ssrm.v39.body.repair_ring
208,18,riverbend,dry ridge,ask_dialect_memory,0.566,0.845,0.0,0.598,0.678,0.227274,movement effort,True,True,ssrm.v39.body.riverbend
209,18,roofward,glass stair,rest,0.884,0.475,0.0,0.519,0.753,0.18874,environmental exposure,True,True,ssrm.v39.body.roofward
210,18,archive,stone stacks,dry_off,0.552,0.119,0.0,0.494,0.759,0.060512,environmental exposure,True,True,ssrm.v39.body.archive
211,18,signal,lens room,move_north,0.506,0.37,0.022,0.573,0.736,0.191818,environmental exposure,True,True,ssrm.v39.body.signal
212,18,orchard,arrival court,inspect_object,0.868,0.766,0.0,0.513,0.681,0.227088,movement effort,True,True,ssrm.v39.body.orchard
213,18,repair_ring,bell alcove,place_object,0.642,0.031,0.0,0.494,0.863,0.083186,movement effort,True,True,ssrm.v39.body.repair_ring
214,18,riverbend,kit alcove,move_north,0.596,0.841,0.0,0.573,0.684,0.227476,environmental exposure,True,True,ssrm.v39.body.riverbend
215,18,roofward,glass stair,inspect_object,0.859,0.471,0.0,0.513,0.733,0.184654,environmental exposure,True,True,ssrm.v39.body.roofward
216,19,archive,spool room,talk_resident,0.556,0.115,0.0,0.488,0.765,0.052482,movement effort,True,True,ssrm.v39.body.archive
217,19,signal,mast base,wait_for_schedule,0.481,0.366,0.018,0.567,0.716,0.187426,environmental exposure,True,True,ssrm.v39.body.signal
218,19,orchard,arrival court,warm_up,0.898,0.762,0.0,0.507,0.716,0.226116,care/rest action,True,True,ssrm.v39.body.orchard
219,19,repair_ring,bell alcove,avoid_hazard,0.646,0.027,0.0,0.488,0.869,0.073028,movement effort,True,True,ssrm.v39.body.repair_ring
220,19,riverbend,arrival court,wait_for_schedule,0.571,0.837,0.0,0.567,0.664,0.227878,environmental exposure,True,True,ssrm.v39.body.riverbend
221,19,roofward,glass stair,warm_up,0.834,0.467,0.0,0.507,0.768,0.180108,environmental exposure,True,True,ssrm.v39.body.roofward
222,19,archive,spool room,avoid_hazard,0.56,0.111,0.0,0.482,0.771,0.04434,movement effort,True,True,ssrm.v39.body.archive
223,19,signal,lens room,move_east,0.511,0.362,0.014,0.542,0.722,0.182802,environmental exposure,True,True,ssrm.v39.body.signal
224,19,orchard,arrival court,pick_up_object,0.902,0.758,0.0,0.501,0.722,0.225032,movement effort,True,True,ssrm.v39.body.orchard
225,19,repair_ring,bell alcove,talk_resident,0.65,0.023,0.0,0.482,0.875,0.062758,movement effort,True,True,ssrm.v39.body.repair_ring
226,19,riverbend,plank hall,move_east,0.575,0.877,0.0,0.542,0.644,0.22892,environmental exposure,True,True,ssrm.v39.body.riverbend
227,19,roofward,glass stair,pick_up_object,0.809,0.463,0.0,0.501,0.748,0.175762,environmental exposure,True,True,ssrm.v39.body.roofward
228,20,archive,ink niche,ask_dialect_memory,0.59,0.107,0.0,0.476,0.777,0.036086,environmental exposure,True,True,ssrm.v39.body.archive
229,20,signal,lens room,rest,0.541,0.358,0.0,0.577,0.757,0.177298,environmental exposure,True,True,ssrm.v39.body.signal
230,20,orchard,arrival court,dry_off,0.906,0.723,0.0,0.495,0.757,0.223178,care/rest action,True,True,ssrm.v39.body.orchard
231,20,repair_ring,wire bench,move_north,0.68,0.019,0.0,0.457,0.881,0.052376,environmental exposure,True,True,ssrm.v39.body.repair_ring
232,20,riverbend,plank hall,rest,0.579,0.917,0.0,0.577,0.679,0.229942,environmental exposure,True,True,ssrm.v39.body.riverbend
233,20,roofward,glass stair,dry_off,0.784,0.428,0.0,0.495,0.783,0.170646,environmental exposure,True,True,ssrm.v39.body.roofward
234,20,archive,arrival court,move_north,0.594,0.147,0.018,0.451,0.757,0.029012,environmental exposure,True,True,ssrm.v39.body.archive
235,20,signal,lens room,inspect_object,0.571,0.354,0.0,0.571,0.763,0.171682,environmental exposure,True,True,ssrm.v39.body.signal
236,20,orchard,arrival court,place_object,0.91,0.719,0.0,0.489,0.763,0.221212,movement effort,True,True,ssrm.v39.body.orchard
237,20,repair_ring,wire bench,ask_dialect_memory,0.71,0.015,0.0,0.451,0.887,0.041882,environmental exposure,True,True,ssrm.v39.body.repair_ring
238,20,riverbend,dry ridge,inspect_object,0.583,0.913,0.0,0.571,0.685,0.230852,movement effort,True,True,ssrm.v39.body.riverbend
239,20,roofward,glass stair,place_object,0.759,0.424,0.0,0.489,0.763,0.16573,environmental exposure,True,True,ssrm.v39.body.roofward
240,21,signal,lens room,rest,0.601,0.35,0.0,0.606,0.798,0.165606,environmental exposure,True,True,ssrm.v39.body.signal
241,21,orchard,arrival court,dry_off,0.914,0.684,0.0,0.483,0.798,0.218476,care/rest action,True,True,ssrm.v39.body.orchard
242,21,repair_ring,spark lane,move_north,0.714,0.055,0.018,0.426,0.867,0.032568,environmental exposure,True,True,ssrm.v39.body.repair_ring
243,21,riverbend,dry ridge,rest,0.587,0.909,0.0,0.606,0.72,0.231302,care/rest action,True,True,ssrm.v39.body.riverbend
244,21,roofward,glass stair,dry_off,0.734,0.389,0.0,0.483,0.798,0.160044,environmental exposure,True,True,ssrm.v39.body.roofward
245,21,archive,spool room,move_north,0.598,0.143,0.014,0.426,0.763,0.021706,movement effort,True,True,ssrm.v39.body.archive
246,21,signal,lens room,inspect_object,0.631,0.346,0.0,0.6,0.804,0.159418,environmental exposure,True,True,ssrm.v39.body.signal
247,21,orchard,arrival court,place_object,0.918,0.68,0.0,0.477,0.804,0.215628,movement effort,True,True,ssrm.v39.body.orchard
248,21,repair_ring,spark lane,ask_dialect_memory,0.718,0.095,0.014,0.42,0.847,0.023774,environmental exposure,True,True,ssrm.v39.body.repair_ring
249,21,riverbend,dry ridge,inspect_object,0.591,0.905,0.0,0.6,0.726,0.23164,movement effort,True,True,ssrm.v39.body.riverbend
250,21,roofward,warm lane,place_object,0.764,0.385,0.0,0.477,0.804,0.154246,environmental exposure,True,True,ssrm.v39.body.roofward
251,21,archive,spool room,ask_dialect_memory,0.602,0.139,0.01,0.42,0.769,0.02,movement effort,True,True,ssrm.v39.body.archive
252,22,signal,lens room,warm_up,0.661,0.342,0.0,0.594,0.839,0.15277,environmental exposure,True,True,ssrm.v39.body.signal
253,22,orchard,arrival court,avoid_hazard,0.922,0.676,0.0,0.471,0.81,0.212668,movement effort,True,True,ssrm.v39.body.orchard
254,22,repair_ring,bell alcove,move_east,0.722,0.091,0.01,0.395,0.853,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
255,22,riverbend,dry ridge,warm_up,0.621,0.901,0.0,0.594,0.761,0.231518,care/rest action,True,True,ssrm.v39.body.riverbend
256,22,roofward,warm lane,avoid_hazard,0.794,0.381,0.0,0.471,0.81,0.148336,environmental exposure,True,True,ssrm.v39.body.roofward
257,22,archive,arrival court,move_east,0.606,0.179,0.006,0.395,0.749,0.02,environmental exposure,True,True,ssrm.v39.body.archive
258,22,signal,lens room,pick_up_object,0.691,0.338,0.0,0.588,0.845,0.14601,environmental exposure,True,True,ssrm.v39.body.signal
259,22,orchard,arrival court,talk_resident,0.926,0.672,0.0,0.465,0.816,0.209596,movement effort,True,True,ssrm.v39.body.orchard
260,22,repair_ring,arrival court,wait_for_schedule,0.697,0.087,0.006,0.389,0.833,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
261,22,riverbend,dry ridge,pick_up_object,0.625,0.897,0.0,0.588,0.767,0.231284,movement effort,True,True,ssrm.v39.body.riverbend
262,22,roofward,ledger loft,talk_resident,0.798,0.377,0.0,0.465,0.816,0.142314,movement effort,True,True,ssrm.v39.body.roofward
263,22,archive,spool room,wait_for_schedule,0.61,0.175,0.002,0.389,0.755,0.02,movement effort,True,True,ssrm.v39.body.archive
264,23,signal,lens room,dry_off,0.721,0.303,0.0,0.582,0.88,0.13848,environmental exposure,True,True,ssrm.v39.body.signal
265,23,orchard,market plank,move_north,0.901,0.668,0.0,0.44,0.796,0.206724,environmental exposure,True,True,ssrm.v39.body.orchard
266,23,repair_ring,arrival court,inspect_object,0.672,0.083,0.002,0.383,0.813,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
267,23,riverbend,dry ridge,dry_off,0.629,0.862,0.0,0.582,0.802,0.23028,care/rest action,True,True,ssrm.v39.body.riverbend
268,23,roofward,arrival court,move_north,0.802,0.417,0.018,0.44,0.796,0.137472,environmental exposure,True,True,ssrm.v39.body.roofward
269,23,archive,ink niche,inspect_object,0.64,0.171,0.0,0.383,0.761,0.02,environmental exposure,True,True,ssrm.v39.body.archive
270,23,signal,lens room,place_object,0.751,0.299,0.0,0.576,0.886,0.130838,environmental exposure,True,True,ssrm.v39.body.signal
271,23,orchard,market plank,ask_dialect_memory,0.876,0.664,0.0,0.434,0.776,0.204052,environmental exposure,True,True,ssrm.v39.body.orchard
272,23,repair_ring,arrival court,rest,0.647,0.079,0.0,0.418,0.848,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
273,23,riverbend,dry ridge,place_object,0.633,0.858,0.0,0.576,0.808,0.229164,movement effort,True,True,ssrm.v39.body.riverbend
274,23,roofward,glass stair,ask_dialect_memory,0.777,0.413,0.014,0.434,0.776,0.13271,environmental exposure,True,True,ssrm.v39.body.roofward
275,23,archive,ink niche,rest,0.67,0.167,0.0,0.418,0.796,0.02,environmental exposure,True,True,ssrm.v39.body.archive
276,24,signal,arrival court,avoid_hazard,0.755,0.339,0.03,0.57,0.866,0.124736,environmental exposure,True,True,ssrm.v39.body.signal
277,24,orchard,arrival court,move_east,0.88,0.66,0.0,0.409,0.782,0.201268,movement effort,True,True,ssrm.v39.body.orchard
278,24,repair_ring,arrival court,pick_up_object,0.622,0.075,0.0,0.412,0.828,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
279,24,riverbend,dry ridge,avoid_hazard,0.637,0.854,0.0,0.57,0.814,0.227936,movement effort,True,True,ssrm.v39.body.riverbend
280,24,roofward,warm lane,move_east,0.807,0.409,0.01,0.409,0.782,0.127716,environmental exposure,True,True,ssrm.v39.body.roofward
281,24,archive,arrival court,pick_up_object,0.674,0.207,0.0,0.412,0.776,0.02,environmental exposure,True,True,ssrm.v39.body.archive
282,24,signal,arrival court,talk_resident,0.759,0.379,0.026,0.564,0.846,0.119154,environmental exposure,True,True,ssrm.v39.body.signal
283,24,orchard,market plank,wait_for_schedule,0.855,0.656,0.0,0.403,0.762,0.198684,environmental exposure,True,True,ssrm.v39.body.orchard
284,24,repair_ring,arrival court,warm_up,0.597,0.071,0.0,0.406,0.863,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
285,24,riverbend,dry ridge,talk_resident,0.641,0.85,0.0,0.564,0.82,0.226596,movement effort,True,True,ssrm.v39.body.riverbend
286,24,roofward,ledger loft,wait_for_schedule,0.811,0.405,0.006,0.403,0.788,0.12249,movement effort,True,True,ssrm.v39.body.roofward
287,24,archive,arrival court,warm_up,0.704,0.247,0.0,0.406,0.811,0.02,environmental exposure,True,True,ssrm.v39.body.archive
288,25,signal,mast base,move_north,0.734,0.375,0.022,0.539,0.826,0.113652,environmental exposure,True,True,ssrm.v39.body.signal
289,25,orchard,market plank,inspect_object,0.83,0.652,0.0,0.397,0.742,0.1963,environmental exposure,True,True,ssrm.v39.body.orchard
290,25,repair_ring,arrival court,place_object,0.572,0.067,0.0,0.4,0.843,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
291,25,riverbend,arrival court,move_north,0.616,0.846,0.0,0.539,0.8,0.225456,environmental exposure,True,True,ssrm.v39.body.riverbend
292,25,roofward,ledger loft,inspect_object,0.815,0.401,0.002,0.397,0.794,0.117032,movement effort,True,True,ssrm.v39.body.roofward
293,25,archive,stone stacks,place_object,0.679,0.243,0.0,0.4,0.791,0.02,environmental exposure,True,True,ssrm.v39.body.archive
294,25,signal,mast base,ask_dialect_memory,0.709,0.371,0.018,0.533,0.806,0.10823,environmental exposure,True,True,ssrm.v39.body.signal
295,25,orchard,market plank,rest,0.805,0.648,0.0,0.432,0.777,0.193456,environmental exposure,True,True,ssrm.v39.body.orchard
296,25,repair_ring,arrival court,dry_off,0.547,0.032,0.0,0.394,0.878,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
297,25,riverbend,arrival court,ask_dialect_memory,0.591,0.842,0.0,0.533,0.78,0.224516,environmental exposure,True,True,ssrm.v39.body.riverbend
298,25,roofward,ledger loft,rest,0.819,0.397,0.0,0.432,0.829,0.111054,care/rest action,True,True,ssrm.v39.body.roofward
299,25,archive,stone stacks,dry_off,0.654,0.208,0.0,0.394,0.826,0.02,environmental exposure,True,True,ssrm.v39.body.archive
300,26,signal,lantern walk,move_east,0.713,0.367,0.014,0.508,0.812,0.102576,movement effort,True,True,ssrm.v39.body.signal
301,26,orchard,market plank,pick_up_object,0.78,0.644,0.0,0.426,0.757,0.190812,environmental exposure,True,True,ssrm.v39.body.orchard
302,26,repair_ring,arrival court,talk_resident,0.522,0.028,0.0,0.388,0.858,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
303,26,riverbend,dry ridge,move_east,0.595,0.838,0.0,0.508,0.786,0.223464,movement effort,True,True,ssrm.v39.body.riverbend
304,26,roofward,ledger loft,pick_up_object,0.823,0.393,0.0,0.426,0.835,0.104964,movement effort,True,True,ssrm.v39.body.roofward
305,26,archive,spool room,talk_resident,0.658,0.204,0.0,0.388,0.832,0.02,movement effort,True,True,ssrm.v39.body.archive
306,26,signal,lens room,wait_for_schedule,0.743,0.363,0.01,0.502,0.818,0.09669,environmental exposure,True,True,ssrm.v39.body.signal
307,26,orchard,market plank,warm_up,0.755,0.64,0.0,0.42,0.792,0.187708,environmental exposure,True,True,ssrm.v39.body.orchard
308,26,repair_ring,arrival court,avoid_hazard,0.497,0.024,0.03,0.382,0.838,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
309,26,riverbend,arrival court,wait_for_schedule,0.57,0.834,0.0,0.502,0.766,0.222612,environmental exposure,True,True,ssrm.v39.body.riverbend
310,26,roofward,ledger loft,warm_up,0.853,0.389,0.0,0.42,0.87,0.098414,care/rest action,True,True,ssrm.v39.body.roofward
311,26,archive,spool room,avoid_hazard,0.662,0.2,0.0,0.382,0.838,0.02,movement effort,True,True,ssrm.v39.body.archive
312,27,signal,arrival court,inspect_object,0.747,0.403,0.006,0.496,0.798,0.091324,environmental exposure,True,True,ssrm.v39.body.signal
313,27,orchard,market plank,place_object,0.73,0.636,0.0,0.414,0.772,0.184804,environmental exposure,True,True,ssrm.v39.body.orchard
314,27,repair_ring,arrival court,ask_dialect_memory,0.472,0.02,0.026,0.376,0.818,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
315,27,riverbend,arrival court,inspect_object,0.545,0.83,0.0,0.496,0.746,0.22196,environmental exposure,True,True,ssrm.v39.body.riverbend
316,27,roofward,ledger loft,place_object,0.857,0.385,0.0,0.414,0.876,0.091752,movement effort,True,True,ssrm.v39.body.roofward
317,27,archive,ink niche,ask_dialect_memory,0.692,0.196,0.0,0.376,0.844,0.02,environmental exposure,True,True,ssrm.v39.body.archive
318,27,signal,arrival court,rest,0.751,0.443,0.0,0.531,0.833,0.085758,environmental exposure,True,True,ssrm.v39.body.signal
319,27,orchard,market plank,dry_off,0.705,0.601,0.0,0.408,0.807,0.18113,environmental exposure,True,True,ssrm.v39.body.orchard
320,27,repair_ring,wire bench,move_north,0.502,0.016,0.022,0.351,0.824,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
321,27,riverbend,arrival court,rest,0.52,0.826,0.0,0.531,0.781,0.220848,environmental exposure,True,True,ssrm.v39.body.riverbend
322,27,roofward,ledger loft,dry_off,0.861,0.35,0.0,0.408,0.911,0.08432,care/rest action,True,True,ssrm.v39.body.roofward
323,27,archive,stone stacks,move_north,0.667,0.192,0.0,0.351,0.824,0.02,environmental exposure,True,True,ssrm.v39.body.archive
324,28,orchard,satchel shed,place_object,0.735,0.597,0.0,0.402,0.813,0.177344,environmental exposure,True,True,ssrm.v39.body.orchard
325,28,repair_ring,wire bench,ask_dialect_memory,0.532,0.012,0.018,0.345,0.83,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
326,28,riverbend,arrival court,inspect_object,0.495,0.822,0.0,0.525,0.761,0.219936,environmental exposure,True,True,ssrm.v39.body.riverbend
327,28,roofward,ledger loft,place_object,0.865,0.346,0.0,0.402,0.917,0.076776,movement effort,True,True,ssrm.v39.body.roofward
328,28,archive,stone stacks,ask_dialect_memory,0.642,0.188,0.0,0.345,0.804,0.02,environmental exposure,True,True,ssrm.v39.body.archive
329,28,signal,arrival court,rest,0.755,0.483,0.0,0.566,0.868,0.080172,environmental exposure,True,True,ssrm.v39.body.signal
330,28,orchard,satchel shed,dry_off,0.765,0.562,0.0,0.396,0.848,0.172788,environmental exposure,True,True,ssrm.v39.body.orchard
331,28,repair_ring,bell alcove,move_north,0.536,0.008,0.014,0.32,0.836,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
332,28,riverbend,arrival court,rest,0.47,0.818,0.0,0.56,0.796,0.218564,environmental exposure,True,True,ssrm.v39.body.riverbend
333,28,roofward,ledger loft,dry_off,0.869,0.311,0.0,0.396,0.952,0.068462,care/rest action,True,True,ssrm.v39.body.roofward
334,28,archive,spool room,move_north,0.646,0.184,0.0,0.32,0.81,0.02,movement effort,True,True,ssrm.v39.body.archive
335,28,signal,arrival court,inspect_object,0.759,0.523,0.0,0.56,0.848,0.075226,environmental exposure,True,True,ssrm.v39.body.signal
336,29,orchard,arrival court,talk_resident,0.769,0.558,0.0,0.39,0.854,0.16812,movement effort,True,True,ssrm.v39.body.orchard
337,29,repair_ring,wire bench,wait_for_schedule,0.566,0.004,0.01,0.314,0.842,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
338,29,riverbend,arrival court,pick_up_object,0.445,0.814,0.0,0.554,0.776,0.217392,environmental exposure,True,True,ssrm.v39.body.riverbend
339,29,roofward,ledger loft,talk_resident,0.873,0.307,0.0,0.39,0.958,0.060036,movement effort,True,True,ssrm.v39.body.roofward
340,29,archive,ink niche,wait_for_schedule,0.676,0.18,0.0,0.314,0.816,0.02,environmental exposure,True,True,ssrm.v39.body.archive
341,29,signal,arrival court,warm_up,0.789,0.563,0.0,0.554,0.883,0.07026,environmental exposure,True,True,ssrm.v39.body.signal
342,29,orchard,arrival court,avoid_hazard,0.773,0.554,0.0,0.384,0.86,0.16334,movement effort,True,True,ssrm.v39.body.orchard
343,29,repair_ring,bell alcove,move_east,0.57,0.0,0.006,0.289,0.848,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
344,29,riverbend,arrival court,warm_up,0.42,0.81,0.0,0.548,0.811,0.21576,environmental exposure,True,True,ssrm.v39.body.riverbend
345,29,roofward,ledger loft,avoid_hazard,0.877,0.303,0.0,0.384,0.96,0.051546,movement effort,True,True,ssrm.v39.body.roofward
346,29,archive,arrival court,move_east,0.68,0.22,0.0,0.289,0.796,0.02,environmental exposure,True,True,ssrm.v39.body.archive
347,29,signal,arrival court,pick_up_object,0.793,0.603,0.0,0.548,0.863,0.065934,environmental exposure,True,True,ssrm.v39.body.signal
348,30,orchard,seed lane,ask_dialect_memory,0.777,0.594,0.0,0.378,0.84,0.1592,environmental exposure,True,True,ssrm.v39.body.orchard
349,30,repair_ring,bell alcove,rest,0.574,0.0,0.0,0.324,0.883,0.02,care/rest action,True,True,ssrm.v39.body.repair_ring
350,30,riverbend,arrival court,place_object,0.395,0.806,0.0,0.542,0.791,0.214328,environmental exposure,True,True,ssrm.v39.body.riverbend
351,30,roofward,ledger loft,ask_dialect_memory,0.881,0.299,0.0,0.378,0.96,0.043016,movement effort,True,True,ssrm.v39.body.roofward
352,30,archive,arrival court,rest,0.684,0.26,0.0,0.324,0.831,0.02,environmental exposure,True,True,ssrm.v39.body.archive
353,30,signal,arrival court,dry_off,0.797,0.643,0.0,0.542,0.898,0.061588,environmental exposure,True,True,ssrm.v39.body.signal
354,30,orchard,market plank,move_north,0.752,0.59,0.0,0.353,0.82,0.15526,environmental exposure,True,True,ssrm.v39.body.orchard
355,30,repair_ring,bell alcove,inspect_object,0.578,0.0,0.0,0.318,0.889,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
356,30,riverbend,arrival court,dry_off,0.37,0.771,0.0,0.536,0.826,0.212126,environmental exposure,True,True,ssrm.v39.body.riverbend
357,30,roofward,glass stair,move_north,0.856,0.295,0.0,0.353,0.94,0.034686,environmental exposure,True,True,ssrm.v39.body.roofward
358,30,archive,stone stacks,inspect_object,0.659,0.256,0.0,0.318,0.811,0.02,environmental exposure,True,True,ssrm.v39.body.archive
359,30,signal,arrival court,place_object,0.801,0.683,0.0,0.536,0.878,0.057882,environmental exposure,True,True,ssrm.v39.body.signal
360,31,orchard,satchel shed,wait_for_schedule,0.782,0.586,0.0,0.347,0.826,0.151208,environmental exposure,True,True,ssrm.v39.body.orchard
361,31,repair_ring,bell alcove,warm_up,0.608,0.0,0.0,0.312,0.924,0.02,care/rest action,True,True,ssrm.v39.body.repair_ring
362,31,riverbend,arrival court,talk_resident,0.345,0.767,0.0,0.53,0.806,0.210124,environmental exposure,True,True,ssrm.v39.body.riverbend
363,31,roofward,ledger loft,wait_for_schedule,0.86,0.291,0.0,0.347,0.946,0.026244,movement effort,True,True,ssrm.v39.body.roofward
364,31,archive,stone stacks,warm_up,0.634,0.252,0.0,0.312,0.846,0.02,environmental exposure,True,True,ssrm.v39.body.archive
365,31,signal,mast base,avoid_hazard,0.776,0.679,0.03,0.53,0.858,0.055276,environmental exposure,True,True,ssrm.v39.body.signal
366,31,orchard,arrival court,move_east,0.786,0.582,0.0,0.322,0.832,0.147044,movement effort,True,True,ssrm.v39.body.orchard
367,31,repair_ring,bell alcove,pick_up_object,0.612,0.0,0.0,0.306,0.93,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
368,31,riverbend,arrival court,avoid_hazard,0.32,0.763,0.03,0.524,0.786,0.209222,environmental exposure,True,True,ssrm.v39.body.riverbend
369,31,roofward,glass stair,move_east,0.835,0.287,0.0,0.322,0.926,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
370,31,archive,spool room,pick_up_object,0.638,0.248,0.0,0.306,0.852,0.02,movement effort,True,True,ssrm.v39.body.archive
371,31,signal,mast base,talk_resident,0.751,0.675,0.026,0.524,0.838,0.05275,environmental exposure,True,True,ssrm.v39.body.signal
372,32,orchard,arrival court,rest,0.79,0.578,0.0,0.357,0.867,0.14242,care/rest action,True,True,ssrm.v39.body.orchard
373,32,repair_ring,bell alcove,dry_off,0.616,0.0,0.0,0.3,0.96,0.02,care/rest action,True,True,ssrm.v39.body.repair_ring
374,32,riverbend,arrival court,ask_dialect_memory,0.295,0.759,0.026,0.518,0.766,0.2084,environmental exposure,True,True,ssrm.v39.body.riverbend
375,32,roofward,glass stair,rest,0.81,0.283,0.0,0.357,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
376,32,archive,spool room,dry_off,0.642,0.213,0.0,0.3,0.887,0.02,care/rest action,True,True,ssrm.v39.body.archive
377,32,signal,lens room,move_north,0.781,0.671,0.022,0.499,0.844,0.049992,environmental exposure,True,True,ssrm.v39.body.signal
378,32,orchard,arrival court,inspect_object,0.794,0.574,0.0,0.351,0.873,0.137684,movement effort,True,True,ssrm.v39.body.orchard
379,32,repair_ring,bell alcove,place_object,0.62,0.0,0.0,0.294,0.96,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
380,32,riverbend,plank hall,move_north,0.299,0.799,0.044,0.493,0.746,0.208758,environmental exposure,True,True,ssrm.v39.body.riverbend
381,32,roofward,glass stair,inspect_object,0.785,0.279,0.0,0.351,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
382,32,archive,ink niche,place_object,0.672,0.209,0.0,0.294,0.893,0.02,environmental exposure,True,True,ssrm.v39.body.archive
383,32,signal,lens room,ask_dialect_memory,0.811,0.667,0.018,0.493,0.85,0.047002,environmental exposure,True,True,ssrm.v39.body.signal
384,33,orchard,arrival court,warm_up,0.824,0.57,0.0,0.345,0.908,0.132488,care/rest action,True,True,ssrm.v39.body.orchard
385,33,repair_ring,bell alcove,avoid_hazard,0.624,0.0,0.0,0.288,0.96,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
386,33,riverbend,dry ridge,wait_for_schedule,0.303,0.795,0.04,0.487,0.752,0.208884,movement effort,True,True,ssrm.v39.body.riverbend
387,33,roofward,glass stair,warm_up,0.76,0.275,0.0,0.345,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
388,33,archive,ink niche,avoid_hazard,0.702,0.205,0.0,0.288,0.899,0.02,environmental exposure,True,True,ssrm.v39.body.archive
389,33,signal,mast base,move_east,0.786,0.663,0.014,0.468,0.83,0.044092,environmental exposure,True,True,ssrm.v39.body.signal
390,33,orchard,arrival court,pick_up_object,0.828,0.566,0.0,0.339,0.914,0.12718,movement effort,True,True,ssrm.v39.body.orchard
391,33,repair_ring,bell alcove,talk_resident,0.628,0.0,0.0,0.282,0.96,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
392,33,riverbend,kit alcove,move_east,0.333,0.791,0.036,0.462,0.758,0.208778,environmental exposure,True,True,ssrm.v39.body.riverbend
393,33,roofward,glass stair,pick_up_object,0.735,0.271,0.0,0.339,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
394,33,archive,arrival court,talk_resident,0.706,0.245,0.0,0.282,0.879,0.02,environmental exposure,True,True,ssrm.v39.body.archive
395,33,signal,lens room,wait_for_schedule,0.816,0.659,0.01,0.462,0.836,0.04095,environmental exposure,True,True,ssrm.v39.body.signal
396,34,orchard,arrival court,dry_off,0.832,0.531,0.0,0.333,0.949,0.121102,care/rest action,True,True,ssrm.v39.body.orchard
397,34,repair_ring,wire bench,move_north,0.658,0.0,0.0,0.257,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
398,34,riverbend,kit alcove,rest,0.363,0.787,0.018,0.497,0.793,0.207672,environmental exposure,True,True,ssrm.v39.body.riverbend
399,34,roofward,glass stair,dry_off,0.71,0.236,0.0,0.333,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
400,34,archive,stone stacks,move_north,0.681,0.241,0.0,0.257,0.859,0.02,environmental exposure,True,True,ssrm.v39.body.archive
401,34,signal,arrival court,inspect_object,0.82,0.699,0.006,0.456,0.816,0.038328,environmental exposure,True,True,ssrm.v39.body.signal
402,34,orchard,arrival court,place_object,0.836,0.527,0.0,0.327,0.955,0.114912,movement effort,True,True,ssrm.v39.body.orchard
403,34,repair_ring,wire bench,ask_dialect_memory,0.688,0.0,0.0,0.251,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
