tick_id,day,settlement_id,avatar_x,avatar_y,local_room,nearby_object,movement_action,collision_guard,sensory_cue_visible,movement_saved
0,1,riverbend,0.455,0.5,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
283,24,repair_ring,0.95,0.424,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
284,24,riverbend,0.14,0.652,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
285,24,roofward,0.5,0.424,resident threshold,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
286,24,archive,0.95,0.424,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
287,24,signal,0.14,0.652,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
288,25,orchard,0.455,0.424,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
289,25,repair_ring,0.95,0.462,arrival court,memory marker,pause,True,bell hum; hot copper; warm metal,True
290,25,riverbend,0.185,0.614,arrival court,memory marker,pause,True,river slap; cedar resin; cold spray,True
291,25,roofward,0.455,0.424,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
292,25,archive,0.95,0.462,ritual lane,memory marker,pause,True,page flutter; ink linen; cool stone,True
293,25,signal,0.185,0.614,ritual lane,owned tool,step,True,static crickets; lamp oil; cool dusk,True
294,25,orchard,0.41,0.424,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
295,25,repair_ring,0.95,0.5,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
296,25,riverbend,0.23,0.576,resident threshold,owned tool,step,True,river slap; cedar resin; cold spray,True
297,25,roofward,0.41,0.424,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
298,25,archive,0.95,0.5,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
299,25,signal,0.23,0.576,resident threshold,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
300,26,orchard,0.365,0.462,arrival court,ritual gate,step,True,cart creak; apple soil; damp air,True
301,26,repair_ring,0.95,0.462,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
302,26,riverbend,0.275,0.576,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
303,26,roofward,0.365,0.462,arrival court,ritual gate,step,True,hinge ticks; thyme paper; warm draft,True
304,26,archive,0.95,0.462,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
305,26,signal,0.275,0.576,ritual lane,owned tool,step,True,static crickets; lamp oil; cool dusk,True
306,26,orchard,0.32,0.5,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
307,26,repair_ring,0.95,0.424,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
308,26,riverbend,0.32,0.576,resident threshold,owned tool,step,True,river slap; cedar resin; cold spray,True
309,26,roofward,0.32,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
310,26,archive,0.95,0.424,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
311,26,signal,0.32,0.576,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
312,27,orchard,0.275,0.462,arrival court,memory marker,pause,True,cart creak; apple soil; damp air,True
313,27,repair_ring,0.95,0.424,arrival court,owned tool,step,True,bell hum; hot copper; warm metal,True
314,27,riverbend,0.365,0.614,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
315,27,roofward,0.275,0.462,arrival court,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
316,27,archive,0.95,0.424,ritual lane,owned tool,step,True,page flutter; ink linen; cool stone,True
317,27,signal,0.365,0.614,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
318,27,orchard,0.23,0.424,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
319,27,repair_ring,0.95,0.424,ritual lane,memory marker,pause,True,bell hum; hot copper; warm metal,True
320,27,riverbend,0.41,0.652,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
321,27,roofward,0.23,0.424,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
322,27,archive,0.95,0.424,resident threshold,memory marker,pause,True,page flutter; ink linen; cool stone,True
323,27,signal,0.41,0.652,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
324,28,orchard,0.185,0.424,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
325,28,repair_ring,0.95,0.462,arrival court,owned tool,step,True,bell hum; hot copper; warm metal,True
326,28,riverbend,0.455,0.614,arrival court,ritual gate,step,True,river slap; cedar resin; cold spray,True
327,28,roofward,0.185,0.424,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
328,28,archive,0.95,0.462,ritual lane,owned tool,step,True,page flutter; ink linen; cool stone,True
329,28,signal,0.455,0.614,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
330,28,orchard,0.14,0.424,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
331,28,repair_ring,0.95,0.5,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
332,28,riverbend,0.5,0.576,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
333,28,roofward,0.14,0.424,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
334,28,archive,0.95,0.5,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
335,28,signal,0.5,0.576,resident threshold,ritual gate,step,True,static crickets; lamp oil; cool dusk,True
336,29,orchard,0.095,0.462,arrival court,owned tool,step,True,cart creak; apple soil; damp air,True
337,29,repair_ring,0.95,0.462,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
338,29,riverbend,0.545,0.576,arrival court,memory marker,pause,True,river slap; cedar resin; cold spray,True
339,29,roofward,0.095,0.462,arrival court,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
340,29,archive,0.95,0.462,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
341,29,signal,0.545,0.576,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
342,29,orchard,0.05,0.5,ritual lane,memory marker,pause,True,cart creak; apple soil; damp air,True
343,29,repair_ring,0.95,0.424,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
344,29,riverbend,0.59,0.576,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
345,29,roofward,0.05,0.5,resident threshold,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
346,29,archive,0.95,0.424,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
347,29,signal,0.59,0.576,resident threshold,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
348,30,repair_ring,0.905,0.386,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
349,30,riverbend,0.59,0.576,arrival court,memory marker,pause,True,river slap; cedar resin; cold spray,True
350,30,roofward,0.095,0.538,arrival court,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
351,30,archive,0.905,0.386,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
352,30,signal,0.59,0.576,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
353,30,orchard,0.095,0.538,ritual lane,memory marker,pause,True,cart creak; apple soil; damp air,True
354,30,repair_ring,0.86,0.348,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
355,30,riverbend,0.59,0.576,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
356,30,roofward,0.14,0.576,resident threshold,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
357,30,archive,0.86,0.348,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
358,30,signal,0.59,0.576,resident threshold,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
359,30,orchard,0.14,0.576,resident threshold,owned tool,step,True,cart creak; apple soil; damp air,True
360,31,repair_ring,0.815,0.348,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
361,31,riverbend,0.59,0.614,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
362,31,roofward,0.185,0.538,arrival court,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
363,31,archive,0.815,0.348,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
364,31,signal,0.59,0.614,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
365,31,orchard,0.185,0.538,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
366,31,repair_ring,0.77,0.348,ritual lane,ritual gate,step,True,bell hum; hot copper; warm metal,True
367,31,riverbend,0.59,0.652,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
368,31,roofward,0.23,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
369,31,archive,0.77,0.348,resident threshold,ritual gate,step,True,page flutter; ink linen; cool stone,True
370,31,signal,0.59,0.652,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
371,31,orchard,0.23,0.5,resident threshold,owned tool,step,True,cart creak; apple soil; damp air,True
372,32,repair_ring,0.725,0.386,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
373,32,riverbend,0.59,0.614,arrival court,owned tool,step,True,river slap; cedar resin; cold spray,True
374,32,roofward,0.275,0.5,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
375,32,archive,0.725,0.386,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
376,32,signal,0.59,0.614,ritual lane,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
377,32,orchard,0.275,0.5,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
378,32,repair_ring,0.68,0.424,ritual lane,memory marker,pause,True,bell hum; hot copper; warm metal,True
379,32,riverbend,0.59,0.576,ritual lane,memory marker,pause,True,river slap; cedar resin; cold spray,True
380,32,roofward,0.32,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
381,32,archive,0.68,0.424,resident threshold,memory marker,pause,True,page flutter; ink linen; cool stone,True
382,32,signal,0.59,0.576,resident threshold,owned tool,step,True,static crickets; lamp oil; cool dusk,True
383,32,orchard,0.32,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
384,33,repair_ring,0.635,0.386,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
385,33,riverbend,0.59,0.576,arrival court,owned tool,step,True,river slap; cedar resin; cold spray,True
386,33,roofward,0.365,0.538,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
387,33,archive,0.635,0.386,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
388,33,signal,0.59,0.576,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
389,33,orchard,0.365,0.538,ritual lane,ritual gate,step,True,cart creak; apple soil; damp air,True
390,33,repair_ring,0.59,0.348,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
391,33,riverbend,0.59,0.576,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
392,33,roofward,0.41,0.576,resident threshold,ritual gate,step,True,hinge ticks; thyme paper; warm draft,True
393,33,archive,0.59,0.348,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
394,33,signal,0.59,0.576,resident threshold,owned tool,step,True,static crickets; lamp oil; cool dusk,True
395,33,orchard,0.41,0.576,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
396,34,repair_ring,0.545,0.348,arrival court,memory marker,pause,True,bell hum; hot copper; warm metal,True
397,34,riverbend,0.59,0.614,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
398,34,roofward,0.455,0.538,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
399,34,archive,0.545,0.348,arrival court,memory marker,pause,True,page flutter; ink linen; cool stone,True
400,34,signal,0.59,0.614,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
401,34,orchard,0.455,0.538,ritual lane,memory marker,pause,True,cart creak; apple soil; damp air,True
402,34,repair_ring,0.5,0.348,ritual lane,owned tool,step,True,bell hum; hot copper; warm metal,True
403,34,riverbend,0.59,0.652,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
404,34,roofward,0.5,0.5,resident threshold,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
405,34,archive,0.5,0.348,resident threshold,owned tool,step,True,page flutter; ink linen; cool stone,True
406,34,signal,0.59,0.652,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
407,34,orchard,0.5,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
408,35,repair_ring,0.455,0.386,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
409,35,riverbend,0.59,0.614,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
410,35,roofward,0.545,0.5,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
411,35,archive,0.455,0.386,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
412,35,signal,0.59,0.614,ritual lane,ritual gate,step,True,static crickets; lamp oil; cool dusk,True
413,35,orchard,0.545,0.5,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
414,35,repair_ring,0.41,0.424,ritual lane,owned tool,step,True,bell hum; hot copper; warm metal,True
415,35,riverbend,0.59,0.576,ritual lane,ritual gate,step,True,river slap; cedar resin; cold spray,True
416,35,roofward,0.59,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
417,35,archive,0.41,0.424,resident threshold,owned tool,step,True,page flutter; ink linen; cool stone,True
418,35,signal,0.59,0.576,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
419,35,orchard,0.59,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
420,36,riverbend,0.545,0.538,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
421,36,roofward,0.59,0.5,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
422,36,archive,0.455,0.462,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
423,36,signal,0.545,0.538,arrival court,ritual gate,step,True,static crickets; lamp oil; cool dusk,True
424,36,orchard,0.59,0.5,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
425,36,repair_ring,0.455,0.462,ritual lane,owned tool,step,True,bell hum; hot copper; warm metal,True
426,36,riverbend,0.5,0.5,ritual lane,ritual gate,step,True,river slap; cedar resin; cold spray,True
427,36,roofward,0.59,0.5,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
428,36,archive,0.5,0.5,resident threshold,owned tool,step,True,page flutter; ink linen; cool stone,True
429,36,signal,0.5,0.5,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
430,36,orchard,0.59,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
431,36,repair_ring,0.5,0.5,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
432,37,riverbend,0.455,0.5,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
433,37,roofward,0.59,0.538,arrival court,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
434,37,archive,0.545,0.462,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
435,37,signal,0.455,0.5,arrival court,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
436,37,orchard,0.59,0.538,ritual lane,owned tool,step,True,cart creak; apple soil; damp air,True
437,37,repair_ring,0.545,0.462,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
438,37,riverbend,0.41,0.5,ritual lane,memory marker,pause,True,river slap; cedar resin; cold spray,True
439,37,roofward,0.59,0.576,ritual lane,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
440,37,archive,0.59,0.424,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
441,37,signal,0.41,0.5,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
442,37,orchard,0.59,0.576,resident threshold,memory marker,pause,True,cart creak; apple soil; damp air,True
443,37,repair_ring,0.59,0.424,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
444,38,riverbend,0.365,0.538,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
445,38,roofward,0.59,0.538,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
446,38,archive,0.635,0.424,arrival court,ritual gate,step,True,page flutter; ink linen; cool stone,True
447,38,signal,0.365,0.538,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
448,38,orchard,0.59,0.538,ritual lane,owned tool,step,True,cart creak; apple soil; damp air,True
449,38,repair_ring,0.635,0.424,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
450,38,riverbend,0.32,0.576,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
451,38,roofward,0.59,0.5,ritual lane,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
452,38,archive,0.68,0.424,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
453,38,signal,0.32,0.576,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
454,38,orchard,0.59,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
455,38,repair_ring,0.68,0.424,resident threshold,ritual gate,step,True,bell hum; hot copper; warm metal,True
456,39,riverbend,0.275,0.538,arrival court,memory marker,pause,True,river slap; cedar resin; cold spray,True
457,39,roofward,0.59,0.5,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
458,39,archive,0.725,0.462,arrival court,memory marker,pause,True,page flutter; ink linen; cool stone,True
459,39,signal,0.275,0.538,arrival court,owned tool,step,True,static crickets; lamp oil; cool dusk,True
460,39,orchard,0.59,0.5,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
461,39,repair_ring,0.725,0.462,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
462,39,riverbend,0.23,0.5,ritual lane,owned tool,step,True,river slap; cedar resin; cold spray,True
463,39,roofward,0.59,0.5,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
464,39,archive,0.77,0.5,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
465,39,signal,0.23,0.5,resident threshold,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
466,39,orchard,0.59,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
467,39,repair_ring,0.77,0.5,resident threshold,memory marker,pause,True,bell hum; hot copper; warm metal,True
468,40,riverbend,0.185,0.5,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
469,40,roofward,0.59,0.538,arrival court,ritual gate,step,True,hinge ticks; thyme paper; warm draft,True
470,40,archive,0.815,0.462,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
471,40,signal,0.185,0.5,arrival court,owned tool,step,True,static crickets; lamp oil; cool dusk,True
472,40,orchard,0.59,0.538,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
473,40,repair_ring,0.815,0.462,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
474,40,riverbend,0.14,0.5,ritual lane,owned tool,step,True,river slap; cedar resin; cold spray,True
475,40,roofward,0.59,0.576,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
476,40,archive,0.86,0.424,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
477,40,signal,0.14,0.5,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
478,40,orchard,0.59,0.576,resident threshold,ritual gate,step,True,cart creak; apple soil; damp air,True
479,40,repair_ring,0.86,0.424,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
480,41,riverbend,0.095,0.538,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
481,41,roofward,0.59,0.538,arrival court,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
482,41,archive,0.905,0.424,arrival court,owned tool,step,True,page flutter; ink linen; cool stone,True
483,41,signal,0.095,0.538,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
484,41,orchard,0.59,0.538,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
485,41,repair_ring,0.905,0.424,ritual lane,memory marker,pause,True,bell hum; hot copper; warm metal,True
486,41,riverbend,0.05,0.576,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
487,41,roofward,0.59,0.5,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
488,41,archive,0.95,0.424,resident threshold,memory marker,pause,True,page flutter; ink linen; cool stone,True
489,41,signal,0.05,0.576,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
490,41,orchard,0.59,0.5,resident threshold,memory marker,pause,True,cart creak; apple soil; damp air,True
491,41,repair_ring,0.95,0.424,resident threshold,owned tool,step,True,bell hum; hot copper; warm metal,True
492,42,roofward,0.545,0.462,arrival court,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
493,42,archive,0.95,0.424,arrival court,owned tool,step,True,page flutter; ink linen; cool stone,True
494,42,signal,0.095,0.614,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
495,42,orchard,0.545,0.462,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
496,42,repair_ring,0.95,0.424,ritual lane,memory marker,pause,True,bell hum; hot copper; warm metal,True
497,42,riverbend,0.095,0.614,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
498,42,roofward,0.5,0.424,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
499,42,archive,0.95,0.424,ritual lane,memory marker,pause,True,page flutter; ink linen; cool stone,True
500,42,signal,0.14,0.652,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
501,42,orchard,0.5,0.424,resident threshold,memory marker,pause,True,cart creak; apple soil; damp air,True
502,42,repair_ring,0.95,0.424,resident threshold,owned tool,step,True,bell hum; hot copper; warm metal,True
503,42,riverbend,0.14,0.652,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
504,43,roofward,0.455,0.424,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
505,43,archive,0.95,0.462,arrival court,owned tool,step,True,page flutter; ink linen; cool stone,True
506,43,signal,0.185,0.614,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
507,43,orchard,0.455,0.424,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
508,43,repair_ring,0.95,0.462,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
509,43,riverbend,0.185,0.614,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
510,43,roofward,0.41,0.424,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
511,43,archive,0.95,0.5,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
512,43,signal,0.23,0.576,resident threshold,ritual gate,step,True,static crickets; lamp oil; cool dusk,True
513,43,orchard,0.41,0.424,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
514,43,repair_ring,0.95,0.5,resident threshold,owned tool,step,True,bell hum; hot copper; warm metal,True
515,43,riverbend,0.23,0.576,resident threshold,ritual gate,step,True,river slap; cedar resin; cold spray,True
516,44,roofward,0.365,0.462,arrival court,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
517,44,archive,0.95,0.462,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
518,44,signal,0.275,0.576,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
519,44,orchard,0.365,0.462,arrival court,memory marker,pause,True,cart creak; apple soil; damp air,True
520,44,repair_ring,0.95,0.462,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
521,44,riverbend,0.275,0.576,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
522,44,roofward,0.32,0.5,ritual lane,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
523,44,archive,0.95,0.424,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
524,44,signal,0.32,0.576,resident threshold,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
525,44,orchard,0.32,0.5,resident threshold,owned tool,step,True,cart creak; apple soil; damp air,True
526,44,repair_ring,0.95,0.424,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
527,44,riverbend,0.32,0.576,resident threshold,memory marker,pause,True,river slap; cedar resin; cold spray,True
528,45,roofward,0.275,0.462,arrival court,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
529,45,archive,0.95,0.424,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
530,45,signal,0.365,0.614,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
531,45,orchard,0.275,0.462,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
532,45,repair_ring,0.95,0.424,ritual lane,ritual gate,step,True,bell hum; hot copper; warm metal,True
533,45,riverbend,0.365,0.614,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
534,45,roofward,0.23,0.424,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
535,45,archive,0.95,0.424,ritual lane,ritual gate,step,True,page flutter; ink linen; cool stone,True
536,45,signal,0.41,0.652,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
537,45,orchard,0.23,0.424,resident threshold,owned tool,step,True,cart creak; apple soil; damp air,True
538,45,repair_ring,0.95,0.424,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
539,45,riverbend,0.41,0.652,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
540,46,roofward,0.185,0.424,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
541,46,archive,0.95,0.462,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
542,46,signal,0.455,0.614,arrival court,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
543,46,orchard,0.185,0.424,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
544,46,repair_ring,0.95,0.462,ritual lane,memory marker,pause,True,bell hum; hot copper; warm metal,True
545,46,riverbend,0.455,0.614,ritual lane,memory marker,pause,True,river slap; cedar resin; cold spray,True
546,46,roofward,0.14,0.424,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
547,46,archive,0.95,0.5,ritual lane,memory marker,pause,True,page flutter; ink linen; cool stone,True
548,46,signal,0.5,0.576,resident threshold,owned tool,step,True,static crickets; lamp oil; cool dusk,True
549,46,orchard,0.14,0.424,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
550,46,repair_ring,0.95,0.5,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
551,46,riverbend,0.5,0.576,resident threshold,owned tool,step,True,river slap; cedar resin; cold spray,True
552,47,roofward,0.095,0.462,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
553,47,archive,0.95,0.462,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
554,47,signal,0.545,0.576,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
555,47,orchard,0.095,0.462,arrival court,ritual gate,step,True,cart creak; apple soil; damp air,True
556,47,repair_ring,0.95,0.462,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
557,47,riverbend,0.545,0.576,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
558,47,roofward,0.05,0.5,ritual lane,ritual gate,step,True,hinge ticks; thyme paper; warm draft,True
559,47,archive,0.95,0.424,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
560,47,signal,0.59,0.576,resident threshold,owned tool,step,True,static crickets; lamp oil; cool dusk,True
561,47,orchard,0.05,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
562,47,repair_ring,0.95,0.424,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
563,47,riverbend,0.59,0.576,resident threshold,owned tool,step,True,river slap; cedar resin; cold spray,True
564,48,archive,0.905,0.386,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
565,48,signal,0.59,0.576,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
566,48,orchard,0.095,0.538,arrival court,ritual gate,step,True,cart creak; apple soil; damp air,True
