tick_id,day,session_id,settlement_id,tool_name,claimant_id,holder_id,dispute_reason,resolution_option,ownership_boundary_visible,refusal_possible,avatar_can_override,handoff_or_defer_visible,trust_before,trust_after,dispute_bounded
614,35,canvas-session-006,glass_harbor,wick clamp,Sera,Nia,net lane crowded,resident leads,True,True,False,True,0.814,0.818,True
615,35,canvas-session-006,cinder_garden,basket hook,Juno,Pax,basket count mismatch,ask first,True,True,False,True,0.816,0.82,True
616,35,canvas-session-006,lichen_bridge,ledger punch,Luma,Rin,tension keeper objects,wait turn,True,True,False,True,0.847,0.851,True
617,35,canvas-session-006,orchid_engine,valve key,Dax,Eli,gear lane blocked,use spare,True,True,False,True,0.851,0.853,True
618,35,canvas-session-006,moss_ward,loom hook,Tala,Ari,unsafe handoff,defer task,True,True,False,True,0.825,0.829,True
619,35,canvas-session-006,glass_harbor,rope gauge,Nia,Oren,lamp keeper objects,resident leads,True,True,False,True,0.819,0.823,True
620,35,canvas-session-006,cinder_garden,shade mallet,Pax,Vale,heat makes tool unsafe,ask first,True,True,False,True,0.849,0.853,True
621,35,canvas-session-006,lichen_bridge,bell file,Rin,Sol,meal token reserved,wait turn,True,True,False,True,0.849,0.853,True
622,35,canvas-session-006,orchid_engine,lamp tongs,Eli,Bea,valve keeper refuses,use spare,True,True,False,True,0.819,0.821,True
623,35,canvas-session-006,moss_ward,reed knife,Ari,Fay,tool was promised,defer task,True,True,False,True,0.823,0.827,True
624,35,canvas-session-006,glass_harbor,net shuttle,Oren,Puck,borrow token missing,resident leads,True,True,False,True,0.849,0.853,True
625,35,canvas-session-006,cinder_garden,calendar stylus,Vale,Wren,seed caller has claim,ask first,True,True,False,True,0.85,0.854,True
626,35,canvas-session-006,lichen_bridge,tension peg,Sol,Kio,signal order unclear,wait turn,True,True,False,True,0.826,0.83,True
627,35,canvas-session-006,orchid_engine,gear brush,Bea,Cai,orchid rest period,use spare,True,True,False,True,0.828,0.83,True
628,35,canvas-session-006,moss_ward,ledger awl,Fay,Milo,owner still using it,defer task,True,True,False,True,0.852,0.856,True
629,35,canvas-session-006,glass_harbor,wick clamp,Puck,Sera,net lane crowded,resident leads,True,True,False,True,0.854,0.858,True
630,36,canvas-session-006,lichen_bridge,tension peg,Luma,Rin,tension keeper objects,defer task,True,True,False,True,0.856,0.858,True
631,36,canvas-session-006,orchid_engine,gear brush,Dax,Eli,gear lane blocked,resident leads,True,True,False,True,0.858,0.862,True
632,36,canvas-session-006,moss_ward,ledger awl,Tala,Ari,unsafe handoff,ask first,True,True,False,True,0.834,0.838,True
633,36,canvas-session-006,glass_harbor,wick clamp,Nia,Oren,lamp keeper objects,wait turn,True,True,False,True,0.828,0.832,True
634,36,canvas-session-006,cinder_garden,basket hook,Pax,Vale,heat makes tool unsafe,use spare,True,True,False,True,0.853,0.857,True
635,36,canvas-session-006,lichen_bridge,ledger punch,Rin,Sol,meal token reserved,defer task,True,True,False,True,0.853,0.855,True
636,36,canvas-session-006,orchid_engine,valve key,Eli,Bea,valve keeper refuses,resident leads,True,True,False,True,0.821,0.825,True
637,36,canvas-session-006,moss_ward,loom hook,Ari,Fay,tool was promised,ask first,True,True,False,True,0.827,0.831,True
638,36,canvas-session-006,glass_harbor,rope gauge,Oren,Puck,borrow token missing,wait turn,True,True,False,True,0.853,0.857,True
639,36,canvas-session-006,cinder_garden,shade mallet,Vale,Wren,seed caller has claim,use spare,True,True,False,True,0.854,0.858,True
640,36,canvas-session-006,lichen_bridge,bell file,Sol,Kio,signal order unclear,defer task,True,True,False,True,0.83,0.832,True
641,36,canvas-session-006,orchid_engine,lamp tongs,Bea,Cai,orchid rest period,resident leads,True,True,False,True,0.83,0.834,True
642,36,canvas-session-006,moss_ward,reed knife,Fay,Milo,owner still using it,ask first,True,True,False,True,0.856,0.86,True
643,36,canvas-session-006,glass_harbor,net shuttle,Puck,Sera,net lane crowded,wait turn,True,True,False,True,0.858,0.862,True
644,36,canvas-session-006,cinder_garden,calendar stylus,Wren,Juno,basket count mismatch,use spare,True,True,False,True,0.83,0.834,True
645,36,canvas-session-006,lichen_bridge,tension peg,Kio,Luma,tension keeper objects,defer task,True,True,False,True,0.826,0.828,True
646,36,canvas-session-006,orchid_engine,gear brush,Cai,Dax,gear lane blocked,resident leads,True,True,False,True,0.858,0.862,True
647,36,canvas-session-006,moss_ward,ledger awl,Milo,Tala,unsafe handoff,ask first,True,True,False,True,0.86,0.864,True
648,37,canvas-session-007,cinder_garden,calendar stylus,Pax,Vale,heat makes tool unsafe,resident leads,True,True,False,True,0.862,0.864,True
649,37,canvas-session-007,lichen_bridge,tension peg,Rin,Sol,meal token reserved,ask first,True,True,False,True,0.86,0.864,True
650,37,canvas-session-007,orchid_engine,gear brush,Eli,Bea,valve keeper refuses,wait turn,True,True,False,True,0.83,0.834,True
651,37,canvas-session-007,moss_ward,ledger awl,Ari,Fay,tool was promised,use spare,True,True,False,True,0.836,0.84,True
652,37,canvas-session-007,glass_harbor,wick clamp,Oren,Puck,borrow token missing,defer task,True,True,False,True,0.862,0.866,True
653,37,canvas-session-007,cinder_garden,basket hook,Vale,Wren,seed caller has claim,resident leads,True,True,False,True,0.861,0.863,True
654,37,canvas-session-007,lichen_bridge,ledger punch,Sol,Kio,signal order unclear,ask first,True,True,False,True,0.837,0.841,True
655,37,canvas-session-007,orchid_engine,valve key,Bea,Cai,orchid rest period,wait turn,True,True,False,True,0.839,0.843,True
656,37,canvas-session-007,moss_ward,loom hook,Fay,Milo,owner still using it,use spare,True,True,False,True,0.865,0.869,True
657,37,canvas-session-007,glass_harbor,rope gauge,Puck,Sera,net lane crowded,defer task,True,True,False,True,0.862,0.866,True
658,37,canvas-session-007,cinder_garden,shade mallet,Wren,Juno,basket count mismatch,resident leads,True,True,False,True,0.834,0.836,True
659,37,canvas-session-007,lichen_bridge,bell file,Kio,Luma,tension keeper objects,ask first,True,True,False,True,0.828,0.832,True
660,37,canvas-session-007,orchid_engine,lamp tongs,Cai,Dax,gear lane blocked,wait turn,True,True,False,True,0.862,0.866,True
661,37,canvas-session-007,moss_ward,reed knife,Milo,Tala,unsafe handoff,use spare,True,True,False,True,0.864,0.868,True
662,37,canvas-session-007,glass_harbor,net shuttle,Sera,Nia,lamp keeper objects,defer task,True,True,False,True,0.828,0.832,True
663,37,canvas-session-007,cinder_garden,calendar stylus,Juno,Pax,heat makes tool unsafe,resident leads,True,True,False,True,0.83,0.832,True
664,37,canvas-session-007,lichen_bridge,tension peg,Luma,Rin,meal token reserved,ask first,True,True,False,True,0.863,0.867,True
665,37,canvas-session-007,orchid_engine,gear brush,Dax,Eli,valve keeper refuses,wait turn,True,True,False,True,0.867,0.871,True
666,38,canvas-session-007,glass_harbor,net shuttle,Oren,Puck,borrow token missing,ask first,True,True,False,True,0.871,0.873,True
667,38,canvas-session-007,cinder_garden,calendar stylus,Vale,Wren,seed caller has claim,wait turn,True,True,False,True,0.868,0.872,True
668,38,canvas-session-007,lichen_bridge,tension peg,Sol,Kio,signal order unclear,use spare,True,True,False,True,0.846,0.85,True
669,38,canvas-session-007,orchid_engine,gear brush,Bea,Cai,orchid rest period,defer task,True,True,False,True,0.848,0.852,True
670,38,canvas-session-007,moss_ward,ledger awl,Fay,Milo,owner still using it,resident leads,True,True,False,True,0.874,0.878,True
671,38,canvas-session-007,glass_harbor,wick clamp,Puck,Sera,net lane crowded,ask first,True,True,False,True,0.876,0.878,True
672,38,canvas-session-007,cinder_garden,basket hook,Wren,Juno,basket count mismatch,wait turn,True,True,False,True,0.844,0.848,True
673,38,canvas-session-007,lichen_bridge,ledger punch,Kio,Luma,tension keeper objects,use spare,True,True,False,True,0.842,0.846,True
674,38,canvas-session-007,orchid_engine,valve key,Cai,Dax,gear lane blocked,defer task,True,True,False,True,0.876,0.88,True
675,38,canvas-session-007,moss_ward,loom hook,Milo,Tala,unsafe handoff,resident leads,True,True,False,True,0.878,0.882,True
676,38,canvas-session-007,glass_harbor,rope gauge,Sera,Nia,lamp keeper objects,ask first,True,True,False,True,0.842,0.844,True
677,38,canvas-session-007,cinder_garden,shade mallet,Juno,Pax,heat makes tool unsafe,wait turn,True,True,False,True,0.84,0.844,True
678,38,canvas-session-007,lichen_bridge,bell file,Luma,Rin,meal token reserved,use spare,True,True,False,True,0.877,0.881,True
679,38,canvas-session-007,orchid_engine,lamp tongs,Dax,Eli,valve keeper refuses,defer task,True,True,False,True,0.879,0.883,True
680,38,canvas-session-007,moss_ward,reed knife,Tala,Ari,tool was promised,resident leads,True,True,False,True,0.846,0.85,True
681,38,canvas-session-007,glass_harbor,net shuttle,Nia,Oren,borrow token missing,ask first,True,True,False,True,0.842,0.844,True
682,38,canvas-session-007,cinder_garden,calendar stylus,Pax,Vale,seed caller has claim,wait turn,True,True,False,True,0.874,0.878,True
683,38,canvas-session-007,lichen_bridge,tension peg,Rin,Sol,signal order unclear,use spare,True,True,False,True,0.874,0.878,True
684,39,canvas-session-007,moss_ward,reed knife,Fay,Milo,owner still using it,wait turn,True,True,False,True,0.878,0.88,True
685,39,canvas-session-007,glass_harbor,net shuttle,Puck,Sera,net lane crowded,use spare,True,True,False,True,0.878,0.882,True
686,39,canvas-session-007,cinder_garden,calendar stylus,Wren,Juno,basket count mismatch,defer task,True,True,False,True,0.848,0.852,True
687,39,canvas-session-007,lichen_bridge,tension peg,Kio,Luma,tension keeper objects,resident leads,True,True,False,True,0.846,0.85,True
688,39,canvas-session-007,orchid_engine,gear brush,Cai,Dax,gear lane blocked,ask first,True,True,False,True,0.88,0.884,True
689,39,canvas-session-007,moss_ward,ledger awl,Milo,Tala,unsafe handoff,wait turn,True,True,False,True,0.882,0.884,True
690,39,canvas-session-007,glass_harbor,wick clamp,Sera,Nia,lamp keeper objects,use spare,True,True,False,True,0.844,0.848,True
691,39,canvas-session-007,cinder_garden,basket hook,Juno,Pax,heat makes tool unsafe,defer task,True,True,False,True,0.844,0.848,True
692,39,canvas-session-007,lichen_bridge,ledger punch,Luma,Rin,meal token reserved,resident leads,True,True,False,True,0.881,0.885,True
693,39,canvas-session-007,orchid_engine,valve key,Dax,Eli,valve keeper refuses,ask first,True,True,False,True,0.883,0.887,True
694,39,canvas-session-007,moss_ward,loom hook,Tala,Ari,tool was promised,wait turn,True,True,False,True,0.855,0.857,True
695,39,canvas-session-007,glass_harbor,rope gauge,Nia,Oren,borrow token missing,use spare,True,True,False,True,0.849,0.853,True
696,39,canvas-session-007,cinder_garden,shade mallet,Pax,Vale,seed caller has claim,defer task,True,True,False,True,0.881,0.885,True
697,39,canvas-session-007,lichen_bridge,bell file,Rin,Sol,signal order unclear,resident leads,True,True,False,True,0.883,0.887,True
698,39,canvas-session-007,orchid_engine,lamp tongs,Eli,Bea,orchid rest period,ask first,True,True,False,True,0.847,0.851,True
699,39,canvas-session-007,moss_ward,reed knife,Ari,Fay,owner still using it,wait turn,True,True,False,True,0.855,0.857,True
700,39,canvas-session-007,glass_harbor,net shuttle,Oren,Puck,net lane crowded,use spare,True,True,False,True,0.883,0.887,True
701,39,canvas-session-007,cinder_garden,calendar stylus,Vale,Wren,basket count mismatch,defer task,True,True,False,True,0.882,0.886,True
702,40,canvas-session-007,orchid_engine,lamp tongs,Cai,Dax,gear lane blocked,use spare,True,True,False,True,0.889,0.891,True
703,40,canvas-session-007,moss_ward,reed knife,Milo,Tala,unsafe handoff,defer task,True,True,False,True,0.889,0.893,True
704,40,canvas-session-007,glass_harbor,net shuttle,Sera,Nia,lamp keeper objects,resident leads,True,True,False,True,0.851,0.855,True
705,40,canvas-session-007,cinder_garden,calendar stylus,Juno,Pax,heat makes tool unsafe,ask first,True,True,False,True,0.853,0.857,True
706,40,canvas-session-007,lichen_bridge,tension peg,Luma,Rin,meal token reserved,wait turn,True,True,False,True,0.885,0.889,True
707,40,canvas-session-007,orchid_engine,gear brush,Dax,Eli,valve keeper refuses,use spare,True,True,False,True,0.887,0.889,True
708,40,canvas-session-007,moss_ward,ledger awl,Tala,Ari,tool was promised,defer task,True,True,False,True,0.857,0.861,True
709,40,canvas-session-007,glass_harbor,wick clamp,Nia,Oren,borrow token missing,resident leads,True,True,False,True,0.853,0.857,True
710,40,canvas-session-007,cinder_garden,basket hook,Pax,Vale,seed caller has claim,ask first,True,True,False,True,0.885,0.889,True
711,40,canvas-session-007,lichen_bridge,ledger punch,Rin,Sol,signal order unclear,wait turn,True,True,False,True,0.887,0.891,True
712,40,canvas-session-007,orchid_engine,valve key,Eli,Bea,orchid rest period,use spare,True,True,False,True,0.851,0.853,True
713,40,canvas-session-007,moss_ward,loom hook,Ari,Fay,owner still using it,defer task,True,True,False,True,0.857,0.861,True
714,40,canvas-session-007,glass_harbor,rope gauge,Oren,Puck,net lane crowded,resident leads,True,True,False,True,0.887,0.891,True
715,40,canvas-session-007,cinder_garden,shade mallet,Vale,Wren,basket count mismatch,ask first,True,True,False,True,0.886,0.89,True
716,40,canvas-session-007,lichen_bridge,bell file,Sol,Kio,tension keeper objects,wait turn,True,True,False,True,0.86,0.864,True
717,40,canvas-session-007,orchid_engine,lamp tongs,Bea,Cai,gear lane blocked,use spare,True,True,False,True,0.86,0.862,True
718,40,canvas-session-007,moss_ward,reed knife,Fay,Milo,unsafe handoff,defer task,True,True,False,True,0.89,0.894,True
719,40,canvas-session-007,glass_harbor,net shuttle,Puck,Sera,lamp keeper objects,resident leads,True,True,False,True,0.892,0.896,True
720,41,canvas-session-007,lichen_bridge,bell file,Luma,Rin,meal token reserved,defer task,True,True,False,True,0.894,0.896,True
721,41,canvas-session-007,orchid_engine,lamp tongs,Dax,Eli,valve keeper refuses,resident leads,True,True,False,True,0.894,0.898,True
722,41,canvas-session-007,moss_ward,reed knife,Tala,Ari,tool was promised,ask first,True,True,False,True,0.866,0.87,True
723,41,canvas-session-007,glass_harbor,net shuttle,Nia,Oren,borrow token missing,wait turn,True,True,False,True,0.86,0.864,True
724,41,canvas-session-007,cinder_garden,calendar stylus,Pax,Vale,seed caller has claim,use spare,True,True,False,True,0.894,0.898,True
725,41,canvas-session-007,lichen_bridge,tension peg,Rin,Sol,signal order unclear,defer task,True,True,False,True,0.896,0.898,True
726,41,canvas-session-007,orchid_engine,gear brush,Eli,Bea,orchid rest period,resident leads,True,True,False,True,0.858,0.862,True
727,41,canvas-session-007,moss_ward,ledger awl,Ari,Fay,owner still using it,ask first,True,True,False,True,0.866,0.87,True
728,41,canvas-session-007,glass_harbor,wick clamp,Oren,Puck,net lane crowded,wait turn,True,True,False,True,0.896,0.9,True
729,41,canvas-session-007,cinder_garden,basket hook,Vale,Wren,basket count mismatch,use spare,True,True,False,True,0.89,0.894,True
730,41,canvas-session-007,lichen_bridge,ledger punch,Sol,Kio,tension keeper objects,defer task,True,True,False,True,0.864,0.866,True
731,41,canvas-session-007,orchid_engine,valve key,Bea,Cai,gear lane blocked,resident leads,True,True,False,True,0.862,0.866,True
732,41,canvas-session-007,moss_ward,loom hook,Fay,Milo,unsafe handoff,ask first,True,True,False,True,0.894,0.898,True
733,41,canvas-session-007,glass_harbor,rope gauge,Puck,Sera,lamp keeper objects,wait turn,True,True,False,True,0.896,0.9,True
734,41,canvas-session-007,cinder_garden,shade mallet,Wren,Juno,heat makes tool unsafe,use spare,True,True,False,True,0.862,0.866,True
735,41,canvas-session-007,lichen_bridge,bell file,Kio,Luma,meal token reserved,defer task,True,True,False,True,0.86,0.862,True
736,41,canvas-session-007,orchid_engine,lamp tongs,Cai,Dax,valve keeper refuses,resident leads,True,True,False,True,0.894,0.898,True
737,41,canvas-session-007,moss_ward,reed knife,Milo,Tala,tool was promised,ask first,True,True,False,True,0.898,0.902,True
738,42,canvas-session-007,cinder_garden,shade mallet,Pax,Vale,seed caller has claim,resident leads,True,True,False,True,0.903,0.905,True
739,42,canvas-session-007,lichen_bridge,bell file,Rin,Sol,signal order unclear,ask first,True,True,False,True,0.903,0.907,True
740,42,canvas-session-007,orchid_engine,lamp tongs,Eli,Bea,orchid rest period,wait turn,True,True,False,True,0.867,0.871,True
741,42,canvas-session-007,moss_ward,reed knife,Ari,Fay,owner still using it,use spare,True,True,False,True,0.875,0.879,True
742,42,canvas-session-007,glass_harbor,net shuttle,Oren,Puck,net lane crowded,defer task,True,True,False,True,0.903,0.907,True
743,42,canvas-session-007,cinder_garden,calendar stylus,Vale,Wren,basket count mismatch,resident leads,True,True,False,True,0.904,0.906,True
744,42,canvas-session-007,lichen_bridge,tension peg,Sol,Kio,tension keeper objects,ask first,True,True,False,True,0.876,0.88,True
745,42,canvas-session-007,orchid_engine,gear brush,Bea,Cai,gear lane blocked,wait turn,True,True,False,True,0.876,0.88,True
746,42,canvas-session-007,moss_ward,ledger awl,Fay,Milo,unsafe handoff,use spare,True,True,False,True,0.908,0.912,True
747,42,canvas-session-007,glass_harbor,wick clamp,Puck,Sera,lamp keeper objects,defer task,True,True,False,True,0.908,0.912,True
748,42,canvas-session-007,cinder_garden,basket hook,Wren,Juno,heat makes tool unsafe,resident leads,True,True,False,True,0.876,0.878,True
749,42,canvas-session-007,lichen_bridge,ledger punch,Kio,Luma,meal token reserved,ask first,True,True,False,True,0.87,0.874,True
750,42,canvas-session-007,orchid_engine,valve key,Cai,Dax,valve keeper refuses,wait turn,True,True,False,True,0.908,0.912,True
751,42,canvas-session-007,moss_ward,loom hook,Milo,Tala,tool was promised,use spare,True,True,False,True,0.912,0.916,True
752,42,canvas-session-007,glass_harbor,rope gauge,Sera,Nia,borrow token missing,defer task,True,True,False,True,0.865,0.869,True
753,42,canvas-session-007,cinder_garden,shade mallet,Juno,Pax,seed caller has claim,resident leads,True,True,False,True,0.867,0.869,True
754,42,canvas-session-007,lichen_bridge,bell file,Luma,Rin,signal order unclear,ask first,True,True,False,True,0.904,0.908,True
755,42,canvas-session-007,orchid_engine,lamp tongs,Dax,Eli,orchid rest period,wait turn,True,True,False,True,0.906,0.91,True
756,43,canvas-session-008,glass_harbor,rope gauge,Oren,Puck,net lane crowded,ask first,True,True,False,True,0.907,0.909,True
757,43,canvas-session-008,cinder_garden,shade mallet,Vale,Wren,basket count mismatch,wait turn,True,True,False,True,0.906,0.91,True
758,43,canvas-session-008,lichen_bridge,bell file,Sol,Kio,tension keeper objects,use spare,True,True,False,True,0.88,0.884,True
759,43,canvas-session-008,orchid_engine,lamp tongs,Bea,Cai,gear lane blocked,defer task,True,True,False,True,0.88,0.884,True
760,43,canvas-session-008,moss_ward,reed knife,Fay,Milo,unsafe handoff,resident leads,True,True,False,True,0.912,0.916,True
761,43,canvas-session-008,glass_harbor,net shuttle,Puck,Sera,lamp keeper objects,ask first,True,True,False,True,0.912,0.914,True
762,43,canvas-session-008,cinder_garden,calendar stylus,Wren,Juno,heat makes tool unsafe,wait turn,True,True,False,True,0.878,0.882,True
763,43,canvas-session-008,lichen_bridge,tension peg,Kio,Luma,meal token reserved,use spare,True,True,False,True,0.874,0.878,True
764,43,canvas-session-008,orchid_engine,gear brush,Cai,Dax,valve keeper refuses,defer task,True,True,False,True,0.912,0.916,True
765,43,canvas-session-008,moss_ward,ledger awl,Milo,Tala,tool was promised,resident leads,True,True,False,True,0.916,0.92,True
766,43,canvas-session-008,glass_harbor,wick clamp,Sera,Nia,borrow token missing,ask first,True,True,False,True,0.872,0.874,True
767,43,canvas-session-008,cinder_garden,basket hook,Juno,Pax,seed caller has claim,wait turn,True,True,False,True,0.874,0.878,True
768,43,canvas-session-008,lichen_bridge,ledger punch,Luma,Rin,signal order unclear,use spare,True,True,False,True,0.913,0.917,True
769,43,canvas-session-008,orchid_engine,valve key,Dax,Eli,orchid rest period,defer task,True,True,False,True,0.915,0.919,True
770,43,canvas-session-008,moss_ward,loom hook,Tala,Ari,owner still using it,resident leads,True,True,False,True,0.885,0.889,True
771,43,canvas-session-008,glass_harbor,rope gauge,Nia,Oren,net lane crowded,ask first,True,True,False,True,0.879,0.881,True
772,43,canvas-session-008,cinder_garden,shade mallet,Pax,Vale,basket count mismatch,wait turn,True,True,False,True,0.915,0.919,True
773,43,canvas-session-008,lichen_bridge,bell file,Rin,Sol,tension keeper objects,use spare,True,True,False,True,0.915,0.919,True
774,44,canvas-session-008,moss_ward,loom hook,Fay,Milo,unsafe handoff,wait turn,True,True,False,True,0.919,0.921,True
775,44,canvas-session-008,glass_harbor,rope gauge,Puck,Sera,lamp keeper objects,use spare,True,True,False,True,0.919,0.923,True
776,44,canvas-session-008,cinder_garden,shade mallet,Wren,Juno,heat makes tool unsafe,defer task,True,True,False,True,0.887,0.891,True
777,44,canvas-session-008,lichen_bridge,bell file,Kio,Luma,meal token reserved,resident leads,True,True,False,True,0.883,0.887,True
778,44,canvas-session-008,orchid_engine,lamp tongs,Cai,Dax,valve keeper refuses,ask first,True,True,False,True,0.916,0.92,True
779,44,canvas-session-008,moss_ward,reed knife,Milo,Tala,tool was promised,wait turn,True,True,False,True,0.92,0.922,True
780,44,canvas-session-008,glass_harbor,net shuttle,Sera,Nia,borrow token missing,use spare,True,True,False,True,0.874,0.878,True
781,44,canvas-session-008,cinder_garden,calendar stylus,Juno,Pax,seed caller has claim,defer task,True,True,False,True,0.878,0.882,True
782,44,canvas-session-008,lichen_bridge,tension peg,Luma,Rin,signal order unclear,resident leads,True,True,False,True,0.917,0.921,True
783,44,canvas-session-008,orchid_engine,gear brush,Dax,Eli,orchid rest period,ask first,True,True,False,True,0.919,0.923,True
784,44,canvas-session-008,moss_ward,ledger awl,Tala,Ari,owner still using it,wait turn,True,True,False,True,0.889,0.891,True
785,44,canvas-session-008,glass_harbor,wick clamp,Nia,Oren,net lane crowded,use spare,True,True,False,True,0.881,0.885,True
786,44,canvas-session-008,cinder_garden,basket hook,Pax,Vale,basket count mismatch,defer task,True,True,False,True,0.919,0.923,True
787,44,canvas-session-008,lichen_bridge,ledger punch,Rin,Sol,tension keeper objects,resident leads,True,True,False,True,0.919,0.923,True
788,44,canvas-session-008,orchid_engine,valve key,Eli,Bea,gear lane blocked,ask first,True,True,False,True,0.881,0.885,True
789,44,canvas-session-008,moss_ward,loom hook,Ari,Fay,unsafe handoff,wait turn,True,True,False,True,0.889,0.891,True
790,44,canvas-session-008,glass_harbor,rope gauge,Oren,Puck,lamp keeper objects,use spare,True,True,False,True,0.919,0.923,True
791,44,canvas-session-008,cinder_garden,shade mallet,Vale,Wren,heat makes tool unsafe,defer task,True,True,False,True,0.92,0.924,True
792,45,canvas-session-008,orchid_engine,valve key,Cai,Dax,valve keeper refuses,use spare,True,True,False,True,0.925,0.927,True
793,45,canvas-session-008,moss_ward,loom hook,Milo,Tala,tool was promised,defer task,True,True,False,True,0.925,0.929,True
794,45,canvas-session-008,glass_harbor,rope gauge,Sera,Nia,borrow token missing,resident leads,True,True,False,True,0.883,0.887,True
795,45,canvas-session-008,cinder_garden,shade mallet,Juno,Pax,seed caller has claim,ask first,True,True,False,True,0.887,0.891,True
796,45,canvas-session-008,lichen_bridge,bell file,Luma,Rin,signal order unclear,wait turn,True,True,False,True,0.926,0.93,True
797,45,canvas-session-008,orchid_engine,lamp tongs,Dax,Eli,orchid rest period,use spare,True,True,False,True,0.928,0.93,True
798,45,canvas-session-008,moss_ward,reed knife,Tala,Ari,owner still using it,defer task,True,True,False,True,0.896,0.9,True
799,45,canvas-session-008,glass_harbor,net shuttle,Nia,Oren,net lane crowded,resident leads,True,True,False,True,0.89,0.894,True
800,45,canvas-session-008,cinder_garden,calendar stylus,Pax,Vale,basket count mismatch,ask first,True,True,False,True,0.926,0.93,True
801,45,canvas-session-008,lichen_bridge,tension peg,Rin,Sol,tension keeper objects,wait turn,True,True,False,True,0.923,0.927,True
802,45,canvas-session-008,orchid_engine,gear brush,Eli,Bea,gear lane blocked,use spare,True,True,False,True,0.885,0.887,True
803,45,canvas-session-008,moss_ward,ledger awl,Ari,Fay,unsafe handoff,defer task,True,True,False,True,0.891,0.895,True
804,45,canvas-session-008,glass_harbor,wick clamp,Oren,Puck,lamp keeper objects,resident leads,True,True,False,True,0.923,0.927,True
805,45,canvas-session-008,cinder_garden,basket hook,Vale,Wren,heat makes tool unsafe,ask first,True,True,False,True,0.924,0.928,True
806,45,canvas-session-008,lichen_bridge,ledger punch,Sol,Kio,meal token reserved,wait turn,True,True,False,True,0.892,0.896,True
807,45,canvas-session-008,orchid_engine,valve key,Bea,Cai,valve keeper refuses,use spare,True,True,False,True,0.894,0.896,True
808,45,canvas-session-008,moss_ward,loom hook,Fay,Milo,tool was promised,defer task,True,True,False,True,0.926,0.93,True
809,45,canvas-session-008,glass_harbor,rope gauge,Puck,Sera,borrow token missing,resident leads,True,True,False,True,0.928,0.932,True
810,46,canvas-session-008,lichen_bridge,ledger punch,Luma,Rin,signal order unclear,defer task,True,True,False,True,0.935,0.937,True
811,46,canvas-session-008,orchid_engine,valve key,Dax,Eli,orchid rest period,resident leads,True,True,False,True,0.935,0.939,True
812,46,canvas-session-008,moss_ward,loom hook,Tala,Ari,owner still using it,ask first,True,True,False,True,0.905,0.909,True
813,46,canvas-session-008,glass_harbor,rope gauge,Nia,Oren,net lane crowded,wait turn,True,True,False,True,0.899,0.903,True
814,46,canvas-session-008,cinder_garden,shade mallet,Pax,Vale,basket count mismatch,use spare,True,True,False,True,0.935,0.939,True
815,46,canvas-session-008,lichen_bridge,bell file,Rin,Sol,tension keeper objects,defer task,True,True,False,True,0.937,0.939,True
816,46,canvas-session-008,orchid_engine,lamp tongs,Eli,Bea,gear lane blocked,resident leads,True,True,False,True,0.897,0.901,True
817,46,canvas-session-008,moss_ward,reed knife,Ari,Fay,unsafe handoff,ask first,True,True,False,True,0.903,0.907,True
818,46,canvas-session-008,glass_harbor,net shuttle,Oren,Puck,lamp keeper objects,wait turn,True,True,False,True,0.937,0.941,True
819,46,canvas-session-008,cinder_garden,calendar stylus,Vale,Wren,heat makes tool unsafe,use spare,True,True,False,True,0.936,0.94,True
820,46,canvas-session-008,lichen_bridge,tension peg,Sol,Kio,meal token reserved,defer task,True,True,False,True,0.906,0.908,True
821,46,canvas-session-008,orchid_engine,gear brush,Bea,Cai,valve keeper refuses,resident leads,True,True,False,True,0.906,0.91,True
822,46,canvas-session-008,moss_ward,ledger awl,Fay,Milo,tool was promised,ask first,True,True,False,True,0.94,0.944,True
823,46,canvas-session-008,glass_harbor,wick clamp,Puck,Sera,borrow token missing,wait turn,True,True,False,True,0.942,0.946,True
824,46,canvas-session-008,cinder_garden,basket hook,Wren,Juno,seed caller has claim,use spare,True,True,False,True,0.899,0.903,True
825,46,canvas-session-008,lichen_bridge,ledger punch,Kio,Luma,signal order unclear,defer task,True,True,False,True,0.897,0.899,True
826,46,canvas-session-008,orchid_engine,valve key,Cai,Dax,orchid rest period,resident leads,True,True,False,True,0.937,0.941,True
827,46,canvas-session-008,moss_ward,loom hook,Milo,Tala,owner still using it,ask first,True,True,False,True,0.939,0.943,True
828,47,canvas-session-008,cinder_garden,basket hook,Pax,Vale,basket count mismatch,resident leads,True,True,False,True,0.939,0.941,True
829,47,canvas-session-008,lichen_bridge,ledger punch,Rin,Sol,tension keeper objects,ask first,True,True,False,True,0.939,0.943,True
830,47,canvas-session-008,orchid_engine,valve key,Eli,Bea,gear lane blocked,wait turn,True,True,False,True,0.901,0.905,True
831,47,canvas-session-008,moss_ward,loom hook,Ari,Fay,unsafe handoff,use spare,True,True,False,True,0.907,0.911,True
832,47,canvas-session-008,glass_harbor,rope gauge,Oren,Puck,lamp keeper objects,defer task,True,True,False,True,0.941,0.945,True
833,47,canvas-session-008,cinder_garden,shade mallet,Vale,Wren,heat makes tool unsafe,resident leads,True,True,False,True,0.94,0.942,True
834,47,canvas-session-008,lichen_bridge,bell file,Sol,Kio,meal token reserved,ask first,True,True,False,True,0.908,0.912,True
