tick_id,day,settlement_id,snapshot_key,scene_state_key,inventory_count,conversation_turn_count,animation_count,trust_repair_count,checksum,restored_scene_visible,restored_inventory_visible,restored_conversation_visible,restored_animation_visible,restored_trust_repair_visible,replay_exportable
1655,92,riverbend,ssrm.v44.snapshot.riverbend.92.17,v44-792090,0,276,828,139,v44-226435,True,True,True,True,True,True
1656,93,archive,ssrm.v44.snapshot.archive.93.0,v44-259557,1,277,831,54,v44-611875,True,True,True,True,True,True
1665,93,repair_ring,ssrm.v44.snapshot.repair_ring.93.9,v44-902816,0,278,834,54,v44-290889,True,True,True,True,True,True
1673,93,roofward,ssrm.v44.snapshot.roofward.93.17,v44-802317,0,279,837,111,v44-181866,True,True,True,True,True,True
1674,94,signal,ssrm.v44.snapshot.signal.94.0,v44-467951,0,280,840,120,v44-085709,True,True,True,True,True,True
1691,94,archive,ssrm.v44.snapshot.archive.94.17,v44-256849,1,282,846,54,v44-612781,True,True,True,True,True,True
1692,95,orchard,ssrm.v44.snapshot.orchard.95.0,v44-719317,0,283,849,112,v44-131607,True,True,True,True,True,True
1702,95,archive,ssrm.v44.snapshot.archive.95.10,v44-257226,1,284,852,54,v44-605379,True,True,True,True,True,True
1709,95,signal,ssrm.v44.snapshot.signal.95.17,v44-470625,0,285,855,122,v44-087551,True,True,True,True,True,True
1710,96,repair_ring,ssrm.v44.snapshot.repair_ring.96.0,v44-907633,0,286,858,54,v44-290210,True,True,True,True,True,True
1727,96,orchard,ssrm.v44.snapshot.orchard.96.17,v44-741981,0,288,864,115,v44-134157,True,True,True,True,True,True
1728,97,riverbend,ssrm.v44.snapshot.riverbend.97.0,v44-637294,0,289,867,143,v44-229335,True,True,True,True,True,True
1739,97,repair_ring,ssrm.v44.snapshot.repair_ring.97.11,v44-909000,0,290,870,54,v44-285780,True,True,True,True,True,True
1745,97,repair_ring,ssrm.v44.snapshot.repair_ring.97.17,v44-901499,0,291,873,55,v44-292585,True,True,True,True,True,True
1746,98,roofward,ssrm.v44.snapshot.roofward.98.0,v44-800925,0,292,876,115,v44-184398,True,True,True,True,True,True
1763,98,riverbend,ssrm.v44.snapshot.riverbend.98.17,v44-748263,0,294,882,145,v44-226376,True,True,True,True,True,True
1764,99,archive,ssrm.v44.snapshot.archive.99.0,v44-264568,1,295,885,54,v44-615005,True,True,True,True,True,True
1776,99,archive,ssrm.v44.snapshot.archive.99.12,v44-258454,1,297,891,54,v44-614514,True,True,True,True,True,True
1781,99,roofward,ssrm.v44.snapshot.roofward.99.17,v44-800980,0,297,891,118,v44-186530,True,True,True,True,True,True
1782,100,signal,ssrm.v44.snapshot.signal.100.0,v44-599862,0,298,894,128,v44-099648,True,True,True,True,True,True
1799,100,archive,ssrm.v44.snapshot.archive.100.17,v44-261851,1,300,900,55,v44-604418,True,True,True,True,True,True
1800,101,orchard,ssrm.v44.snapshot.orchard.101.0,v44-688871,0,301,903,124,v44-125749,True,True,True,True,True,True
1813,101,repair_ring,ssrm.v44.snapshot.repair_ring.101.13,v44-901221,0,303,909,59,v44-283032,True,True,True,True,True,True
1817,101,signal,ssrm.v44.snapshot.signal.101.17,v44-654366,0,303,909,129,v44-089241,True,True,True,True,True,True
1818,102,repair_ring,ssrm.v44.snapshot.repair_ring.102.0,v44-900578,0,304,912,59,v44-288765,True,True,True,True,True,True
1835,102,orchard,ssrm.v44.snapshot.orchard.102.17,v44-716709,0,306,918,126,v44-131226,True,True,True,True,True,True
1836,103,riverbend,ssrm.v44.snapshot.riverbend.103.0,v44-598805,0,307,921,153,v44-223729,True,True,True,True,True,True
1850,103,archive,ssrm.v44.snapshot.archive.103.14,v44-261126,1,309,927,58,v44-606737,True,True,True,True,True,True
1853,103,repair_ring,ssrm.v44.snapshot.repair_ring.103.17,v44-910022,0,309,927,61,v44-283761,True,True,True,True,True,True
1854,104,roofward,ssrm.v44.snapshot.roofward.104.0,v44-772946,0,310,930,127,v44-182575,True,True,True,True,True,True
1871,104,riverbend,ssrm.v44.snapshot.riverbend.104.17,v44-027714,1,312,936,155,v44-644611,True,True,True,True,True,True
1872,105,archive,ssrm.v44.snapshot.archive.105.0,v44-257703,1,313,939,59,v44-610394,True,True,True,True,True,True
1887,105,repair_ring,ssrm.v44.snapshot.repair_ring.105.15,v44-935211,0,315,945,63,v44-289098,True,True,True,True,True,True
1889,105,roofward,ssrm.v44.snapshot.roofward.105.17,v44-801958,0,315,945,129,v44-189716,True,True,True,True,True,True
1890,106,signal,ssrm.v44.snapshot.signal.106.0,v44-895887,1,316,948,134,v44-518151,True,True,True,True,True,True
1907,106,archive,ssrm.v44.snapshot.archive.106.17,v44-259142,1,318,954,61,v44-607339,True,True,True,True,True,True
1908,107,orchard,ssrm.v44.snapshot.orchard.107.0,v44-739264,0,319,957,130,v44-132844,True,True,True,True,True,True
1924,107,archive,ssrm.v44.snapshot.archive.107.16,v44-262854,1,321,963,62,v44-606421,True,True,True,True,True,True
1925,107,signal,ssrm.v44.snapshot.signal.107.17,v44-889192,1,321,963,136,v44-512283,True,True,True,True,True,True
1926,108,repair_ring,ssrm.v44.snapshot.repair_ring.108.0,v44-927845,0,322,966,65,v44-293813,True,True,True,True,True,True
1943,108,orchard,ssrm.v44.snapshot.orchard.108.17,v44-741967,0,324,972,132,v44-131574,True,True,True,True,True,True
1944,109,riverbend,ssrm.v44.snapshot.riverbend.109.0,v44-229276,1,325,975,163,v44-650538,True,True,True,True,True,True
1961,109,repair_ring,ssrm.v44.snapshot.repair_ring.109.17,v44-929219,0,327,981,67,v44-293862,True,True,True,True,True,True
1962,110,roofward,ssrm.v44.snapshot.roofward.110.0,v44-752717,0,328,984,133,v44-186456,True,True,True,True,True,True
1979,110,riverbend,ssrm.v44.snapshot.riverbend.110.17,v44-227976,1,330,990,166,v44-654117,True,True,True,True,True,True
1980,111,archive,ssrm.v44.snapshot.archive.111.0,v44-237113,1,331,993,65,v44-606167,True,True,True,True,True,True
1997,111,roofward,ssrm.v44.snapshot.roofward.111.17,v44-755047,0,333,999,135,v44-191005,True,True,True,True,True,True
1998,112,signal,ssrm.v44.snapshot.signal.112.0,v44-890527,1,334,1002,141,v44-528580,True,True,True,True,True,True
2015,112,archive,ssrm.v44.snapshot.archive.112.17,v44-202364,1,336,1008,67,v44-621410,True,True,True,True,True,True
2016,113,orchard,ssrm.v44.snapshot.orchard.113.0,v44-740536,0,337,1011,137,v44-142948,True,True,True,True,True,True
2033,113,signal,ssrm.v44.snapshot.signal.113.17,v44-455560,0,339,1017,144,v44-103045,True,True,True,True,True,True
2034,114,repair_ring,ssrm.v44.snapshot.repair_ring.114.0,v44-926438,0,340,1020,72,v44-301290,True,True,True,True,True,True
2035,114,riverbend,ssrm.v44.snapshot.riverbend.114.1,v44-229252,1,340,1020,171,v44-656620,True,True,True,True,True,True
2051,114,orchard,ssrm.v44.snapshot.orchard.114.17,v44-738797,0,342,1026,138,v44-150457,True,True,True,True,True,True
2052,115,riverbend,ssrm.v44.snapshot.riverbend.115.0,v44-230675,1,343,1029,173,v44-662810,True,True,True,True,True,True
2069,115,repair_ring,ssrm.v44.snapshot.repair_ring.115.17,v44-932383,0,345,1035,72,v44-307598,True,True,True,True,True,True
2070,116,roofward,ssrm.v44.snapshot.roofward.116.0,v44-749076,0,346,1038,140,v44-200680,True,True,True,True,True,True
2072,116,signal,ssrm.v44.snapshot.signal.116.2,v44-453716,0,346,1038,149,v44-107257,True,True,True,True,True,True
2087,116,riverbend,ssrm.v44.snapshot.riverbend.116.17,v44-786780,0,348,1044,176,v44-247697,True,True,True,True,True,True
2088,117,archive,ssrm.v44.snapshot.archive.117.0,v44-257252,1,349,1047,72,v44-629176,True,True,True,True,True,True
2105,117,roofward,ssrm.v44.snapshot.roofward.117.17,v44-746456,0,351,1053,141,v44-197315,True,True,True,True,True,True
2106,118,signal,ssrm.v44.snapshot.signal.118.0,v44-454237,0,352,1056,153,v44-102624,True,True,True,True,True,True
2109,118,riverbend,ssrm.v44.snapshot.riverbend.118.3,v44-794947,0,352,1056,180,v44-244340,True,True,True,True,True,True
2123,118,archive,ssrm.v44.snapshot.archive.118.17,v44-233582,1,354,1062,72,v44-622091,True,True,True,True,True,True
2124,119,orchard,ssrm.v44.snapshot.orchard.119.0,v44-744540,0,355,1065,142,v44-144633,True,True,True,True,True,True
2141,119,signal,ssrm.v44.snapshot.signal.119.17,v44-452077,0,357,1071,155,v44-103913,True,True,True,True,True,True
2142,120,repair_ring,ssrm.v44.snapshot.repair_ring.120.0,v44-872533,0,358,1074,72,v44-307331,True,True,True,True,True,True
2146,120,signal,ssrm.v44.snapshot.signal.120.4,v44-454538,0,358,1074,155,v44-109270,True,True,True,True,True,True
2159,120,orchard,ssrm.v44.snapshot.orchard.120.17,v44-700506,0,360,1080,144,v44-143281,True,True,True,True,True,True
2160,121,riverbend,ssrm.v44.snapshot.riverbend.121.0,v44-795052,0,361,1083,187,v44-241163,True,True,True,True,True,True
2177,121,repair_ring,ssrm.v44.snapshot.repair_ring.121.17,v44-886033,0,363,1089,72,v44-311460,True,True,True,True,True,True
2178,122,roofward,ssrm.v44.snapshot.roofward.122.0,v44-748713,0,364,1092,145,v44-205218,True,True,True,True,True,True
2183,122,riverbend,ssrm.v44.snapshot.riverbend.122.5,v44-796191,0,364,1092,188,v44-246970,True,True,True,True,True,True
2195,122,riverbend,ssrm.v44.snapshot.riverbend.122.17,v44-798735,0,366,1098,189,v44-254538,True,True,True,True,True,True
2196,123,archive,ssrm.v44.snapshot.archive.123.0,v44-266864,1,367,1101,72,v44-628925,True,True,True,True,True,True
2213,123,roofward,ssrm.v44.snapshot.roofward.123.17,v44-776043,0,369,1107,147,v44-201645,True,True,True,True,True,True
2214,124,signal,ssrm.v44.snapshot.signal.124.0,v44-600543,0,370,1110,159,v44-098481,True,True,True,True,True,True
2220,124,signal,ssrm.v44.snapshot.signal.124.6,v44-593608,0,371,1113,160,v44-100872,True,True,True,True,True,True
2231,124,archive,ssrm.v44.snapshot.archive.124.17,v44-253221,1,372,1116,72,v44-618773,True,True,True,True,True,True
2232,125,orchard,ssrm.v44.snapshot.orchard.125.0,v44-736533,0,373,1119,148,v44-148467,True,True,True,True,True,True
2249,125,signal,ssrm.v44.snapshot.signal.125.17,v44-601116,0,375,1125,161,v44-102113,True,True,True,True,True,True
2250,126,repair_ring,ssrm.v44.snapshot.repair_ring.126.0,v44-880114,0,376,1128,72,v44-304827,True,True,True,True,True,True
2257,126,riverbend,ssrm.v44.snapshot.riverbend.126.7,v44-638247,0,377,1131,196,v44-245244,True,True,True,True,True,True
2267,126,orchard,ssrm.v44.snapshot.orchard.126.17,v44-745971,0,378,1134,151,v44-152401,True,True,True,True,True,True
2268,127,riverbend,ssrm.v44.snapshot.riverbend.127.0,v44-639043,0,379,1137,196,v44-247399,True,True,True,True,True,True
2285,127,repair_ring,ssrm.v44.snapshot.repair_ring.127.17,v44-883802,0,381,1143,73,v44-308419,True,True,True,True,True,True
2286,128,roofward,ssrm.v44.snapshot.roofward.128.0,v44-801392,0,382,1146,151,v44-201036,True,True,True,True,True,True
2294,128,signal,ssrm.v44.snapshot.signal.128.8,v44-469743,0,383,1149,164,v44-112937,True,True,True,True,True,True
2303,128,riverbend,ssrm.v44.snapshot.riverbend.128.17,v44-749065,0,384,1152,198,v44-243719,True,True,True,True,True,True
2304,129,archive,ssrm.v44.snapshot.archive.129.0,v44-254549,1,385,1155,72,v44-628038,True,True,True,True,True,True
2321,129,roofward,ssrm.v44.snapshot.roofward.129.17,v44-794671,0,387,1161,154,v44-203662,True,True,True,True,True,True
2322,130,signal,ssrm.v44.snapshot.signal.130.0,v44-469153,0,388,1164,167,v44-109787,True,True,True,True,True,True
2331,130,riverbend,ssrm.v44.snapshot.riverbend.130.9,v44-749457,0,389,1167,201,v44-244400,True,True,True,True,True,True
2339,130,archive,ssrm.v44.snapshot.archive.130.17,v44-260510,1,390,1170,73,v44-622419,True,True,True,True,True,True
2340,131,orchard,ssrm.v44.snapshot.orchard.131.0,v44-717046,0,391,1173,160,v44-145046,True,True,True,True,True,True
2357,131,signal,ssrm.v44.snapshot.signal.131.17,v44-594178,0,393,1179,168,v44-116783,True,True,True,True,True,True
2358,132,repair_ring,ssrm.v44.snapshot.repair_ring.132.0,v44-881084,0,394,1182,77,v44-313580,True,True,True,True,True,True
2368,132,signal,ssrm.v44.snapshot.signal.132.10,v44-598063,0,395,1185,168,v44-115897,True,True,True,True,True,True
2375,132,orchard,ssrm.v44.snapshot.orchard.132.17,v44-740635,0,396,1188,162,v44-153811,True,True,True,True,True,True
2376,133,riverbend,ssrm.v44.snapshot.riverbend.133.0,v44-604071,0,397,1191,206,v44-241028,True,True,True,True,True,True
2393,133,repair_ring,ssrm.v44.snapshot.repair_ring.133.17,v44-932805,0,399,1197,79,v44-317931,True,True,True,True,True,True
2394,134,roofward,ssrm.v44.snapshot.roofward.134.0,v44-794734,0,400,1200,163,v44-199196,True,True,True,True,True,True
2405,134,riverbend,ssrm.v44.snapshot.riverbend.134.11,v44-216023,1,401,1203,207,v44-831092,True,True,True,True,True,True
2411,134,riverbend,ssrm.v44.snapshot.riverbend.134.17,v44-204363,1,402,1206,208,v44-833768,True,True,True,True,True,True
2412,135,archive,ssrm.v44.snapshot.archive.135.0,v44-255918,1,403,1209,77,v44-626747,True,True,True,True,True,True
2429,135,roofward,ssrm.v44.snapshot.roofward.135.17,v44-791650,0,405,1215,165,v44-201869,True,True,True,True,True,True
2430,136,signal,ssrm.v44.snapshot.signal.136.0,v44-170582,1,406,1218,173,v44-610334,True,True,True,True,True,True
2442,136,signal,ssrm.v44.snapshot.signal.136.12,v44-178165,1,408,1224,174,v44-613588,True,True,True,True,True,True
2447,136,archive,ssrm.v44.snapshot.archive.136.17,v44-259125,1,408,1224,79,v44-629224,True,True,True,True,True,True
2448,137,orchard,ssrm.v44.snapshot.orchard.137.0,v44-721988,0,409,1227,166,v44-155415,True,True,True,True,True,True
2465,137,signal,ssrm.v44.snapshot.signal.137.17,v44-180626,1,411,1233,175,v44-611372,True,True,True,True,True,True
2466,138,repair_ring,ssrm.v44.snapshot.repair_ring.138.0,v44-930099,0,412,1236,83,v44-308873,True,True,True,True,True,True
2479,138,riverbend,ssrm.v44.snapshot.riverbend.138.13,v44-263209,1,414,1242,216,v44-841952,True,True,True,True,True,True
2483,138,orchard,ssrm.v44.snapshot.orchard.138.17,v44-720270,0,414,1242,168,v44-145856,True,True,True,True,True,True
2484,139,riverbend,ssrm.v44.snapshot.riverbend.139.0,v44-412576,1,415,1245,216,v44-843357,True,True,True,True,True,True
2501,139,repair_ring,ssrm.v44.snapshot.repair_ring.139.17,v44-903221,0,417,1251,85,v44-301073,True,True,True,True,True,True
2502,140,roofward,ssrm.v44.snapshot.roofward.140.0,v44-778209,0,418,1254,169,v44-205427,True,True,True,True,True,True
2516,140,signal,ssrm.v44.snapshot.signal.140.14,v44-175333,1,420,1260,179,v44-611521,True,True,True,True,True,True
2519,140,riverbend,ssrm.v44.snapshot.riverbend.140.17,v44-413091,1,420,1260,219,v44-838292,True,True,True,True,True,True
2520,141,archive,ssrm.v44.snapshot.archive.141.0,v44-208666,1,421,1263,83,v44-624585,True,True,True,True,True,True
2537,141,roofward,ssrm.v44.snapshot.roofward.141.17,v44-778315,0,423,1269,171,v44-205665,True,True,True,True,True,True
2538,142,signal,ssrm.v44.snapshot.signal.142.0,v44-177844,1,424,1272,180,v44-616342,True,True,True,True,True,True
2553,142,riverbend,ssrm.v44.snapshot.riverbend.142.15,v44-408609,1,426,1278,223,v44-845615,True,True,True,True,True,True
2555,142,archive,ssrm.v44.snapshot.archive.142.17,v44-259590,1,426,1278,85,v44-634325,True,True,True,True,True,True
2556,143,orchard,ssrm.v44.snapshot.orchard.143.0,v44-719336,0,427,1281,173,v44-152046,True,True,True,True,True,True
2573,143,signal,ssrm.v44.snapshot.signal.143.17,v44-652153,0,429,1287,183,v44-110535,True,True,True,True,True,True
2574,144,repair_ring,ssrm.v44.snapshot.repair_ring.144.0,v44-928742,0,430,1290,90,v44-308800,True,True,True,True,True,True
2590,144,signal,ssrm.v44.snapshot.signal.144.16,v44-658354,0,432,1296,185,v44-112163,True,True,True,True,True,True
2591,144,orchard,ssrm.v44.snapshot.orchard.144.17,v44-720271,0,432,1296,174,v44-148816,True,True,True,True,True,True
2592,145,riverbend,ssrm.v44.snapshot.riverbend.145.0,v44-411653,1,433,1299,227,v44-846167,True,True,True,True,True,True
2609,145,repair_ring,ssrm.v44.snapshot.repair_ring.145.17,v44-930577,0,435,1305,90,v44-308846,True,True,True,True,True,True
2610,146,roofward,ssrm.v44.snapshot.roofward.146.0,v44-770650,0,436,1308,176,v44-201241,True,True,True,True,True,True
2627,146,riverbend,ssrm.v44.snapshot.riverbend.146.17,v44-784540,0,438,1314,230,v44-240461,True,True,True,True,True,True
2628,147,archive,ssrm.v44.snapshot.archive.147.0,v44-235773,1,439,1317,90,v44-630826,True,True,True,True,True,True
2645,147,roofward,ssrm.v44.snapshot.roofward.147.17,v44-778777,0,441,1323,177,v44-209377,True,True,True,True,True,True
2646,148,signal,ssrm.v44.snapshot.signal.148.0,v44-657398,0,442,1326,192,v44-112868,True,True,True,True,True,True
2663,148,archive,ssrm.v44.snapshot.archive.148.17,v44-208697,1,444,1332,90,v44-629427,True,True,True,True,True,True
2664,149,orchard,ssrm.v44.snapshot.orchard.149.0,v44-721547,0,445,1335,178,v44-152974,True,True,True,True,True,True
2681,149,signal,ssrm.v44.snapshot.signal.149.17,v44-656122,0,447,1341,194,v44-107541,True,True,True,True,True,True
2682,150,repair_ring,ssrm.v44.snapshot.repair_ring.150.0,v44-926496,0,448,1344,90,v44-314325,True,True,True,True,True,True
2699,150,orchard,ssrm.v44.snapshot.orchard.150.17,v44-728327,0,450,1350,180,v44-151421,True,True,True,True,True,True
2700,151,riverbend,ssrm.v44.snapshot.riverbend.151.0,v44-788857,0,451,1353,241,v44-243483,True,True,True,True,True,True
2701,151,roofward,ssrm.v44.snapshot.roofward.151.1,v44-775942,0,451,1353,180,v44-201923,True,True,True,True,True,True
2717,151,repair_ring,ssrm.v44.snapshot.repair_ring.151.17,v44-929671,0,453,1359,90,v44-313956,True,True,True,True,True,True
2718,152,roofward,ssrm.v44.snapshot.roofward.152.0,v44-781394,0,454,1362,181,v44-206041,True,True,True,True,True,True
2735,152,riverbend,ssrm.v44.snapshot.riverbend.152.17,v44-798288,0,456,1368,243,v44-251880,True,True,True,True,True,True
2736,153,archive,ssrm.v44.snapshot.archive.153.0,v44-258626,1,457,1371,90,v44-631635,True,True,True,True,True,True
2738,153,orchard,ssrm.v44.snapshot.orchard.153.2,v44-742281,0,457,1371,182,v44-152045,True,True,True,True,True,True
2753,153,roofward,ssrm.v44.snapshot.roofward.153.17,v44-802323,0,459,1377,183,v44-205399,True,True,True,True,True,True
2754,154,signal,ssrm.v44.snapshot.signal.154.0,v44-462214,0,460,1380,198,v44-107608,True,True,True,True,True,True
2771,154,archive,ssrm.v44.snapshot.archive.154.17,v44-261414,1,462,1386,90,v44-627585,True,True,True,True,True,True
2772,155,orchard,ssrm.v44.snapshot.orchard.155.0,v44-744135,0,463,1389,184,v44-154681,True,True,True,True,True,True
2775,155,roofward,ssrm.v44.snapshot.roofward.155.3,v44-791023,0,463,1389,184,v44-208253,True,True,True,True,True,True
2789,155,signal,ssrm.v44.snapshot.signal.155.17,v44-463240,0,465,1395,200,v44-108597,True,True,True,True,True,True
2790,156,repair_ring,ssrm.v44.snapshot.repair_ring.156.0,v44-926489,0,466,1398,90,v44-319042,True,True,True,True,True,True
2807,156,orchard,ssrm.v44.snapshot.orchard.156.17,v44-698718,0,468,1404,187,v44-158752,True,True,True,True,True,True
2808,157,riverbend,ssrm.v44.snapshot.riverbend.157.0,v44-638599,0,469,1407,251,v44-250162,True,True,True,True,True,True
2812,157,orchard,ssrm.v44.snapshot.orchard.157.4,v44-698424,0,469,1407,188,v44-156793,True,True,True,True,True,True
2825,157,repair_ring,ssrm.v44.snapshot.repair_ring.157.17,v44-934154,0,471,1413,91,v44-307171,True,True,True,True,True,True
2826,158,roofward,ssrm.v44.snapshot.roofward.158.0,v44-792939,0,472,1416,187,v44-211536,True,True,True,True,True,True
2843,158,riverbend,ssrm.v44.snapshot.riverbend.158.17,v44-750013,0,474,1422,253,v44-237649,True,True,True,True,True,True
2844,159,archive,ssrm.v44.snapshot.archive.159.0,v44-259996,1,475,1425,90,v44-636182,True,True,True,True,True,True
2849,159,roofward,ssrm.v44.snapshot.roofward.159.5,v44-753387,0,475,1425,189,v44-213215,True,True,True,True,True,True
2861,159,roofward,ssrm.v44.snapshot.roofward.159.17,v44-780987,0,477,1431,190,v44-209365,True,True,True,True,True,True
2862,160,signal,ssrm.v44.snapshot.signal.160.0,v44-597980,0,478,1434,206,v44-114915,True,True,True,True,True,True
2879,160,archive,ssrm.v44.snapshot.archive.160.17,v44-266872,1,480,1440,91,v44-633051,True,True,True,True,True,True
2880,161,orchard,ssrm.v44.snapshot.orchard.161.0,v44-745921,0,481,1443,196,v44-153763,True,True,True,True,True,True
2886,161,orchard,ssrm.v44.snapshot.orchard.161.6,v44-745218,0,482,1446,196,v44-157488,True,True,True,True,True,True
2897,161,signal,ssrm.v44.snapshot.signal.161.17,v44-472039,0,483,1449,207,v44-114100,True,True,True,True,True,True
2898,162,repair_ring,ssrm.v44.snapshot.repair_ring.162.0,v44-935083,0,484,1452,95,v44-316807,True,True,True,True,True,True
2915,162,orchard,ssrm.v44.snapshot.orchard.162.17,v44-741071,0,486,1458,198,v44-155616,True,True,True,True,True,True
2916,163,riverbend,ssrm.v44.snapshot.riverbend.163.0,v44-595262,0,487,1461,262,v44-246430,True,True,True,True,True,True
2923,163,roofward,ssrm.v44.snapshot.roofward.163.7,v44-796560,0,488,1464,197,v44-212904,True,True,True,True,True,True
2933,163,repair_ring,ssrm.v44.snapshot.repair_ring.163.17,v44-926095,0,489,1467,97,v44-319594,True,True,True,True,True,True
2934,164,roofward,ssrm.v44.snapshot.roofward.164.0,v44-791599,0,490,1470,199,v44-213244,True,True,True,True,True,True
2951,164,riverbend,ssrm.v44.snapshot.riverbend.164.17,v44-025899,1,492,1476,264,v44-675445,True,True,True,True,True,True
2952,165,archive,ssrm.v44.snapshot.archive.165.0,v44-261812,1,493,1479,95,v44-634091,True,True,True,True,True,True
2960,165,orchard,ssrm.v44.snapshot.orchard.165.8,v44-719824,0,494,1482,201,v44-151969,True,True,True,True,True,True
2969,165,roofward,ssrm.v44.snapshot.roofward.165.17,v44-801035,0,495,1485,201,v44-204724,True,True,True,True,True,True
2970,166,signal,ssrm.v44.snapshot.signal.166.0,v44-022990,1,496,1488,212,v44-532598,True,True,True,True,True,True
2987,166,archive,ssrm.v44.snapshot.archive.166.17,v44-241259,1,498,1494,97,v44-640316,True,True,True,True,True,True
2988,167,orchard,ssrm.v44.snapshot.orchard.167.0,v44-745103,0,499,1497,202,v44-156562,True,True,True,True,True,True
2997,167,roofward,ssrm.v44.snapshot.roofward.167.9,v44-779679,0,500,1500,203,v44-206929,True,True,True,True,True,True
3005,167,signal,ssrm.v44.snapshot.signal.167.17,v44-018551,1,501,1503,214,v44-517782,True,True,True,True,True,True
3006,168,repair_ring,ssrm.v44.snapshot.repair_ring.168.0,v44-902751,0,502,1506,101,v44-319813,True,True,True,True,True,True
3023,168,orchard,ssrm.v44.snapshot.orchard.168.17,v44-737905,0,504,1512,204,v44-143715,True,True,True,True,True,True
