tick_id,day,agent,project_id,public_memory_key,stored_progress,stored_blocker,stored_material_debt,private_workspace_sealed,replay_pointer
211,12,Nia,archive_weather_log,v25:Nia:archive_weather_log:day12,0.258003,obligation_time_conflict,thread:1.71,true,replay:211:archive_weather_log
212,12,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day12,0.227126,none,rope:0.00,true,replay:212:west_bridge_repair
213,12,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day12,0.366208,none,water:0.00,true,replay:213:herb_roof_garden
214,12,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day12,0.320281,none,wire:0.00,true,replay:214:north_lantern_relay
215,12,Nia,archive_weather_log,v25:Nia:archive_weather_log:day12,0.258003,none,ink:0.00,true,replay:215:archive_weather_log
216,13,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day13,0.227126,none,planks:0.00,true,replay:216:west_bridge_repair
217,13,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day13,0.366208,none,compost:0.00,true,replay:217:herb_roof_garden
218,13,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day13,0.320281,none,oil:0.00,true,replay:218:north_lantern_relay
219,13,Nia,archive_weather_log,v25:Nia:archive_weather_log:day13,0.258003,none,paper:0.00,true,replay:219:archive_weather_log
220,13,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day13,0.227126,none,resin:0.00,true,replay:220:west_bridge_repair
221,13,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day13,0.373013,obligation_time_conflict,seed:0.00,true,replay:221:herb_roof_garden
222,13,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day13,0.320281,none,glass:0.00,true,replay:222:north_lantern_relay
223,13,Nia,archive_weather_log,v25:Nia:archive_weather_log:day13,0.258003,none,thread:1.71,true,replay:223:archive_weather_log
224,13,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day13,0.227126,none,rope:0.00,true,replay:224:west_bridge_repair
225,13,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day13,0.373013,none,water:0.00,true,replay:225:herb_roof_garden
226,13,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day13,0.358618,none,wire:0.00,true,replay:226:north_lantern_relay
227,13,Nia,archive_weather_log,v25:Nia:archive_weather_log:day13,0.258003,none,ink:0.00,true,replay:227:archive_weather_log
228,13,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day13,0.227126,none,planks:0.00,true,replay:228:west_bridge_repair
229,13,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day13,0.373013,none,compost:0.00,true,replay:229:herb_roof_garden
230,13,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day13,0.358618,none,oil:0.00,true,replay:230:north_lantern_relay
231,13,Nia,archive_weather_log,v25:Nia:archive_weather_log:day13,0.29634,none,paper:0.00,true,replay:231:archive_weather_log
232,13,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day13,0.227126,none,resin:0.00,true,replay:232:west_bridge_repair
233,13,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day13,0.373013,none,seed:0.00,true,replay:233:herb_roof_garden
234,14,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day14,0.358618,none,glass:0.00,true,replay:234:north_lantern_relay
235,14,Nia,archive_weather_log,v25:Nia:archive_weather_log:day14,0.29634,none,thread:1.71,true,replay:235:archive_weather_log
236,14,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day14,0.232699,obligation_time_conflict,rope:0.00,true,replay:236:west_bridge_repair
237,14,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day14,0.373013,none,water:0.00,true,replay:237:herb_roof_garden
238,14,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day14,0.358618,none,wire:0.00,true,replay:238:north_lantern_relay
239,14,Nia,archive_weather_log,v25:Nia:archive_weather_log:day14,0.334677,none,ink:0.00,true,replay:239:archive_weather_log
240,14,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day14,0.232699,none,planks:0.00,true,replay:240:west_bridge_repair
241,14,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day14,0.381425,material_shortage,compost:0.00,true,replay:241:herb_roof_garden
242,14,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day14,0.358618,none,oil:0.00,true,replay:242:north_lantern_relay
243,14,Nia,archive_weather_log,v25:Nia:archive_weather_log:day14,0.334677,none,paper:0.00,true,replay:243:archive_weather_log
244,14,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day14,0.232699,none,resin:0.00,true,replay:244:west_bridge_repair
245,14,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day14,0.381425,none,seed:0.00,true,replay:245:herb_roof_garden
246,14,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day14,0.358618,none,glass:0.00,true,replay:246:north_lantern_relay
247,14,Nia,archive_weather_log,v25:Nia:archive_weather_log:day14,0.372548,none,thread:1.88,true,replay:247:archive_weather_log
248,14,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day14,0.232699,none,rope:0.00,true,replay:248:west_bridge_repair
249,14,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day14,0.381425,none,water:0.00,true,replay:249:herb_roof_garden
250,14,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day14,0.358618,none,wire:0.00,true,replay:250:north_lantern_relay
251,14,Nia,archive_weather_log,v25:Nia:archive_weather_log:day14,0.372548,none,ink:0.00,true,replay:251:archive_weather_log
252,15,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day15,0.381425,none,water:0.00,true,replay:252:herb_roof_garden
253,15,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day15,0.358618,none,wire:0.00,true,replay:253:north_lantern_relay
254,15,Nia,archive_weather_log,v25:Nia:archive_weather_log:day15,0.372548,none,ink:0.00,true,replay:254:archive_weather_log
255,15,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day15,0.263512,none,planks:0.00,true,replay:255:west_bridge_repair
256,15,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day15,0.381425,none,compost:0.00,true,replay:256:herb_roof_garden
257,15,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day15,0.396955,none,oil:0.00,true,replay:257:north_lantern_relay
258,15,Nia,archive_weather_log,v25:Nia:archive_weather_log:day15,0.372548,none,paper:0.00,true,replay:258:archive_weather_log
259,15,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day15,0.301074,none,rope:0.00,true,replay:259:west_bridge_repair
260,15,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day15,0.381425,none,seed:0.00,true,replay:260:herb_roof_garden
261,15,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day15,0.434593,none,glass:0.00,true,replay:261:north_lantern_relay
262,15,Nia,archive_weather_log,v25:Nia:archive_weather_log:day15,0.372548,none,thread:1.88,true,replay:262:archive_weather_log
263,15,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day15,0.301074,none,planks:0.00,true,replay:263:west_bridge_repair
264,15,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day15,0.381425,none,water:0.00,true,replay:264:herb_roof_garden
265,15,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day15,0.434593,none,wire:0.00,true,replay:265:north_lantern_relay
266,15,Nia,archive_weather_log,v25:Nia:archive_weather_log:day15,0.410885,none,ink:0.00,true,replay:266:archive_weather_log
267,15,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day15,0.301074,none,resin:0.00,true,replay:267:west_bridge_repair
268,15,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day15,0.381425,none,compost:0.00,true,replay:268:herb_roof_garden
269,15,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day15,0.434593,none,oil:0.00,true,replay:269:north_lantern_relay
270,16,Nia,archive_weather_log,v25:Nia:archive_weather_log:day16,0.410885,none,paper:0.00,true,replay:270:archive_weather_log
271,16,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day16,0.301074,none,rope:0.00,true,replay:271:west_bridge_repair
272,16,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day16,0.381425,none,seed:0.00,true,replay:272:herb_roof_garden
273,16,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day16,0.434593,none,glass:0.00,true,replay:273:north_lantern_relay
274,16,Nia,archive_weather_log,v25:Nia:archive_weather_log:day16,0.410885,none,thread:1.88,true,replay:274:archive_weather_log
275,16,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day16,0.301074,none,planks:0.00,true,replay:275:west_bridge_repair
276,16,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day16,0.419762,none,water:0.00,true,replay:276:herb_roof_garden
277,16,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day16,0.434593,none,wire:0.00,true,replay:277:north_lantern_relay
278,16,Nia,archive_weather_log,v25:Nia:archive_weather_log:day16,0.410885,none,ink:0.00,true,replay:278:archive_weather_log
279,16,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day16,0.301074,none,resin:0.00,true,replay:279:west_bridge_repair
280,16,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day16,0.419762,none,compost:0.00,true,replay:280:herb_roof_garden
281,16,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day16,0.472865,none,oil:0.00,true,replay:281:north_lantern_relay
282,16,Nia,archive_weather_log,v25:Nia:archive_weather_log:day16,0.410885,none,paper:0.00,true,replay:282:archive_weather_log
283,16,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day16,0.301074,none,rope:0.00,true,replay:283:west_bridge_repair
284,16,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day16,0.419762,none,seed:0.00,true,replay:284:herb_roof_garden
285,16,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day16,0.510437,none,glass:0.00,true,replay:285:north_lantern_relay
286,16,Nia,archive_weather_log,v25:Nia:archive_weather_log:day16,0.410885,none,thread:1.88,true,replay:286:archive_weather_log
287,16,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day16,0.301074,none,planks:0.00,true,replay:287:west_bridge_repair
288,17,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day17,0.419762,none,water:0.00,true,replay:288:herb_roof_garden
289,17,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day17,0.510437,none,oil:0.00,true,replay:289:north_lantern_relay
290,17,Nia,archive_weather_log,v25:Nia:archive_weather_log:day17,0.449222,none,ink:0.00,true,replay:290:archive_weather_log
291,17,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day17,0.339411,none,resin:0.00,true,replay:291:west_bridge_repair
292,17,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day17,0.458099,none,compost:0.00,true,replay:292:herb_roof_garden
293,17,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day17,0.510437,none,glass:0.00,true,replay:293:north_lantern_relay
294,17,Nia,archive_weather_log,v25:Nia:archive_weather_log:day17,0.449222,none,paper:0.00,true,replay:294:archive_weather_log
295,17,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day17,0.339411,none,rope:0.00,true,replay:295:west_bridge_repair
296,17,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day17,0.458099,none,seed:0.00,true,replay:296:herb_roof_garden
297,17,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day17,0.513279,material_shortage,wire:0.00,true,replay:297:north_lantern_relay
298,17,Nia,archive_weather_log,v25:Nia:archive_weather_log:day17,0.449222,none,thread:1.88,true,replay:298:archive_weather_log
299,17,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day17,0.339411,none,planks:0.00,true,replay:299:west_bridge_repair
300,17,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day17,0.458099,none,water:0.00,true,replay:300:herb_roof_garden
301,17,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day17,0.513279,none,oil:0.00,true,replay:301:north_lantern_relay
302,17,Nia,archive_weather_log,v25:Nia:archive_weather_log:day17,0.487279,none,ink:0.00,true,replay:302:archive_weather_log
303,17,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day17,0.339411,none,resin:0.00,true,replay:303:west_bridge_repair
304,17,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day17,0.458099,none,compost:0.00,true,replay:304:herb_roof_garden
305,17,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day17,0.513279,none,glass:0.00,true,replay:305:north_lantern_relay
306,18,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day18,0.339411,none,resin:0.00,true,replay:306:west_bridge_repair
307,18,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day18,0.458099,none,compost:0.00,true,replay:307:herb_roof_garden
308,18,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day18,0.56438,none,glass:0.00,true,replay:308:north_lantern_relay
309,18,Nia,archive_weather_log,v25:Nia:archive_weather_log:day18,0.487279,none,paper:0.00,true,replay:309:archive_weather_log
310,18,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day18,0.377748,none,rope:0.00,true,replay:310:west_bridge_repair
311,18,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day18,0.496436,none,seed:0.00,true,replay:311:herb_roof_garden
312,18,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day18,0.56438,none,wire:0.00,true,replay:312:north_lantern_relay
313,18,Nia,archive_weather_log,v25:Nia:archive_weather_log:day18,0.487279,none,thread:1.88,true,replay:313:archive_weather_log
314,18,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day18,0.377748,none,planks:0.00,true,replay:314:west_bridge_repair
315,18,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day18,0.496436,none,water:0.00,true,replay:315:herb_roof_garden
316,18,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day18,0.60879,none,oil:0.00,true,replay:316:north_lantern_relay
317,18,Nia,archive_weather_log,v25:Nia:archive_weather_log:day18,0.487279,none,ink:0.00,true,replay:317:archive_weather_log
318,18,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day18,0.377748,none,resin:0.00,true,replay:318:west_bridge_repair
319,18,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day18,0.496436,none,compost:0.00,true,replay:319:herb_roof_garden
320,18,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day18,0.60879,none,glass:0.00,true,replay:320:north_lantern_relay
321,18,Nia,archive_weather_log,v25:Nia:archive_weather_log:day18,0.494112,obligation_time_conflict,paper:0.00,true,replay:321:archive_weather_log
322,18,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day18,0.377748,none,rope:0.00,true,replay:322:west_bridge_repair
323,18,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day18,0.496436,none,seed:0.00,true,replay:323:herb_roof_garden
324,19,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day19,0.60879,none,wire:0.00,true,replay:324:north_lantern_relay
325,19,Nia,archive_weather_log,v25:Nia:archive_weather_log:day19,0.494112,none,thread:1.88,true,replay:325:archive_weather_log
326,19,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day19,0.416085,none,planks:0.00,true,replay:326:west_bridge_repair
327,19,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day19,0.496436,none,water:0.00,true,replay:327:herb_roof_garden
328,19,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day19,0.60879,none,oil:0.00,true,replay:328:north_lantern_relay
329,19,Nia,archive_weather_log,v25:Nia:archive_weather_log:day19,0.494112,none,ink:0.00,true,replay:329:archive_weather_log
330,19,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day19,0.416085,none,resin:0.00,true,replay:330:west_bridge_repair
331,19,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day19,0.534773,none,compost:0.00,true,replay:331:herb_roof_garden
332,19,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day19,0.60879,none,glass:0.00,true,replay:332:north_lantern_relay
333,19,Nia,archive_weather_log,v25:Nia:archive_weather_log:day19,0.494112,none,paper:0.00,true,replay:333:archive_weather_log
334,19,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day19,0.416085,none,rope:0.00,true,replay:334:west_bridge_repair
335,19,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day19,0.534773,none,water:0.00,true,replay:335:herb_roof_garden
336,19,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day19,0.616906,obligation_time_conflict,wire:0.00,true,replay:336:north_lantern_relay
337,19,Nia,archive_weather_log,v25:Nia:archive_weather_log:day19,0.532316,none,thread:2.05,true,replay:337:archive_weather_log
338,19,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day19,0.454094,none,planks:0.00,true,replay:338:west_bridge_repair
339,19,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day19,0.534773,none,compost:0.00,true,replay:339:herb_roof_garden
340,19,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day19,0.616906,none,oil:0.00,true,replay:340:north_lantern_relay
341,19,Nia,archive_weather_log,v25:Nia:archive_weather_log:day19,0.532316,none,paper:0.00,true,replay:341:archive_weather_log
342,20,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day20,0.454094,none,resin:0.00,true,replay:342:west_bridge_repair
343,20,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day20,0.534773,obligation_time_conflict,seed:0.00,true,replay:343:herb_roof_garden
344,20,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day20,0.616906,none,glass:0.00,true,replay:344:north_lantern_relay
345,20,Nia,archive_weather_log,v25:Nia:archive_weather_log:day20,0.532316,none,thread:2.05,true,replay:345:archive_weather_log
346,20,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day20,0.454094,none,rope:0.00,true,replay:346:west_bridge_repair
347,20,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day20,0.543,obligation_time_conflict,water:0.00,true,replay:347:herb_roof_garden
348,20,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day20,0.616906,none,wire:0.00,true,replay:348:north_lantern_relay
349,20,Nia,archive_weather_log,v25:Nia:archive_weather_log:day20,0.532316,none,ink:0.00,true,replay:349:archive_weather_log
350,20,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day20,0.454094,none,planks:0.00,true,replay:350:west_bridge_repair
351,20,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day20,0.543,none,compost:0.00,true,replay:351:herb_roof_garden
352,20,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day20,0.662261,none,oil:0.00,true,replay:352:north_lantern_relay
353,20,Nia,archive_weather_log,v25:Nia:archive_weather_log:day20,0.532316,none,paper:0.00,true,replay:353:archive_weather_log
354,20,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day20,0.454094,none,resin:0.00,true,replay:354:west_bridge_repair
355,20,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day20,0.543,none,seed:0.00,true,replay:355:herb_roof_garden
356,20,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day20,0.662261,none,glass:0.00,true,replay:356:north_lantern_relay
357,20,Nia,archive_weather_log,v25:Nia:archive_weather_log:day20,0.535195,material_shortage,thread:2.05,true,replay:357:archive_weather_log
358,20,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day20,0.454094,none,rope:0.00,true,replay:358:west_bridge_repair
359,20,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day20,0.543,none,water:0.00,true,replay:359:herb_roof_garden
360,21,Nia,archive_weather_log,v25:Nia:archive_weather_log:day21,0.535195,none,thread:2.05,true,replay:360:archive_weather_log
361,21,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day21,0.454094,obligation_time_conflict,rope:0.00,true,replay:361:west_bridge_repair
362,21,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day21,0.543,none,water:0.00,true,replay:362:herb_roof_garden
363,21,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day21,0.662261,none,wire:0.00,true,replay:363:north_lantern_relay
364,21,Nia,archive_weather_log,v25:Nia:archive_weather_log:day21,0.535195,none,ink:0.00,true,replay:364:archive_weather_log
365,21,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day21,0.454094,none,planks:0.00,true,replay:365:west_bridge_repair
366,21,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day21,0.58871,none,compost:0.11,true,replay:366:herb_roof_garden
367,21,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day21,0.662261,none,oil:0.00,true,replay:367:north_lantern_relay
368,21,Nia,archive_weather_log,v25:Nia:archive_weather_log:day21,0.535195,none,paper:0.00,true,replay:368:archive_weather_log
369,21,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day21,0.454094,none,resin:0.00,true,replay:369:west_bridge_repair
370,21,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day21,0.58871,none,seed:0.00,true,replay:370:herb_roof_garden
371,21,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day21,0.707425,none,glass:0.00,true,replay:371:north_lantern_relay
372,21,Nia,archive_weather_log,v25:Nia:archive_weather_log:day21,0.535195,none,thread:2.05,true,replay:372:archive_weather_log
373,21,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day21,0.454094,none,rope:0.00,true,replay:373:west_bridge_repair
374,21,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day21,0.58871,none,water:0.00,true,replay:374:herb_roof_garden
375,21,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day21,0.707425,none,wire:0.00,true,replay:375:north_lantern_relay
376,21,Nia,archive_weather_log,v25:Nia:archive_weather_log:day21,0.535195,none,ink:0.00,true,replay:376:archive_weather_log
377,21,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day21,0.454094,none,planks:0.00,true,replay:377:west_bridge_repair
378,22,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day22,0.58871,none,compost:0.11,true,replay:378:herb_roof_garden
379,22,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day22,0.707425,none,oil:0.00,true,replay:379:north_lantern_relay
380,22,Nia,archive_weather_log,v25:Nia:archive_weather_log:day22,0.535195,none,paper:0.00,true,replay:380:archive_weather_log
381,22,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day22,0.456509,material_shortage,resin:0.00,true,replay:381:west_bridge_repair
382,22,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day22,0.58871,none,seed:0.00,true,replay:382:herb_roof_garden
383,22,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day22,0.707425,none,glass:0.00,true,replay:383:north_lantern_relay
384,22,Nia,archive_weather_log,v25:Nia:archive_weather_log:day22,0.535195,none,thread:2.05,true,replay:384:archive_weather_log
385,22,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day22,0.456509,none,rope:0.00,true,replay:385:west_bridge_repair
386,22,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day22,0.58871,none,water:0.00,true,replay:386:herb_roof_garden
387,22,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day22,0.752989,none,wire:0.00,true,replay:387:north_lantern_relay
388,22,Nia,archive_weather_log,v25:Nia:archive_weather_log:day22,0.535195,none,ink:0.00,true,replay:388:archive_weather_log
389,22,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day22,0.494221,none,planks:0.00,true,replay:389:west_bridge_repair
390,22,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day22,0.58871,none,compost:0.11,true,replay:390:herb_roof_garden
391,22,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day22,0.752989,none,glass:0.00,true,replay:391:north_lantern_relay
392,22,Nia,archive_weather_log,v25:Nia:archive_weather_log:day22,0.586905,none,paper:0.00,true,replay:392:archive_weather_log
393,22,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day22,0.494221,none,resin:0.00,true,replay:393:west_bridge_repair
394,22,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day22,0.58871,none,seed:0.00,true,replay:394:herb_roof_garden
395,22,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day22,0.752989,none,wire:0.00,true,replay:395:north_lantern_relay
396,23,Nia,archive_weather_log,v25:Nia:archive_weather_log:day23,0.586905,none,thread:2.05,true,replay:396:archive_weather_log
397,23,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day23,0.494221,none,rope:0.00,true,replay:397:west_bridge_repair
398,23,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day23,0.58871,none,water:0.00,true,replay:398:herb_roof_garden
399,23,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day23,0.752989,none,oil:0.00,true,replay:399:north_lantern_relay
400,23,Nia,archive_weather_log,v25:Nia:archive_weather_log:day23,0.586905,none,ink:0.00,true,replay:400:archive_weather_log
401,23,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day23,0.494221,none,planks:0.00,true,replay:401:west_bridge_repair
402,23,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day23,0.634419,none,compost:0.27,true,replay:402:herb_roof_garden
403,23,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day23,0.752989,none,glass:0.00,true,replay:403:north_lantern_relay
404,23,Nia,archive_weather_log,v25:Nia:archive_weather_log:day23,0.586905,none,paper:0.00,true,replay:404:archive_weather_log
405,23,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day23,0.494221,none,resin:0.00,true,replay:405:west_bridge_repair
406,23,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day23,0.634419,none,seed:0.00,true,replay:406:herb_roof_garden
407,23,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day23,0.806071,none,wire:0.00,true,replay:407:north_lantern_relay
408,23,Nia,archive_weather_log,v25:Nia:archive_weather_log:day23,0.586905,none,thread:2.05,true,replay:408:archive_weather_log
409,23,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day23,0.494221,none,rope:0.00,true,replay:409:west_bridge_repair
410,23,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day23,0.634419,none,water:0.00,true,replay:410:herb_roof_garden
411,23,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day23,0.806071,none,oil:0.00,true,replay:411:north_lantern_relay
412,23,Nia,archive_weather_log,v25:Nia:archive_weather_log:day23,0.586905,none,ink:0.00,true,replay:412:archive_weather_log
413,23,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day23,0.494221,none,planks:0.00,true,replay:413:west_bridge_repair
414,24,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day24,0.806071,none,oil:0.00,true,replay:414:north_lantern_relay
415,24,Nia,archive_weather_log,v25:Nia:archive_weather_log:day24,0.586905,none,ink:0.00,true,replay:415:archive_weather_log
416,24,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day24,0.532558,none,planks:0.00,true,replay:416:west_bridge_repair
417,24,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day24,0.634419,none,compost:0.27,true,replay:417:herb_roof_garden
418,24,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day24,0.806071,none,glass:0.00,true,replay:418:north_lantern_relay
419,24,Nia,archive_weather_log,v25:Nia:archive_weather_log:day24,0.586905,none,paper:0.00,true,replay:419:archive_weather_log
420,24,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day24,0.532558,none,rope:0.00,true,replay:420:west_bridge_repair
421,24,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day24,0.637287,material_shortage,seed:0.00,true,replay:421:herb_roof_garden
422,24,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day24,0.806071,none,wire:0.00,true,replay:422:north_lantern_relay
