tick_id,day,settlement_id,scheduler_slice,wall_clock_ms,heartbeat_hz,flower_phase,active_resident_count,due_task_count,queue_latency_ms,scheduler_drift_ms,realtime_coherent,visible_scheduler_panel
331,21,signal,day:21:slice:11,82750,9.15,0.52938,2,2,139,11,False,True
332,21,orchard,day:21:slice:12,83000,5.72,0.613248,2,3,63,-5,True,True
333,21,repair_ring,day:21:slice:13,83250,10.08,0.697115,2,1,67,2,True,True
334,21,riverbend,day:21:slice:14,83500,7.89,0.319444,2,2,101,9,True,True
335,21,roofward,day:21:slice:15,83750,8.28,0.403312,2,3,108,-7,True,True
336,22,archive,day:22:slice:00,84000,6.4,0.487179,2,2,104,1,True,True
337,22,signal,day:22:slice:01,84250,9.13,0.571047,2,3,67,8,True,True
338,22,orchard,day:22:slice:02,84500,5.7,0.654915,2,1,80,-8,True,True
339,22,repair_ring,day:22:slice:03,84750,10.06,0.738782,2,2,72,-1,True,True
340,22,riverbend,day:22:slice:04,85000,7.87,0.361111,2,3,100,6,True,True
341,22,roofward,day:22:slice:05,85250,8.26,0.444979,2,1,125,-10,True,True
342,22,archive,day:22:slice:06,85500,6.46,0.528846,2,2,117,-3,True,True
343,22,signal,day:22:slice:07,85750,9.19,0.612714,2,3,62,4,True,True
344,22,orchard,day:22:slice:08,86000,5.68,0.696581,2,1,96,11,False,True
345,22,repair_ring,day:22:slice:09,86250,10.04,0.780449,2,2,91,-5,True,True
346,22,riverbend,day:22:slice:10,86500,7.85,0.402778,2,3,95,2,True,True
347,22,roofward,day:22:slice:11,86750,8.24,0.486645,2,1,129,9,True,True
348,22,archive,day:22:slice:12,87000,6.44,0.570513,2,2,65,-7,True,True
349,22,signal,day:22:slice:13,87250,9.17,0.65438,2,3,57,0,True,True
350,22,orchard,day:22:slice:14,87500,5.74,0.738248,2,1,91,7,True,True
351,22,repair_ring,day:22:slice:15,87750,10.1,0.822115,2,2,110,-9,True,True
352,23,riverbend,day:23:slice:00,88000,7.83,0.444444,2,1,100,-1,True,True
353,23,roofward,day:23:slice:01,88250,8.22,0.528312,2,2,128,6,True,True
354,23,archive,day:23:slice:02,88500,6.42,0.612179,2,3,82,-10,True,True
355,23,signal,day:23:slice:03,88750,9.15,0.696047,2,1,74,-3,True,True
356,23,orchard,day:23:slice:04,89000,5.72,0.779915,2,2,90,4,True,True
357,23,repair_ring,day:23:slice:05,89250,10.08,0.863782,2,3,124,11,False,True
358,23,riverbend,day:23:slice:06,89500,7.89,0.486111,2,1,119,-5,True,True
359,23,roofward,day:23:slice:07,89750,8.28,0.569979,2,2,52,2,True,True
360,23,archive,day:23:slice:08,90000,6.4,0.653846,2,3,86,9,True,True
361,23,signal,day:23:slice:09,90250,9.13,0.737714,2,1,93,-7,True,True
362,23,orchard,day:23:slice:10,90500,5.7,0.821581,2,2,85,0,True,True
363,23,repair_ring,day:23:slice:11,90750,10.06,0.905449,2,3,119,7,True,True
364,23,riverbend,day:23:slice:12,91000,7.87,0.527778,2,1,138,-9,True,True
365,23,roofward,day:23:slice:13,91250,8.26,0.611645,2,2,59,-2,True,True
366,23,archive,day:23:slice:14,91500,6.46,0.695513,2,3,81,5,True,True
367,23,signal,day:23:slice:15,91750,9.19,0.77938,2,1,112,-11,False,True
368,24,orchard,day:24:slice:00,92000,5.68,0.863248,2,3,102,-3,True,True
369,24,repair_ring,day:24:slice:01,92250,10.04,0.947115,2,1,118,4,True,True
370,24,riverbend,day:24:slice:02,92500,7.85,0.569444,2,2,81,11,False,True
371,24,roofward,day:24:slice:03,92750,8.24,0.653312,2,3,76,-5,True,True
372,24,archive,day:24:slice:04,93000,6.44,0.737179,2,1,80,2,True,True
373,24,signal,day:24:slice:05,93250,9.17,0.821047,2,2,114,9,True,True
374,24,orchard,day:24:slice:06,93500,5.74,0.904915,2,3,121,-7,True,True
375,24,repair_ring,day:24:slice:07,93750,10.1,0.988782,2,1,42,0,True,True
376,24,riverbend,day:24:slice:08,94000,7.83,0.611111,2,2,76,7,True,True
377,24,roofward,day:24:slice:09,94250,8.22,0.694979,2,3,95,-9,True,True
378,24,archive,day:24:slice:10,94500,6.42,0.778846,2,1,87,-2,True,True
379,24,signal,day:24:slice:11,94750,9.15,0.862714,2,2,109,5,True,True
380,24,orchard,day:24:slice:12,95000,5.72,0.946581,2,3,140,-11,False,True
381,24,repair_ring,day:24:slice:13,95250,10.08,0.030449,2,1,61,-4,True,True
382,24,riverbend,day:24:slice:14,95500,7.89,0.652778,2,2,71,3,True,True
383,24,roofward,day:24:slice:15,95750,8.28,0.736645,2,3,105,10,True,True
384,25,archive,day:25:slice:00,96000,6.4,0.820513,2,2,104,-5,True,True
385,25,signal,day:25:slice:01,96250,9.13,0.90438,2,3,108,2,True,True
386,25,orchard,day:25:slice:02,96500,5.7,0.988248,2,1,71,9,True,True
387,25,repair_ring,day:25:slice:03,96750,10.06,0.072115,2,2,78,-7,True,True
388,25,riverbend,day:25:slice:04,97000,7.87,0.694444,2,3,70,0,True,True
389,25,roofward,day:25:slice:05,97250,8.26,0.778312,2,1,104,7,True,True
390,25,archive,day:25:slice:06,97500,6.46,0.862179,2,2,123,-9,True,True
391,25,signal,day:25:slice:07,97750,9.19,0.946047,2,3,115,-2,True,True
392,25,orchard,day:25:slice:08,98000,5.68,0.029915,2,1,66,5,True,True
393,25,repair_ring,day:25:slice:09,98250,10.04,0.113782,2,2,97,-11,False,True
394,25,riverbend,day:25:slice:10,98500,7.85,0.736111,2,3,89,-4,True,True
395,25,roofward,day:25:slice:11,98750,8.24,0.819979,2,1,99,3,True,True
396,25,archive,day:25:slice:12,99000,6.44,0.903846,2,2,133,10,True,True
397,25,signal,day:25:slice:13,99250,9.17,0.987714,2,3,63,-6,True,True
398,25,orchard,day:25:slice:14,99500,5.74,0.071581,2,1,61,1,True,True
399,25,repair_ring,day:25:slice:15,99750,10.1,0.155449,2,2,95,8,True,True
400,26,riverbend,day:26:slice:00,100000,7.83,0.777778,2,1,106,-7,True,True
401,26,roofward,day:26:slice:01,100250,8.22,0.861645,2,2,98,0,True,True
402,26,archive,day:26:slice:02,100500,6.42,0.945513,2,3,132,7,True,True
403,26,signal,day:26:slice:03,100750,9.15,0.02938,2,1,80,-9,True,True
404,26,orchard,day:26:slice:04,101000,5.72,0.113248,2,2,72,-2,True,True
405,26,repair_ring,day:26:slice:05,101250,10.08,0.197115,2,3,94,5,True,True
406,26,riverbend,day:26:slice:06,101500,7.89,0.819444,2,1,125,-11,False,True
407,26,roofward,day:26:slice:07,101750,8.28,0.903312,2,2,117,-4,True,True
408,26,archive,day:26:slice:08,102000,6.4,0.987179,2,3,56,3,True,True
409,26,signal,day:26:slice:09,102250,9.13,0.071047,2,1,90,10,True,True
410,26,orchard,day:26:slice:10,102500,5.7,0.154915,2,2,91,-6,True,True
411,26,repair_ring,day:26:slice:11,102750,10.06,0.238782,2,3,89,1,True,True
412,26,riverbend,day:26:slice:12,103000,7.87,0.861111,2,1,123,8,True,True
413,26,roofward,day:26:slice:13,103250,8.26,0.944979,2,2,136,-8,True,True
414,26,archive,day:26:slice:14,103500,6.46,0.028846,2,3,57,-1,True,True
415,26,signal,day:26:slice:15,103750,9.19,0.112714,2,1,85,6,True,True
416,27,orchard,day:27:slice:00,104000,5.68,0.196581,2,3,108,-9,True,True
417,27,repair_ring,day:27:slice:01,104250,10.04,0.280449,2,1,100,-2,True,True
418,27,riverbend,day:27:slice:02,104500,7.85,0.902778,2,2,122,5,True,True
419,27,roofward,day:27:slice:03,104750,8.24,0.986645,2,3,82,-11,False,True
420,27,archive,day:27:slice:04,105000,6.44,0.070513,2,1,74,-4,True,True
421,27,signal,day:27:slice:05,105250,9.17,0.15438,2,2,84,3,True,True
422,27,orchard,day:27:slice:06,105500,5.74,0.238248,2,3,118,10,True,True
423,27,repair_ring,day:27:slice:07,105750,10.1,0.322115,2,1,119,-6,True,True
424,27,riverbend,day:27:slice:08,106000,7.83,0.944444,2,2,46,1,True,True
425,27,roofward,day:27:slice:09,106250,8.22,0.028312,2,3,80,8,True,True
426,27,archive,day:27:slice:10,106500,6.42,0.112179,2,1,93,-8,True,True
427,27,signal,day:27:slice:11,106750,9.15,0.196047,2,2,85,-1,True,True
428,27,orchard,day:27:slice:12,107000,5.72,0.279915,2,3,113,6,True,True
429,27,repair_ring,day:27:slice:13,107250,10.08,0.363782,2,1,138,-10,True,True
430,27,riverbend,day:27:slice:14,107500,7.89,0.986111,2,2,59,-3,True,True
431,27,roofward,day:27:slice:15,107750,8.28,0.069979,2,3,75,4,True,True
432,28,archive,day:28:slice:00,108000,6.4,0.153846,2,2,110,-11,False,True
433,28,signal,day:28:slice:01,108250,9.13,0.237714,2,3,102,-4,True,True
434,28,orchard,day:28:slice:02,108500,5.7,0.321581,2,1,112,3,True,True
435,28,repair_ring,day:28:slice:03,108750,10.06,0.405449,2,2,75,10,True,True
436,28,riverbend,day:28:slice:04,109000,7.87,0.027778,2,3,76,-6,True,True
437,28,roofward,day:28:slice:05,109250,8.26,0.111645,2,1,74,1,True,True
438,28,archive,day:28:slice:06,109500,6.46,0.195513,2,2,108,8,True,True
439,28,signal,day:28:slice:07,109750,9.19,0.27938,2,3,121,-8,True,True
440,28,orchard,day:28:slice:08,110000,5.68,0.363248,2,1,113,-1,True,True
441,28,repair_ring,day:28:slice:09,110250,10.04,0.447115,2,2,70,6,True,True
442,28,riverbend,day:28:slice:10,110500,7.85,0.069444,2,3,95,-10,True,True
443,28,roofward,day:28:slice:11,110750,8.24,0.153312,2,1,87,-3,True,True
444,28,archive,day:28:slice:12,111000,6.44,0.237179,2,2,103,4,True,True
445,28,signal,day:28:slice:13,111250,9.17,0.321047,2,3,137,11,False,True
446,28,orchard,day:28:slice:14,111500,5.74,0.404915,2,1,61,-5,True,True
447,28,repair_ring,day:28:slice:15,111750,10.1,0.488782,2,2,65,2,True,True
448,29,riverbend,day:29:slice:00,112000,7.83,0.111111,2,1,103,10,True,True
449,29,roofward,day:29:slice:01,112250,8.22,0.194979,2,2,104,-6,True,True
450,29,archive,day:29:slice:02,112500,6.42,0.278846,2,3,102,1,True,True
451,29,signal,day:29:slice:03,112750,9.15,0.362714,2,1,136,8,True,True
452,29,orchard,day:29:slice:04,113000,5.72,0.446581,2,2,78,-8,True,True
453,29,repair_ring,day:29:slice:05,113250,10.08,0.530449,2,3,70,-1,True,True
454,29,riverbend,day:29:slice:06,113500,7.89,0.152778,2,1,98,6,True,True
455,29,roofward,day:29:slice:07,113750,8.28,0.236645,2,2,123,-10,True,True
456,29,archive,day:29:slice:08,114000,6.4,0.320513,2,3,115,-3,True,True
457,29,signal,day:29:slice:09,114250,9.13,0.40438,2,1,60,4,True,True
458,29,orchard,day:29:slice:10,114500,5.7,0.488248,2,2,94,11,False,True
459,29,repair_ring,day:29:slice:11,114750,10.06,0.572115,2,3,89,-5,True,True
460,29,riverbend,day:29:slice:12,115000,7.87,0.194444,2,1,93,2,True,True
461,29,roofward,day:29:slice:13,115250,8.26,0.278312,2,2,127,9,True,True
462,29,archive,day:29:slice:14,115500,6.46,0.362179,2,3,63,-7,True,True
463,29,signal,day:29:slice:15,115750,9.19,0.446047,2,1,55,0,True,True
464,30,repair_ring,day:30:slice:00,116000,10.03,0.606838,2,3,93,8,True,True
465,30,riverbend,day:30:slice:01,116250,7.84,0.229167,2,1,106,-8,True,True
466,30,roofward,day:30:slice:02,116500,8.23,0.313034,2,2,98,-1,True,True
467,30,archive,day:30:slice:03,116750,6.43,0.396902,2,3,126,6,True,True
468,30,signal,day:30:slice:04,117000,9.16,0.480769,2,1,80,-10,True,True
469,30,orchard,day:30:slice:05,117250,5.73,0.564637,2,2,72,-3,True,True
470,30,repair_ring,day:30:slice:06,117500,10.09,0.648504,2,3,88,4,True,True
471,30,riverbend,day:30:slice:07,117750,7.9,0.270833,2,1,122,11,False,True
472,30,roofward,day:30:slice:08,118000,8.21,0.354701,2,2,117,-5,True,True
473,30,archive,day:30:slice:09,118250,6.41,0.438568,2,3,50,2,True,True
474,30,signal,day:30:slice:10,118500,9.14,0.522436,2,1,84,9,True,True
475,30,orchard,day:30:slice:11,118750,5.71,0.606303,2,2,91,-7,True,True
476,30,repair_ring,day:30:slice:12,119000,10.07,0.690171,2,3,83,0,True,True
477,30,riverbend,day:30:slice:13,119250,7.88,0.3125,2,1,117,7,True,True
478,30,roofward,day:30:slice:14,119500,8.27,0.396368,2,2,136,-9,True,True
479,30,archive,day:30:slice:15,119750,6.47,0.480235,2,3,57,-2,True,True
480,31,signal,day:31:slice:00,120000,9.12,0.564103,2,2,83,6,True,True
481,31,orchard,day:31:slice:01,120250,5.69,0.64797,2,3,108,-10,True,True
482,31,repair_ring,day:31:slice:02,120500,10.05,0.731838,2,1,100,-3,True,True
483,31,riverbend,day:31:slice:03,120750,7.86,0.354167,2,2,116,4,True,True
484,31,roofward,day:31:slice:04,121000,8.25,0.438034,2,3,79,11,False,True
485,31,archive,day:31:slice:05,121250,6.45,0.521902,2,1,74,-5,True,True
486,31,signal,day:31:slice:06,121500,9.18,0.605769,2,2,78,2,True,True
487,31,orchard,day:31:slice:07,121750,5.75,0.689637,2,3,112,9,True,True
488,31,repair_ring,day:31:slice:08,122000,10.03,0.773504,2,1,119,-7,True,True
489,31,riverbend,day:31:slice:09,122250,7.84,0.395833,2,2,111,0,True,True
490,31,roofward,day:31:slice:10,122500,8.23,0.479701,2,3,74,7,True,True
491,31,archive,day:31:slice:11,122750,6.43,0.563568,2,1,93,-9,True,True
492,31,signal,day:31:slice:12,123000,9.16,0.647436,2,2,85,-2,True,True
493,31,orchard,day:31:slice:13,123250,5.73,0.731303,2,3,107,5,True,True
494,31,repair_ring,day:31:slice:14,123500,10.09,0.815171,2,1,138,-11,False,True
495,31,riverbend,day:31:slice:15,123750,7.9,0.4375,2,2,59,-4,True,True
496,32,roofward,day:32:slice:00,124000,8.21,0.521368,2,1,73,4,True,True
497,32,archive,day:32:slice:01,124250,6.41,0.605235,2,2,107,11,False,True
498,32,signal,day:32:slice:02,124500,9.14,0.689103,2,3,102,-5,True,True
499,32,orchard,day:32:slice:03,124750,5.71,0.77297,2,1,106,2,True,True
500,32,repair_ring,day:32:slice:04,125000,10.07,0.856838,2,2,69,9,True,True
501,32,riverbend,day:32:slice:05,125250,7.88,0.479167,2,3,76,-7,True,True
502,32,roofward,day:32:slice:06,125500,8.27,0.563034,2,1,68,0,True,True
503,32,archive,day:32:slice:07,125750,6.47,0.646902,2,2,102,7,True,True
504,32,signal,day:32:slice:08,126000,9.12,0.730769,2,3,121,-9,True,True
505,32,orchard,day:32:slice:09,126250,5.69,0.814637,2,1,113,-2,True,True
506,32,repair_ring,day:32:slice:10,126500,10.05,0.898504,2,2,64,5,True,True
507,32,riverbend,day:32:slice:11,126750,7.86,0.520833,2,3,95,-11,False,True
508,32,roofward,day:32:slice:12,127000,8.25,0.604701,2,1,87,-4,True,True
509,32,archive,day:32:slice:13,127250,6.45,0.688568,2,2,97,3,True,True
510,32,signal,day:32:slice:14,127500,9.18,0.772436,2,3,131,10,True,True
511,32,orchard,day:32:slice:15,127750,5.75,0.856303,2,1,61,-6,True,True
512,33,repair_ring,day:33:slice:00,128000,10.03,0.940171,2,3,63,2,True,True
513,33,riverbend,day:33:slice:01,128250,7.84,0.5625,2,1,97,9,True,True
514,33,roofward,day:33:slice:02,128500,8.23,0.646368,2,2,104,-7,True,True
515,33,archive,day:33:slice:03,128750,6.43,0.730235,2,3,96,0,True,True
516,33,signal,day:33:slice:04,129000,9.16,0.814103,2,1,130,7,True,True
517,33,orchard,day:33:slice:05,129250,5.73,0.89797,2,2,78,-9,True,True
518,33,repair_ring,day:33:slice:06,129500,10.09,0.981838,2,3,70,-2,True,True
519,33,riverbend,day:33:slice:07,129750,7.9,0.604167,2,1,92,5,True,True
520,33,roofward,day:33:slice:08,130000,8.21,0.688034,2,2,123,-11,False,True
521,33,archive,day:33:slice:09,130250,6.41,0.771902,2,3,115,-4,True,True
522,33,signal,day:33:slice:10,130500,9.14,0.855769,2,1,54,3,True,True
523,33,orchard,day:33:slice:11,130750,5.71,0.939637,2,2,88,10,True,True
524,33,repair_ring,day:33:slice:12,131000,10.07,0.023504,2,3,89,-6,True,True
525,33,riverbend,day:33:slice:13,131250,7.88,0.645833,2,1,87,1,True,True
526,33,roofward,day:33:slice:14,131500,8.27,0.729701,2,2,121,8,True,True
527,33,archive,day:33:slice:15,131750,6.47,0.813568,2,3,134,-8,True,True
528,34,signal,day:34:slice:00,132000,9.12,0.897436,2,2,53,0,True,True
529,34,orchard,day:34:slice:01,132250,5.69,0.981303,2,3,87,7,True,True
530,34,repair_ring,day:34:slice:02,132500,10.05,0.065171,2,1,106,-9,True,True
531,34,riverbend,day:34:slice:03,132750,7.86,0.6875,2,2,98,-2,True,True
532,34,roofward,day:34:slice:04,133000,8.25,0.771368,2,3,120,5,True,True
533,34,archive,day:34:slice:05,133250,6.45,0.855235,2,1,80,-11,False,True
534,34,signal,day:34:slice:06,133500,9.18,0.939103,2,2,72,-4,True,True
535,34,orchard,day:34:slice:07,133750,5.75,0.02297,2,3,82,3,True,True
536,34,repair_ring,day:34:slice:08,134000,10.03,0.106838,2,1,116,10,True,True
537,34,riverbend,day:34:slice:09,134250,7.84,0.729167,2,2,117,-6,True,True
538,34,roofward,day:34:slice:10,134500,8.23,0.813034,2,3,115,1,True,True
539,34,archive,day:34:slice:11,134750,6.43,0.896902,2,1,78,8,True,True
540,34,signal,day:34:slice:12,135000,9.16,0.980769,2,2,91,-8,True,True
541,34,orchard,day:34:slice:13,135250,5.73,0.064637,2,3,83,-1,True,True
542,34,repair_ring,day:34:slice:14,135500,10.09,0.148504,2,1,111,6,True,True
543,34,riverbend,day:34:slice:15,135750,7.9,0.770833,2,2,136,-10,True,True
544,35,roofward,day:35:slice:00,136000,8.21,0.854701,2,1,55,-2,True,True
545,35,archive,day:35:slice:01,136250,6.41,0.938568,2,2,77,5,True,True
546,35,signal,day:35:slice:02,136500,9.14,0.022436,2,3,108,-11,False,True
547,35,orchard,day:35:slice:03,136750,5.71,0.106303,2,1,100,-4,True,True
548,35,repair_ring,day:35:slice:04,137000,10.07,0.190171,2,2,110,3,True,True
549,35,riverbend,day:35:slice:05,137250,7.88,0.8125,2,3,73,10,True,True
550,35,roofward,day:35:slice:06,137500,8.27,0.896368,2,1,74,-6,True,True
551,35,archive,day:35:slice:07,137750,6.47,0.980235,2,2,72,1,True,True
552,35,signal,day:35:slice:08,138000,9.12,0.064103,2,3,106,8,True,True
553,35,orchard,day:35:slice:09,138250,5.69,0.14797,2,1,119,-8,True,True
554,35,repair_ring,day:35:slice:10,138500,10.05,0.231838,2,2,111,-1,True,True
555,35,riverbend,day:35:slice:11,138750,7.86,0.854167,2,3,68,6,True,True
556,35,roofward,day:35:slice:12,139000,8.25,0.938034,2,1,93,-10,True,True
557,35,archive,day:35:slice:13,139250,6.45,0.021902,2,2,85,-3,True,True
558,35,signal,day:35:slice:14,139500,9.18,0.105769,2,3,101,4,True,True
559,35,orchard,day:35:slice:15,139750,5.75,0.189637,2,1,135,11,False,True
560,36,repair_ring,day:36:slice:00,140000,10.03,0.273504,2,3,57,-4,True,True
561,36,riverbend,day:36:slice:01,140250,7.84,0.895833,2,1,67,3,True,True
562,36,roofward,day:36:slice:02,140500,8.23,0.979701,2,2,101,10,True,True
563,36,archive,day:36:slice:03,140750,6.43,0.063568,2,3,102,-6,True,True
564,36,signal,day:36:slice:04,141000,9.16,0.147436,2,1,100,1,True,True
565,36,orchard,day:36:slice:05,141250,5.73,0.231303,2,2,134,8,True,True
566,36,repair_ring,day:36:slice:06,141500,10.09,0.315171,2,3,76,-8,True,True
567,36,riverbend,day:36:slice:07,141750,7.9,0.9375,2,1,68,-1,True,True
568,36,roofward,day:36:slice:08,142000,8.21,0.021368,2,2,96,6,True,True
569,36,archive,day:36:slice:09,142250,6.41,0.105235,2,3,121,-10,True,True
570,36,signal,day:36:slice:10,142500,9.14,0.189103,2,1,113,-3,True,True
571,36,orchard,day:36:slice:11,142750,5.71,0.27297,2,2,58,4,True,True
572,36,repair_ring,day:36:slice:12,143000,10.07,0.356838,2,3,92,11,False,True
573,36,riverbend,day:36:slice:13,143250,7.88,0.979167,2,1,87,-5,True,True
574,36,roofward,day:36:slice:14,143500,8.27,0.063034,2,2,91,2,True,True
575,36,archive,day:36:slice:15,143750,6.47,0.146902,2,3,125,9,True,True
576,37,signal,day:37:slice:00,144000,9.12,0.230769,2,2,130,-6,True,True
577,37,orchard,day:37:slice:01,144250,5.69,0.314637,2,3,57,1,True,True
578,37,repair_ring,day:37:slice:02,144500,10.05,0.398504,2,1,91,8,True,True
579,37,riverbend,day:37:slice:03,144750,7.86,0.020833,2,2,104,-8,True,True
580,37,roofward,day:37:slice:04,145000,8.25,0.104701,2,3,96,-1,True,True
581,37,archive,day:37:slice:05,145250,6.45,0.188568,2,1,124,6,True,True
582,37,signal,day:37:slice:06,145500,9.18,0.272436,2,2,78,-10,True,True
583,37,orchard,day:37:slice:07,145750,5.75,0.356303,2,3,70,-3,True,True
584,37,repair_ring,day:37:slice:08,146000,10.03,0.440171,2,1,86,4,True,True
585,37,riverbend,day:37:slice:09,146250,7.84,0.0625,2,2,120,11,False,True
586,37,roofward,day:37:slice:10,146500,8.23,0.146368,2,3,115,-5,True,True
587,37,archive,day:37:slice:11,146750,6.43,0.230235,2,1,48,2,True,True
588,37,signal,day:37:slice:12,147000,9.16,0.314103,2,2,82,9,True,True
589,37,orchard,day:37:slice:13,147250,5.73,0.39797,2,3,89,-7,True,True
590,37,repair_ring,day:37:slice:14,147500,10.09,0.481838,2,1,81,0,True,True
591,37,riverbend,day:37:slice:15,147750,7.9,0.104167,2,2,115,7,True,True
592,38,roofward,day:38:slice:00,148000,8.21,0.188034,2,1,132,-8,True,True
593,38,archive,day:38:slice:01,148250,6.41,0.271902,2,2,53,-1,True,True
594,38,signal,day:38:slice:02,148500,9.14,0.355769,2,3,81,6,True,True
595,38,orchard,day:38:slice:03,148750,5.71,0.439637,2,1,106,-10,True,True
596,38,repair_ring,day:38:slice:04,149000,10.07,0.523504,2,2,98,-3,True,True
597,38,riverbend,day:38:slice:05,149250,7.88,0.145833,2,3,114,4,True,True
598,38,roofward,day:38:slice:06,149500,8.27,0.229701,2,1,77,11,False,True
599,38,archive,day:38:slice:07,149750,6.47,0.313568,2,2,72,-5,True,True
600,38,signal,day:38:slice:08,150000,9.12,0.397436,2,3,76,2,True,True
601,38,orchard,day:38:slice:09,150250,5.69,0.481303,2,1,110,9,True,True
602,38,repair_ring,day:38:slice:10,150500,10.05,0.565171,2,2,117,-7,True,True
603,38,riverbend,day:38:slice:11,150750,7.86,0.1875,2,3,109,0,True,True
604,38,roofward,day:38:slice:12,151000,8.25,0.271368,2,1,72,7,True,True
605,38,archive,day:38:slice:13,151250,6.45,0.355235,2,2,91,-9,True,True
606,38,signal,day:38:slice:14,151500,9.18,0.439103,2,3,83,-2,True,True
607,38,orchard,day:38:slice:15,151750,5.75,0.52297,2,1,105,5,True,True
608,39,repair_ring,day:39:slice:00,152000,10.03,0.606838,2,3,134,-10,True,True
609,39,riverbend,day:39:slice:01,152250,7.84,0.229167,2,1,55,-3,True,True
610,39,roofward,day:39:slice:02,152500,8.23,0.313034,2,2,71,4,True,True
611,39,archive,day:39:slice:03,152750,6.43,0.396902,2,3,105,11,False,True
612,39,signal,day:39:slice:04,153000,9.16,0.480769,2,1,100,-5,True,True
613,39,orchard,day:39:slice:05,153250,5.73,0.564637,2,2,104,2,True,True
614,39,repair_ring,day:39:slice:06,153500,10.09,0.648504,2,3,138,9,True,True
615,39,riverbend,day:39:slice:07,153750,7.9,0.270833,2,1,74,-7,True,True
616,39,roofward,day:39:slice:08,154000,8.21,0.354701,2,2,66,0,True,True
617,39,archive,day:39:slice:09,154250,6.41,0.438568,2,3,100,7,True,True
618,39,signal,day:39:slice:10,154500,9.14,0.522436,2,1,119,-9,True,True
619,39,orchard,day:39:slice:11,154750,5.71,0.606303,2,2,111,-2,True,True
620,39,repair_ring,day:39:slice:12,155000,10.07,0.690171,2,3,62,5,True,True
621,39,riverbend,day:39:slice:13,155250,7.88,0.3125,2,1,93,-11,False,True
622,39,roofward,day:39:slice:14,155500,8.27,0.396368,2,2,85,-4,True,True
623,39,archive,day:39:slice:15,155750,6.47,0.480235,2,3,95,3,True,True
624,40,orchard,day:40:slice:00,156000,5.68,0.641026,2,2,133,11,False,True
625,40,repair_ring,day:40:slice:01,156250,10.04,0.724893,2,3,57,-5,True,True
626,40,riverbend,day:40:slice:02,156500,7.85,0.347222,2,1,61,2,True,True
627,40,roofward,day:40:slice:03,156750,8.24,0.43109,2,2,95,9,True,True
628,40,archive,day:40:slice:04,157000,6.44,0.514957,2,3,102,-7,True,True
629,40,signal,day:40:slice:05,157250,9.17,0.598825,2,1,94,0,True,True
630,40,orchard,day:40:slice:06,157500,5.74,0.682692,2,2,128,7,True,True
631,40,repair_ring,day:40:slice:07,157750,10.1,0.76656,2,3,76,-9,True,True
632,40,riverbend,day:40:slice:08,158000,7.83,0.388889,2,1,68,-2,True,True
633,40,roofward,day:40:slice:09,158250,8.22,0.472756,2,2,90,5,True,True
634,40,archive,day:40:slice:10,158500,6.42,0.556624,2,3,121,-11,False,True
635,40,signal,day:40:slice:11,158750,9.15,0.640491,2,1,113,-4,True,True
636,40,orchard,day:40:slice:12,159000,5.72,0.724359,2,2,52,3,True,True
637,40,repair_ring,day:40:slice:13,159250,10.08,0.808226,2,3,86,10,True,True
638,40,riverbend,day:40:slice:14,159500,7.89,0.430556,2,1,87,-6,True,True
639,40,roofward,day:40:slice:15,159750,8.28,0.514423,2,2,85,1,True,True
640,41,archive,day:41:slice:00,160000,6.4,0.598291,2,1,123,9,True,True
641,41,signal,day:41:slice:01,160250,9.13,0.682158,2,2,130,-7,True,True
642,41,orchard,day:41:slice:02,160500,5.7,0.766026,2,3,51,0,True,True
643,41,repair_ring,day:41:slice:03,160750,10.06,0.849893,2,1,85,7,True,True
644,41,riverbend,day:41:slice:04,161000,7.87,0.472222,2,2,104,-9,True,True
645,41,roofward,day:41:slice:05,161250,8.26,0.55609,2,3,96,-2,True,True
646,41,archive,day:41:slice:06,161500,6.46,0.639957,2,1,118,5,True,True
647,41,signal,day:41:slice:07,161750,9.19,0.723825,2,2,78,-11,False,True
648,41,orchard,day:41:slice:08,162000,5.68,0.807692,2,3,70,-4,True,True
649,41,repair_ring,day:41:slice:09,162250,10.04,0.89156,2,1,80,3,True,True
650,41,riverbend,day:41:slice:10,162500,7.85,0.513889,2,2,114,10,True,True
651,41,roofward,day:41:slice:11,162750,8.24,0.597756,2,3,115,-6,True,True
652,41,archive,day:41:slice:12,163000,6.44,0.681624,2,1,113,1,True,True
653,41,signal,day:41:slice:13,163250,9.17,0.765491,2,2,76,8,True,True
654,41,orchard,day:41:slice:14,163500,5.74,0.849359,2,3,89,-8,True,True
655,41,repair_ring,day:41:slice:15,163750,10.1,0.933226,2,1,81,-1,True,True
656,42,riverbend,day:42:slice:00,164000,7.83,0.555556,2,3,113,7,True,True
657,42,roofward,day:42:slice:01,164250,8.22,0.639423,2,1,132,-9,True,True
658,42,archive,day:42:slice:02,164500,6.42,0.723291,2,2,53,-2,True,True
659,42,signal,day:42:slice:03,164750,9.15,0.807158,2,3,75,5,True,True
660,42,orchard,day:42:slice:04,165000,5.72,0.891026,2,1,106,-11,False,True
661,42,repair_ring,day:42:slice:05,165250,10.08,0.974893,2,2,98,-4,True,True
662,42,riverbend,day:42:slice:06,165500,7.89,0.597222,2,3,108,3,True,True
663,42,roofward,day:42:slice:07,165750,8.28,0.68109,2,1,142,10,False,True
