frame_id,generation,household,learner_id,life_stage,observed_token,practiced_variant,caregiver_scaffold,play_imitation,correction_without_shame,boundary_lesson,learning_confidence,autonomy_preserved
62,11,Routehall,Routehall-learner-g11-3,adult_transmission,nari,nari-voice,0.9362,0.446,0.8112,you may refuse unsafe imitation,0.859812,0.91
63,11,Marketroof,Marketroof-learner-g11-1,child_observation,vonn,vonn-seed,0.7006,0.626,0.8352,you may refuse unsafe imitation,0.80374,0.803
63,11,Marketroof,Marketroof-learner-g11-2,apprentice_practice,melo,melo-hand,0.8206,0.566,0.8352,"learn by play, not pressure",0.83934,0.853
63,11,Marketroof,Marketroof-learner-g11-3,adult_transmission,keth,keth-voice,0.9406,0.446,0.8052,"learn by play, not pressure",0.85994,0.903
64,11,Quietledger,Quietledger-learner-g11-1,child_observation,sova,sova-seed,0.6918,0.626,0.8496,you may refuse unsafe imitation,0.80382,0.819
64,11,Quietledger,Quietledger-learner-g11-2,apprentice_practice,nari,nari-hand,0.8118,0.566,0.8496,you may refuse unsafe imitation,0.83942,0.869
64,11,Quietledger,Quietledger-learner-g11-3,adult_transmission,vonn,vonn-voice,0.9318,0.446,0.8196,you may refuse unsafe imitation,0.86002,0.919
65,11,Orchardring,Orchardring-learner-g11-1,child_observation,tek,tek-seed,0.705,0.626,0.8352,"learn by play, not pressure",0.804708,0.801
65,11,Orchardring,Orchardring-learner-g11-2,apprentice_practice,lum,lum-hand,0.825,0.566,0.8352,"learn by play, not pressure",0.840308,0.851
65,11,Orchardring,Orchardring-learner-g11-3,adult_transmission,melo,melo-voice,0.945,0.446,0.8052,"learn by play, not pressure",0.860908,0.901
66,11,Rainloft,Rainloft-learner-g11-1,child_observation,nari,nari-seed,0.694,0.626,0.846,you may refuse unsafe imitation,0.8038,0.815
66,11,Rainloft,Rainloft-learner-g11-2,apprentice_practice,sova,sova-hand,0.814,0.566,0.846,you may refuse unsafe imitation,0.8394,0.865
66,11,Rainloft,Rainloft-learner-g11-3,adult_transmission,vonn,vonn-voice,0.934,0.446,0.816,you may refuse unsafe imitation,0.86,0.915
67,12,Hearthnest,Hearthnest-learner-g12-1,child_observation,lum,lum-seed,0.7284,0.632,0.8568,"learn by play, not pressure",0.81396,0.812
67,12,Hearthnest,Hearthnest-learner-g12-2,apprentice_practice,ori,ori-hand,0.8484,0.572,0.8568,"learn by play, not pressure",0.84956,0.862
67,12,Hearthnest,Hearthnest-learner-g12-3,adult_transmission,sova,sova-voice,0.9684,0.452,0.8268,you may refuse unsafe imitation,0.87016,0.912
68,12,Routehall,Routehall-learner-g12-1,child_observation,tek,tek-seed,0.7042,0.632,0.8412,"learn by play, not pressure",0.806452,0.81
68,12,Routehall,Routehall-learner-g12-2,apprentice_practice,nari,nari-hand,0.8242,0.572,0.8412,you may refuse unsafe imitation,0.842052,0.86
68,12,Routehall,Routehall-learner-g12-3,adult_transmission,keth,keth-voice,0.9442,0.452,0.8112,"learn by play, not pressure",0.862652,0.91
69,12,Marketroof,Marketroof-learner-g12-1,child_observation,melo,melo-seed,0.7086,0.632,0.8352,"learn by play, not pressure",0.80658,0.803
69,12,Marketroof,Marketroof-learner-g12-2,apprentice_practice,keth,keth-hand,0.8286,0.572,0.8352,"learn by play, not pressure",0.84218,0.853
69,12,Marketroof,Marketroof-learner-g12-3,adult_transmission,vonn,vonn-voice,0.9486,0.452,0.8052,you may refuse unsafe imitation,0.86278,0.903
70,12,Quietledger,Quietledger-learner-g12-1,child_observation,nari,nari-seed,0.6998,0.632,0.8496,you may refuse unsafe imitation,0.80666,0.819
70,12,Quietledger,Quietledger-learner-g12-2,apprentice_practice,vonn,vonn-hand,0.8198,0.572,0.8496,you may refuse unsafe imitation,0.84226,0.869
70,12,Quietledger,Quietledger-learner-g12-3,adult_transmission,sova,sova-voice,0.9398,0.452,0.8196,you may refuse unsafe imitation,0.86286,0.919
71,12,Orchardring,Orchardring-learner-g12-1,child_observation,lum,lum-seed,0.713,0.632,0.8352,"learn by play, not pressure",0.807548,0.801
71,12,Orchardring,Orchardring-learner-g12-2,apprentice_practice,melo,melo-hand,0.833,0.572,0.8352,"learn by play, not pressure",0.843148,0.851
71,12,Orchardring,Orchardring-learner-g12-3,adult_transmission,tek,tek-voice,0.953,0.452,0.8052,"learn by play, not pressure",0.863748,0.901
72,12,Rainloft,Rainloft-learner-g12-1,child_observation,sova,sova-seed,0.702,0.632,0.846,you may refuse unsafe imitation,0.80664,0.815
72,12,Rainloft,Rainloft-learner-g12-2,apprentice_practice,vonn,vonn-hand,0.822,0.572,0.846,you may refuse unsafe imitation,0.84224,0.865
72,12,Rainloft,Rainloft-learner-g12-3,adult_transmission,nari,nari-voice,0.942,0.452,0.816,you may refuse unsafe imitation,0.86284,0.915
73,13,Hearthnest,Hearthnest-learner-g13-1,child_observation,ori,ori-seed,0.7364,0.638,0.8568,"learn by play, not pressure",0.8168,0.812
73,13,Hearthnest,Hearthnest-learner-g13-2,apprentice_practice,sova,sova-hand,0.8564,0.578,0.8568,you may refuse unsafe imitation,0.8524,0.862
73,13,Hearthnest,Hearthnest-learner-g13-3,adult_transmission,lum,lum-voice,0.9764,0.458,0.8268,"learn by play, not pressure",0.873,0.912
74,13,Routehall,Routehall-learner-g13-1,child_observation,nari,nari-seed,0.7122,0.638,0.8412,you may refuse unsafe imitation,0.809292,0.81
74,13,Routehall,Routehall-learner-g13-2,apprentice_practice,keth,keth-hand,0.8322,0.578,0.8412,"learn by play, not pressure",0.844892,0.86
74,13,Routehall,Routehall-learner-g13-3,adult_transmission,tek,tek-voice,0.9522,0.458,0.8112,"learn by play, not pressure",0.865492,0.91
75,13,Marketroof,Marketroof-learner-g13-1,child_observation,keth,keth-seed,0.7166,0.638,0.8352,"learn by play, not pressure",0.80942,0.803
75,13,Marketroof,Marketroof-learner-g13-2,apprentice_practice,vonn,vonn-hand,0.8366,0.578,0.8352,you may refuse unsafe imitation,0.84502,0.853
75,13,Marketroof,Marketroof-learner-g13-3,adult_transmission,melo,melo-voice,0.9566,0.458,0.8052,"learn by play, not pressure",0.86562,0.903
76,13,Quietledger,Quietledger-learner-g13-1,child_observation,vonn,vonn-seed,0.7078,0.638,0.8496,you may refuse unsafe imitation,0.8095,0.819
76,13,Quietledger,Quietledger-learner-g13-2,apprentice_practice,sova,sova-hand,0.8278,0.578,0.8496,you may refuse unsafe imitation,0.8451,0.869
76,13,Quietledger,Quietledger-learner-g13-3,adult_transmission,nari,nari-voice,0.9478,0.458,0.8196,you may refuse unsafe imitation,0.8657,0.919
77,13,Orchardring,Orchardring-learner-g13-1,child_observation,melo,melo-seed,0.721,0.638,0.8352,"learn by play, not pressure",0.810388,0.801
77,13,Orchardring,Orchardring-learner-g13-2,apprentice_practice,tek,tek-hand,0.841,0.578,0.8352,"learn by play, not pressure",0.845988,0.851
77,13,Orchardring,Orchardring-learner-g13-3,adult_transmission,lum,lum-voice,0.961,0.458,0.8052,"learn by play, not pressure",0.866588,0.901
78,13,Rainloft,Rainloft-learner-g13-1,child_observation,vonn,vonn-seed,0.71,0.638,0.846,you may refuse unsafe imitation,0.80948,0.815
78,13,Rainloft,Rainloft-learner-g13-2,apprentice_practice,nari,nari-hand,0.83,0.578,0.846,you may refuse unsafe imitation,0.84508,0.865
78,13,Rainloft,Rainloft-learner-g13-3,adult_transmission,sova,sova-voice,0.95,0.458,0.816,you may refuse unsafe imitation,0.86568,0.915
79,14,Hearthnest,Hearthnest-learner-g14-1,child_observation,sova,sova-seed,0.7444,0.644,0.8568,you may refuse unsafe imitation,0.81964,0.812
79,14,Hearthnest,Hearthnest-learner-g14-2,apprentice_practice,lum,lum-hand,0.8644,0.584,0.8568,"learn by play, not pressure",0.85524,0.862
79,14,Hearthnest,Hearthnest-learner-g14-3,adult_transmission,ori,ori-voice,0.9844,0.464,0.8268,"learn by play, not pressure",0.87584,0.912
80,14,Routehall,Routehall-learner-g14-1,child_observation,keth,keth-seed,0.7202,0.644,0.8412,"learn by play, not pressure",0.812132,0.81
80,14,Routehall,Routehall-learner-g14-2,apprentice_practice,tek,tek-hand,0.8402,0.584,0.8412,"learn by play, not pressure",0.847732,0.86
80,14,Routehall,Routehall-learner-g14-3,adult_transmission,nari,nari-voice,0.9602,0.464,0.8112,you may refuse unsafe imitation,0.868332,0.91
81,14,Marketroof,Marketroof-learner-g14-1,child_observation,vonn,vonn-seed,0.7246,0.644,0.8352,you may refuse unsafe imitation,0.81226,0.803
81,14,Marketroof,Marketroof-learner-g14-2,apprentice_practice,melo,melo-hand,0.8446,0.584,0.8352,"learn by play, not pressure",0.84786,0.853
81,14,Marketroof,Marketroof-learner-g14-3,adult_transmission,keth,keth-voice,0.9646,0.464,0.8052,"learn by play, not pressure",0.86846,0.903
82,14,Quietledger,Quietledger-learner-g14-1,child_observation,sova,sova-seed,0.7158,0.644,0.8496,you may refuse unsafe imitation,0.81234,0.819
82,14,Quietledger,Quietledger-learner-g14-2,apprentice_practice,nari,nari-hand,0.8358,0.584,0.8496,you may refuse unsafe imitation,0.84794,0.869
82,14,Quietledger,Quietledger-learner-g14-3,adult_transmission,vonn,vonn-voice,0.9558,0.464,0.8196,you may refuse unsafe imitation,0.86854,0.919
83,14,Orchardring,Orchardring-learner-g14-1,child_observation,tek,tek-seed,0.729,0.644,0.8352,"learn by play, not pressure",0.813228,0.801
83,14,Orchardring,Orchardring-learner-g14-2,apprentice_practice,lum,lum-hand,0.849,0.584,0.8352,"learn by play, not pressure",0.848828,0.851
83,14,Orchardring,Orchardring-learner-g14-3,adult_transmission,melo,melo-voice,0.969,0.464,0.8052,"learn by play, not pressure",0.869428,0.901
84,14,Rainloft,Rainloft-learner-g14-1,child_observation,nari,nari-seed,0.718,0.644,0.846,you may refuse unsafe imitation,0.81232,0.815
84,14,Rainloft,Rainloft-learner-g14-2,apprentice_practice,sova,sova-hand,0.838,0.584,0.846,you may refuse unsafe imitation,0.84792,0.865
84,14,Rainloft,Rainloft-learner-g14-3,adult_transmission,vonn,vonn-voice,0.958,0.464,0.816,you may refuse unsafe imitation,0.86852,0.915
85,15,Hearthnest,Hearthnest-learner-g15-1,child_observation,lum,lum-seed,0.7524,0.65,0.8568,"learn by play, not pressure",0.82248,0.812
85,15,Hearthnest,Hearthnest-learner-g15-2,apprentice_practice,ori,ori-hand,0.8724,0.59,0.8568,"learn by play, not pressure",0.85808,0.862
85,15,Hearthnest,Hearthnest-learner-g15-3,adult_transmission,sova,sova-voice,0.9924,0.47,0.8268,you may refuse unsafe imitation,0.87868,0.912
86,15,Routehall,Routehall-learner-g15-1,child_observation,tek,tek-seed,0.7282,0.65,0.8412,"learn by play, not pressure",0.814972,0.81
86,15,Routehall,Routehall-learner-g15-2,apprentice_practice,nari,nari-hand,0.8482,0.59,0.8412,you may refuse unsafe imitation,0.850572,0.86
86,15,Routehall,Routehall-learner-g15-3,adult_transmission,keth,keth-voice,0.9682,0.47,0.8112,"learn by play, not pressure",0.871172,0.91
87,15,Marketroof,Marketroof-learner-g15-1,child_observation,melo,melo-seed,0.7326,0.65,0.8352,"learn by play, not pressure",0.8151,0.803
87,15,Marketroof,Marketroof-learner-g15-2,apprentice_practice,keth,keth-hand,0.8526,0.59,0.8352,"learn by play, not pressure",0.8507,0.853
87,15,Marketroof,Marketroof-learner-g15-3,adult_transmission,vonn,vonn-voice,0.9726,0.47,0.8052,you may refuse unsafe imitation,0.8713,0.903
88,15,Quietledger,Quietledger-learner-g15-1,child_observation,nari,nari-seed,0.7238,0.65,0.8496,you may refuse unsafe imitation,0.81518,0.819
88,15,Quietledger,Quietledger-learner-g15-2,apprentice_practice,vonn,vonn-hand,0.8438,0.59,0.8496,you may refuse unsafe imitation,0.85078,0.869
88,15,Quietledger,Quietledger-learner-g15-3,adult_transmission,sova,sova-voice,0.9638,0.47,0.8196,you may refuse unsafe imitation,0.87138,0.919
89,15,Orchardring,Orchardring-learner-g15-1,child_observation,lum,lum-seed,0.737,0.65,0.8352,"learn by play, not pressure",0.816068,0.801
89,15,Orchardring,Orchardring-learner-g15-2,apprentice_practice,melo,melo-hand,0.857,0.59,0.8352,"learn by play, not pressure",0.851668,0.851
89,15,Orchardring,Orchardring-learner-g15-3,adult_transmission,tek,tek-voice,0.977,0.47,0.8052,"learn by play, not pressure",0.872268,0.901
90,15,Rainloft,Rainloft-learner-g15-1,child_observation,sova,sova-seed,0.726,0.65,0.846,you may refuse unsafe imitation,0.81516,0.815
90,15,Rainloft,Rainloft-learner-g15-2,apprentice_practice,vonn,vonn-hand,0.846,0.59,0.846,you may refuse unsafe imitation,0.85076,0.865
90,15,Rainloft,Rainloft-learner-g15-3,adult_transmission,nari,nari-voice,0.966,0.47,0.816,you may refuse unsafe imitation,0.87136,0.915
91,16,Hearthnest,Hearthnest-learner-g16-1,child_observation,ori,ori-seed,0.7604,0.656,0.8568,"learn by play, not pressure",0.82532,0.812
91,16,Hearthnest,Hearthnest-learner-g16-2,apprentice_practice,sova,sova-hand,0.8804,0.596,0.8568,you may refuse unsafe imitation,0.86092,0.862
91,16,Hearthnest,Hearthnest-learner-g16-3,adult_transmission,lum,lum-voice,1.0,0.476,0.8268,"learn by play, not pressure",0.881432,0.912
92,16,Routehall,Routehall-learner-g16-1,child_observation,nari,nari-seed,0.7362,0.656,0.8412,you may refuse unsafe imitation,0.817812,0.81
92,16,Routehall,Routehall-learner-g16-2,apprentice_practice,keth,keth-hand,0.8562,0.596,0.8412,"learn by play, not pressure",0.853412,0.86
92,16,Routehall,Routehall-learner-g16-3,adult_transmission,tek,tek-voice,0.9762,0.476,0.8112,"learn by play, not pressure",0.874012,0.91
93,16,Marketroof,Marketroof-learner-g16-1,child_observation,keth,keth-seed,0.7406,0.656,0.8352,"learn by play, not pressure",0.81794,0.803
93,16,Marketroof,Marketroof-learner-g16-2,apprentice_practice,vonn,vonn-hand,0.8606,0.596,0.8352,you may refuse unsafe imitation,0.85354,0.853
93,16,Marketroof,Marketroof-learner-g16-3,adult_transmission,melo,melo-voice,0.9806,0.476,0.8052,"learn by play, not pressure",0.87414,0.903
94,16,Quietledger,Quietledger-learner-g16-1,child_observation,vonn,vonn-seed,0.7318,0.656,0.8496,you may refuse unsafe imitation,0.81802,0.819
94,16,Quietledger,Quietledger-learner-g16-2,apprentice_practice,sova,sova-hand,0.8518,0.596,0.8496,you may refuse unsafe imitation,0.85362,0.869
94,16,Quietledger,Quietledger-learner-g16-3,adult_transmission,nari,nari-voice,0.9718,0.476,0.8196,you may refuse unsafe imitation,0.87422,0.919
95,16,Orchardring,Orchardring-learner-g16-1,child_observation,melo,melo-seed,0.745,0.656,0.8352,"learn by play, not pressure",0.818908,0.801
95,16,Orchardring,Orchardring-learner-g16-2,apprentice_practice,tek,tek-hand,0.865,0.596,0.8352,"learn by play, not pressure",0.854508,0.851
95,16,Orchardring,Orchardring-learner-g16-3,adult_transmission,lum,lum-voice,0.985,0.476,0.8052,"learn by play, not pressure",0.875108,0.901
96,16,Rainloft,Rainloft-learner-g16-1,child_observation,vonn,vonn-seed,0.734,0.656,0.846,you may refuse unsafe imitation,0.818,0.815
96,16,Rainloft,Rainloft-learner-g16-2,apprentice_practice,nari,nari-hand,0.854,0.596,0.846,you may refuse unsafe imitation,0.8536,0.865
96,16,Rainloft,Rainloft-learner-g16-3,adult_transmission,sova,sova-voice,0.974,0.476,0.816,you may refuse unsafe imitation,0.8742,0.915
97,17,Hearthnest,Hearthnest-learner-g17-1,child_observation,sova,sova-seed,0.7684,0.662,0.8568,you may refuse unsafe imitation,0.82816,0.812
97,17,Hearthnest,Hearthnest-learner-g17-2,apprentice_practice,lum,lum-hand,0.8884,0.602,0.8568,"learn by play, not pressure",0.86376,0.862
97,17,Hearthnest,Hearthnest-learner-g17-3,adult_transmission,ori,ori-voice,1.0,0.482,0.8268,"learn by play, not pressure",0.882512,0.912
98,17,Routehall,Routehall-learner-g17-1,child_observation,keth,keth-seed,0.7442,0.662,0.8412,"learn by play, not pressure",0.820652,0.81
98,17,Routehall,Routehall-learner-g17-2,apprentice_practice,tek,tek-hand,0.8642,0.602,0.8412,"learn by play, not pressure",0.856252,0.86
98,17,Routehall,Routehall-learner-g17-3,adult_transmission,nari,nari-voice,0.9842,0.482,0.8112,you may refuse unsafe imitation,0.876852,0.91
99,17,Marketroof,Marketroof-learner-g17-1,child_observation,vonn,vonn-seed,0.7486,0.662,0.8352,you may refuse unsafe imitation,0.82078,0.803
99,17,Marketroof,Marketroof-learner-g17-2,apprentice_practice,melo,melo-hand,0.8686,0.602,0.8352,"learn by play, not pressure",0.85638,0.853
99,17,Marketroof,Marketroof-learner-g17-3,adult_transmission,keth,keth-voice,0.9886,0.482,0.8052,"learn by play, not pressure",0.87698,0.903
100,17,Quietledger,Quietledger-learner-g17-1,child_observation,sova,sova-seed,0.7398,0.662,0.8496,you may refuse unsafe imitation,0.82086,0.819
100,17,Quietledger,Quietledger-learner-g17-2,apprentice_practice,nari,nari-hand,0.8598,0.602,0.8496,you may refuse unsafe imitation,0.85646,0.869
100,17,Quietledger,Quietledger-learner-g17-3,adult_transmission,vonn,vonn-voice,0.9798,0.482,0.8196,you may refuse unsafe imitation,0.87706,0.919
101,17,Orchardring,Orchardring-learner-g17-1,child_observation,tek,tek-seed,0.753,0.662,0.8352,"learn by play, not pressure",0.821748,0.801
101,17,Orchardring,Orchardring-learner-g17-2,apprentice_practice,lum,lum-hand,0.873,0.602,0.8352,"learn by play, not pressure",0.857348,0.851
101,17,Orchardring,Orchardring-learner-g17-3,adult_transmission,melo,melo-voice,0.993,0.482,0.8052,"learn by play, not pressure",0.877948,0.901
102,17,Rainloft,Rainloft-learner-g17-1,child_observation,nari,nari-seed,0.742,0.662,0.846,you may refuse unsafe imitation,0.82084,0.815
102,17,Rainloft,Rainloft-learner-g17-2,apprentice_practice,sova,sova-hand,0.862,0.602,0.846,you may refuse unsafe imitation,0.85644,0.865
102,17,Rainloft,Rainloft-learner-g17-3,adult_transmission,vonn,vonn-voice,0.982,0.482,0.816,you may refuse unsafe imitation,0.87704,0.915
103,18,Hearthnest,Hearthnest-learner-g18-1,child_observation,lum,lum-seed,0.7764,0.668,0.8568,"learn by play, not pressure",0.831,0.812
103,18,Hearthnest,Hearthnest-learner-g18-2,apprentice_practice,ori,ori-hand,0.8964,0.608,0.8568,"learn by play, not pressure",0.8666,0.862
103,18,Hearthnest,Hearthnest-learner-g18-3,adult_transmission,sova,sova-voice,1.0,0.488,0.8268,you may refuse unsafe imitation,0.883592,0.912
104,18,Routehall,Routehall-learner-g18-1,child_observation,tek,tek-seed,0.7522,0.668,0.8412,"learn by play, not pressure",0.823492,0.81
104,18,Routehall,Routehall-learner-g18-2,apprentice_practice,nari,nari-hand,0.8722,0.608,0.8412,you may refuse unsafe imitation,0.859092,0.86
104,18,Routehall,Routehall-learner-g18-3,adult_transmission,keth,keth-voice,0.9922,0.488,0.8112,"learn by play, not pressure",0.879692,0.91
105,18,Marketroof,Marketroof-learner-g18-1,child_observation,melo,melo-seed,0.7566,0.668,0.8352,"learn by play, not pressure",0.82362,0.803
105,18,Marketroof,Marketroof-learner-g18-2,apprentice_practice,keth,keth-hand,0.8766,0.608,0.8352,"learn by play, not pressure",0.85922,0.853
105,18,Marketroof,Marketroof-learner-g18-3,adult_transmission,vonn,vonn-voice,0.9966,0.488,0.8052,you may refuse unsafe imitation,0.87982,0.903
106,18,Quietledger,Quietledger-learner-g18-1,child_observation,nari,nari-seed,0.7478,0.668,0.8496,you may refuse unsafe imitation,0.8237,0.819
106,18,Quietledger,Quietledger-learner-g18-2,apprentice_practice,vonn,vonn-hand,0.8678,0.608,0.8496,you may refuse unsafe imitation,0.8593,0.869
106,18,Quietledger,Quietledger-learner-g18-3,adult_transmission,sova,sova-voice,0.9878,0.488,0.8196,you may refuse unsafe imitation,0.8799,0.919
107,18,Orchardring,Orchardring-learner-g18-1,child_observation,lum,lum-seed,0.761,0.668,0.8352,"learn by play, not pressure",0.824588,0.801
107,18,Orchardring,Orchardring-learner-g18-2,apprentice_practice,melo,melo-hand,0.881,0.608,0.8352,"learn by play, not pressure",0.860188,0.851
107,18,Orchardring,Orchardring-learner-g18-3,adult_transmission,tek,tek-voice,1.0,0.488,0.8052,"learn by play, not pressure",0.880568,0.901
108,18,Rainloft,Rainloft-learner-g18-1,child_observation,sova,sova-seed,0.75,0.668,0.846,you may refuse unsafe imitation,0.82368,0.815
108,18,Rainloft,Rainloft-learner-g18-2,apprentice_practice,vonn,vonn-hand,0.87,0.608,0.846,you may refuse unsafe imitation,0.85928,0.865
108,18,Rainloft,Rainloft-learner-g18-3,adult_transmission,nari,nari-voice,0.99,0.488,0.816,you may refuse unsafe imitation,0.87988,0.915
